epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_no_arbitrage,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_no_arbitrage
49,adam,5e-05,0.00012919228336411633,2.8205705853502473e-05,0.0,4.793951871212653e-05,2.0072468797725232e-05,1.2191232151905303e-05,1.743849432906635e-05,3.344864418457811e-06,0.0,0.00013634732749778777,2.9125534638296813e-05,0.0,4.5836302888346836e-05,1.9908020476577803e-05,1.2138893907831516e-05,2.6341513148508966e-05,2.997066985699348e-06,0.0
50,adam,5e-05,0.00012667030248502713,2.9074633164869046e-05,0.0,4.6200104291543424e-05,1.9502998810143223e-05,1.157433078852981e-05,1.7935055713303247e-05,2.3831789515079147e-06,0.0,0.00013436192239169031,3.223947715014219e-05,0.0,4.951853406964801e-05,1.895440072985366e-05,1.1541868843778502e-05,2.0404719180078246e-05,1.7029295804604772e-06,0.0
51,adam,5e-05,0.00012392224293545864,2.851699343683856e-05,0.0,4.5682471531945916e-05,1.92013317462711e-05,1.1432033196407637e-05,1.6420633275831482e-05,2.6687794702627886e-06,0.0,0.00013075269816908985,2.869295349228196e-05,0.0,4.458967669052072e-05,1.8973911210196093e-05,1.1394653483876027e-05,2.5948695110855624e-05,1.1528022696438711e-06,0.0
52,adam,5e-05,0.00012265349563214898,2.745541392609344e-05,0.0,4.5464488750209084e-05,1.8541166066406443e-05,1.1374939464393908e-05,1.7624852550816574e-05,2.192634845356686e-06,0.0,0.00013116760237608105,3.065736382268369e-05,0.0,4.700469798990525e-05,1.8337137589696795e-05,1.1995491149718873e-05,2.1741523596574552e-05,1.431395617146336e-06,0.0
53,adam,5e-05,0.0001204371458568078,2.6785214036603327e-05,0.0,4.454504149122393e-05,1.8216506427889394e-05,1.110128228208937e-05,1.6895438882726473e-05,2.893663573587897e-06,0.0,0.0001282929297303781,3.026379090442788e-05,0.0,4.587959483615123e-05,1.8239863493363373e-05,1.085700569092296e-05,2.078048237308394e-05,2.272182655360666e-06,0.0
54,adam,5e-05,0.00011917633454441019,2.6994612054540848e-05,0.0,4.4539011743461104e-05,1.7836892448752814e-05,1.0876471144059444e-05,1.6223260726768612e-05,2.7060865224686695e-06,0.0,0.00012386753223836422,2.9780136173940264e-05,0.0,4.4279971916694194e-05,1.7366384781780653e-05,1.0900757843046449e-05,2.042928826995194e-05,1.1109859769931063e-06,0.0
55,adam,5e-05,0.0001157604508787497,2.6508131596196946e-05,0.0,4.272000876967684e-05,1.731615356263882e-05,1.0728594162852489e-05,1.6681533798830406e-05,1.806027213776346e-06,0.0,0.00012398378748912364,3.0187246011337265e-05,0.0,4.485531462705694e-05,1.7380851204507053e-05,1.1176007319591008e-05,1.9295048332423903e-05,1.0893224953179015e-06,0.0
56,adam,5e-05,0.00011663344187018949,2.719422200387935e-05,0.0,4.318719855666767e-05,1.68651053288144e-05,1.0591235733290743e-05,1.616037023643638e-05,2.635309909143712e-06,0.0,0.0001225342566613108,3.22414816764649e-05,0.0,4.4001681089866906e-05,1.6858663002494723e-05,1.0277493856847286e-05,1.7350272173644044e-05,1.8046657714876346e-06,0.0
57,adam,5e-05,0.00011471503366631205,2.753489758423899e-05,0.0,4.224485296401239e-05,1.6729642805922408e-05,1.0516501297677188e-05,1.5473505040323028e-05,2.2156349052873715e-06,0.0,0.00012641849752981216,3.116973675787449e-05,0.0,4.38163842773065e-05,1.6386198694817722e-05,9.970175597118214e-06,2.2884794816491194e-05,2.1912167085247347e-06,0.0
58,adam,5e-05,0.00011410749039708799,2.6642507099683235e-05,0.0,4.154637033010774e-05,1.6163657034797196e-05,9.937260103239197e-06,1.6616195410726562e-05,3.201500266951616e-06,0.0,0.00012050905934302136,2.84981415461516e-05,0.0,4.1848270484479144e-05,1.5688343410147354e-05,1.1684775927278679e-05,2.071896960842423e-05,2.0705624592665117e-06,0.0
59,adam,5e-05,0.00011252009149064266,2.6161930503486287e-05,0.0,4.1766067148446816e-05,1.561855213598363e-05,1.0583671639093183e-05,1.6004277399804866e-05,2.385593162786776e-06,0.0,0.00011850883311126381,2.8793385354219936e-05,0.0,4.1836836317088455e-05,1.5612538845743984e-05,9.586996384314261e-06,2.126727849827148e-05,1.411797029504669e-06,0.0
60,adam,5e-05,0.0001100568924956615,2.589161061815315e-05,0.0,4.0944812228969696e-05,1.5278009601706076e-05,9.731407598814085e-06,1.6116882184250576e-05,2.094170198804008e-06,0.0,0.00012217796756885946,2.8502397981355898e-05,0.0,4.539959991234355e-05,1.527009044366423e-05,9.547299669065978e-06,2.1457990442286246e-05,2.0005863916594535e-06,0.0
61,adam,5e-05,0.00011070723190814966,2.583261601333987e-05,0.0,4.123985926858112e-05,1.508337326023528e-05,9.680210373589367e-06,1.592172370620242e-05,2.949450699166586e-06,0.0,0.00011920338874915615,3.026221747859381e-05,0.0,4.152772817178629e-05,1.5046377484395634e-05,9.131944352702703e-06,2.2130841898615472e-05,1.1042803862437722e-06,0.0
62,adam,5e-05,0.00010819028864803148,2.641754930202354e-05,0.0,4.0118585780469905e-05,1.4831211985207148e-05,9.582498305029557e-06,1.5280149628302925e-05,1.9602938608379247e-06,0.0,0.00011858746438520029,2.8224898414919153e-05,0.0,3.9792401366867125e-05,1.4280038158176467e-05,8.933503522712272e-06,2.3451320885214955e-05,3.905302946805023e-06,0.0
63,adam,5e-05,0.00010723466610735548,2.5410891577762196e-05,0.0,3.978785782006555e-05,1.4385877038298604e-05,9.522670797961173e-06,1.5814210359715776e-05,2.3131587562645674e-06,0.0,0.00011605847248574719,2.876910730265081e-05,0.0,4.049355993629433e-05,1.4447916328208521e-05,1.0362065040681046e-05,1.9896397134289145e-05,2.0894244698865805e-06,0.0
64,adam,5e-05,0.00010610474742457477,2.5685244321403656e-05,0.0,3.971789888127537e-05,1.4086380649551135e-05,9.303216764179986e-06,1.5281137700459645e-05,2.0308682189626403e-06,0.0,0.00011326323874527588,2.9694509066757746e-05,0.0,3.965663199778646e-05,1.3827591828885488e-05,8.977290235634428e-06,1.9372881070012227e-05,1.7343294302918366e-06,0.0
65,adam,5e-05,0.00010583572662971352,2.556257929846031e-05,0.0,3.906024274271211e-05,1.3853201914845693e-05,9.373780841766376e-06,1.5493838093659307e-05,2.4920832149493636e-06,0.0,0.00011526262096595019,2.8348407795419917e-05,0.0,3.895392728736624e-05,1.3492890502675436e-05,8.930054718803149e-06,2.2645386707154103e-05,2.8919523629156174e-06,0.0
66,adam,5e-05,0.0001028957405997928,2.429322540549384e-05,0.0,3.8365411513488713e-05,1.3588433079897345e-05,8.835681066037588e-06,1.5696732286111608e-05,2.116258045473856e-06,0.0,0.00010879287583520636,2.6796264137374237e-05,0.0,3.95997085433919e-05,1.3331084119272418e-05,8.683018677402288e-06,1.839271681092214e-05,1.990090368053643e-06,0.0
67,adam,5e-05,0.00010299593538677852,2.4424029048994213e-05,0.0,3.919902834269802e-05,1.3264804880554227e-05,8.707075692886036e-06,1.4716576024800325e-05,2.6844218497884983e-06,0.0,0.00011097850801888853,2.7631847842712887e-05,0.0,3.856088733300567e-05,1.3005761502427049e-05,8.981338396552019e-06,1.888935366878286e-05,3.9093247323762625e-06,0.0
68,adam,5e-05,0.00010295082133130304,2.4763261910901214e-05,0.0,3.791716803139674e-05,1.2959315874526048e-05,8.478442049679524e-06,1.5669797831501384e-05,3.1628361728594644e-06,0.0,0.00010834541171789169,2.7751717425417155e-05,0.0,3.715232014656067e-05,1.2940238775627222e-05,8.458069714833982e-06,1.9707129467860796e-05,2.3359398255706765e-06,0.0
69,adam,5e-05,9.96053869520048e-05,2.43489205512026e-05,0.0,3.7085674164931306e-05,1.2914904656345099e-05,8.775722043148043e-06,1.4492051175491522e-05,1.9881140342621376e-06,0.0,0.00010715940879890695,2.7115180273540318e-05,0.0,3.706157440319657e-05,1.2322209840931464e-05,1.0810814274009317e-05,1.8719816580414772e-05,1.1298102435830515e-06,0.0
70,adam,5e-05,9.736438149711974e-05,2.365519763511007e-05,0.0,3.663237660634516e-05,1.252466265416135e-05,8.42679147021882e-06,1.43655759472047e-05,1.7597771885910275e-06,0.0,0.00011005599662894383,2.8114089218433946e-05,0.0,3.771044430322945e-05,1.2264375982340425e-05,9.879744538920932e-06,2.084284642478451e-05,1.2444972981029423e-06,0.0
71,adam,5e-05,9.967744849818124e-05,2.3993656011751024e-05,0.0,3.6655405387541075e-05,1.2134727945695409e-05,8.904422213076724e-06,1.5137090861297486e-05,2.852146760038262e-06,0.0,0.00010575446503935382,2.586644586699549e-05,0.0,3.550457040546462e-05,1.1850832379423082e-05,8.979996891866904e-06,2.003932422667276e-05,3.513299134283443e-06,0.0
72,adam,5e-05,9.878047017587555e-05,2.4691483087649213e-05,0.0,3.667834166013303e-05,1.1919612237732739e-05,8.861380527897772e-06,1.457364302791936e-05,2.056009253782764e-06,0.0,0.00010224450670648366,2.7335339837009087e-05,0.0,3.540598481777124e-05,1.2016179425700102e-05,8.328055628226139e-06,1.790362330211792e-05,1.255323581972334e-06,0.0
73,adam,5e-05,9.602150927844738e-05,2.352353613599599e-05,0.0,3.5578779860525316e-05,1.1901643957239612e-05,8.72430597617437e-06,1.4396385556629245e-05,1.8968572243509351e-06,0.0,0.00010359644511481747,2.6248206268064678e-05,0.0,3.892878521583043e-05,1.1651597560558002e-05,7.722625923634041e-06,1.8010690837400034e-05,1.0345414693802013e-06,0.0
74,adam,5e-05,9.661815697438128e-05,2.3226014433483157e-05,0.0,3.684501248316669e-05,1.1666637253674996e-05,8.030543374352708e-06,1.4274147895140766e-05,2.575800091822852e-06,0.0,0.00010971711890306324,2.7973368560196832e-05,0.0,4.07910774811171e-05,1.1678986084007192e-05,9.553520612826105e-06,1.7665515770204365e-05,2.054644937743433e-06,0.0
75,adam,5e-05,9.863027801094133e-05,2.4437664655528755e-05,0.0,3.6514217768738504e-05,1.1582675849947716e-05,7.887751883298199e-06,1.4798408936633403e-05,3.4095579856454157e-06,0.0,0.00010070366261061281,2.5721041311044246e-05,0.0,3.587605169741437e-05,1.1400022231100593e-05,7.498405011574505e-06,1.91994258784689e-05,1.008720460049517e-06,0.0
