epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_no_arbitrage,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_no_arbitrage
147,adam,5e-05,6.532955849829633e-05,1.7644488555864275e-05,0.0,2.428021219650021e-05,6.7412058833435856e-06,4.666992997463528e-06,1.0336014730412335e-05,1.6606435365030761e-06,0.0,7.368745718849823e-05,2.0381603462737985e-05,0.0,2.5177296265610494e-05,6.765121270291274e-06,4.819114110432565e-06,1.3957416740595363e-05,2.5869101136777317e-06,0.0
148,adam,5e-05,6.625550662329983e-05,1.7520029157620025e-05,0.0,2.438695534533869e-05,6.712716301066509e-06,4.695323439822431e-06,1.0667314993966896e-05,2.273167973318402e-06,0.0,7.472802099073306e-05,1.9291226635687053e-05,0.0,2.3984501240192913e-05,6.89755779603729e-06,5.149491244083038e-06,1.6679698092048056e-05,2.7255480290477863e-06,0.0
149,adam,5e-05,6.565415582920809e-05,1.769528740075498e-05,0.0,2.3806541696738727e-05,6.640034732140881e-06,4.683736812968698e-06,1.1113003712659795e-05,1.7155516525957546e-06,0.0,7.223174179671332e-05,2.0677243810496293e-05,0.0,2.440335629216861e-05,6.709271929139504e-06,5.417064585344633e-06,1.346677072433522e-05,1.5580361605316284e-06,0.0
150,adam,5e-05,6.803151544383062e-05,1.711141884163861e-05,0.0,2.42850661264143e-05,6.608160385930826e-06,5.1562047153152345e-06,1.0999949118120149e-05,3.870716130995066e-06,0.0,7.324754551518708e-05,2.2327889382722788e-05,0.0,2.592954297142569e-05,6.984991159697529e-06,5.096731911180541e-06,1.2030538528051693e-05,8.778479809734563e-07,0.0
151,adam,5e-05,6.437765108467642e-05,1.776245492706833e-05,0.0,2.3301862740250757e-05,6.5824955426150054e-06,4.6563544249996385e-06,1.0366691387591547e-05,1.707792309374897e-06,0.0,7.829904643585905e-05,2.2714668375556357e-05,0.0,2.3938106096466072e-05,6.792953172407579e-06,5.190531283005839e-06,1.7056709111784585e-05,2.6060840809805086e-06,0.0
152,adam,5e-05,6.518207339381444e-05,1.7665576157765277e-05,0.0,2.376438609760029e-05,6.543850427006542e-06,4.631731963667017e-06,1.0933654266409576e-05,1.6428743830176015e-06,0.0,7.023760554147884e-05,2.0206061890348792e-05,0.0,2.316981044714339e-05,6.509165814350126e-06,4.846086540055694e-06,1.3592037248599809e-05,1.914442236738978e-06,0.0
153,adam,5e-05,6.604946351477079e-05,1.7128870023866294e-05,0.0,2.3611166556841613e-05,6.4720373100297165e-06,5.017336791622386e-06,1.1180828175658087e-05,2.639224844426194e-06,0.0,7.111106970114633e-05,2.079056139336899e-05,0.0,2.4582894184277393e-05,6.653483978880104e-06,4.58848626294639e-06,1.3174216292100027e-05,1.3214223599788966e-06,0.0
154,adam,5e-05,6.497351857852043e-05,1.7554007504331244e-05,0.0,2.367183734595384e-05,6.469688626580931e-06,4.509899745532912e-06,1.0562555799547153e-05,2.2055294600307655e-06,0.0,7.097901834640652e-05,1.954826439032331e-05,0.0,2.4584489437984303e-05,6.453088190028211e-06,4.539883320830995e-06,1.4826229744357988e-05,1.0270646271237638e-06,0.0
155,adam,5e-05,6.600609343704058e-05,1.746967758201266e-05,0.0,2.3451600013469854e-05,6.50396747467254e-06,4.819778063219496e-06,1.1040900899965818e-05,2.7201692818928838e-06,0.0,8.173945388989523e-05,2.042942651314661e-05,0.0,2.6397343390272e-05,6.767913419025717e-06,4.669514964916743e-06,1.4880276467010844e-05,8.594978680775966e-06,0.0
156,adam,5e-05,6.716730768814505e-05,1.715256540693291e-05,0.0,2.3865885980610203e-05,6.473054897454974e-06,5.033644388926664e-06,1.107556694738118e-05,3.5665905874526605e-06,0.0,6.931550160516053e-05,1.947802047652658e-05,0.0,2.2847782020107843e-05,6.640528681600699e-06,4.378358426038176e-06,1.3831751857651398e-05,2.139065145456698e-06,0.0
157,adam,5e-05,6.278424847377686e-05,1.694082366445819e-05,0.0,2.2813115720055066e-05,6.400565260784268e-06,4.953662789650105e-06,1.0453280574149666e-05,1.2228011666506756e-06,0.0,6.75997871439904e-05,1.9332044757902622e-05,0.0,2.3941902327351272e-05,6.502881660708226e-06,4.833661932934774e-06,1.2454516763682477e-05,5.347790761334181e-07,0.0
158,adam,5e-05,6.266094154968399e-05,1.6843099960140765e-05,0.0,2.337930162332394e-05,6.508343017591711e-06,4.6432306690904725e-06,9.958016100484649e-06,1.3289506671840389e-06,0.0,7.132675091270357e-05,1.9276210878160782e-05,0.0,2.2778081984142773e-05,6.610967375308974e-06,4.2886126720986795e-06,1.4804863894823939e-05,3.5680247947311727e-06,0.0
159,adam,5e-05,6.282541191525063e-05,1.6614299301946875e-05,0.0,2.2976704554272896e-05,6.394422721242004e-06,4.438797326483404e-06,1.0403085243957494e-05,1.9981025670425707e-06,0.0,7.122940587578341e-05,2.0116822270210832e-05,0.0,2.4000451958272606e-05,6.8539070525730494e-06,4.70030272481381e-06,1.3821624634147156e-05,1.73629973687639e-06,0.0
160,adam,5e-05,6.432241646088807e-05,1.7180869546127578e-05,0.0,2.3637883858764472e-05,6.471243523265002e-06,4.537309277587892e-06,1.0427070091758478e-05,2.068040088495706e-06,0.0,7.268749322975054e-05,2.2229962269193493e-05,0.0,2.4125722120516002e-05,6.524804575747112e-06,4.746930699184304e-06,1.3797323845210485e-05,1.262752448383253e-06,0.0
161,adam,5e-05,6.396042619368046e-05,1.746244617520244e-05,0.0,2.282909112441952e-05,6.361036506109125e-06,4.445988607253567e-06,1.0885178141059384e-05,1.9766857722710744e-06,0.0,7.359222217928618e-05,2.1566364011960104e-05,0.0,2.3064681954565458e-05,6.777490398235386e-06,4.251150130585302e-06,1.3284406122693326e-05,4.648125013773097e-06,0.0
162,adam,5e-05,6.28311789200996e-05,1.649196422347034e-05,0.0,2.3041298961274267e-05,6.297856879471164e-06,4.463148715085625e-06,1.0594045184079155e-05,1.9428652878545224e-06,0.0,7.036365423118696e-05,2.0223822502885014e-05,0.0,2.5123013983829878e-05,7.403012659779051e-06,4.610430551110767e-06,1.215768133988604e-05,8.456942737211648e-07,0.0
163,adam,5e-05,6.195538697370683e-05,1.6382203703249123e-05,0.0,2.2748974183669483e-05,6.301318795262237e-06,4.565833352090623e-06,1.0052699775452123e-05,1.9043570096939567e-06,0.0,7.571659807581455e-05,1.991124554479029e-05,0.0,2.531516474846285e-05,6.401313385140384e-06,4.957646524417214e-06,1.5714889741502702e-05,3.4163299460487906e-06,0.0
164,adam,5e-05,6.249279191713809e-05,1.6757592097819148e-05,0.0,2.240690030573335e-05,6.297558521899711e-06,4.45204725673691e-06,1.041272879673569e-05,2.1659653857424263e-06,0.0,7.048039697110653e-05,2.0056335415574722e-05,0.0,2.526560092519503e-05,6.258893336053006e-06,4.2318970372434705e-06,1.2816261914849747e-05,1.8514043631512322e-06,0.0
165,adam,5e-05,6.231193124438592e-05,1.6238343180573012e-05,0.0,2.3008769670605757e-05,6.250447133049694e-06,4.538080806996154e-06,1.0110845901108982e-05,2.1654448922105536e-06,0.0,6.728539301548153e-05,1.8277918570674956e-05,0.0,2.2537589757121168e-05,6.344373559841188e-06,4.646980869438266e-06,1.4648892829427496e-05,8.296424311993178e-07,0.0
166,adam,5e-05,6.395765428481224e-05,1.664841716225806e-05,0.0,2.297617810120481e-05,6.219955933389313e-06,4.5062835440711795e-06,1.040626182022231e-05,3.20055770381649e-06,0.0,7.11939501343295e-05,2.0358036636025645e-05,0.0,2.443564335408155e-05,6.422740625566803e-06,5.457667612063233e-06,1.3693886103283148e-05,8.25978759166901e-07,0.0
167,adam,5e-05,6.294051964355204e-05,1.653113229131411e-05,0.0,2.272971927133825e-05,6.1590765379526325e-06,5.3392700645793135e-06,1.0227786607708642e-05,1.9535351296124445e-06,0.0,8.58056519064121e-05,2.0333187421783805e-05,0.0,2.898785714933183e-05,7.3810506364679895e-06,7.877260031818878e-06,1.6853862689458765e-05,4.372437615529634e-06,0.0
168,adam,5e-05,6.627612778434664e-05,1.711705096697967e-05,0.0,2.311286988558658e-05,6.343785427152253e-06,4.5177018602684946e-06,1.069861419305126e-05,4.486105449503821e-06,0.0,7.134649058571085e-05,1.9478831745800562e-05,0.0,2.348128691664897e-05,6.207362730492605e-06,5.405537649494363e-06,1.625713957764674e-05,5.163372520655685e-07,0.0
169,adam,5e-05,6.145099847806647e-05,1.608749369638861e-05,0.0,2.2399838007191966e-05,6.067431087782126e-06,4.3479857710721374e-06,1.028977545675367e-05,2.258474235113392e-06,0.0,6.847154872957617e-05,1.927667653944809e-05,0.0,2.397701609879732e-05,6.408643002941972e-06,4.317112598073436e-06,1.272529971174663e-05,1.7668080545263365e-06,0.0
170,adam,5e-05,6.124223520081224e-05,1.664835787186536e-05,0.0,2.220811689940525e-05,6.173472835750242e-06,4.4361023493178115e-06,9.652914113324923e-06,2.123270810840502e-06,0.0,6.967614899622276e-05,2.0363391740829684e-05,0.0,2.2783044187235646e-05,6.713089987897547e-06,4.357354555395432e-06,1.4187247870722786e-05,1.2720228141915868e-06,0.0
171,adam,5e-05,6.295010866273919e-05,1.6412345339342702e-05,0.0,2.245360749276144e-05,6.161746969588594e-06,4.9199423207779e-06,1.0680968155192825e-05,2.321498946291704e-06,0.0,6.889492215123028e-05,2.0098565073567443e-05,0.0,2.419377960904967e-05,6.308919637376675e-06,4.630077000911115e-06,1.2708923350146506e-05,9.546561159368139e-07,0.0
172,adam,5e-05,6.145352410154402e-05,1.629337914473292e-05,0.0,2.270226013934007e-05,6.151894074228328e-06,4.239485456815197e-06,1.0352981238582519e-05,1.7135238006212315e-06,0.0,7.376721623586491e-05,2.0820047211600468e-05,0.0,2.8331216526567005e-05,6.452367870224407e-06,4.5759138629364315e-06,1.1582048500713427e-05,2.0056168068549596e-06,0.0
173,adam,5e-05,6.131052606857367e-05,1.6771440381749665e-05,0.0,2.2205320001087367e-05,6.054171073686568e-06,4.325350663936068e-06,9.836710714374758e-06,2.1175338490918094e-06,0.0,6.68726788717322e-05,1.9081415302935056e-05,0.0,2.3461092496290803e-05,6.242786184884608e-06,4.1069793041970115e-06,1.2999474165553693e-05,9.809334642341128e-07,0.0
174,adam,5e-05,6.148574562209274e-05,1.661169053910444e-05,0.0,2.2066340418874345e-05,6.0484832923225075e-06,4.352860381163376e-06,9.906259651509731e-06,2.5001116025830724e-06,0.0,7.421806367347017e-05,2.0111734556849115e-05,0.0,2.4578102966188453e-05,6.097221557865851e-06,4.185792477073846e-06,1.6796462659840472e-05,2.4487485461577307e-06,0.0
175,adam,5e-05,6.20092102927008e-05,1.630550911887974e-05,0.0,2.223398347730778e-05,5.9257248332349784e-06,4.3784627869460985e-06,1.0331593604484899e-05,2.833936674859514e-06,0.0,6.615967868128791e-05,1.8699445718084462e-05,0.0,2.272078381793108e-05,6.165075319586322e-06,4.715484919870505e-06,1.2759138371620793e-05,1.0997566732839914e-06,0.0
176,adam,5e-05,5.976673994501609e-05,1.588120498098082e-05,0.0,2.197509022355209e-05,6.06015128286099e-06,4.581646768952302e-06,9.573229204212862e-06,1.695417313024495e-06,0.0,7.32800253899768e-05,1.979169792321045e-05,0.0,2.3489719751523808e-05,6.20519540461828e-06,4.491103027248755e-06,1.4391952390724327e-05,4.910358711640583e-06,0.0
177,adam,5e-05,5.9208723657306224e-05,1.5813479790051045e-05,0.0,2.1741440702628877e-05,5.904180296864878e-06,4.221566797919906e-06,9.936395072722844e-06,1.5916613102086153e-06,0.0,6.810142804170027e-05,1.96997953025857e-05,0.0,2.3104068532120436e-05,6.2875706134946086e-06,6.035704700479982e-06,1.1494480531837326e-05,1.4798090433032485e-06,0.0
178,adam,5e-05,5.820068396306375e-05,1.6047904850099244e-05,0.0,2.153980014034979e-05,5.93779307362436e-06,4.1891294961440885e-06,9.141594964892157e-06,1.344461004861394e-06,0.0,6.715423660352826e-05,1.8439146515447646e-05,0.0,2.3872771635069512e-05,6.380011200235458e-06,4.00388307753019e-06,1.3941754332336131e-05,5.166699565961608e-07,0.0
179,adam,5e-05,6.075699708335811e-05,1.6273732629968666e-05,0.0,2.1974438375706547e-05,6.011536492050731e-06,4.648930804424231e-06,1.0035593306152834e-05,1.8127657732574811e-06,0.0,6.856387335574254e-05,2.0178064005449414e-05,0.0,2.4996212232508697e-05,5.9668532230716664e-06,4.06006574849016e-06,1.2365730071906e-05,9.96947619569255e-07,0.0
180,adam,5e-05,5.991767269849319e-05,1.593087159158636e-05,0.0,2.1943066626374187e-05,5.963580659024754e-06,4.1643673515835194e-06,9.660944200847537e-06,2.254841917188998e-06,0.0,7.102845120243728e-05,1.9234763385611586e-05,0.0,2.2376463675755076e-05,5.998841970722424e-06,4.581077519105747e-06,1.4240857126424089e-05,4.596447070071008e-06,0.0
181,adam,5e-05,5.912884871432898e-05,1.5934860505420524e-05,0.0,2.1286683390609963e-05,5.916827744624156e-06,4.3535604827555955e-06,9.799529271688135e-06,1.8373876873594118e-06,0.0,6.610080163227394e-05,1.9086861357209273e-05,0.0,2.2415602870751172e-05,5.953929303359473e-06,4.753374923893716e-06,1.2151990631537046e-05,1.7390409539075335e-06,0.0
182,adam,5e-05,5.8860104694585536e-05,1.5838006047055214e-05,0.0,2.1663640028337897e-05,5.878429008243118e-06,4.296280979230817e-06,9.390244204474757e-06,1.7935043713025931e-06,0.0,6.418351404136047e-05,1.8439710402162746e-05,0.0,2.155520996893756e-05,5.935914487054106e-06,4.193599124846514e-06,1.3390748790698126e-05,6.683322339995357e-07,0.0
183,adam,5e-05,5.985964058449359e-05,1.6199047263759735e-05,0.0,2.1386440248678565e-05,5.880950167256598e-06,4.099998961233752e-06,9.844249754158746e-06,2.448954071207972e-06,0.0,6.850709905847907e-05,1.84874970727833e-05,0.0,2.2271078705671243e-05,6.168494564917637e-06,4.894605808658525e-06,1.4852211279503535e-05,1.8332145828026114e-06,0.0
184,adam,5e-05,5.94235673252981e-05,1.6226024219201738e-05,0.0,2.1769164410966728e-05,5.9101178608432835e-06,4.298875208203552e-06,9.636457304752963e-06,1.5829286524653043e-06,0.0,6.568976095877588e-05,1.8468057533027604e-05,0.0,2.268878961331211e-05,6.501278221549001e-06,4.03937156079337e-06,1.3282392501423601e-05,7.098757350831875e-07,0.0
185,adam,5e-05,5.90749869944476e-05,1.619704503282842e-05,0.0,2.147304226199926e-05,5.893645966208414e-06,3.969644940153803e-06,9.575613625028858e-06,1.965995506582528e-06,0.0,7.398424349958077e-05,2.1755771740572527e-05,0.0,2.136038165190257e-05,6.001624115015147e-06,3.96296172766597e-06,1.9401397366891615e-05,1.502109739703883e-06,0.0
186,adam,5e-05,6.0012998021972764e-05,1.577087332695974e-05,0.0,2.148873124771478e-05,5.662186815301076e-06,3.983462647738634e-06,1.0687863258291535e-05,2.4198811852257344e-06,0.0,6.688741996185854e-05,1.9096050891675986e-05,0.0,2.1866868337383494e-05,5.910647814744152e-06,3.911014573532157e-06,1.2705295375781134e-05,3.3975363749050302e-06,0.0
187,adam,5e-05,5.9125079941521915e-05,1.594208144582346e-05,0.0,2.117827936008181e-05,5.764381086688474e-06,4.029602375036727e-06,9.724144338034667e-06,2.4865923175336016e-06,0.0,6.520070746773854e-05,1.7586193280294538e-05,0.0,2.149991451005917e-05,5.806010449305177e-06,4.936378900310956e-06,1.3274308912514243e-05,2.097903006870183e-06,0.0
188,adam,5e-05,5.803032446050248e-05,1.5363233225278755e-05,0.0,2.1048453322330875e-05,5.697500805509331e-06,4.103987694612615e-06,9.722840209250867e-06,2.0943086639586937e-06,0.0,6.732843758072704e-05,2.0602297809091397e-05,0.0,2.210495586041361e-05,5.869876531505724e-06,4.0174927562475204e-06,1.4030686543264892e-05,7.031267159618437e-07,0.0
189,adam,5e-05,5.88571914242551e-05,1.5905961412326653e-05,0.0,2.1016213842870905e-05,5.732413661635724e-06,4.327823432056845e-06,9.984950136438581e-06,1.8898291067498143e-06,0.0,6.39018981019035e-05,1.829655229812488e-05,0.0,2.2633726985077374e-05,5.952549145149533e-06,3.84392251362442e-06,1.1389339306333568e-05,1.7858060346043203e-06,0.0
190,adam,5e-05,5.794008081595946e-05,1.535404011057893e-05,0.0,2.1091059106910262e-05,5.698736025633047e-06,4.431192261714993e-06,9.045545929049175e-06,2.319507691553886e-06,0.0,6.612898869207129e-05,1.9524792151059955e-05,0.0,2.235542342532426e-05,6.069240498618456e-06,4.4443991100706626e-06,1.3042135833529755e-05,6.929939218025538e-07,0.0
191,adam,5e-05,5.809544878531366e-05,1.527845331962915e-05,0.0,2.075559429598913e-05,5.65208775004153e-06,4.403760216057038e-06,9.87144174013381e-06,2.1341114039127466e-06,0.0,6.639075581915677e-05,1.8687931515160017e-05,0.0,2.195678825955838e-05,5.892320132261375e-06,4.10513166571036e-06,1.1447017641330604e-05,4.3015697883674875e-06,0.0
192,adam,5e-05,5.781545111122319e-05,1.563085827781054e-05,0.0,2.1155950211294343e-05,5.6587078392661325e-06,3.9767599244239845e-06,9.443919542906177e-06,1.949255810420673e-06,0.0,7.283013837877661e-05,1.852317654993385e-05,0.0,2.4866491003194824e-05,6.011713139741914e-06,3.859251592075452e-06,1.4035771528142504e-05,5.533733201446012e-06,0.0
193,adam,5e-05,5.7493768552029946e-05,1.5166207496862164e-05,0.0,2.1098008151706642e-05,5.654687280790919e-06,3.859265180359389e-06,9.588239851245096e-06,2.127360822950799e-06,0.0,7.240176637424156e-05,1.8726235794019885e-05,0.0,2.2157631974550895e-05,5.9384910855442286e-06,4.185085344943218e-06,1.4552051652572118e-05,6.842269158369163e-06,0.0
194,adam,5e-05,5.953028102383195e-05,1.5485282751291783e-05,0.0,2.1035874794058997e-05,5.621602682252174e-06,4.121867761337882e-06,1.0177788912158807e-05,3.0878648698172395e-06,0.0,6.524343916680664e-05,1.8444829038344324e-05,0.0,2.1470797946676612e-05,5.949867500021355e-06,4.078169695276301e-06,1.2440210412023589e-05,2.8595663934538607e-06,0.0
195,adam,5e-05,5.867077561561018e-05,1.555665721031209e-05,0.0,2.0642999342748053e-05,5.637855468064247e-06,4.091200993108999e-06,9.744198544626308e-06,2.99786469556224e-06,0.0,6.597264291485772e-05,1.8592858396004885e-05,0.0,2.2195248675416224e-05,6.037730145180831e-06,4.026137958135223e-06,1.4188511158863548e-05,9.321608445134189e-07,0.0
196,adam,5e-05,5.648011574521661e-05,1.5242603030711753e-05,0.0,2.07326353293389e-05,5.588528265001341e-06,4.038263435336015e-06,9.418825270369693e-06,1.4592595121824175e-06,0.0,6.329043389996514e-05,1.783181869541295e-05,0.0,2.181400304834824e-05,5.974075520498445e-06,5.354990207706578e-06,1.144605630543083e-05,8.694933626429702e-07,0.0
197,adam,5e-05,5.698449650293379e-05,1.5507891086079845e-05,0.0,2.0687281629227707e-05,5.628044041331454e-06,4.086251522941951e-06,9.32196563654644e-06,1.7530630857652881e-06,0.0,6.554042192874476e-05,1.827619234973099e-05,0.0,2.1625548470183276e-05,5.751810931542423e-06,4.3818522499350365e-06,1.3429267710307613e-05,2.0757543097715825e-06,0.0
198,adam,5e-05,5.782457579727403e-05,1.500917432932756e-05,0.0,2.0679827511706944e-05,5.590351653905051e-06,3.993191739937174e-06,1.0162017292353244e-05,2.3900129614654966e-06,0.0,7.431656558765098e-05,1.839297874539625e-05,0.0,2.2611393433180638e-05,5.8396362874191254e-06,3.879055384459207e-06,1.633137981116306e-05,7.262131475727074e-06,0.0
199,adam,5e-05,5.842255326108046e-05,1.5548173155005475e-05,0.0,2.041031904001203e-05,5.688350765489131e-06,3.9327643272762155e-06,9.861456174038476e-06,2.981489838057025e-06,0.0,6.626534013776109e-05,1.9621071260189638e-05,0.0,2.2273705326369964e-05,5.968750883766916e-06,4.657159934140509e-06,1.182186770165572e-05,1.922782985275262e-06,0.0
200,adam,5e-05,5.7096297654973725e-05,1.53993263925908e-05,0.0,2.0662892215085097e-05,5.481970039534009e-06,4.076278617590322e-06,9.67309811780329e-06,1.8027315893469056e-06,0.0,6.820714770583436e-05,1.9840003005811013e-05,0.0,2.2095427993917838e-05,5.850259185535833e-06,4.034789071738487e-06,1.092574075300945e-05,5.460929514811141e-06,0.0
201,adam,5e-05,5.48572431384061e-05,1.4998766173015437e-05,0.0,2.0212341417116853e-05,5.557075090629431e-06,3.870862208656498e-06,8.953772449453863e-06,1.264425465240579e-06,0.0,6.311622564680874e-05,1.8238870325149037e-05,0.0,2.1470954379765317e-05,6.118519195297267e-06,4.383582108857809e-06,1.154128767666407e-05,1.3630133253172971e-06,0.0
202,adam,5e-05,5.6020315645986964e-05,1.5320494957637812e-05,0.0,2.0003816095436737e-05,5.472618153044817e-06,4.130498483492475e-06,9.102271467291136e-06,1.990616744879368e-06,0.0,6.445847975555807e-05,1.8862316210288554e-05,0.0,2.2367279598256573e-05,5.790718205389567e-06,4.488135800784221e-06,1.1877183169417549e-05,1.0728459756137454e-06,0.0
203,adam,5e-05,5.727116282316043e-05,1.4814935682460644e-05,0.0,2.0415759536263067e-05,5.40343240024254e-06,4.137189820077823e-06,9.566543956189268e-06,2.933301779814919e-06,0.0,6.184267840581015e-05,1.7673877664492466e-05,0.0,2.1752630345872603e-05,5.890417469345266e-06,3.7454258290381404e-06,1.0613374797685537e-05,2.16695252674981e-06,0.0
204,adam,5e-05,5.498585949045798e-05,1.4875170303899462e-05,0.0,2.016178517632874e-05,5.367376006111116e-06,3.8051151975759284e-06,8.968556581777872e-06,1.8078563880769094e-06,0.0,6.223664240678772e-05,1.8150834875996225e-05,0.0,2.0592351575032808e-05,5.8261098274670076e-06,3.95298911826103e-06,1.3144225704309065e-05,5.701285772374831e-07,0.0
205,adam,5e-05,5.6069424606412504e-05,1.4497488784457794e-05,0.0,2.060552128929726e-05,5.433452279537469e-06,3.9220666160020745e-06,9.766414042667113e-06,1.8444815651268045e-06,0.0,6.25040556769818e-05,1.8342425391892903e-05,0.0,2.147514715034049e-05,5.891798537049908e-06,5.196755864744773e-06,1.0002672752307262e-05,1.5952560943333083e-06,0.0
206,adam,5e-05,5.544025447711142e-05,1.5198049974666597e-05,0.0,2.014995286680503e-05,5.398467071663906e-06,3.9746791918289435e-06,8.818479092576401e-06,1.900625788732127e-06,0.0,6.645308167207986e-05,1.828319363994524e-05,0.0,2.1130128516233526e-05,5.8199698287353385e-06,3.862511221086606e-06,1.383846301905578e-05,3.5188074889447307e-06,0.0
207,adam,5e-05,5.598791921372703e-05,1.567501942825777e-05,0.0,2.0111642250355096e-05,5.375964436762077e-06,3.763921291638759e-06,9.29333185604986e-06,1.768039994875012e-06,0.0,7.725637988187373e-05,2.0768326066900045e-05,0.0,2.3427832275046967e-05,5.558240900427336e-06,3.990890490968013e-06,1.3373879482969642e-05,1.0137204299098812e-05,0.0
208,adam,5e-05,5.578357290471017e-05,1.46301714873213e-05,0.0,2.018101125912157e-05,5.296796387714465e-06,3.7027977979296194e-06,9.194098368872859e-06,2.77869789338111e-06,0.0,6.475846748799086e-05,1.7506314179627225e-05,0.0,2.1206846213317476e-05,5.549457910092315e-06,4.003917183581507e-06,1.265908304048935e-05,3.832846232398879e-06,0.0
209,adam,5e-05,5.478365433407903e-05,1.5023382022465941e-05,0.0,1.973361077756318e-05,5.30615206737402e-06,4.094343907242532e-06,9.224038335343634e-06,1.402127117621098e-06,0.0,6.544357165694237e-05,1.8668666598387063e-05,0.0,2.0865625629085116e-05,5.4544166232517455e-06,3.8420353121182416e-06,1.2514696209109388e-05,4.0981317397381645e-06,0.0
210,adam,5e-05,5.673278677037045e-05,1.5165897489096673e-05,0.0,2.0260375297059203e-05,5.382252084018546e-06,4.2010096588037125e-06,9.321100100755251e-06,2.4021518780746047e-06,0.0,6.459373980760574e-05,1.8841785276890732e-05,0.0,2.1158162780920975e-05,5.5132986744865775e-06,4.117222488275729e-06,1.2416335266607348e-05,2.5469289539614692e-06,0.0
211,adam,5e-05,5.5828375479904935e-05,1.5254691471267189e-05,0.0,2.0069727494075547e-05,5.371566340539767e-06,3.946182860523723e-06,9.367075519895435e-06,1.8191315012656906e-06,0.0,6.155803566798568e-05,1.757803329383023e-05,0.0,2.1811003534821793e-05,5.8329633247922175e-06,4.007850748166675e-06,1.170869745692471e-05,6.194902084644127e-07,0.0
212,adam,5e-05,5.547409068279353e-05,1.4685532949529478e-05,0.0,1.964045797707051e-05,5.215071431458844e-06,4.158389712092541e-06,9.105868208453536e-06,2.6687705332141565e-06,0.0,6.036505146767013e-05,1.8242182704852894e-05,0.0,2.074992335110437e-05,5.452641289593885e-06,4.170965894445544e-06,1.077195156540256e-05,9.773873443919001e-07,0.0
213,adam,5e-05,5.409708740891859e-05,1.507416244647983e-05,0.0,1.9825926583074588e-05,5.237899715991391e-06,3.898584462524649e-06,8.689809874340426e-06,1.3707038122101083e-06,0.0,6.007846968714148e-05,1.7998938346863724e-05,0.0,2.099789162457455e-05,5.38717631570762e-06,3.6379421999299666e-06,1.1207754141651094e-05,8.487634204357164e-07,0.0
214,adam,5e-05,5.4495378641322966e-05,1.5274594319173105e-05,0.0,1.950543931646583e-05,5.265593133102927e-06,3.989123786682501e-06,8.74081241717148e-06,1.7198149703651166e-06,0.0,6.333915371214971e-05,1.8546923456597142e-05,0.0,2.1402402126113884e-05,5.441453595267376e-06,3.8206189856282435e-06,1.357314431515988e-05,5.546144734580594e-07,0.0
215,adam,5e-05,5.445498939638676e-05,1.4581307845046035e-05,0.0,1.966875368539366e-05,5.230673221174382e-06,3.739064353910166e-06,9.477213177252986e-06,1.7579769737566826e-06,0.0,6.274732731981203e-05,1.817684642446693e-05,0.0,1.9991583030787297e-05,5.429893917607842e-06,3.981282134191133e-06,1.2982452972210012e-05,2.185273842769675e-06,0.0
216,adam,5e-05,5.408770731365722e-05,1.4758896516771832e-05,0.0,1.9347520026799647e-05,5.315059135162821e-06,3.623444691973938e-06,9.09204288565513e-06,1.9507440987985724e-06,0.0,6.366947491187602e-05,1.7614554963074625e-05,0.0,2.0680985471699387e-05,5.816798420710256e-06,3.845765149890212e-06,1.3054611372353975e-05,2.6567638542474015e-06,0.0
217,adam,5e-05,5.585970130697307e-05,1.4771065628063672e-05,0.0,2.021893316042325e-05,5.228585916397389e-06,3.833055867318532e-06,9.155165261045257e-06,2.6528954457543954e-06,0.0,8.193423855118454e-05,1.8566655853646807e-05,0.0,2.570025208115112e-05,5.556953510676976e-06,3.7386755593615817e-06,1.8458229533280246e-05,9.913468602462672e-06,0.0
218,adam,5e-05,5.5036744477489726e-05,1.4327108681119705e-05,0.0,2.0009602336820477e-05,5.230077444399025e-06,3.7422178463332656e-06,9.127199591025674e-06,2.6005388114811916e-06,0.0,6.0871319874422625e-05,1.7677575669949874e-05,0.0,1.907987279992085e-05,5.379555204854114e-06,3.735708105523372e-06,1.2474949471652508e-05,2.5236588498955825e-06,0.0
219,adam,5e-05,5.3718687431971796e-05,1.4815827232687586e-05,0.0,1.912309981269082e-05,5.257689403989057e-06,3.85106181244145e-06,8.854740249334432e-06,1.8162694125691368e-06,0.0,6.576567830052227e-05,1.7699167074169964e-05,0.0,2.1434463633340783e-05,5.356628662411822e-06,3.90303921449231e-06,1.3227111594460439e-05,4.145270850131055e-06,0.0
220,adam,5e-05,5.62585445304793e-05,1.4514051722399594e-05,0.0,1.9684212309093998e-05,5.18742002073157e-06,3.7155323081519566e-06,9.33740771610506e-06,3.81992028346686e-06,0.0,6.520812166854739e-05,1.8036624169326387e-05,0.0,2.0225757907610387e-05,6.17910973232938e-06,3.6761459796252893e-06,1.4264164747146424e-05,2.826316631399095e-06,0.0
