greek,n_points,mse,rmse,mae,p90_abs_error,p99_abs_error,max_abs_error
delta,2048,7.63143721878784e-09,8.735809761429012e-05,1.1109715881182869e-05,1.4676356724985229e-05,0.00019779003538005106,0.0029736246920677445
gamma,2048,0.00011669266760419087,0.010802438039821885,0.0008378122498011566,0.0006174570499283047,0.014910054179792923,0.4410377068775233
vega,2048,2.2566803728497724e-09,4.750453002451211e-05,1.792742719535362e-05,7.66375701393595e-05,0.00019993051718573517,0.0002319237223415982
theta,2048,1.3695383087036192e-13,3.700727372697993e-07,2.764309427599661e-08,1.5389673813093193e-08,3.720214632374485e-07,1.4188231780565275e-05
rho,2048,1.640992849190777e-20,1.281012431317814e-10,5.501665145931992e-11,2.408187659702632e-10,4.862752289724881e-10,5.610348297047096e-10
