epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,val_evaluated,dynamic_refresh,dynamic_refresh_count,loss_log_var_pde,loss_log_var_clamped_pde,loss_weight_pde,loss_log_var_no_arbitrage,loss_log_var_clamped_no_arbitrage,loss_weight_no_arbitrage
120,adam,5e-05,-0.01885063899680972,-0.009424661053344607,0.0,0.0,0.0,0.0,2.8028909113686495e-06,5.124495459085665e-07,0.0,0.0,-0.00942929310258478,0.0,-0.01889079250395298,-0.009453566744923592,0.0,0.0,0.0,0.0,4.2156434574280865e-06,1.7157489082819666e-06,0.0,0.0,-0.009443157352507114,0.0,1,0,0,-0.009564153850078583,-0.009564153850078583,1.0096100365291882,-0.009564260020852089,-0.009564260020852089,1.0096101437202725
121,adam,5e-05,-0.019005840178579092,-0.009502755594439805,0.0,0.0,0.0,0.0,2.7253665280113637e-06,1.345872087554767e-06,0.0,0.0,-0.00950715597718954,0.0,-0.019050728529691696,-0.009531889110803604,0.0,0.0,0.0,0.0,4.421007361088414e-06,4.1267628603236517e-07,0.0,0.0,-0.009523672051727772,0.0,1,0,0,-0.009643621742725372,-0.009643621742725372,1.009690271299188,-0.009643727913498878,-0.009643727913498878,1.0096903784987907
122,adam,5e-05,-0.019162972108460963,-0.009580761892721057,0.0,0.0,0.0,0.0,2.7184771198562885e-06,4.878641899352942e-07,0.0,0.0,-0.009585416759364307,0.0,-0.019200360402464867,-0.009606592357158661,0.0,0.0,0.0,0.0,3.976418611273402e-06,5.858164513483644e-07,0.0,0.0,-0.009598330594599247,0.0,1,0,0,-0.009723089635372162,-0.009723089635372162,1.0097705124455294,-0.009723195806145668,-0.009723195806145668,1.0097706196536513
123,adam,5e-05,-0.019318778766319156,-0.009658598806709051,0.0,0.0,0.0,0.0,2.6138904090089454e-06,3.7288527110490577e-07,0.0,0.0,-0.009663166594691575,0.0,-0.01936088688671589,-0.00968790240585804,0.0,0.0,0.0,0.0,3.818932327703806e-06,3.075116126183275e-07,0.0,0.0,-0.00967711117118597,0.0,1,0,0,-0.009802544489502907,-0.009802544489502907,1.0098507468017635,-0.009802650660276413,-0.009802650660276413,1.0098508540184041
124,adam,5e-05,-0.019473166554234922,-0.009736145089846104,0.0,0.0,0.0,0.0,2.8994019345418565e-06,9.05279522456226e-07,0.0,0.0,-0.009740826208144426,0.0,-0.01951683685183525,-0.00976416002959013,0.0,0.0,0.0,0.0,4.329828698246274e-06,1.6394186559409718e-06,0.0,0.0,-0.009758645668625832,0.0,1,0,0,-0.009881997480988503,-0.009881997480988503,1.009930985652117,-0.009882103651762009,-0.009882103651762009,1.0099310928772767
125,adam,5e-05,-0.019628930371254683,-0.009814338583964854,0.0,0.0,0.0,0.0,3.00595847591012e-06,1.240242229805233e-06,0.0,0.0,-0.009818837803322822,0.0,-0.019673846662044525,-0.009840707294642925,0.0,0.0,0.0,0.0,3.841866600851063e-06,3.5345948390386184e-07,0.0,0.0,-0.009837335906922817,0.0,1,0,0,-0.009961450472474098,-0.009961450472474098,1.0100112308779405,-0.009961556643247604,-0.009961556643247604,1.0100113381116198
126,adam,5e-05,-0.019784111878834665,-0.009891747846268117,0.0,0.0,0.0,0.0,3.0828086607925798e-06,1.1382663682724115e-06,0.0,0.0,-0.00989658507751301,0.0,-0.01982693374156952,-0.009918652474880219,0.0,0.0,0.0,0.0,3.893763732776279e-06,2.606727491638594e-07,0.0,0.0,-0.00991243589669466,0.0,1,0,0,-0.010040903463959694,-0.010040903463959694,1.0100914824797405,-0.0100410096347332,-0.0100410096347332,1.0100915897219402
127,adam,5e-05,-0.019939748337492347,-0.009969736507628113,0.0,0.0,0.0,0.0,3.574843887577117e-06,8.966021400880209e-07,0.0,0.0,-0.009974483284167945,0.0,-0.019981250166893005,-0.009998343884944916,0.0,0.0,0.0,0.0,4.1051207517739385e-06,2.921105703990179e-07,0.0,0.0,-0.00998730305582285,0.0,1,0,0,-0.01012035645544529,-0.01012035645544529,1.0101717404580237,-0.010120462626218796,-0.010120462626218796,1.0101718477087445
128,adam,5e-05,-0.0200968295102939,-0.01004766987171024,0.0,0.0,0.0,0.0,2.7255258601144305e-06,7.357596789603349e-07,0.0,0.0,-0.010052621248178184,0.0,-0.020139168947935104,-0.010077008046209812,0.0,0.0,0.0,0.0,5.030842658015899e-06,1.4492220543615986e-06,0.0,0.0,-0.010068641975522041,0.0,1,0,0,-0.010199802927672863,-0.010199802927672863,1.0102519982272031,-0.010199910029768944,-0.010199910029768944,1.0102521064273156
129,adam,5e-05,-0.020252705202437937,-0.01012599526438862,0.0,0.0,0.0,0.0,2.884650299961322e-06,8.537782019146789e-07,0.0,0.0,-0.010130448383279145,0.0,-0.02029656618833542,-0.010154305025935173,0.0,0.0,0.0,0.0,5.246021373750409e-06,5.102530735712207e-07,0.0,0.0,-0.01014801673591137,0.0,1,0,0,-0.010279241017997265,-0.010279241017997265,1.0103322539043254,-0.010279348120093346,-0.010279348120093346,1.0103323621130333
130,adam,5e-05,-0.02040745411068201,-0.010203893529251218,0.0,0.0,0.0,0.0,2.9983234526298475e-06,1.6099381170420202e-06,0.0,0.0,-0.01020816870732233,0.0,-0.020449873059988022,-0.010232578031718731,0.0,0.0,0.0,0.0,4.453293968254002e-06,2.345523455460352e-07,0.0,0.0,-0.010221983306109905,0.0,1,0,0,-0.010358679108321667,-0.010358679108321667,1.0104125159570585,-0.010358786210417747,-0.010358786210417747,1.0104126241743627
131,adam,5e-05,-0.020562670077197254,-0.01028119318652898,0.0,0.0,0.0,0.0,3.0480393462539723e-06,1.3211837410764815e-06,0.0,0.0,-0.010285846248734742,0.0,-0.020607158541679382,-0.010310825891792774,0.0,0.0,0.0,0.0,5.863741080247564e-06,2.313659933861345e-06,0.0,0.0,-0.010304510593414307,0.0,1,0,0,-0.010438117198646069,-0.010438117198646069,1.0104927843859093,-0.01043822430074215,-0.01043822430074215,1.0104928926118102
132,adam,5e-05,-0.020717066479846835,-0.010359003732446581,0.0,0.0,0.0,0.0,3.277650023392198e-06,2.255523856575792e-06,0.0,0.0,-0.010363596200477332,0.0,-0.020762775093317032,-0.010387388989329338,0.0,0.0,0.0,0.0,4.345848083175952e-06,4.867106326855719e-07,0.0,0.0,-0.010380218736827374,0.0,1,0,0,-0.01051755528897047,-0.01051755528897047,1.0105730591913837,-0.010517662391066551,-0.010517662391066551,1.0105731674258824
133,adam,5e-05,-0.020875007146969438,-0.010436801356263459,0.0,0.0,0.0,0.0,2.6414268887720027e-06,7.884507713384892e-07,0.0,0.0,-0.010441635502502322,0.0,-0.02092082053422928,-0.010465234518051147,0.0,0.0,0.0,0.0,4.46690273747663e-06,6.16917304796516e-07,0.0,0.0,-0.010460669174790382,0.0,1,0,0,-0.010596993379294872,-0.010596993379294872,1.010653340373989,-0.010597100481390953,-0.010597100481390953,1.010653448617086
134,adam,5e-05,-0.021028638817369938,-0.010514673253055662,0.0,0.0,0.0,0.0,3.1375625155760645e-06,2.0089209673557207e-06,0.0,0.0,-0.010519112111069262,0.0,-0.02106914483010769,-0.010541889816522598,0.0,0.0,0.0,0.0,4.6888562792446464e-06,6.789249482608284e-07,0.0,0.0,-0.010532623156905174,0.0,1,0,0,-0.010676421225070953,-0.010676421225070953,1.010733617579722,-0.010676529258489609,-0.010676529258489609,1.0107337267727359
135,adam,5e-05,-0.021185537218116224,-0.010592088510747999,0.0,0.0,0.0,0.0,2.75363893820213e-06,8.4894979934802e-07,0.0,0.0,-0.010597051121294498,0.0,-0.021231558173894882,-0.010622269473969936,0.0,0.0,0.0,0.0,5.9568874348769896e-06,6.985138725212892e-07,0.0,0.0,-0.010615943931043148,0.0,1,0,0,-0.010755844414234161,-0.010755844414234161,1.0108138964549844,-0.010755952447652817,-0.010755952447652817,1.0108140056566712
136,adam,5e-05,-0.021341702085919678,-0.010670318151824176,0.0,0.0,0.0,0.0,3.092212622846091e-06,4.1057612243378117e-07,0.0,0.0,-0.010674887045752257,0.0,-0.021379690617322922,-0.010697899386286736,0.0,0.0,0.0,0.0,5.38389303983422e-06,4.33788443388039e-07,0.0,0.0,-0.010687610134482384,0.0,1,0,0,-0.01083526760339737,-0.01083526760339737,1.0108941817065045,-0.010835375636816025,-0.010835375636816025,1.0108942909168648
137,adam,5e-05,-0.02149665344040841,-0.01074791798600927,0.0,0.0,0.0,0.0,3.0215987649739873e-06,6.299824004685206e-07,0.0,0.0,-0.010752386995591223,0.0,-0.021540751680731773,-0.010777694173157215,0.0,0.0,0.0,0.0,4.710046596301254e-06,2.0067916466359748e-06,0.0,0.0,-0.010769774205982685,0.0,1,0,0,-0.010914690792560577,-0.010914690792560577,1.0109744733347885,-0.010914798825979233,-0.010914798825979233,1.010974582553823
138,adam,5e-05,-0.021649883245117962,-0.010825324978213757,0.0,0.0,0.0,0.0,2.9824917646692484e-06,2.46188917074619e-06,0.0,0.0,-0.010830003127921373,0.0,-0.021698713302612305,-0.01085476204752922,0.0,0.0,0.0,0.0,4.466452082851902e-06,6.075810574657226e-07,0.0,0.0,-0.010849024169147015,0.0,1,0,0,-0.010994113981723785,-0.010994113981723785,1.011054771340343,-0.01099422201514244,-0.01099422201514244,1.0110548805680524
139,adam,5e-05,-0.021807384910061955,-0.010902830807026476,0.0,0.0,0.0,0.0,2.734845182317258e-06,4.6056513269832067e-07,0.0,0.0,-0.01090774970361963,0.0,-0.02184920199215412,-0.01093163713812828,0.0,0.0,0.0,0.0,4.389721198094776e-06,5.884472216166614e-07,0.0,0.0,-0.01092254277318716,0.0,1,0,0,-0.011073537170886993,-0.011073537170886993,1.0111350757236746,-0.011073645204305649,-0.011073645204305649,1.0111351849600594
140,adam,5e-05,-0.021962773520499468,-0.010980929131619632,0.0,0.0,0.0,0.0,2.886485205522149e-06,7.329626807717204e-07,0.0,0.0,-0.010985463799443096,0.0,-0.022006666287779808,-0.011009300127625465,0.0,0.0,0.0,0.0,6.391588158294326e-06,3.424146143515827e-06,0.0,0.0,-0.01100718230009079,0.0,1,0,0,-0.01115295011550188,-0.01115295011550188,1.0112153761258447,-0.01115305908024311,-0.01115305908024311,1.0112154863126723
141,adam,5e-05,-0.022113485378213227,-0.011058173491619527,0.0,0.0,0.0,0.0,4.52707699594157e-06,3.025158909153447e-06,0.0,0.0,-0.0110628642141819,0.0,-0.022161956876516342,-0.011086767539381981,0.0,0.0,0.0,0.0,6.299609594861977e-06,3.9169316323750536e-07,0.0,0.0,-0.011081880889832973,0.0,1,0,0,-0.011232358403503895,-0.011232358403503895,1.0112956781959468,-0.011232467368245125,-0.011232467368245125,1.0112957883915248
142,adam,5e-05,-0.02226947678718716,-0.011135929555166513,0.0,0.0,0.0,0.0,3.692545575972872e-06,3.4609163606091897e-06,0.0,0.0,-0.011140700778923929,0.0,-0.022319592535495758,-0.011163415387272835,0.0,0.0,0.0,0.0,5.475385478348471e-06,3.466963676146406e-07,0.0,0.0,-0.01116199791431427,0.0,1,0,0,-0.011311766691505909,-0.011311766691505909,1.0113759866429521,-0.011311875656247139,-0.011311875656247139,1.011376096847281
143,adam,5e-05,-0.022428896860219538,-0.01121399994008243,0.0,0.0,0.0,0.0,2.9268798300563503e-06,6.351802355197833e-07,0.0,0.0,-0.011218458937946707,0.0,-0.022473467513918877,-0.011243190616369247,0.0,0.0,0.0,0.0,4.588488991430495e-06,4.2175787484666216e-07,0.0,0.0,-0.01123528741300106,0.0,1,0,0,-0.011391174979507923,-0.011391174979507923,1.011456301467367,-0.011391283944249153,-0.011391283944249153,1.0114564116804472
144,adam,5e-05,-0.022583498968742788,-0.011291425267700106,0.0,0.0,0.0,0.0,2.8860780787454132e-06,7.64137364939188e-07,0.0,0.0,-0.011295724252704531,0.0,-0.022626496851444244,-0.011318146251142025,0.0,0.0,0.0,0.0,4.77518915431574e-06,2.4287803626066307e-06,0.0,0.0,-0.01131555438041687,0.0,1,0,0,-0.011470583267509937,-0.011470583267509937,1.0115366226696978,-0.011470692232251167,-0.011470692232251167,1.0115367328915301
145,adam,5e-05,-0.022738683386705816,-0.011368890991434455,0.0,0.0,0.0,0.0,2.7605506929262447e-06,1.015720489050409e-06,0.0,0.0,-0.011373568908311427,0.0,-0.02278299070894718,-0.011395979672670364,0.0,0.0,0.0,0.0,5.24349798070034e-06,8.600756018495304e-07,0.0,0.0,-0.011393113993108273,0.0,1,0,0,-0.011549991555511951,-0.011549991555511951,1.0116169502504508,-0.011550100520253181,-0.011550100520253181,1.0116170604810362
146,adam,5e-05,-0.022894382127560675,-0.011446356889791787,0.0,0.0,0.0,0.0,2.683913855605624e-06,6.125011324797924e-07,0.0,0.0,-0.011451321828644723,0.0,-0.022940196096897125,-0.01147471647709608,0.0,0.0,0.0,0.0,4.231974799040472e-06,2.8473954216678976e-07,0.0,0.0,-0.01146999653428793,0.0,1,0,0,-0.011629395186901093,-0.011629395186901093,1.0116972794990504,-0.011629505082964897,-0.011629505082964897,1.0116973906806053
147,adam,5e-05,-0.023049764800816774,-0.011523962602950633,0.0,0.0,0.0,0.0,2.5356423449807153e-06,5.673045802012666e-07,0.0,0.0,-0.01152890536468476,0.0,-0.023090362548828125,-0.01155319344252348,0.0,0.0,0.0,0.0,5.549857633013744e-06,5.784254994978255e-07,0.0,0.0,-0.01154329814016819,0.0,1,0,0,-0.011708788573741913,-0.011708788573741913,1.0117776047611327,-0.011708898469805717,-0.011708898469805717,1.0117777159515149
148,adam,5e-05,-0.02320460241753608,-0.01160173793323338,0.0,0.0,0.0,0.0,2.8045778535101817e-06,5.627728310031443e-07,0.0,0.0,-0.011606231681071222,0.0,-0.023240823298692703,-0.011627561412751675,0.0,0.0,0.0,0.0,4.803546289622318e-06,1.0869268862734316e-06,0.0,0.0,-0.011619152501225471,0.0,1,0,0,-0.011788181960582733,-0.011788181960582733,1.0118579364007625,-0.011788291856646538,-0.011788291856646538,1.011858047599973
149,adam,5e-05,-0.0233593275770545,-0.011678998242132366,0.0,0.0,0.0,0.0,2.6772239749561777e-06,7.865663782524734e-07,0.0,0.0,-0.011683793098200113,0.0,-0.023407023400068283,-0.011708579026162624,0.0,0.0,0.0,0.0,4.442928002390545e-06,6.815768642809417e-07,0.0,0.0,-0.011703568510711193,0.0,1,0,0,-0.011867575347423553,-0.011867575347423553,1.0119382744184466,-0.011867685243487358,-0.011867685243487358,1.0119383856264859
150,adam,5e-05,-0.023513814783655107,-0.011756731662899256,0.0,0.0,0.0,0.0,2.8247795782476715e-06,1.507479156614977e-06,0.0,0.0,-0.011761415342334658,0.0,-0.023562118411064148,-0.011784874834120274,0.0,0.0,0.0,0.0,4.5667816266359296e-06,2.0729071366076823e-06,0.0,0.0,-0.011783882975578308,0.0,1,0,0,-0.011946968734264374,-0.011946968734264374,1.0120186188146911,-0.011947078630328178,-0.011947078630328178,1.01201873003156
151,adam,5e-05,-0.023668312118388712,-0.011833785916678607,0.0,0.0,0.0,0.0,2.8179812403550386e-06,1.2820295784976565e-06,0.0,0.0,-0.011838626582175493,0.0,-0.02370932325720787,-0.011861758306622505,0.0,0.0,0.0,0.0,4.277335392544046e-06,2.7408484015722934e-07,0.0,0.0,-0.011852116324007511,0.0,1,0,0,-0.012026362121105194,-0.012026362121105194,1.0120989695900027,-0.012026472017168999,-0.012026472017168999,1.0120990808157018
152,adam,5e-05,-0.023823548457585275,-0.011911534413229674,0.0,0.0,0.0,0.0,3.255886056763302e-06,1.0995867647523028e-06,0.0,0.0,-0.01191636937437579,0.0,-0.02386421337723732,-0.011939103715121746,0.0,0.0,0.0,0.0,4.891964636044577e-06,2.5675370807221043e-07,0.0,0.0,-0.011930258944630623,0.0,1,0,0,-0.012105755507946014,-0.012105755507946014,1.0121793267448878,-0.012105865404009819,-0.012105865404009819,1.0121794379794178
153,adam,5e-05,-0.023978109122253954,-0.011989131395239383,0.0,0.0,0.0,0.0,3.5523230934586536e-06,1.1747100527870202e-06,0.0,0.0,-0.011993704596534371,0.0,-0.024017497897148132,-0.012016531080007553,0.0,0.0,0.0,0.0,6.209975254023448e-06,5.852692765984102e-07,0.0,0.0,-0.0120077608153224,0.0,1,0,0,-0.012185140512883663,-0.012185140512883663,1.01225968179519,-0.012185251340270042,-0.012185251340270042,1.0122597939812912
154,adam,5e-05,-0.024133483064360917,-0.012066608353052288,0.0,0.0,0.0,0.0,3.498771476984075e-06,9.66306179961407e-07,0.0,0.0,-0.01207133976276964,0.0,-0.024175353348255157,-0.012093965895473957,0.0,0.0,0.0,0.0,5.404619514592923e-06,2.35103630075173e-06,0.0,0.0,-0.012089143507182598,0.0,1,0,0,-0.01226451899856329,-0.01226451899856329,1.0123400366250257,-0.012264629825949669,-0.012264629825949669,1.012340148820032
155,adam,5e-05,-0.024288785527460277,-0.012144116160925478,0.0,0.0,0.0,0.0,2.8147056170269025e-06,1.2989294315701727e-06,0.0,0.0,-0.012148783076554537,0.0,-0.024333257228136063,-0.012172841466963291,0.0,0.0,0.0,0.0,3.887915681843879e-06,5.579025241786439e-07,0.0,0.0,-0.01216486282646656,0.0,1,0,0,-0.012343897484242916,-0.012343897484242916,1.012420397833559,-0.012344008311629295,-0.012344008311629295,1.012420510037472
156,adam,5e-05,-0.024444725713692605,-0.012221787590533495,0.0,0.0,0.0,0.0,2.7532183892731155e-06,4.985578296867743e-07,0.0,0.0,-0.012226189952343702,0.0,-0.02449018694460392,-0.012249354273080826,0.0,0.0,0.0,0.0,4.127502052142518e-06,9.236222240360803e-07,0.0,0.0,-0.012245884165167809,0.0,1,0,0,-0.012423275969922543,-0.012423275969922543,1.0125007654212967,-0.012423386797308922,-0.012423386797308922,1.0125008776341164
157,adam,5e-05,-0.024597872514277697,-0.012298900168389082,0.0,0.0,0.0,0.0,2.817413232492072e-06,1.5812320768304744e-06,0.0,0.0,-0.01230337138986215,0.0,-0.02464705891907215,-0.012327088974416256,0.0,0.0,0.0,0.0,4.568181793729309e-06,3.2032501167122973e-06,0.0,0.0,-0.012327740900218487,0.0,1,0,0,-0.012502654455602169,-0.012502654455602169,1.0125811393887452,-0.012502765282988548,-0.012502765282988548,1.0125812516104724
158,adam,5e-05,-0.024751036311499774,-0.012375322461593896,0.0,0.0,0.0,0.0,3.3570219670764345e-06,1.453379947946587e-06,0.0,0.0,-0.012380524363834411,0.0,-0.0247911736369133,-0.01239913422614336,0.0,0.0,0.0,0.0,4.6247428144852165e-06,6.229371365407133e-07,0.0,0.0,-0.012397288344800472,0.0,1,0,0,-0.012582032941281796,-0.012582032941281796,1.0126615197364104,-0.012582143768668175,-0.012582143768668175,1.0126616319670463
159,adam,5e-05,-0.024906051228754222,-0.01245302427560091,0.0,0.0,0.0,0.0,3.2715002760141942e-06,1.976212278265166e-06,0.0,0.0,-0.012458274664822966,0.0,-0.024950183928012848,-0.012480196543037891,0.0,0.0,0.0,0.0,4.2850761019508354e-06,3.361304834470502e-07,0.0,0.0,-0.012474609538912773,0.0,1,0,0,-0.012661411426961422,-0.012661411426961422,1.0127419064647993,-0.012661522254347801,-0.012661522254347801,1.012742018704344
160,adam,5e-05,-0.025061591644771397,-0.012530811596661806,0.0,0.0,0.0,0.0,3.0679639593245156e-06,1.93107423918093e-06,0.0,0.0,-0.01253577892202884,0.0,-0.025105997920036316,-0.012559797614812851,0.0,0.0,0.0,0.0,4.573044407152338e-06,3.55971991439219e-07,0.0,0.0,-0.012551129795610905,0.0,1,0,0,-0.0127407843247056,-0.0127407843247056,1.0128222939148326,-0.01274089515209198,-0.01274089515209198,1.0128224061632864
161,adam,5e-05,-0.025216930895112455,-0.012608692049980164,0.0,0.0,0.0,0.0,3.317227637467113e-06,1.4924246585223955e-06,0.0,0.0,-0.012613048369530588,0.0,-0.025256425142288208,-0.012637292966246605,0.0,0.0,0.0,0.0,4.156025170232169e-06,5.826204301229154e-07,0.0,0.0,-0.012623870745301247,0.0,1,0,0,-0.012820147909224033,-0.012820147909224033,1.0129026783123127,-0.012820258736610413,-0.012820258736610413,1.0129027905696755
162,adam,5e-05,-0.025371795753017068,-0.012685695546679199,0.0,0.0,0.0,0.0,3.241437539713843e-06,1.1425625103811399e-06,0.0,0.0,-0.01269048434915021,0.0,-0.02541019208729267,-0.012713698670268059,0.0,0.0,0.0,0.0,5.24207189300796e-06,1.4532286058965838e-06,0.0,0.0,-0.012703188695013523,0.0,1,0,0,-0.012899511493742466,-0.012899511493742466,1.0129830690896398,-0.012899622321128845,-0.012899622321128845,1.012983181355912
163,adam,5e-05,-0.02552601706702262,-0.012763227976392955,0.0,0.0,0.0,0.0,3.1562337881041458e-06,1.6418748600699473e-06,0.0,0.0,-0.012767587264534086,0.0,-0.025569841265678406,-0.012791170738637447,0.0,0.0,0.0,0.0,5.75986859985278e-06,1.460208181924827e-06,0.0,0.0,-0.012785892002284527,0.0,1,0,0,-0.012978875078260899,-0.012978875078260899,1.0130634662473204,-0.012978985905647278,-0.012978985905647278,1.0130635785225028
164,adam,5e-05,-0.025681508937850595,-0.012840374431107193,0.0,0.0,0.0,0.0,3.121217389434605e-06,7.03200991658548e-07,0.0,0.0,-0.012844958633650094,0.0,-0.025722388178110123,-0.012868204154074192,0.0,0.0,0.0,0.0,4.598820851242635e-06,2.7992811624244496e-07,0.0,0.0,-0.012859062291681767,0.0,1,0,0,-0.013058238662779331,-0.013058238662779331,1.0131438697858608,-0.01305834949016571,-0.01305834949016571,1.013143982069954
165,adam,5e-05,-0.025836432119831443,-0.012917712447233498,0.0,0.0,0.0,0.0,2.842836664740389e-06,7.163240276497618e-07,0.0,0.0,-0.012922278780024499,0.0,-0.025885039940476418,-0.01294643059372902,0.0,0.0,0.0,0.0,4.870254997513257e-06,4.884630016022129e-07,0.0,0.0,-0.012943967245519161,0.0,1,0,0,-0.013137602247297764,-0.013137602247297764,1.0132242797057673,-0.013137713074684143,-0.013137713074684143,1.0132243919987722
166,adam,5e-05,-0.025991741567850113,-0.012995246739592403,0.0,0.0,0.0,0.0,2.672873726794478e-06,6.644930135024651e-07,0.0,0.0,-0.012999832339119166,0.0,-0.026031965389847755,-0.013022955507040024,0.0,0.0,0.0,0.0,4.862083187617827e-06,7.998712590051582e-07,0.0,0.0,-0.013014672324061394,0.0,1,0,0,-0.013216965831816196,-0.013216965831816196,1.0133046960075467,-0.013217076659202576,-0.013217076659202576,1.013304808309464
167,adam,5e-05,-0.026146024465560913,-0.0130724020418711,0.0,0.0,0.0,0.0,2.530509156883909e-06,9.383020067588177e-07,0.0,0.0,-0.013077091192826629,0.0,-0.026184845715761185,-0.013101375661790371,0.0,0.0,0.0,0.0,4.3499139792402275e-06,4.0661424804966373e-07,0.0,0.0,-0.013088226318359375,0.0,1,0,0,-0.013296329416334629,-0.013296329416334629,1.0133851186917051,-0.013296440243721008,-0.013296440243721008,1.0133852310025355
168,adam,5e-05,-0.026301221689209342,-0.013149768230505288,0.0,0.0,0.0,0.0,2.340656664046037e-06,4.258242345400731e-07,0.0,0.0,-0.01315421995241195,0.0,-0.026339061558246613,-0.013177331537008286,0.0,0.0,0.0,0.0,4.285347131371964e-06,5.922648256273533e-07,0.0,0.0,-0.013166608288884163,0.0,1,0,0,-0.013375681824982166,-0.013375681824982166,1.0134655364323895,-0.01337579358369112,-0.01337579358369112,1.0134656496959957
169,adam,5e-05,-0.026453771512024105,-0.013226707000285387,0.0,0.0,0.0,0.0,2.7211583955022434e-06,1.592707508990543e-06,0.0,0.0,-0.013231378106866032,0.0,-0.02649376541376114,-0.013254142366349697,0.0,0.0,0.0,0.0,3.938970166927902e-06,3.673063702080981e-07,0.0,0.0,-0.013243929482996464,0.0,1,0,0,-0.013455030508339405,-0.013455030508339405,1.0135459567789153,-0.013455142267048359,-0.013455142267048359,1.0135460700515093
170,adam,5e-05,-0.02660955465398729,-0.013304035819601268,0.0,0.0,0.0,0.0,2.7161741371628523e-06,5.126982536296509e-07,0.0,0.0,-0.013308747613336891,0.0,-0.02665339782834053,-0.013332716189324856,0.0,0.0,0.0,0.0,4.229607384331757e-06,7.880984753683151e-07,0.0,0.0,-0.013325700536370277,0.0,1,0,0,-0.013534379191696644,-0.013534379191696644,1.0136263835069432,-0.013534490950405598,-0.013534490950405598,1.0136264967885256
171,adam,5e-05,-0.026763868983834982,-0.013381074648350477,0.0,0.0,0.0,0.0,2.5276345994029725e-06,4.518546337095586e-07,0.0,0.0,-0.013385773927439004,0.0,-0.02680167928338051,-0.01340906135737896,0.0,0.0,0.0,0.0,4.731811714009382e-06,7.683113949497056e-07,0.0,0.0,-0.013398118317127228,0.0,1,0,0,-0.013613727875053883,-0.013613727875053883,1.0137068166169791,-0.013613839633762836,-0.013613839633762836,1.0137069299075505
172,adam,5e-05,-0.02691714675165713,-0.013458189321681857,0.0,0.0,0.0,0.0,3.0204095509134277e-06,1.0333920315019895e-06,0.0,0.0,-0.01346301130251959,0.0,-0.026961885392665863,-0.013487380929291248,0.0,0.0,0.0,0.0,4.908396022074157e-06,3.518106268529664e-06,0.0,0.0,-0.013482930138707161,0.0,1,0,0,-0.013693076558411121,-0.013693076558411121,1.0137872561095296,-0.013693188317120075,-0.013693188317120075,1.0137873694090909
173,adam,5e-05,-0.02706816839054227,-0.013535446487367153,0.0,0.0,0.0,0.0,3.2459443985999314e-06,4.099542206148499e-06,0.0,0.0,-0.013540067477151752,0.0,-0.02711433917284012,-0.013564669527113438,0.0,0.0,0.0,0.0,4.026081569463713e-06,3.909856616246543e-07,0.0,0.0,-0.013554085977375507,0.0,1,0,0,-0.01377242524176836,-0.01377242524176836,1.0138677019851012,-0.013772537000477314,-0.013772537000477314,1.0138678152936529
174,adam,5e-05,-0.02722622884903103,-0.013612745271530002,0.0,0.0,0.0,0.0,2.516352054726667e-06,1.351970453811191e-06,0.0,0.0,-0.013617351418361068,0.0,-0.027267616242170334,-0.013641483150422573,0.0,0.0,0.0,0.0,5.327528469933895e-06,2.6598927433951758e-06,0.0,0.0,-0.013634119182825089,0.0,1,0,0,-0.013851773925125599,-0.013851773925125599,1.0139481542442004,-0.013851885683834553,-0.013851885683834553,1.0139482675617433
175,adam,5e-05,-0.0273801313014701,-0.013689770421478897,0.0,0.0,0.0,0.0,3.0329632920711447e-06,1.135415713449106e-06,0.0,0.0,-0.013694529247004539,0.0,-0.02742348611354828,-0.013718860223889351,0.0,0.0,0.0,0.0,3.912064130418003e-06,2.402011318736186e-07,0.0,0.0,-0.013708779588341713,0.0,1,0,0,-0.013931122608482838,-0.013931122608482838,1.0140286128873337,-0.013931234367191792,-0.013931234367191792,1.0140287262138685
176,adam,5e-05,-0.027535539120435715,-0.013767016993369907,0.0,0.0,0.0,0.0,2.63309530623701e-06,5.612066171778451e-07,0.0,0.0,-0.013771716505289078,0.0,-0.02757180482149124,-0.01379395928233862,0.0,0.0,0.0,0.0,3.884266789100366e-06,3.05697994917864e-07,0.0,0.0,-0.013782034628093243,0.0,1,0,0,-0.01401046384125948,-0.01401046384125948,1.014109070359306,-0.014010575599968433,-0.014010575599968433,1.014109183694833
177,adam,5e-05,-0.027689708396792412,-0.013844234868884087,0.0,0.0,0.0,0.0,2.510946160327876e-06,8.138080715980323e-07,0.0,0.0,-0.013848798291292042,0.0,-0.02772999182343483,-0.01387255173176527,0.0,0.0,0.0,0.0,4.671043825510424e-06,1.8140206066163955e-06,0.0,0.0,-0.013863924890756607,0.0,1,0,0,-0.014089797623455524,-0.014089797623455524,1.0141895266588261,-0.014089909382164478,-0.014089909382164478,1.0141896400033446
