,rho,kappa,gamma,bar_v,v0
rho,0.02133887542259847,-0.0002293220761000221,-0.057384548211823025,0.39349745526540936,0.46264651688825686
kappa,-0.00022932207610002248,0.001271980468694813,0.004651551535757716,-0.07203689407155735,-0.10616884542702204
gamma,-0.05738454821182304,0.004651551535757711,0.18537961509188272,-1.5587656933548937,-1.8914635567557705
bar_v,0.3934974552654093,-0.07203689407155733,-1.5587656933548937,16.181069815161713,18.692642533876374
v0,0.462646516888257,-0.10616884542702205,-1.891463556755771,18.692642533876374,27.603757283080192
