epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,val_evaluated,dynamic_refresh,dynamic_refresh_count,loss_log_var_pde,loss_log_var_clamped_pde,loss_weight_pde,loss_log_var_term,loss_log_var_clamped_term,loss_weight_term,loss_log_var_low,loss_log_var_clamped_low,loss_weight_low,loss_log_var_no_arbitrage,loss_log_var_clamped_no_arbitrage,loss_weight_no_arbitrage
146,adam,0.001,-3.292953997850418,-0.8211433812975883,0.0,0.0,0.0,0.0,-0.8236745968461037,-0.8253726661205292,0.0,0.0,-0.8227633833885193,0.0,-2.972931385040283,-0.7413753271102905,0.0,0.0,0.0,0.0,-0.7431977391242981,-0.745529294013977,0.0,0.0,-0.7428287267684937,0.0,0,0,0,-1.0402849912643433,-1.0402849912643433,2.830023431391029,-1.0453135967254639,-1.0453135967254639,2.8442903439466285,-1.0465192794799805,-1.0465192794799805,2.8477217239253205,-1.042149543762207,-1.042149543762207,2.835305081075435
147,adam,0.001,-3.3076904714107513,-0.8247880265116692,0.0,0.0,0.0,0.0,-0.8274665772914886,-0.8290252611041069,0.0,0.0,-0.8264105841517448,0.0,-2.972931385040283,-0.7413753271102905,0.0,0.0,0.0,0.0,-0.7431977391242981,-0.745529294013977,0.0,0.0,-0.7428287267684937,0.0,0,0,0,-1.0465185642242432,-1.0465185642242432,2.8477196870767476,-1.0515692234039307,-1.0515692234039307,2.862138931347794,-1.052762746810913,-1.052762746810913,2.8655570005234243,-1.048387050628662,-1.048387050628662,2.853045586731695
148,adam,0.001,-3.3220750093460083,-0.8284184411168098,0.0,0.0,0.0,0.0,-0.8310491964221001,-0.8326002135872841,0.0,0.0,-0.8300070911645889,0.0,-2.972931385040283,-0.7413753271102905,0.0,0.0,0.0,0.0,-0.7431977391242981,-0.745529294013977,0.0,0.0,-0.7428287267684937,0.0,0,0,0,-1.0527399778366089,-1.0527399778366089,2.8654917554724966,-1.0578126907348633,-1.0578126907348633,2.8800645028929046,-1.058993935585022,-1.058993935585022,2.8834685743802093,-1.054612398147583,-1.054612398147583,2.870862186719603
149,adam,0.001,-3.336565315723419,-0.832035131752491,0.0,0.0,0.0,0.0,-0.8346906527876854,-0.8362151831388474,0.0,0.0,-0.833624355494976,0.0,-2.972931385040283,-0.7413753271102905,0.0,0.0,0.0,0.0,-0.7431977391242981,-0.745529294013977,0.0,0.0,-0.7428287267684937,0.0,0,0,0,-1.05894935131073,-1.05894935131073,2.8833400198921524,-1.0640437602996826,-1.0640437602996826,2.898066412491619,-1.0652124881744385,-1.0652124881744385,2.9014554435325515,-1.0608253479003906,-1.0608253479003906,2.888754232870962
150,adam,0.001,-3.3509227335453033,-0.8356151133775711,0.0,0.0,0.0,0.0,-0.8383005633950233,-0.8398019894957542,0.0,0.0,-0.837205097079277,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,1,0,0,-1.065146565437317,-1.065146565437317,2.901264177952522,-1.0702626705169678,-1.0702626705169678,2.9161453848006906,-1.0714187622070312,-1.0714187622070312,2.9195186657824186,-1.067026138305664,-1.067026138305664,2.906722443382203
151,adam,0.001,-3.36436066031456,-0.8391843289136887,0.0,0.0,0.0,0.0,-0.8412516787648201,-0.8432128205895424,0.0,0.0,-0.8407118916511536,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.0713316202163696,-1.0713316202163696,2.9192642641988,-1.0764678716659546,-1.0764678716659546,2.9342969121894207,-1.0776121616363525,-1.0776121616363525,2.9376565205326854,-1.0732146501541138,-1.0732146501541138,2.924766505020748
152,adam,0.001,-3.2876785695552826,-0.8394741266965866,0.0,0.0,0.0,0.0,-0.7783379852771759,-0.8388264775276184,0.0,0.0,-0.8310400769114494,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.0774962902069092,-1.0774962902069092,2.9373161497924407,-1.082458257675171,-1.082458257675171,2.9519272368626366,-1.0837671756744385,-1.0837671756744385,2.9557935973779204,-1.0793553590774536,-1.0793553590774536,2.942781901840011
153,adam,0.001,-3.325005829334259,-0.8339655548334122,0.0,0.0,0.0,0.0,-0.8070007711648941,-0.8399806842207909,0.0,0.0,-0.8440588489174843,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.0835950374603271,-1.0835950374603271,2.955284836136668,-1.088172197341919,-1.088172197341919,2.9688426518021607,-1.0898587703704834,-1.0898587703704834,2.97385404659847,-1.085445523262024,-1.085445523262024,2.9607586117759737
154,adam,0.001,-3.3566700518131256,-0.8443949595093727,0.0,0.0,0.0,0.0,-0.8307401388883591,-0.8360988423228264,0.0,0.0,-0.8454360663890839,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.0896669626235962,-1.0896669626235962,2.9732836930550834,-1.093971848487854,-1.093971848487854,2.986110930081853,-1.0959112644195557,-1.0959112644195557,2.99190786070627,-1.0915355682373047,-1.0915355682373047,2.9788447817777453
155,adam,0.001,-3.377005159854889,-0.848728135228157,0.0,0.0,0.0,0.0,-0.8397506773471832,-0.8371360376477242,0.0,0.0,-0.8513903543353081,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.0957435369491577,-1.0957435369491577,2.9914060776517073,-1.0998647212982178,-1.0998647212982178,3.0037596517541463,-1.101853847503662,-1.101853847503662,3.009740455106664,-1.0976239442825317,-1.0976239442825317,2.9970364315976026
156,adam,0.001,-3.414532095193863,-0.8542672991752625,0.0,0.0,0.0,0.0,-0.8478732854127884,-0.8567697629332542,0.0,0.0,-0.8556217476725578,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.1018260717391968,-1.1018260717391968,3.0096568584256675,-1.1058317422866821,-1.1058317422866821,3.021736730102407,-1.1078625917434692,-1.1078625917434692,3.0278796580689527,-1.103711724281311,-1.103711724281311,3.0153373795930607
157,adam,0.001,-3.438128173351288,-0.859013631939888,0.0,0.0,0.0,0.0,-0.8564061522483826,-0.8620139509439468,0.0,0.0,-0.8606944680213928,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.107913613319397,-1.107913613319397,3.028034149201984,-1.1118519306182861,-1.1118519306182861,3.0399830222558824,-1.1139192581176758,-1.1139192581176758,3.046274163439443,-1.109804391860962,-1.109804391860962,3.0337649072843162
158,adam,0.001,-3.454764664173126,-0.8625733926892281,0.0,0.0,0.0,0.0,-0.8627054616808891,-0.8654767498373985,0.0,0.0,-0.8640090972185135,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.1139991283416748,-1.1139991283416748,3.046517479755974,-1.1179113388061523,-1.1179113388061523,3.0584594418236106,-1.1199915409088135,-1.1199915409088135,3.0648282775214772,-1.115893840789795,-1.115893840789795,3.052295226203864
159,adam,0.001,-3.4702959656715393,-0.8661429286003113,0.0,0.0,0.0,0.0,-0.8662623018026352,-0.870078518986702,0.0,0.0,-0.8678122460842133,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.1200783252716064,-1.1200783252716064,3.0650942682323623,-1.1239864826202393,-1.1239864826202393,3.0770965771001793,-1.126070261001587,-1.126070261001587,3.083515249647845,-1.1219767332077026,-1.1219767332077026,3.070918594240199
160,adam,0.001,-3.484472930431366,-0.8695628270506859,0.0,0.0,0.0,0.0,-0.8701978549361229,-0.8735733330249786,0.0,0.0,-0.8711389303207397,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.1261485815048218,-1.1261485815048218,3.083756761571474,-1.1300652027130127,-1.1300652027130127,3.0958583519076455,-1.1321468353271484,-1.1321468353271484,3.1023095037562567,-1.128050684928894,-1.128050684928894,3.0896279679173446
161,adam,0.001,-3.4983980655670166,-0.8729016929864883,0.0,0.0,0.0,0.0,-0.8738962486386299,-0.8770181387662888,0.0,0.0,-0.8745820075273514,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.132208228111267,-1.132208228111267,3.1024999690204265,-1.136139988899231,-1.136139988899231,3.114722268577237,-1.138216495513916,-1.138216495513916,3.1211967297751717,-1.134114146232605,-1.134114146232605,3.1084187184670795
162,adam,0.001,-3.5120737850666046,-0.8762400522828102,0.0,0.0,0.0,0.0,-0.8774506896734238,-0.8804326206445694,0.0,0.0,-0.8779504001140594,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.1382564306259155,-1.1382564306259155,3.1213213776050437,-1.1422079801559448,-1.1422079801559448,3.1336798350750183,-1.144276738166809,-1.144276738166809,3.140169370662209,-1.1401666402816772,-1.1401666402816772,3.127289454163271
163,adam,0.001,-3.52546164393425,-0.8795441389083862,0.0,0.0,0.0,0.0,-0.8808859884738922,-0.8836912214756012,0.0,0.0,-0.8813402727246284,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.1442928314208984,-1.1442928314208984,3.1402199066124177,-1.1482670307159424,-1.1482670307159424,3.152724597960806,-1.150325894355774,-1.150325894355774,3.159222314663005,-1.1462076902389526,-1.1462076902389526,3.146238745165164
164,adam,0.001,-3.538730949163437,-0.8828218132257462,0.0,0.0,0.0,0.0,-0.8843311592936516,-0.8869477957487106,0.0,0.0,-0.8846302106976509,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.1503171920776367,-1.1503171920776367,3.1591948223513486,-1.1543160676956177,-1.1543160676956177,3.171853342554266,-1.1563631296157837,-1.1563631296157837,3.1783529730514983,-1.1522372961044312,-1.1522372961044312,3.1652666324392116
165,adam,0.001,-3.5520359873771667,-0.8860892355442047,0.0,0.0,0.0,0.0,-0.8877810761332512,-0.8902421072125435,0.0,0.0,-0.8879235684871674,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.1563293933868408,-1.1563293933868408,3.1782457492166123,-1.160354733467102,-1.160354733467102,3.191065052934735,-1.1623879671096802,-1.1623879671096802,3.1975598342224516,-1.1582549810409546,-1.1582549810409546,3.1843716360662455
166,adam,0.001,-3.56515309214592,-0.8893711045384407,0.0,0.0,0.0,0.0,-0.8911036476492882,-0.8934804648160934,0.0,0.0,-0.8911978676915169,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.1623294353485107,-1.1623294353485107,3.19737268089117,-1.1663824319839478,-1.1663824319839478,3.2103579183955513,-1.1684008836746216,-1.1684008836746216,3.216844414901279,-1.164260745048523,-1.164260745048523,3.203553764636562
167,adam,0.001,-3.5779798328876495,-0.8926043137907982,0.0,0.0,0.0,0.0,-0.8943735733628273,-0.8965968564152718,0.0,0.0,-0.8944050967693329,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.168317437171936,-1.168317437171936,3.216575991684817,-1.1723982095718384,-1.1723982095718384,3.229728925024896,-1.174401044845581,-1.174401044845581,3.2362040221525374,-1.1702544689178467,-1.1702544689178467,3.222812639836534
168,adam,0.001,-3.5909684002399445,-0.8958470150828362,0.0,0.0,0.0,0.0,-0.8976253494620323,-0.8998937383294106,0.0,0.0,-0.8976023122668266,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.1742936372756958,-1.1742936372756958,3.2358564480092467,-1.1784024238586426,-1.1784024238586426,3.2491792430849076,-1.1803888082504272,-1.1803888082504272,3.255639776446509,-1.1762361526489258,-1.1762361526489258,3.2421482578953427
169,adam,0.001,-3.6037012934684753,-0.8990548700094223,0.0,0.0,0.0,0.0,-0.9008569195866585,-0.9030198976397514,0.0,0.0,-0.9007695838809013,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.1802579164505005,-1.1802579164505005,3.25521366778393,-1.1843945980072021,-1.1843945980072021,3.268707340397769,-1.1863641738891602,-1.1863641738891602,3.275151651737444,-1.1822054386138916,-1.1822054386138916,3.2615594458144805
170,adam,0.001,-3.6163672506809235,-0.9022250026464462,0.0,0.0,0.0,0.0,-0.9040363281965256,-0.9061811864376068,0.0,0.0,-0.9039247259497643,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.18621027469635,-1.18621027469635,3.274647647325842,-1.190374493598938,-1.190374493598938,3.2883124287823495,-1.1923271417617798,-1.1923271417617798,3.2947396189836797,-1.1881623268127441,-1.1881623268127441,3.2810461732925247
171,adam,0.001,-3.6289172768592834,-0.9053560271859169,0.0,0.0,0.0,0.0,-0.9072169065475464,-0.9093033522367477,0.0,0.0,-0.9070410057902336,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.192150592803955,-1.192150592803955,3.294157987482373,-1.1963419914245605,-1.1963419914245605,3.307994092787661,-1.1982775926589966,-1.1982775926589966,3.314403251023444,-1.1941068172454834,-1.1941068172454834,3.300608407028883
172,adam,0.001,-3.6414225697517395,-0.9085062369704247,0.0,0.0,0.0,0.0,-0.9103534445166588,-0.9124068468809128,0.0,0.0,-0.9101560339331627,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.1980787515640259,-1.1980787515640259,3.3137442769695684,-1.2022970914840698,-1.2022970914840698,3.3277523012699635,-1.2042156457901,-1.2042156457901,3.3341429031751315,-1.200039029121399,-1.200039029121399,3.3202465065117375
173,adam,0.001,-3.653774470090866,-0.9116069599986076,0.0,0.0,0.0,0.0,-0.9134504050016403,-0.9154699072241783,0.0,0.0,-0.9132471457123756,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.2039947509765625,-1.2039947509765625,3.3334064896381865,-1.2082399129867554,-1.2082399129867554,3.347587419107377,-1.2101409435272217,-1.2101409435272217,3.3539573378146197,-1.2059588432312012,-1.2059588432312012,3.3399600412892863
174,adam,0.001,-3.6659237444400787,-0.914667896926403,0.0,0.0,0.0,0.0,-0.916500136256218,-0.9184558764100075,0.0,0.0,-0.916299894452095,0.0,-3.3588175773620605,-0.8374964594841003,0.0,0.0,0.0,0.0,-0.8403328061103821,-0.8418057560920715,0.0,0.0,-0.8391827344894409,0.0,0,0,0,-1.209898591041565,-1.209898591041565,3.353144596405942,-1.2141697406768799,-1.2141697406768799,3.367497007554951,-1.2160537242889404,-1.2160537242889404,3.3738472967729503,-1.2118662595748901,-1.2118662595748901,3.359748968993184
175,adam,0.001,-3.678146153688431,-0.9177298322319984,0.0,0.0,0.0,0.0,-0.9195481836795807,-0.9215155616402626,0.0,0.0,-0.9193525239825249,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,1,0,0,-1.2157901525497437,-1.2157901525497437,3.3729581631535503,-1.220086932182312,-1.220086932182312,3.3874822020421247,-1.221953272819519,-1.221953272819519,3.3938103010909666,-1.2177611589431763,-1.2177611589431763,3.3796128413101254
176,adam,0.001,-3.6902085840702057,-0.9207516014575958,0.0,0.0,0.0,0.0,-0.9226174429059029,-0.9244695156812668,0.0,0.0,-0.922369971871376,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.2216694355010986,-1.2216694355010986,3.392847147771771,-1.2259913682937622,-1.2259913682937622,3.4075425384910267,-1.2278400659561157,-1.2278400659561157,3.4138478809564385,-1.2236436605453491,-1.2236436605453491,3.3995520078558457
177,adam,0.001,-3.7022897601127625,-0.9237567633390427,0.0,0.0,0.0,0.0,-0.9256593212485313,-0.9275035709142685,0.0,0.0,-0.9253701195120811,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.2275365591049194,-1.2275365591049194,3.412811911955423,-1.23188316822052,-1.23188316822052,3.4276783572290452,-1.23371422290802,-1.23371422290802,3.4339603733546538,-1.2295136451721191,-1.2295136451721191,3.4195660093523803
178,adam,0.001,-3.714287430047989,-0.92674820125103,0.0,0.0,0.0,0.0,-0.9286646842956543,-0.9305092990398407,0.0,0.0,-0.9283652454614639,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.2333911657333374,-1.2333911657333374,3.4328511869934184,-1.2377625703811646,-1.2377625703811646,3.4478904159562997,-1.239575982093811,-1.239575982093811,3.4541485333772664,-1.2353712320327759,-1.2353712320327759,3.4396551939091515
179,adam,0.001,-3.7260544896125793,-0.929730512201786,0.0,0.0,0.0,0.0,-0.9316055700182915,-0.9334002062678337,0.0,0.0,-0.9313182905316353,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.2392332553863525,-1.2392332553863525,3.452964907265075,-1.2436290979385376,-1.2436290979385376,3.468177007839315,-1.2454249858856201,-1.2454249858856201,3.4744110612812484,-1.2412164211273193,-1.2412164211273193,3.459819503627698
180,adam,0.001,-3.737793058156967,-0.9326852485537529,0.0,0.0,0.0,0.0,-0.9345444142818451,-0.9363050982356071,0.0,0.0,-0.9342582896351814,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.245063066482544,-1.245063066482544,3.4731538320254622,-1.2494828701019287,-1.2494828701019287,3.4885384633831484,-1.2512611150741577,-1.2512611150741577,3.4947474582869216,-1.24704909324646,-1.24704909324646,3.4800584626121367
181,adam,0.001,-3.7496311962604523,-0.935615062713623,0.0,0.0,0.0,0.0,-0.937506653368473,-0.9393209367990494,0.0,0.0,-0.9371885880827904,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.250880479812622,-1.250880479812622,3.493417487307119,-1.2553237676620483,-1.2553237676620483,3.5089742828471846,-1.2570847272872925,-1.2570847272872925,3.5151588887077136,-1.2528692483901978,-1.2528692483901978,3.5003719993995825
182,adam,0.001,-3.7611940503120422,-0.9385094046592712,0.0,0.0,0.0,0.0,-0.940418191254139,-0.9421764984726906,0.0,0.0,-0.9400899708271027,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.2566856145858765,-1.2566856145858765,3.5137562240769893,-1.261151909828186,-1.261151909828186,3.529484794857795,-1.2628957033157349,-1.2628957033157349,3.535644856834482,-1.2586770057678223,-1.2586770057678223,3.5207604590082737
183,adam,0.001,-3.7727111876010895,-0.9414237290620804,0.0,0.0,0.0,0.0,-0.9432950615882874,-0.9450161084532738,0.0,0.0,-0.9429762661457062,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.262478232383728,-1.262478232383728,3.534169135937576,-1.2669672966003418,-1.2669672966003418,3.5500699112395946,-1.2686944007873535,-1.2686944007873535,3.5562065496289996,-1.264472246170044,-1.264472246170044,3.5412233486791878
184,adam,0.001,-3.7842209935188293,-0.9442932829260826,0.0,0.0,0.0,0.0,-0.9462252706289291,-0.9478636831045151,0.0,0.0,-0.9458388388156891,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.2682584524154663,-1.2682584524154663,3.5546565650547683,-1.2727700471878052,-1.2727700471878052,3.570729966103391,-1.274479866027832,-1.274479866027832,3.5768404899277955,-1.2702549695968628,-1.2702549695968628,3.5617605872522837
185,adam,0.001,-3.7953776717185974,-0.9471452683210373,0.0,0.0,0.0,0.0,-0.9490317404270172,-0.9505330845713615,0.0,0.0,-0.9486675411462784,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.2740263938903809,-1.2740263938903809,3.575218860135259,-1.278559923171997,-1.278559923171997,3.5914640156462365,-1.28025221824646,-1.28025221824646,3.59754697814203,-1.2760251760482788,-1.2760251760482788,3.582372090296379
186,adam,0.001,-3.8070380687713623,-0.9499672651290894,0.0,0.0,0.0,0.0,-0.9519514217972755,-0.9536162912845612,0.0,0.0,-0.9515030682086945,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.2797819375991821,-1.2797819375991821,3.595855519181918,-1.2843371629714966,-1.2843371629714966,3.612272815331717,-1.2860119342803955,-1.2860119342803955,3.6183276149898864,-1.2817827463150024,-1.2817827463150024,3.603057340576487
187,adam,0.001,-3.817263960838318,-0.9527779817581177,0.0,0.0,0.0,0.0,-0.9544461369514465,-0.9557675495743752,0.0,0.0,-0.9542723372578621,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.2855249643325806,-1.2855249643325806,3.6165660271350224,-1.2901010513305664,-1.2901010513305664,3.633153672216423,-1.2917578220367432,-1.2917578220367432,3.6391779638485393,-1.2875277996063232,-1.2875277996063232,3.6238166716435387
188,adam,0.001,-3.826759845018387,-0.9555311053991318,0.0,0.0,0.0,0.0,-0.9568291455507278,-0.9574339315295219,0.0,0.0,-0.9569656699895859,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.291255235671997,-1.291255235671997,3.6373494221635734,-1.2958483695983887,-1.2958483695983887,3.6540946823686467,-1.2974821329116821,-1.2974821329116821,3.6600694875837965,-1.2932595014572144,-1.2932595014572144,3.6446469478068817
189,adam,0.001,-3.8403276801109314,-0.9583122879266739,0.0,0.0,0.0,0.0,-0.9603028148412704,-0.9618569910526276,0.0,0.0,-0.9598555862903595,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.2969729900360107,-1.2969729900360107,3.6582064635926725,-1.3015841245651245,-1.3015841245651245,3.6751138969986257,-1.303196668624878,-1.303196668624878,3.6810449608478257,-1.2989789247512817,-1.2989789247512817,3.6655519517554267
190,adam,0.001,-3.8513389825820923,-0.9610760435461998,0.0,0.0,0.0,0.0,-0.9630437716841698,-0.9646085724234581,0.0,0.0,-0.9626105949282646,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.3026782274246216,-1.3026782274246216,3.6791370500926317,-1.3073090314865112,-1.3073090314865112,3.696213922195947,-1.3089029788970947,-1.3089029788970947,3.7021101907288023,-1.3046860694885254,-1.3046860694885254,3.686531597277899
191,adam,0.001,-3.8622438609600067,-0.9638381451368332,0.0,0.0,0.0,0.0,-0.9657679125666618,-0.9673061221837997,0.0,0.0,-0.965331643819809,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.3083711862564087,-1.3083711862564087,3.700141959166279,-1.3130221366882324,-1.3130221366882324,3.7173912176384394,-1.3145989179611206,-1.3145989179611206,3.723257354086073,-1.3103809356689453,-1.3103809356689453,3.7075857949117452
192,adam,0.001,-3.8732147216796875,-0.9665494486689568,0.0,0.0,0.0,0.0,-0.9685146659612656,-0.9701052829623222,0.0,0.0,-0.9680452793836594,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.3140517473220825,-1.3140517473220825,3.721220654242327,-1.3187224864959717,-1.3187224864959717,3.73864215930787,-1.3202831745147705,-1.3202831745147705,3.744481568895491,-1.3160632848739624,-1.3160632848739624,3.728713562934234
193,adam,0.001,-3.883965164422989,-0.9692390337586403,0.0,0.0,0.0,0.0,-0.9712311998009682,-0.9727608859539032,0.0,0.0,-0.9707340970635414,0.0,-3.6846137046813965,-0.919304370880127,0.0,0.0,0.0,0.0,-0.9212280511856079,-0.9230661392211914,0.0,0.0,-0.9210152626037598,0.0,0,0,0,-1.319719672203064,-1.319719672203064,3.742372139265331,-1.324410319328308,-1.324410319328308,3.759967520983937,-1.3259553909301758,-1.3259553909301758,3.7657814303210575,-1.321732997894287,-1.321732997894287,3.749914343148173
