epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,val_evaluated,dynamic_refresh,dynamic_refresh_count,loss_log_var_pde,loss_log_var_clamped_pde,loss_weight_pde,loss_log_var_term,loss_log_var_clamped_term,loss_weight_term,loss_log_var_low,loss_log_var_clamped_low,loss_weight_low,loss_log_var_no_arbitrage,loss_log_var_clamped_no_arbitrage,loss_weight_no_arbitrage
11,adam,0.001,-0.3257727064192295,-0.08072774577885866,0.0,0.0,0.0,0.0,-0.08015327248722315,-0.08330249972641468,0.0,0.0,-0.08158919122070074,0.0,0.10985841602087021,-0.00545477494597435,0.0,0.0,0.0,0.0,0.05450328439474106,0.04758790135383606,0.0,0.0,0.013222001492977142,0.0,0,0,0,-0.08755096048116684,-0.08755096048116684,1.0914978862831595,-0.08943215757608414,-0.08943215757608414,1.093553141499903,-0.09008248895406723,-0.09008248895406723,1.0942645447201576,-0.08834245055913925,-0.08834245055913925,1.0923621380084951
12,adam,0.001,-0.35744019597768784,-0.08854485861957073,0.0,0.0,0.0,0.0,-0.0884449603036046,-0.0912240780889988,0.0,0.0,-0.08922629803419113,0.0,0.10985841602087021,-0.00545477494597435,0.0,0.0,0.0,0.0,0.05450328439474106,0.04758790135383606,0.0,0.0,0.013222001492977142,0.0,0,0,0,-0.09544610977172852,-0.09544610977172852,1.1001495331269304,-0.09749647974967957,-0.09749647974967957,1.1024075608059263,-0.09816291183233261,-0.09816291183233261,1.1031424854340817,-0.09628207236528397,-0.09628207236528397,1.1010696015017332
13,adam,0.001,-0.38863058015704155,-0.0961307231336832,0.0,0.0,0.0,0.0,-0.09626758005470037,-0.09911970142275095,0.0,0.0,-0.09711257554590702,0.0,0.10985841602087021,-0.00545477494597435,0.0,0.0,0.0,0.0,0.05450328439474106,0.04758790135383606,0.0,0.0,0.013222001492977142,0.0,0,0,0,-0.10332868248224258,-0.10332868248224258,1.108855810666816,-0.10553824156522751,-0.10553824156522751,1.111308601890651,-0.10621488094329834,-0.10621488094329834,1.1120608115105044,-0.10420504957437515,-0.10420504957437515,1.1098280013449415
14,adam,0.001,-0.4195125289261341,-0.10375886410474777,0.0,0.0,0.0,0.0,-0.10401496291160583,-0.10690554231405258,0.0,0.0,-0.1048331605270505,0.0,0.10985841602087021,-0.00545477494597435,0.0,0.0,0.0,0.0,0.05450328439474106,0.04758790135383606,0.0,0.0,0.013222001492977142,0.0,0,0,0,-0.11119820177555084,-0.11119820177555084,1.1176163984582779,-0.11355595290660858,-0.11355595290660858,1.120254568638064,-0.11424043774604797,-0.11424043774604797,1.1210216283970489,-0.11211235076189041,-0.11211235076189041,1.11863853347671
15,adam,0.001,-0.45015447586774826,-0.1112907212227583,0.0,0.0,0.0,0.0,-0.11190812289714813,-0.11462060734629631,0.0,0.0,-0.1123350253328681,0.0,0.10985841602087021,-0.00545477494597435,0.0,0.0,0.0,0.0,0.05450328439474106,0.04758790135383606,0.0,0.0,0.013222001492977142,0.0,0,0,0,-0.1190546527504921,-0.1190546527504921,1.1264314791846797,-0.12155108898878098,-0.12155108898878098,1.1292470565416701,-0.12224127352237701,-0.12224127352237701,1.1300267144176583,-0.12000388652086258,-0.12000388652086258,1.1275012336279273
16,adam,0.001,-0.48047391697764397,-0.11875121761113405,0.0,0.0,0.0,0.0,-0.11968259513378143,-0.12226421106606722,0.0,0.0,-0.11977589130401611,0.0,0.10985841602087021,-0.00545477494597435,0.0,0.0,0.0,0.0,0.05450328439474106,0.04758790135383606,0.0,0.0,0.013222001492977142,0.0,0,0,0,-0.12689782679080963,-0.12689782679080963,1.1353010145073246,-0.12952448427677155,-0.12952448427677155,1.138286981255092,-0.13021881878376007,-0.13021881878376007,1.139077607632858,-0.12787945568561554,-0.12787945568561554,1.1364160059518438
17,adam,0.001,-0.5105826035141945,-0.12620788160711527,0.0,0.0,0.0,0.0,-0.12725795339792967,-0.1298356931656599,0.0,0.0,-0.12728108000010252,0.0,0.10985841602087021,-0.00545477494597435,0.0,0.0,0.0,0.0,0.05450328439474106,0.04758790135383606,0.0,0.0,0.013222001492977142,0.0,0,0,0,-0.13472770154476166,-0.13472770154476166,1.14422517118079,-0.13747672736644745,-0.13747672736644745,1.1473750032233543,-0.13817425072193146,-0.13817425072193146,1.148175603271757,-0.13573943078517914,-0.13573943078517914,1.1453834030538252
18,adam,0.001,-0.5404948368668556,-0.1336377877742052,0.0,0.0,0.0,0.0,-0.13475041277706623,-0.13735492900013924,0.0,0.0,-0.1347517017275095,0.0,0.10985841602087021,-0.00545477494597435,0.0,0.0,0.0,0.0,0.05450328439474106,0.04758790135383606,0.0,0.0,0.013222001492977142,0.0,0,0,0,-0.14254438877105713,-0.14254438877105713,1.1532042691415558,-0.1454082429409027,-0.1454082429409027,1.1565116116092045,-0.14610853791236877,-0.14610853791236877,1.1573217945256573,-0.1435844600200653,-0.1435844600200653,1.1544043077007469
19,adam,0.001,-0.5700833275914192,-0.1410047709941864,0.0,0.0,0.0,0.0,-0.1421653814613819,-0.14482149668037891,0.0,0.0,-0.1420916859060526,0.0,0.10985841602087021,-0.00545477494597435,0.0,0.0,0.0,0.0,0.05450328439474106,0.04758790135383606,0.0,0.0,0.013222001492977142,0.0,0,0,0,-0.1503479778766632,-0.1503479778766632,1.1622386056917047,-0.1533195823431015,-0.1533195823431015,1.1656974557453177,-0.15402252972126007,-0.15402252972126007,1.1665171677890218,-0.1514146625995636,-0.1514146625995636,1.1634790092989375
20,adam,0.001,-0.5995959490537643,-0.14833416230976582,0.0,0.0,0.0,0.0,-0.14952818490564823,-0.15224559046328068,0.0,0.0,-0.14948800578713417,0.0,0.10985841602087021,-0.00545477494597435,0.0,0.0,0.0,0.0,0.05450328439474106,0.04758790135383606,0.0,0.0,0.013222001492977142,0.0,0,0,0,-0.1581384837627411,-0.1581384837627411,1.171328393439794,-0.16121119260787964,-0.16121119260787964,1.1749330797945527,-0.1619170606136322,-0.1619170606136322,1.1757627202383554,-0.1592300981283188,-0.1592300981283188,1.1726077304851898
21,adam,0.001,-0.628770262002945,-0.15561832301318645,0.0,0.0,0.0,0.0,-0.1567210853099823,-0.15965202078223228,0.0,0.0,-0.15677883848547935,0.0,0.10985841602087021,-0.00545477494597435,0.0,0.0,0.0,0.0,0.05450328439474106,0.04758790135383606,0.0,0.0,0.013222001492977142,0.0,0,0,0,-0.16591587662696838,-0.16591587662696838,1.1804737921090371,-0.16908344626426697,-0.16908344626426697,1.1842189534488,-0.16979286074638367,-0.16979286074638367,1.1850593535851417,-0.16703109443187714,-0.16703109443187714,1.1817910118571633
22,adam,0.001,-0.6580303385853767,-0.1628924086689949,0.0,0.0,0.0,0.0,-0.16408928111195564,-0.16698642447590828,0.0,0.0,-0.16406222619116306,0.0,0.10985841602087021,-0.00545477494597435,0.0,0.0,0.0,0.0,0.05450328439474106,0.04758790135383606,0.0,0.0,0.013222001492977142,0.0,0,0,0,-0.17368026077747345,-0.17368026077747345,1.1896751192040778,-0.1769368052482605,-0.1769368052482605,1.1935556642899185,-0.17765049636363983,-0.17765049636363983,1.1944077984073374,-0.17481787502765656,-0.17481787502765656,1.191029280683428
23,adam,0.001,-0.6872124150395393,-0.17012671194970608,0.0,0.0,0.0,0.0,-0.1715260036289692,-0.17428226955235004,0.0,0.0,-0.17127741314470768,0.0,0.10985841602087021,-0.00545477494597435,0.0,0.0,0.0,0.0,0.05450328439474106,0.04758790135383606,0.0,0.0,0.013222001492977142,0.0,0,0,0,-0.18143169581890106,-0.18143169581890106,1.1989326418005724,-0.18477290868759155,-0.18477290868759155,1.2029452306959312,-0.1854904294013977,-0.1854904294013977,1.2038086785503457,-0.18259045481681824,-0.18259045481681824,1.2003227210150131
24,adam,0.001,-0.7160805612802505,-0.17730838060379028,0.0,0.0,0.0,0.0,-0.17871806025505066,-0.1815525759011507,0.0,0.0,-0.1785015370696783,0.0,0.10985841602087021,-0.00545477494597435,0.0,0.0,0.0,0.0,0.05450328439474106,0.04758790135383606,0.0,0.0,0.013222001492977142,0.0,0,0,0,-0.1891702264547348,-0.1891702264547348,1.2082466105151397,-0.19259215891361237,-0.19259215891361237,1.2123882309412746,-0.19331315159797668,-0.19331315159797668,1.2132626691802992,-0.19034916162490845,-0.19034916162490845,1.2096718949324003
25,adam,0.001,-0.744867168366909,-0.18446719646453857,0.0,0.0,0.0,0.0,-0.18598641455173492,-0.18876988254487514,0.0,0.0,-0.18564367108047009,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,1,0,0,-0.19689592719078064,-0.19689592719078064,1.2176173132572372,-0.2003948986530304,-0.2003948986530304,1.221885183712506,-0.201119065284729,-0.201119065284729,1.2227703526565408,-0.19809404015541077,-0.19809404015541077,1.2190770306247445
26,adam,0.001,-0.7735326215624809,-0.19157256744801998,0.0,0.0,0.0,0.0,-0.19322805851697922,-0.19593599066138268,0.0,0.0,-0.1927959993481636,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.20460882782936096,-0.20460882782936096,1.227044985222041,-0.2081814706325531,-0.2081814706325531,1.2314366188556838,-0.20890843868255615,-0.20890843868255615,1.2323321594084404,-0.20582512021064758,-0.20582512021064758,1.228538338682179
27,adam,0.001,-0.8021219447255135,-0.1986919604241848,0.0,0.0,0.0,0.0,-0.20043808221817017,-0.20309077389538288,0.0,0.0,-0.19990113377571106,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.21230897307395935,-0.21230897307395935,1.2365298805005356,-0.2159522920846939,-0.2159522920846939,1.2410431700058682,-0.21668165922164917,-0.21668165922164917,1.241948676292735,-0.21354259550571442,-0.21354259550571442,1.2380562327762894
28,adam,0.001,-0.8304688930511475,-0.205734483897686,0.0,0.0,0.0,0.0,-0.20758546888828278,-0.21020449697971344,0.0,0.0,-0.2069444414228201,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.2199964076280594,-0.2199964076280594,1.2460722542243383,-0.2237078696489334,-0.2237078696489334,1.2507055969903387,-0.2244390994310379,-0.2244390994310379,1.251620484627281,-0.2212466299533844,-0.2212466299533844,1.2476310958217747
29,adam,0.001,-0.8583824411034584,-0.2127175647765398,0.0,0.0,0.0,0.0,-0.21444216929376125,-0.21726178377866745,0.0,0.0,-0.21396090649068356,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.2276710569858551,-0.2276710569858551,1.255672212888341,-0.23144738376140594,-0.23144738376140594,1.2604230061152408,-0.23218092322349548,-0.23218092322349548,1.2613479153163778,-0.22893714904785156,-0.22893714904785156,1.2572630163488618
30,adam,0.001,-0.8863415792584419,-0.2197104636579752,0.0,0.0,0.0,0.0,-0.2214507907629013,-0.22427274659276009,0.0,0.0,-0.22090758197009563,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.2353329211473465,-0.2353329211473465,1.265329953718271,-0.23917128145694733,-0.23917128145694733,1.2701960789878326,-0.23990730941295624,-0.23990730941295624,1.271131322952211,-0.23661424219608307,-0.23661424219608307,1.2669522867643472
31,adam,0.001,-0.9139003828167915,-0.2266114167869091,0.0,0.0,0.0,0.0,-0.22815434075891972,-0.23126788064837456,0.0,0.0,-0.22786674462258816,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.24298201501369476,-0.24298201501369476,1.275045692232932,-0.24687841534614563,-0.24687841534614563,1.2800234721059216,-0.2476184368133545,-0.2476184368133545,1.280971067531045,-0.24427786469459534,-0.24427786469459534,1.2766990307941084
32,adam,0.001,-0.9418978318572044,-0.2335538025945425,0.0,0.0,0.0,0.0,-0.2353576384484768,-0.238214872777462,0.0,0.0,-0.23477153107523918,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.25061845779418945,-0.25061845779418945,1.2848197778287294,-0.2545708119869232,-0.2545708119869232,1.289907889049906,-0.25531455874443054,-0.25531455874443054,1.2908676107105668,-0.2519283592700958,-0.2519283592700958,1.2865038679072178
33,adam,0.001,-0.9692269563674927,-0.2404151689261198,0.0,0.0,0.0,0.0,-0.2420715130865574,-0.2451232373714447,0.0,0.0,-0.24161702580749989,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.25824227929115295,-0.25824227929115295,1.294652448107156,-0.262248158454895,-0.262248158454895,1.29984907094568,-0.2629958391189575,-0.2629958391189575,1.3008213063777503,-0.25956541299819946,-0.25956541299819946,1.2963665801630324
34,adam,0.001,-0.996276818215847,-0.24722432158887386,0.0,0.0,0.0,0.0,-0.24864271469414234,-0.25196514278650284,0.0,0.0,-0.24844461865723133,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.2658534646034241,-0.2658534646034241,1.3045438828250342,-0.26990950107574463,-0.26990950107574463,1.309845905723822,-0.2706622779369354,-0.2706622779369354,1.3108322986336756,-0.26718926429748535,-0.26718926429748535,1.3062876565515131
35,adam,0.001,-1.0237688571214676,-0.2540592886507511,0.0,0.0,0.0,0.0,-0.2556174322962761,-0.25881965458393097,0.0,0.0,-0.2552725188434124,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.2734519839286804,-0.2734519839286804,1.314494240847505,-0.27755534648895264,-0.27755534648895264,1.3198991689069868,-0.27831411361694336,-0.27831411361694336,1.3209010450558925,-0.2747999131679535,-0.2747999131679535,1.3162672807673197
36,adam,0.001,-1.051320105791092,-0.26083051785826683,0.0,0.0,0.0,0.0,-0.2627739980816841,-0.2656387463212013,0.0,0.0,-0.26207684725522995,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.2810380160808563,-0.2810380160808563,1.324503955427632,-0.2851884365081787,-0.2851884365081787,1.3300126274450508,-0.2859516143798828,-0.2859516143798828,1.3310280510765415,-0.2823977768421173,-0.2823977768421173,1.3263061889598908
37,adam,0.001,-1.0784818977117538,-0.2675659656524658,0.0,0.0,0.0,0.0,-0.2697271928191185,-0.2724006250500679,0.0,0.0,-0.2687881365418434,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.2886114716529846,-0.2886114716529846,1.334573108301963,-0.2928089201450348,-0.2928089201450348,1.3401866832869338,-0.29357481002807617,-0.29357481002807617,1.3412135118776711,-0.28998252749443054,-0.28998252749443054,1.3364041374927411
38,adam,0.001,-1.1052964627742767,-0.27427055686712265,0.0,0.0,0.0,0.0,-0.27636370435357094,-0.2791210040450096,0.0,0.0,-0.27554118260741234,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.2961723804473877,-0.2961723804473877,1.3447019371758127,-0.30041593313217163,-0.30041593313217163,1.3504203753570547,-0.301183819770813,-0.301183819770813,1.351457743359381,-0.29755455255508423,-0.29755455255508423,1.3465618317376407
39,adam,0.001,-1.1318014562129974,-0.28091470897197723,0.0,0.0,0.0,0.0,-0.282947339117527,-0.28581278771162033,0.0,0.0,-0.28212662786245346,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.30372074246406555,-0.30372074246406555,1.354890639832795,-0.30800873041152954,-0.30800873041152954,1.3607128684686087,-0.30877870321273804,-0.30877870321273804,1.3617609838259608,-0.3051135241985321,-0.3051135241985321,1.3567790215146474
40,adam,0.001,-1.15855373442173,-0.28754324093461037,0.0,0.0,0.0,0.0,-0.2897464260458946,-0.2924371436238289,0.0,0.0,-0.28882692009210587,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.3112565875053406,-0.3112565875053406,1.365139453978499,-0.31558752059936523,-0.31558752059936523,1.3710646030683435,-0.31635940074920654,-0.31635940074920654,1.3721233091641474,-0.3126595616340637,-0.3126595616340637,1.3670560534699048
41,adam,0.001,-1.1848535686731339,-0.29416171088814735,0.0,0.0,0.0,0.0,-0.2962166294455528,-0.2990817315876484,0.0,0.0,-0.2953934781253338,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.31877994537353516,-0.31877994537353516,1.3754486177694032,-0.3231523931026459,-0.3231523931026459,1.3814758622578633,-0.3239261507987976,-0.3239261507987976,1.3825452034904862,-0.320192813873291,-0.320192813873291,1.3773933192747307
42,adam,0.001,-1.210441306233406,-0.3006831593811512,0.0,0.0,0.0,0.0,-0.3022628352046013,-0.305592842400074,0.0,0.0,-0.3019024543464184,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.32629072666168213,-0.32629072666168213,1.3858182046127276,-0.33070120215415955,-0.33070120215415955,1.391943820350475,-0.33147895336151123,-0.33147895336151123,1.3930268274377609,-0.32771289348602295,-0.32771289348602295,1.3877904714016747
43,adam,0.001,-1.2370772808790207,-0.3072318993508816,0.0,0.0,0.0,0.0,-0.30918392911553383,-0.3121822066605091,0.0,0.0,-0.3084792383015156,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.3337889015674591,-0.3337889015674591,1.3962483666204921,-0.33823612332344055,-0.33823612332344055,1.4024716205716197,-0.33901792764663696,-0.33901792764663696,1.4035685076674098,-0.3352202773094177,-0.3352202773094177,1.3982483536872374
44,adam,0.001,-1.263195663690567,-0.3137413300573826,0.0,0.0,0.0,0.0,-0.3158227764070034,-0.31870490312576294,0.0,0.0,-0.3149266988039017,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.3412747383117676,-0.3412747383117676,1.4067396730587465,-0.34575822949409485,-0.34575822949409485,1.41306093805767,-0.34654319286346436,-0.34654319286346436,1.41417057458777,-0.3427148461341858,-0.3427148461341858,1.408766989292635
45,adam,0.001,-1.288883775472641,-0.32020140066742897,0.0,0.0,0.0,0.0,-0.32205719873309135,-0.3251935504376888,0.0,0.0,-0.32143159210681915,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.3487481474876404,-0.3487481474876404,1.4172921967885026,-0.3532661199569702,-0.3532661199569702,1.4237099706607539,-0.35405489802360535,-0.35405489802360535,1.4248334048707454,-0.35019662976264954,-0.35019662976264954,1.4193466069432104
46,adam,0.001,-1.3133861124515533,-0.32661398500204086,0.0,0.0,0.0,0.0,-0.3274766877293587,-0.33155909180641174,0.0,0.0,-0.3277363292872906,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.35620903968811035,-0.35620903968811035,1.427906006094157,-0.3607565760612488,-0.3607565760612488,1.4344142476108914,-0.3615528345108032,-0.3615528345108032,1.4355568669254837,-0.35766535997390747,-0.35766535997390747,1.4299870095129958
47,adam,0.001,-1.338503673672676,-0.33301736414432526,0.0,0.0,0.0,0.0,-0.3334537222981453,-0.337930865585804,0.0,0.0,-0.33410169929265976,0.0,-0.7611607313156128,-0.18848411738872528,0.0,0.0,0.0,0.0,-0.19024434685707092,-0.19273996353149414,0.0,0.0,-0.18969233334064484,0.0,0,0,0,-0.36365747451782227,-0.36365747451782227,1.4385813789780746,-0.3682277202606201,-0.3682277202606201,1.445171096244631,-0.36903679370880127,-0.36903679370880127,1.4463408189386597,-0.36512094736099243,-0.36512094736099243,1.44068824505351
