epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk
1,adam,0.001,133379547302.62064,7.4647226925008,0.0,0.0,0.0,0.0,18.742645476013422,3.2632569540292025,1.8543264251202345,133379547288.00421,0.0,0.0,888275795968.0,4.983413219451904,0.0,0.0,0.0,0.0,31.300090789794922,4.183273792266846,5.121079921722412,888275795968.0,0.0,0.0
2,adam,0.001,1351237277908.8992,8.996873825788498,0.0,0.0,0.0,0.0,78.765052318573,8.59733110666275,17.07657089829445,1351237277848.4866,0.0,0.0,284946366464.0,7.995353698730469,0.0,0.0,0.0,0.0,3.3583221435546875,0.31134331226348877,2.6741716861724854,284946366464.0,0.0,0.0
3,adam,0.001,31863079402.83819,8.611532390117645,0.0,0.0,0.0,0.0,32.38556639663875,7.16809943690896,3.455625617876649,31863079374.553078,0.0,0.0,954980368384.0,5.284510135650635,0.0,0.0,0.0,0.0,52.64531707763672,12.443604469299316,7.432912826538086,954980368384.0,0.0,0.0
4,adam,0.001,34534825990.08569,1.9157864600419998,0.0,0.0,0.0,0.0,39.07840919494629,10.075321018695831,7.468282967805862,34534825950.7189,0.0,0.0,413818191872.0,1.267712950706482,0.0,0.0,0.0,0.0,40.89927673339844,11.342540740966797,7.292108535766602,413818191872.0,0.0,0.0
5,adam,0.001,4515213669.200291,1.3413360342383385,0.0,0.0,0.0,0.0,42.458632707595825,12.142385005950928,6.889210522174835,4515213618.169577,0.0,0.0,143604940800.0,1.0798007249832153,0.0,0.0,0.0,0.0,37.868316650390625,11.584389686584473,6.120573997497559,143604940800.0,0.0,0.0
6,adam,0.001,1217125922.3384035,1.6568840146064758,0.0,0.0,0.0,0.0,34.34911668300629,10.80688214302063,5.65748193860054,1217125879.4911618,0.0,0.0,82188083200.0,1.3650952577590942,0.0,0.0,0.0,0.0,31.584381103515625,10.222774505615234,5.293802261352539,82188083200.0,0.0,0.0
7,adam,0.001,1238533927.6027844,1.6256361193954945,0.0,0.0,0.0,0.0,33.425885796546936,10.50469559431076,5.4068796038627625,1238533888.4798107,0.0,0.0,97577172992.0,1.0098997354507446,0.0,0.0,0.0,0.0,34.91804885864258,10.79188346862793,5.483919620513916,97577172992.0,0.0,0.0
8,adam,0.001,705785067.004097,1.5692063122987747,0.0,0.0,0.0,0.0,35.032310485839844,10.743236482143402,5.480876386165619,705785019.4111176,0.0,0.0,96545636352.0,1.0663750171661377,0.0,0.0,0.0,0.0,33.110050201416016,10.283340454101562,5.355551242828369,96545636352.0,0.0,0.0
9,adam,0.001,746973766.4529791,1.9753335230052471,0.0,0.0,0.0,0.0,31.881232500076294,9.929481565952301,5.230549931526184,746973722.9569705,0.0,0.0,93685506048.0,1.0848478078842163,0.0,0.0,0.0,0.0,31.921188354492188,9.926170349121094,5.178712368011475,93685506048.0,0.0,0.0
10,adam,0.001,521976850.8904457,1.7175480276346207,0.0,0.0,0.0,0.0,33.77785360813141,10.258053660392761,5.28018793463707,521976802.5669152,0.0,0.0,102096453632.0,1.0641974210739136,0.0,0.0,0.0,0.0,32.9442138671875,10.065284729003906,5.2103118896484375,102096453632.0,0.0,0.0
11,adam,0.001,502630069.4163513,1.7999962270259857,0.0,0.0,0.0,0.0,32.47243571281433,9.910623788833618,5.162235617637634,502630022.54063416,0.0,0.0,97240326144.0,1.0807470083236694,0.0,0.0,0.0,0.0,31.856584548950195,9.8128080368042,5.0876264572143555,97240326144.0,0.0,0.0
12,adam,0.001,317957310.4245515,1.7744330801069736,0.0,0.0,0.0,0.0,31.048528909683228,9.587662518024445,4.91590479016304,317957265.78801775,0.0,0.0,87459610624.0,1.084479808807373,0.0,0.0,0.0,0.0,30.83326530456543,9.564229011535645,4.8148417472839355,87459610624.0,0.0,0.0
13,adam,0.001,259052082.64130306,1.8079217113554478,0.0,0.0,0.0,0.0,29.515426874160767,9.215320110321045,4.683618485927582,259052041.07934633,0.0,0.0,80969220096.0,1.134106159210205,0.0,0.0,0.0,0.0,28.502981185913086,8.99706745147705,4.604264259338379,80969220096.0,0.0,0.0
14,adam,0.001,264890091.06500244,1.798720981925726,0.0,0.0,0.0,0.0,29.341084599494934,9.149563670158386,4.624064058065414,264890048.45062256,0.0,0.0,82866946048.0,1.1076335906982422,0.0,0.0,0.0,0.0,29.49234962463379,9.210345268249512,4.60024881362915,82866946048.0,0.0,0.0
15,adam,0.001,183993943.87429738,1.822052277624607,0.0,0.0,0.0,0.0,28.413292288780212,8.93060553073883,4.514803469181061,183993903.80213645,0.0,0.0,75791253504.0,1.1573243141174316,0.0,0.0,0.0,0.0,26.889175415039062,8.601811408996582,4.41632604598999,75791253504.0,0.0,0.0
16,adam,0.001,279750889.51920676,1.952651932835579,0.0,0.0,0.0,0.0,28.374799966812134,8.886836349964142,4.484350681304932,279750851.3949003,0.0,0.0,82713550848.0,1.1135590076446533,0.0,0.0,0.0,0.0,29.00813102722168,9.057744979858398,4.495067596435547,82713550848.0,0.0,0.0
17,adam,0.001,195010696.58765316,2.0709917061030865,0.0,0.0,0.0,0.0,26.883957028388977,8.533777952194214,4.352971017360687,195010660.23257926,0.0,0.0,72074723328.0,1.1986011266708374,0.0,0.0,0.0,0.0,25.181774139404297,8.15832805633545,4.232086658477783,72074723328.0,0.0,0.0
