epoch,optimizer,lr,train_total,train_pde,train_dpde,train_term,train_low,train_no_arbitrage,val_total,val_pde,val_dpde,val_term,val_low,val_no_arbitrage
105,adam,5e-05,1.3221923620135168e-05,6.264373669615625e-06,2.630235927527893e-06,3.557297647588827e-06,7.700163253264777e-07,0.0,1.7698625015327707e-05,8.096720193861984e-06,4.218734829919413e-06,4.959632406098535e-06,4.235371307004243e-07,0.0
106,adam,5e-05,1.2487574600700533e-05,4.982277658431456e-06,2.543186671089874e-06,3.82600402435711e-06,1.1361061823093237e-06,0.0,1.9739201889024116e-05,8.269779755210038e-06,3.2297675716108643e-06,6.008711352478713e-06,2.2309429823508253e-06,0.0
107,adam,5e-05,1.3837280257287183e-05,5.954768211166892e-06,2.9387986367668967e-06,4.0218676387003e-06,9.218457282461006e-07,0.0,1.998896368604619e-05,8.765746315475553e-06,2.6399202397442423e-06,7.891764653322753e-06,6.915317385391972e-07,0.0
108,adam,5e-05,1.2783749182759378e-05,5.466261275917835e-06,2.5396248859232445e-06,3.932403337279942e-06,8.454596182233102e-07,0.0,1.6498561308253556e-05,6.855750598333543e-06,2.3703087208559737e-06,5.682578830601415e-06,1.5899228174021118e-06,0.0
109,adam,5e-05,1.2595736055998944e-05,5.2742199177229185e-06,2.527250442668331e-06,3.85710932783291e-06,9.37156264915266e-07,0.0,1.7531127014080994e-05,8.143493687384762e-06,3.3066596643038793e-06,5.4739662118663546e-06,6.070068820918095e-07,0.0
110,adam,5e-05,1.3577009523278176e-05,5.810655289274615e-06,2.7491770984015025e-06,4.217703278863198e-06,7.994738170386954e-07,0.0,2.3557238819194026e-05,9.03102227312047e-06,3.389656740182545e-06,1.0438518984301481e-05,6.980415037105558e-07,0.0
111,adam,5e-05,1.9512616225776063e-05,8.763680232241602e-06,3.049645292162856e-06,5.555745737804082e-06,2.1435450704872876e-06,0.0,2.161777956644073e-05,1.0643435416568536e-05,2.1676933101844043e-06,8.059999345277902e-06,7.466509828191192e-07,0.0
112,adam,5e-05,1.332228575414601e-05,5.804896419350472e-06,2.4614444696237027e-06,4.2473318805446435e-06,8.086130795917929e-07,0.0,2.0829884306294844e-05,9.82464825938223e-06,4.169123712927103e-06,6.225522156455554e-06,6.10591882832523e-07,0.0
113,adam,5e-05,1.1118898819115692e-05,4.8292146626437665e-06,2.4516890589222297e-06,3.3528096378537906e-06,4.851854046570398e-07,0.0,1.721173248370178e-05,7.656209163542371e-06,3.8900834624655545e-06,5.329620307747973e-06,3.3582045944058336e-07,0.0
114,adam,5e-05,1.2810120313675033e-05,5.549161043081623e-06,2.539939967189437e-06,3.860601823578777e-06,8.604175075701971e-07,0.0,2.6220486688544042e-05,1.1303067367407493e-05,4.1622847675171215e-06,6.152497917355504e-06,4.602638455253327e-06,0.0
115,adam,5e-05,1.4430224880578906e-05,6.271634194692726e-06,2.771191715409158e-06,4.378985833018161e-06,1.0084132800185463e-06,0.0,1.7010177543852478e-05,7.956855370139237e-06,3.0207427244022256e-06,5.534831871045753e-06,4.977485446033825e-07,0.0
116,adam,5e-05,1.0699055694983275e-05,4.480364504204426e-06,2.4026577195385587e-06,3.2910896780300563e-06,5.249438338126758e-07,0.0,1.6925723684835248e-05,8.723583050596062e-06,3.128643811578513e-06,4.8121478357643355e-06,2.613486742575333e-07,0.0
117,adam,5e-05,1.2606802903021508e-05,5.634322857105641e-06,2.459817861808771e-06,3.6022330631466402e-06,9.104291949471291e-07,0.0,1.8187200112151913e-05,7.750955774099566e-06,3.3326571156067075e-06,6.359421149682021e-06,7.44167323318834e-07,0.0
118,adam,5e-05,1.2164392674527508e-05,5.136808672504562e-06,2.5456596999685556e-06,3.6694747818511953e-06,8.124495691516939e-07,0.0,1.9443217752268538e-05,9.137282177107409e-06,4.3138343244208954e-06,4.801059731107671e-06,1.1910424291272648e-06,0.0
119,adam,5e-05,1.1765171491008783e-05,4.7810875558853795e-06,2.436658746773901e-06,3.5896714687999247e-06,9.577537867691775e-07,0.0,2.0954921637894586e-05,8.571245416533202e-06,3.3546411941642873e-06,5.742369921790669e-06,3.2866639685380505e-06,0.0
120,adam,5e-05,1.3544640072694395e-05,5.869894699745124e-06,2.624744659276494e-06,3.832281277388416e-06,1.217719366357934e-06,0.0,1.7419259165762924e-05,8.120488928398117e-06,3.2973712222883478e-06,5.219502781983465e-06,7.818957215022238e-07,0.0
121,adam,5e-05,1.1574411120010256e-05,4.871103707652462e-06,2.3955724165557873e-06,3.546861372732175e-06,7.608736059265784e-07,0.0,1.9215900465496816e-05,1.0083193046739325e-05,2.6329425963922404e-06,5.818648787681013e-06,6.811154662500485e-07,0.0
122,adam,5e-05,1.2845795084551413e-05,5.347970734816507e-06,2.5588287456461302e-06,3.7712795476961347e-06,1.1677159997747916e-06,0.0,1.8236813048133627e-05,9.331381988886278e-06,3.482162128420896e-06,5.155899089004379e-06,2.673688186405343e-07,0.0
123,adam,5e-05,1.2179807779628189e-05,5.2781771652613925e-06,2.5054279943120375e-06,3.567071900530238e-06,8.291306802754936e-07,0.0,1.7434878827771172e-05,8.019060260266997e-06,3.4510599107306916e-06,5.4821011872263625e-06,4.826570716431888e-07,0.0
124,adam,5e-05,1.4849124367867175e-05,6.2264143202305095e-06,2.6450620581156743e-06,4.844044547604022e-06,1.1336033909383476e-06,0.0,2.2171952878125012e-05,9.147495802608319e-06,3.7349757349147694e-06,6.868207492516376e-06,2.421274984953925e-06,0.0
125,adam,5e-05,1.1977405746519151e-05,4.942044301608962e-06,2.4551966064445013e-06,3.788220539487185e-06,7.919442746170385e-07,0.0,2.0267350919311866e-05,8.943863576860167e-06,3.6798094242840307e-06,6.940969797142316e-06,7.027077799648396e-07,0.0
126,adam,5e-05,1.1868542377857328e-05,5.160138922321263e-06,2.5258540552111676e-06,3.5887404096900443e-06,5.938091219160838e-07,0.0,1.8939414076157846e-05,9.62896319833817e-06,3.1121810479817213e-06,5.676906312146457e-06,5.213643134993617e-07,0.0
127,adam,5e-05,1.2438938967303358e-05,5.187555026558195e-06,2.455555159391975e-06,3.857563786455319e-06,9.382649342197756e-07,0.0,1.9294360754429363e-05,7.643089702469297e-06,3.740191687029437e-06,6.53544839224196e-06,1.375631541122857e-06,0.0
128,adam,5e-05,1.3511944387804732e-05,5.7137627079230564e-06,2.70903716779815e-06,4.254758117721871e-06,8.343863492478299e-07,0.0,2.0756451704073697e-05,8.579962013754994e-06,3.521085318425321e-06,7.787557478877716e-06,8.678476319801121e-07,0.0
129,adam,5e-05,1.2751359687201099e-05,5.181485030045715e-06,2.4233726036534734e-06,4.1009672987990874e-06,1.0455347763574595e-06,0.0,1.7257751096622087e-05,7.26963435226935e-06,2.946647100543487e-06,6.426916570489993e-06,6.145534712231893e-07,0.0
130,adam,5e-05,1.243067925402318e-05,5.460781747185845e-06,2.5175809259818624e-06,3.618127623537605e-06,8.34188966340633e-07,0.0,2.064156979031395e-05,8.56153837958118e-06,3.648769052233547e-06,5.800474809802836e-06,2.630787321322714e-06,0.0
131,adam,5e-05,1.2155139460995247e-05,5.072136868225893e-06,2.3103008568377557e-06,3.5415942434950027e-06,1.2311074247658586e-06,0.0,1.708351555862464e-05,8.115177479339764e-06,3.826330157608027e-06,4.800655915460084e-06,3.4135194937334745e-07,0.0
132,adam,5e-05,1.107876156195758e-05,4.753782085182527e-06,2.2450532359442382e-06,3.5655976493188296e-06,5.143285806846666e-07,0.0,2.0941261027473956e-05,8.736727068026084e-06,5.178620540391421e-06,6.4714272411947604e-06,5.544863483919471e-07,0.0
133,adam,5e-05,1.1025127583880454e-05,4.621115930069844e-06,2.3514430036840844e-06,3.4309301294602586e-06,6.216385781863932e-07,0.0,1.8151291442336515e-05,8.444028935628012e-06,4.378975518193329e-06,4.709745098807616e-06,6.185410370562749e-07,0.0
134,adam,5e-05,1.262730125341073e-05,5.6697823267660125e-06,2.615749821639867e-06,3.516767907375839e-06,8.250012887589354e-07,0.0,2.5621731765568256e-05,1.4185997315507848e-05,3.6909207210555905e-06,6.308755928330356e-06,1.4360578006744618e-06,0.0
135,adam,5e-05,2.5946204308032367e-05,1.3246671245262463e-05,2.8680634144736343e-06,7.437062719425682e-06,2.3944069248103454e-06,0.0,1.841731500462629e-05,7.014385573711479e-06,3.1508641313848784e-06,6.774344001314603e-06,1.4777215255890042e-06,0.0
136,adam,5e-05,1.2755190673776688e-05,5.788063715174628e-06,2.4704000365783852e-06,3.730194986842218e-06,7.665319627008897e-07,0.0,1.696746221568901e-05,8.368029739358462e-06,3.3670869470370235e-06,4.841747340833535e-06,3.905986432073405e-07,0.0
137,adam,5e-05,1.3041206041216067e-05,5.954466590963651e-06,2.5287352207395465e-06,3.8456249252963715e-06,7.123792911334888e-07,0.0,2.080178092001006e-05,9.986570148612373e-06,2.7271189537714235e-06,6.686160759272752e-06,1.4019310583535116e-06,0.0
138,adam,5e-05,1.3081883812519087e-05,5.976101470474128e-06,2.5207155337580295e-06,3.8506579895756514e-06,7.344088626972561e-07,0.0,2.012789082073141e-05,8.31415400170954e-06,4.585137503454462e-06,6.7302744355401956e-06,4.983256758350763e-07,0.0
139,adam,5e-05,1.2073805804007746e-05,5.284060127075737e-06,2.500913616304821e-06,3.7471650896819367e-06,5.416670589172085e-07,0.0,1.6369029253837653e-05,7.286319942068076e-06,3.1654312806495e-06,5.642849373543868e-06,2.744289986367221e-07,0.0
140,adam,5e-05,1.1557728215386363e-05,4.895926275865003e-06,2.506238893652658e-06,3.5616325952841657e-06,5.939305049466947e-07,0.0,1.957576569111552e-05,9.9791459433618e-06,3.4542536013759673e-06,5.3113185458641965e-06,8.310475436701381e-07,0.0
141,adam,5e-05,1.285444797383481e-05,5.777187667147715e-06,2.33251332413183e-06,3.819823415965186e-06,9.249235508002404e-07,0.0,1.7970625776797533e-05,8.147502740030177e-06,4.461077878659125e-06,5.039640200266149e-06,3.224050715289195e-07,0.0
142,adam,5e-05,1.2483746551937195e-05,5.248315859255002e-06,2.443625968832445e-06,3.5233548036529333e-06,1.2684500095221867e-06,0.0,1.69856157299364e-05,7.672269020986278e-06,3.1295669487008126e-06,5.318095190887107e-06,8.656843988319451e-07,0.0
143,adam,5e-05,1.1677879337228314e-05,4.8136435322833544e-06,2.5337890103097984e-06,3.4049966224922666e-06,9.254501511649655e-07,0.0,1.7917373043019325e-05,8.543374860892072e-06,2.679166300367797e-06,6.307764124358073e-06,3.870677005579637e-07,0.0
144,adam,5e-05,1.3200749443000411e-05,5.4485012444476724e-06,2.449637327298126e-06,4.16427191960374e-06,1.1383389128529834e-06,0.0,1.6886377125047147e-05,7.571646165160928e-06,2.629903519846266e-06,6.063610726414481e-06,6.212172252162418e-07,0.0
145,adam,5e-05,1.383737425284279e-05,5.746726798413817e-06,2.656971754089364e-06,4.473819484383779e-06,9.598563048300656e-07,0.0,1.554722257424146e-05,7.577345968456939e-06,2.9838408863724908e-06,4.644580258172937e-06,3.4145591598644387e-07,0.0
146,adam,5e-05,1.1755603094253086e-05,4.9794106929304745e-06,2.4162274409415354e-06,3.637956105815228e-06,7.220088588516614e-07,0.0,1.9917879399145022e-05,9.163093636743724e-06,5.117257842357503e-06,4.907472884951858e-06,7.30054466657748e-07,0.0
147,adam,5e-05,1.096678210564682e-05,4.6241287611972815e-06,2.4423962128951515e-06,3.2571301004743817e-06,6.4312702498964e-07,0.0,1.658486326050479e-05,7.593298050778685e-06,3.603208369895583e-06,4.985732175555313e-06,4.026248632271745e-07,0.0
148,adam,5e-05,1.1977939605472669e-05,5.117043086116494e-06,2.4624922941386884e-06,3.4521111638963386e-06,9.462929931992726e-07,0.0,1.8655051462701522e-05,8.972960131359287e-06,4.077759058418451e-06,4.805200205737492e-06,7.991317261257791e-07,0.0
149,adam,5e-05,1.1679884441007974e-05,4.61372640110933e-06,2.5686709318867382e-06,3.739446365144099e-06,7.580407376797175e-07,0.0,1.49191891978262e-05,7.08705601937254e-06,2.985488663398428e-06,4.632366199075477e-06,2.142785575642847e-07,0.0
150,adam,2.5e-05,1.10754185842534e-05,4.745318381624418e-06,2.163055122699526e-06,3.4701209418897866e-06,6.969240674365325e-07,0.0,1.7400145225110464e-05,8.546295248379465e-06,3.554819613782456e-06,4.838869244849775e-06,4.6016307919671817e-07,0.0
151,adam,2.5e-05,9.420039662342918e-06,3.915269525393905e-06,2.2742452458823253e-06,3.0075352516712246e-06,2.2298968315587286e-07,0.0,1.5110015738173388e-05,7.060980351525359e-06,3.469228659014334e-06,4.409560006024549e-06,1.702462100183766e-07,0.0
152,adam,2.5e-05,8.95643708847476e-06,3.60144497155113e-06,2.314789160858969e-06,2.8638430522834015e-06,1.7635981986954688e-07,0.0,1.5743014955660328e-05,7.068048034852836e-06,4.036404334328836e-06,4.477438778849319e-06,1.6112362288822624e-07,0.0
153,adam,2.5e-05,8.964990330342618e-06,3.5823610586602526e-06,2.2503815981753943e-06,2.9661939029282954e-06,1.660537039229995e-07,0.0,1.6068146578618325e-05,7.2041116254695226e-06,4.2168530853814445e-06,4.487541900743963e-06,1.596403507164723e-07,0.0
154,adam,2.5e-05,8.945321467994261e-06,3.643995468236325e-06,2.2071612969890944e-06,2.9159571167405202e-06,1.782076308037927e-07,0.0,1.562846045999322e-05,7.164674116211245e-06,3.945401658711489e-06,4.3592585825535934e-06,1.5912449669031048e-07,0.0
155,adam,2.5e-05,9.029309037739747e-06,3.7730322306049945e-06,2.173345446213456e-06,2.8773944114575332e-06,2.055369803667331e-07,0.0,1.5151719708228484e-05,6.595908871531719e-06,3.909067345375661e-06,4.478069058677647e-06,1.686743615891828e-07,0.0
156,adam,2.5e-05,9.107383686482318e-06,3.742189413796517e-06,2.2646631426444705e-06,2.9117966115726242e-06,1.88734517453646e-07,0.0,1.4028145415068138e-05,6.376119472406572e-06,2.506532382540172e-06,4.982587597623933e-06,1.6290570670207671e-07,0.0
157,adam,2.5e-05,9.708602113003883e-06,4.118420909955083e-06,2.27763892791613e-06,3.066127654107284e-06,2.464146314015659e-07,0.0,1.5293204342015088e-05,6.511336778203258e-06,3.4154254535678774e-06,5.171830707695335e-06,1.946119994045148e-07,0.0
158,adam,2.5e-05,9.571017493553449e-06,3.978458625935009e-06,2.276886672938244e-06,3.0554415767862033e-06,2.602305463885805e-07,0.0,1.570085805724375e-05,7.3430442171229515e-06,3.348197424202226e-06,4.846322099183453e-06,1.632946720064865e-07,0.0
159,adam,2.5e-05,9.025835684691888e-06,3.6720941049376656e-06,2.208498696767319e-06,2.9541868314712673e-06,1.9105606504978376e-07,0.0,1.543502730783075e-05,6.990713700361084e-06,3.896113412338309e-06,4.375869593786774e-06,1.723313829415929e-07,0.0
160,adam,2.5e-05,9.1479043389665e-06,3.7701095477262115e-06,2.260136214873556e-06,2.902383036439821e-06,2.1527549571536448e-07,0.0,1.5671790606575087e-05,7.487216862500645e-06,3.344430979268509e-06,4.660921604227042e-06,1.7922187112162646e-07,0.0
161,adam,2.5e-05,9.522073859053698e-06,3.945671240881128e-06,2.2503096289934575e-06,3.0973545267082205e-06,2.2873847983971375e-07,0.0,1.6073221559054218e-05,7.38709377401392e-06,3.7313202483346686e-06,4.713842827186454e-06,2.409630326383194e-07,0.0
162,adam,2.5e-05,9.483416075483316e-06,3.876612882301006e-06,2.3343079719202323e-06,3.039771407144606e-06,2.3272376516897133e-07,0.0,1.5717254427727312e-05,7.2048728725349065e-06,3.8053856314945733e-06,4.4869957491755486e-06,2.199988671236497e-07,0.0
163,adam,2.5e-05,9.553076043154024e-06,3.968475366058383e-06,2.260680211805713e-06,3.0698732167539197e-06,2.5404720815913606e-07,0.0,1.5474770407308824e-05,6.979467798373662e-06,4.3081663534394465e-06,4.056190391565906e-06,1.309452954956214e-07,0.0
164,adam,2.5e-05,9.593558836116692e-06,3.981878293531721e-06,2.4349757439715233e-06,2.9496338504667087e-06,2.2707092581539553e-07,0.0,1.556888673803769e-05,7.46886462366092e-06,3.4976419556187466e-06,4.341120074968785e-06,2.6125945851163124e-07,0.0
165,adam,2.5e-05,9.31045107992961e-06,3.856204366168222e-06,2.3046032659236977e-06,2.9468770980389625e-06,2.0276633085092134e-07,0.0,1.6205001884372905e-05,7.690064194321167e-06,3.932085746782832e-06,4.414170234667836e-06,1.686816517576517e-07,0.0
166,adam,2.5e-05,9.473857329476953e-06,4.1535561664089085e-06,2.1907345635482338e-06,2.890705869749437e-06,2.388607047322015e-07,0.0,1.751241688907612e-05,8.124875421344768e-06,4.883697783952812e-06,4.236545919411583e-06,2.672969117156754e-07,0.0
167,adam,2.5e-05,9.102444697158976e-06,3.846935730926195e-06,2.2012532360984928e-06,2.83846209582869e-06,2.157936302453544e-07,0.0,1.70948314917041e-05,8.335065103892703e-06,4.367966539575718e-06,4.221167728246655e-06,1.7063203472389432e-07,0.0
168,adam,2.5e-05,9.832891017082609e-06,4.1784537787616645e-06,2.4170382401294657e-06,2.9897502163149755e-06,2.476487008971884e-07,0.0,1.5767718650749885e-05,7.1020845098246355e-06,3.5779326026386116e-06,4.9364607548341155e-06,1.5124041397029941e-07,0.0
169,adam,2.5e-05,9.918570015990611e-06,4.062659562415709e-06,2.383425471490473e-06,3.158456643682762e-06,3.140284069746803e-07,0.0,1.7717380615067668e-05,8.794816494628321e-06,3.9629599086765666e-06,4.607586561178323e-06,3.5201597370360105e-07,0.0
170,adam,2.5e-05,1.0105708490358204e-05,4.4072791629404824e-06,2.3176495027482383e-06,3.1218515968724942e-06,2.5892828960292847e-07,0.0,1.582019467605278e-05,7.880343218857888e-06,3.0678197617817204e-06,4.7401240408362355e-06,1.3190725667300285e-07,0.0
171,adam,2.5e-05,9.198385770206289e-06,3.805066326672132e-06,2.212125647951152e-06,2.957411186885327e-06,2.2378263305914255e-07,0.0,1.566119317431003e-05,7.0603887252218556e-06,4.221031304041389e-06,4.218686626700219e-06,1.610856372735725e-07,0.0
172,adam,2.5e-05,9.094230234849318e-06,3.7185816345588553e-06,2.315415231567472e-06,2.8394281470254e-06,2.2080530109792202e-07,0.0,1.4007758181833196e-05,6.4559626480331644e-06,2.986425442941254e-06,4.415537659951951e-06,1.498316493098173e-07,0.0
173,adam,2.5e-05,9.615214417458952e-06,4.020727413854542e-06,2.284648265534391e-06,3.0025474564079936e-06,3.0729126959407777e-07,0.0,1.509402682131622e-05,6.903566827531904e-06,3.4977297218574677e-06,4.480950337892864e-06,2.117800050882579e-07,0.0
174,adam,2.5e-05,9.456538623092615e-06,3.922350129320717e-06,2.363661989211179e-06,2.9329021994531753e-06,2.3762424363995808e-07,0.0,1.6604601114522666e-05,7.671773346373811e-06,2.8975132408959325e-06,5.795081506221322e-06,2.402322820671543e-07,0.0
175,adam,2.5e-05,1.0180156283558251e-05,4.3265021383651025e-06,2.1962075237073777e-06,3.3098595752432758e-06,3.475870254901349e-07,0.0,1.695713581284508e-05,7.414593255816726e-06,4.242862360115396e-06,5.007479558116756e-06,2.9220055353107455e-07,0.0
176,adam,2.5e-05,9.564340106162634e-06,3.970638682215987e-06,2.2358885637062025e-06,3.0244586995982062e-06,3.3335412703244014e-07,0.0,1.4978048966440838e-05,6.678369118162664e-06,3.16890418616822e-06,4.909452400170267e-06,2.2132250876438775e-07,0.0
177,adam,2.5e-05,9.525280982791353e-06,4.000956680881375e-06,2.221705186016946e-06,3.0474555835156474e-06,2.5516351771539266e-07,0.0,1.664451883698348e-05,7.972505045472644e-06,4.253126917319605e-06,4.236404947732808e-06,1.8248326227876532e-07,0.0
178,adam,2.5e-05,1.0159288317409513e-05,4.4591316321794505e-06,2.250175275512736e-06,3.083003615222604e-06,3.669778522404187e-07,0.0,1.6385383787564933e-05,7.83754057920305e-06,3.1928284442983568e-06,4.960510068485746e-06,3.9450438293897605e-07,0.0
179,adam,2.5e-05,1.0329096312489128e-05,4.564216227201599e-06,2.2312599286225222e-06,3.179890062898584e-06,3.537300946686989e-07,0.0,1.5854227967793122e-05,7.356088190135779e-06,3.872804882121272e-06,4.342062766227173e-06,2.832729535384715e-07,0.0
180,adam,2.5e-05,1.0141563038020634e-05,4.299147143510276e-06,2.264637260843359e-06,3.1240277686655257e-06,4.5375090695733167e-07,0.0,1.73649732460035e-05,7.934118002594914e-06,4.8408778638986405e-06,4.360506864031777e-06,2.2947068600842613e-07,0.0
181,adam,2.5e-05,9.84741778406065e-06,4.154455530350253e-06,2.348540990155131e-06,3.020643899862845e-06,3.237774273029139e-07,0.0,1.546248677186668e-05,7.309931334020803e-06,3.3413111850677524e-06,4.6554996515624225e-06,1.5574583756006177e-07,0.0
182,adam,2.5e-05,9.577841251845552e-06,3.954747886122537e-06,2.4407986529695336e-06,2.9059097934285612e-06,2.7638494729549236e-07,0.0,1.4617071428801864e-05,6.788954578951234e-06,3.042573325728881e-06,4.51674986834405e-06,2.6879379788624647e-07,0.0
183,adam,2.5e-05,9.60954251977022e-06,3.962339929236646e-06,2.239295294462603e-06,3.1295279992292985e-06,2.783793676703753e-07,0.0,1.5219520719256252e-05,6.7867695179302245e-06,3.78504637410515e-06,4.446215370990103e-06,2.014893425439368e-07,0.0
184,adam,2.5e-05,9.477025597579851e-06,3.9097675263682115e-06,2.26906740051293e-06,2.9947922329815882e-06,3.0339840591187524e-07,0.0,1.5767656805110164e-05,7.272976745298365e-06,3.411833858990576e-06,4.878158961219015e-06,2.046879501449439e-07,0.0
185,adam,2.5e-05,1.0160502240198963e-05,4.180536074099586e-06,2.536378461728519e-06,3.0927753020896777e-06,3.5081236573898337e-07,0.0,1.541647725389339e-05,6.356093308568234e-06,3.0892099402990425e-06,5.7871184253599495e-06,1.8405556545531e-07,0.0
186,adam,2.5e-05,1.0226283516131511e-05,4.382127635547058e-06,2.2558305785322673e-06,3.297091354166725e-06,2.912339614196089e-07,0.0,1.5498128050239757e-05,7.2567095230624545e-06,3.6550422919390257e-06,4.278982487448957e-06,3.0739332146367815e-07,0.0
187,adam,2.5e-05,9.967827541653865e-06,4.300800323367834e-06,2.284014204265293e-06,3.02144809168004e-06,3.615649367771218e-07,0.0,1.5002731743152253e-05,6.739345735695679e-06,3.2663788260833826e-06,4.7474577513639815e-06,2.495501121302368e-07,0.0
188,adam,2.5e-05,9.773174035275126e-06,3.99902678004259e-06,2.2038516290772278e-06,3.141377903144559e-06,4.289177762450616e-07,0.0,1.4936337720428128e-05,6.683365882054204e-06,3.782246494665742e-06,4.339317456469871e-06,1.3140872567873885e-07,0.0
189,adam,2.5e-05,9.626480248929482e-06,4.055549482920527e-06,2.3298109212307265e-06,2.95829169685714e-06,2.8282808724299453e-07,0.0,1.4753045434190426e-05,7.007261046965141e-06,3.1185484203888336e-06,4.456818260223372e-06,1.7041864452949085e-07,0.0
190,adam,2.5e-05,1.0278589473143387e-05,4.327557787421808e-06,2.333672817092029e-06,3.3001685356534187e-06,3.1719040154914387e-07,0.0,1.5198572327790316e-05,6.9990474003134295e-06,2.600361312943278e-06,5.278762728266884e-06,3.204006873147591e-07,0.0
191,adam,2.5e-05,9.476658017356097e-06,3.9570604460297746e-06,2.21909742379914e-06,2.986435306627841e-06,3.1406479623665436e-07,0.0,1.6765628970460966e-05,7.689715857850388e-06,4.160307071288116e-06,4.611642452800879e-06,3.039635600998736e-07,0.0
192,adam,2.5e-05,9.380423653922099e-06,3.9928694467749986e-06,2.2010436977224244e-06,2.940298924970973e-06,2.462116131009824e-07,0.0,1.6593361578998156e-05,6.919368388480507e-06,4.955079020874109e-06,4.527388227870688e-06,1.915263254659294e-07,0.0
193,adam,2.5e-05,1.00946995767045e-05,4.166447261302401e-06,2.309480659537907e-06,3.1810508307754634e-06,4.3772085125474695e-07,0.0,1.6185938875423744e-05,7.45067882235162e-06,4.230097147228662e-06,4.136571988055948e-06,3.685903209316166e-07,0.0
194,adam,2.5e-05,1.0132658702325046e-05,4.37948193350513e-06,2.3860352566121686e-06,2.9706192118095398e-06,3.9652223002064155e-07,0.0,1.6380101442337036e-05,7.422054750350071e-06,3.343236812725081e-06,5.1885072025470436e-06,4.2630239249774604e-07,0.0
195,adam,2.5e-05,1.0286535122022975e-05,4.374312365620253e-06,2.3500214643674898e-06,3.2120262641824194e-06,3.50175037326716e-07,0.0,1.6513158698217012e-05,7.344316145463381e-06,4.490678293223027e-06,4.408400855027139e-06,2.6976408662449103e-07,0.0
196,adam,2.5e-05,9.361061601671354e-06,3.896747766847266e-06,2.266566736709917e-06,2.9264334905689344e-06,2.713135682962087e-07,0.0,1.4629295037593693e-05,6.551383194164373e-06,3.163268047501333e-06,4.6566970013373066e-06,2.5794690827751765e-07,0.0
197,adam,2.5e-05,9.760282575861932e-06,4.159281143218987e-06,2.3437553147506684e-06,2.9407232619950452e-06,3.1652283288918076e-07,0.0,1.5372948837466538e-05,6.594119440705981e-06,2.914627430072869e-06,5.132578280608868e-06,7.316223218367668e-07,0.0
198,adam,2.5e-05,1.021872949133958e-05,4.2611592100059614e-06,2.18090085870663e-06,3.382187962473374e-06,3.9448152872662627e-07,0.0,1.5608316971338354e-05,7.008112334006e-06,3.568911324691726e-06,4.601634827849921e-06,4.2965862689925416e-07,0.0
199,adam,2.5e-05,9.258351506032918e-06,3.908969188520883e-06,2.0966117923697832e-06,2.9965988359334815e-06,2.5617167680246937e-07,0.0,1.600116775080096e-05,7.347673090407625e-06,4.443279976840131e-06,4.068622729391791e-06,1.4159171257688286e-07,0.0
200,adam,2.5e-05,9.577040593343093e-06,4.0186928381156156e-06,2.3039999578464803e-06,2.886057072395315e-06,3.682907432567802e-07,0.0,1.7548174582771026e-05,7.4284098445787095e-06,4.3274280869809445e-06,4.906962658424163e-06,8.853744475345593e-07,0.0
201,adam,2.5e-05,1.0746579824799915e-05,4.404022424823201e-06,2.5326055249154578e-06,3.407316582871274e-06,4.0263521075952926e-07,0.0,1.7053949704859406e-05,7.729322533123195e-06,3.3817036637628917e-06,5.574374881689437e-06,3.685486547055916e-07,0.0
202,adam,2.5e-05,1.0332207239116542e-05,4.422822304684179e-06,2.2061170684970593e-06,3.1721798396098338e-06,5.310880502357967e-07,0.0,1.6443413187516853e-05,7.784959962009452e-06,4.14999294662266e-06,4.236350832798053e-06,2.7211035558138974e-07,0.0
203,adam,2.5e-05,9.331436089384609e-06,3.884212190545412e-06,2.222942040163385e-06,2.948490875482209e-06,2.7579102695401366e-07,0.0,1.56721052917419e-05,6.642489097430371e-06,3.2229090720647946e-06,5.567937478190288e-06,2.387692177308054e-07,0.0
204,adam,2.5e-05,9.773868001387215e-06,4.175200945697032e-06,2.290738839364499e-06,2.9929162106811186e-06,3.150120545930645e-07,0.0,1.5282264939742163e-05,7.1554513851879165e-06,2.447017322992906e-06,5.3402131925395224e-06,3.3958303902181797e-07,0.0
205,adam,2.5e-05,9.908645227239634e-06,4.213782393067266e-06,2.4072961768041073e-06,2.940801897195689e-06,3.467647637816775e-07,0.0,1.509597586846212e-05,6.750060492777266e-06,2.916936409746995e-06,5.113761289976537e-06,3.1521742016593635e-07,0.0
206,adam,2.5e-05,9.310818840608663e-06,3.7331466183599016e-06,2.2356139116449673e-06,3.095713116145196e-06,2.4634521972233964e-07,0.0,1.600530231371522e-05,6.988630957494024e-06,4.308818461140618e-06,4.500661361817038e-06,2.0719183169148891e-07,0.0
207,adam,2.5e-05,9.09338937090647e-06,3.810838236296106e-06,2.085703516831205e-06,2.9640989883513872e-06,2.3274869597066248e-07,0.0,1.4244908015825786e-05,6.5931444623856805e-06,3.23221229336923e-06,4.2353176468168385e-06,1.8423322956095944e-07,0.0
208,adam,2.5e-05,9.837720426730812e-06,3.890633053511948e-06,2.3094509719345613e-06,3.252876677069007e-06,3.8475971677151333e-07,0.0,1.5849069313844666e-05,7.91499132901663e-06,3.2476591513841413e-06,4.3166455725440755e-06,3.6977411355110235e-07,0.0
