rho,kappa,gamma,bar_v,v0,moneyness,tau,r,value,jac_rho,jac_kappa,jac_gamma,jac_bar_v,jac_v0,jac_moneyness,jac_tau,jac_r,delta,theta
0.10411979578140385,2.0,0.0,0.04,0.04,1.0,1.0,0.01,0.19430516098623427,-0.004474209960285608,0.002668632298659282,-0.024713745178646364,1.3618036566157448,1.1143156669595307,0.13394089042734073,0.003382450561358233,0.10411979578140385,0.13394089042734073,-0.003382450561358233
