parameter,theta_true,theta_hat,abs_error,rel_error
rho,-0.45,-0.5242347655932657,0.07423476559326564,0.16496614576281252
kappa,1.0,1.057134759894577,0.05713475989457706,0.05713475989457706
gamma,0.35,0.2995288905286281,0.0504711094713719,0.14420316991820545
bar_v,0.2,0.19758221161453815,0.002417788385461861,0.012088941927309305
v0,0.22,0.21970916908566768,0.000290830914332324,0.0013219587015105636
