greek,n_points,mse,rmse,mae,p90_abs_error,p99_abs_error,max_abs_error
delta,2048,9.735149072445996e-18,3.120120041351934e-09,2.3584554858165242e-09,5.900072226616703e-09,7.542080231320856e-09,8.342239621317304e-09
gamma,2048,3.1812040499709247e-15,5.640216352207533e-08,4.554299629360315e-08,9.21784627211375e-08,1.3747480934689358e-07,2.263590611062405e-07
vega,2048,7.875811917674922e-18,2.8063876991026955e-09,1.9599020636127708e-09,5.577202744078136e-09,6.967604561647356e-09,7.0577034771979186e-09
theta,2048,2.887429694386898e-20,1.6992438595995862e-10,6.78369413289017e-11,2.559122899703502e-10,7.67205047408348e-10,9.757873120630478e-10
rho,2048,1.9550155211098924e-13,4.4215557455604835e-07,4.0946422661621614e-07,6.470827123128408e-07,7.474175820565421e-07,7.754307249641101e-07
