epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,dynamic_refresh,dynamic_refresh_count,loss_log_var_pde,loss_log_var_clamped_pde,loss_weight_pde,loss_log_var_low,loss_log_var_clamped_low,loss_weight_low
1,adam,0.001,355.4267346126726,355.42787234461866,0.0,0.0,0.0,0.0,1.3950828786481078e-17,-0.0011314357867149294,0.0,0.0,0.0,0.0,1291.597412109375,1291.600341796875,0.0,0.0,0.0,0.0,1.3664284219908395e-17,-0.0029001079965382814,0.0,0.0,0.0,0.0,0,0,0.0009730794699862599,0.0009730794699862599,0.9990273938183131,-0.003999852575361729,-0.003999852575361729,1.004007862661835
2,adam,0.001,571.7343311309814,571.7390651702881,0.0,0.0,0.0,0.0,1.2051763444546497e-17,-0.004729020467493683,0.0,0.0,0.0,0.0,539.1958618164062,539.2035522460938,0.0,0.0,0.0,0.0,1.3664284219908395e-17,-0.007668157573789358,0.0,0.0,0.0,0.0,0,0,0.0037012058310210705,0.0037012058310210705,0.9963056351886709,-0.007999030873179436,-0.007999030873179436,1.0080311085938167
