tau,moneyness,v,rho,kappa,gamma,bar_v,r,row_index,fd_delta,ad_delta,ad_minus_fd_delta,fd_gamma,ad_gamma,ad_minus_fd_gamma,fd_vega,ad_vega,ad_minus_fd_vega,fd_theta,ad_theta,ad_minus_fd_theta,fd_rho,ad_rho,ad_minus_fd_rho
0.4261666666666667,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,38,1.9851961149797148,1.9851961180833995,3.103684642624671e-09,0.8183938859929185,0.81839366011425,-2.2587866854717475e-07,-0.4448602161843951,-0.44486021590935265,2.750424332731427e-10,1.0593678484838165,1.0593678473509802,-1.1328362692353267e-09,0.5380997158432876,0.5380997157749802,-6.830747079078492e-11
0.537,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,48,1.8567902189126073,1.8567902217942636,2.8816562469557994e-09,0.7848395711107514,0.7848395930235662,2.191281478491902e-08,-0.4074339722492937,-0.4074339719971707,2.5212298915278097e-10,0.9633466980041305,0.9633466969304805,-1.0736500577479546e-09,0.5149311844210303,0.5149311843395457,-8.148459684775844e-11
0.57025,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,51,1.8204779338937271,1.8204779367192931,2.825566003394897e-09,0.7743395258330565,0.7743401423721022,6.165390457057995e-07,-0.39680171053824154,-0.39680171029705347,2.411880695163404e-10,0.9361044606670532,0.9361044596158453,-1.0512078985058793e-09,0.5082529797384439,0.5082529796652371,-7.320677397615327e-11
0.7919166666666667,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,71,1.6023604410797532,1.6023604435522534,2.4725002045755673e-09,0.7016012659732951,0.7016012803024536,1.4329158526393826e-08,-0.33240680468615835,-0.3324068044574102,2.28748131547718e-10,0.7716041343375224,0.7716041334137534,-9.237689502228363e-10,0.4667397692603714,0.46673976919775617,-6.261524632122928e-11
1.0468333333333333,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,94,1.3968682920939557,1.3968682942623776,2.168421886494798e-09,0.6170896682533566,0.6170899384546215,2.702012648070351e-07,-0.27078686312798084,-0.2707868629349251,1.9305573806249754e-10,0.6154192963414573,0.6154192955719399,-7.695174497612811e-10,0.4248599660350294,0.42485996596859704,-6.643235961334426e-11
1.1133333333333333,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,100,1.3501356707301682,1.3501356728253617,2.095193574191967e-09,0.5955524073897323,0.5955524285769899,2.1187257615018495e-08,-0.2566341087817392,-0.2566341085918438,1.8989537720059957e-10,0.5797976459476217,0.5797976452271226,-7.204991048226361e-10,0.41485626706361245,0.4148562670061795,-5.743294728688397e-11
1.3793333333333333,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,124,1.1872162531911812,1.1872162550351952,1.8440140525655124e-09,0.513158049386675,0.5131585535795821,5.041929070914719e-07,-0.20690341875351237,-0.2069034185936774,1.5983497858584883e-10,0.4556702275237967,0.45567022691920683,-6.045898781614767e-10,0.37820490914164395,0.3782049090907836,-5.0860371469951815e-11
1.5455833333333333,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,139,1.1022166961449642,1.1022166978557861,1.710821928568862e-09,0.4652909169067243,0.4652908111848682,-1.0572185610291385e-07,-0.18074833992187678,-0.18074833977057694,1.5129983377271117e-10,0.3912132748062902,0.3912132742954233,-5.108669043352165e-10,0.35775174508145824,0.3577517450416269,-3.983136043217428e-11
1.56775,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,141,1.0917329635695694,1.0917329652726455,1.7030761245706572e-09,0.4591356628225185,0.45913547604217864,-1.867803398614143e-07,-0.17751497803253358,-0.1775149778812998,1.5123377550274597e-10,0.38329322093133555,0.38329322041810104,-5.132345104463809e-10,0.3551536876766903,0.3551536876020805,-7.460981832352331e-11
1.63425,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,147,1.0613900573286372,1.0613900589838,1.6551626735861191e-09,0.4409939080574077,0.4409942616972586,3.536398509029759e-07,-0.16815000578596084,-0.16815000563557636,1.5038448264448334e-10,0.36042017880433264,0.36042017831340295,-4.909296857924517e-10,0.34753182820423945,0.3475318281573199,-4.691952382174236e-11
1.6453333333333333,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,148,1.056489629363,1.0564896310121867,1.6491867871337718e-09,0.4380183327157283,0.438018150027313,-1.8268841533997104e-07,-0.16663677118167186,-0.16663677103108662,1.5058523872291119e-10,0.3567338432741707,0.3567338427806779,-4.934928021782525e-10,0.34628611101261697,0.3462861109739237,-3.869327080963103e-11
1.734,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,156,1.018817591829091,1.0188175934080823,1.5789913820896118e-09,0.41469565559282273,0.4146962104534069,5.548605841454446e-07,-0.15499927762618881,-0.15499927748215206,1.440367547456134e-10,0.3284788422952545,0.32847884184505227,-4.502022088459512e-10,0.3365644380792787,0.3365644380315547,-4.772399142538575e-11
1.90025,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,171,0.954946573692439,0.9549465751705005,1.478061562032451e-09,0.37327403390463587,0.3732741513471003,1.1744246442013662e-07,-0.13527068268182063,-0.13527068255942032,1.224003121080841e-10,0.2809977109219375,0.2809977105460203,-3.7591718626828197e-10,0.3194415838692066,0.3194415838088709,-6.033573640706891e-11
1.9224166666666667,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,173,0.9470418806412084,0.9470418821192262,1.4780178192452809e-09,0.3679746285456531,0.36797432771967237,-3.0082598073688516e-07,-0.13283149688625429,-0.13283149676390132,1.2235296109608385e-10,0.27516734465216075,0.27516734426706657,-3.8509417876753105e-10,0.3172612113111484,0.31726121126355566,-4.759270755272382e-11
1.9335,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,174,0.9431402085979812,0.9431402100620051,1.4640239021090906e-09,0.3653440217021853,0.36534376050485573,-2.611973295429948e-07,-0.1316278904273105,-0.13162789028855812,1.387523707041538e-10,0.27229383612770164,0.27229383575841937,-3.692822714285171e-10,0.3161797081130402,0.3161797080668444,-4.619576943198922e-11
0.3264166666666667,0.8022222222222223,0.04,-0.7,2.0,0.3,0.04,0.01,210,2.1128295918160234,2.1128295951144507,3.2984273090619354e-09,0.8415355523538892,0.8415354041019784,-1.482519108586544e-07,-0.48266650527040156,-0.48266650501604463,2.543569244117805e-10,1.1559046347198176,1.1559046334947698,-1.2250478409470134e-09,0.5612333194537911,0.5612333193740686,-7.972245086307339e-11
0.5148333333333334,0.8022222222222223,0.04,-0.7,2.0,0.3,0.04,0.01,227,1.8833091008474412,1.8833091037534597,2.906018536918964e-09,0.787859022466364,0.7878586587737813,-3.6369258271662375e-07,-0.4158788764030419,-0.415878876140138,2.629038653445548e-10,0.98440794090493,0.984407939794143,-1.1107870179216661e-09,0.5203996539826505,0.5203996538971825,-8.54680770601135e-11
0.5480833333333334,0.8022222222222223,0.04,-0.7,2.0,0.3,0.04,0.01,230,1.8463079592478948,1.8463079620822687,2.8343738467384583e-09,0.7775554422551068,0.7775553746628805,-6.759222626051553e-08,-0.4050399735344712,-0.4050399732856791,2.487920980343006e-10,0.9566263791427332,0.9566263780728386,-1.0698946173448576e-09,0.5136236720648668,0.5136236719937065,-7.116029987486172e-11
0.6589166666666667,0.8022222222222223,0.04,-0.7,2.0,0.3,0.04,0.01,240,1.730029018940371,1.7300290215916323,2.6512612105733524e-09,0.7421188996659112,0.7421191041302576,2.0446434645382539e-07,-0.3708203167551716,-0.37082031652144404,2.3372753732431306e-10,0.8690489083029718,0.8690489073032407,-9.997310757015043e-10,0.49191702328421627,0.49191702321328024,-7.093603482388744e-11
0.7808333333333334,0.8022222222222223,0.04,-0.7,2.0,0.3,0.04,0.01,251,1.613897827299482,1.6138978297789297,2.4794477582190666e-09,0.7019858472290252,0.7019859522855959,1.0505657066506302e-07,-0.3363794027944067,-0.33637940255934,2.350666883366159e-10,0.7811678004721045,0.781167799559917,-9.121875477191566e-10,0.4695284051781101,0.46952840510080013,-7.730999174171416e-11
0.8251666666666667,0.8022222222222223,0.04,-0.7,2.0,0.3,0.04,0.01,255,1.5745211675621817,1.5745211699869557,2.424773937192981e-09,0.6872706848071175,0.6872711030867239,4.182796063956218e-07,-0.32463613923283674,-0.3246361390225258,2.1031093533352418e-10,0.7512801223530374,0.7512801214614128,-8.916246629908642e-10,0.461753562648326,0.46175356259331013,-5.5015880739972545e-11
0.936,0.8022222222222223,0.04,-0.7,2.0,0.3,0.04,0.01,265,1.4822677164882947,1.4822677187741748,2.2858801518310656e-09,0.6505311844762218,0.650531392601409,2.0812518719548478e-07,-0.29698628021712636,-0.29698628000716615,2.099602158800451e-10,0.68110128285781,0.6811012820377694,-8.20040590987503e-10,0.44312525949052883,0.4431252594199462,-7.058265083514925e-11
0.9803333333333334,0.8022222222222223,0.04,-0.7,2.0,0.3,0.04,0.01,269,1.4477107804289346,1.447710782665938,2.237003249305758e-09,0.635931840520243,0.6359316288665394,-2.1165370356346358e-07,-0.28657818652355616,-0.2865781863075838,2.1597235111414648e-10,0.65476507578488,0.6547650749726178,-8.122621464323743e-10,0.4359844423174053,0.4359844422536878,-6.371747574007713e-11
1.202,0.8022222222222223,0.04,-0.7,2.0,0.3,0.04,0.01,289,1.293012933727411,1.2930129357238673,1.9964563335861385e-09,0.5646972667250338,0.5646968779395671,-3.88785466709507e-07,-0.23964105280604997,-0.23964105262340601,1.8264395551526036e-10,0.5366956439001314,0.5366956432095832,-6.905481741981134e-10,0.4027398990213982,0.4027398989579843,-6.341388525399339e-11
1.4901666666666666,0.8022222222222223,0.04,-0.7,2.0,0.3,0.04,0.01,315,1.1303368832660254,1.1303368850173907,1.7513652750267283e-09,0.4785720264521842,0.4785724927035039,4.662513196640461e-07,-0.1897171925424601,-0.18971719237692852,1.6553158843635174e-10,0.4127968139044924,0.4127968133624983,-5.419941162543296e-10,0.3649701831776042,0.3649701831266837,-5.092049004673527e-11
1.5566666666666666,0.8022222222222223,0.04,-0.7,2.0,0.3,0.04,0.01,321,1.097975779931204,1.097975781624941,1.6937369284875103e-09,0.45993111541520193,0.4599308761806547,-2.392345472279622e-07,-0.17973057349962573,-0.1797305733526306,1.4699513828375643e-10,0.388286037136254,0.38828603662664746,-5.096065236465108e-10,0.3570250826800958,0.3570250826231268,-5.696898508489312e-11
1.7561666666666667,0.8022222222222223,0.04,-0.7,2.0,0.3,0.04,0.01,339,1.0107157892935703,1.010715790850296,1.5567256372861493e-09,0.40690988356573143,0.40691030224320485,4.1867747341273187e-07,-0.15275275474735395,-0.15275275461444,1.3291395761783065e-10,0.3226425699409674,0.3226425695023644,-4.3860298726272617e-10,0.33472709401571876,0.33472709398124817,-3.447059304662048e-11
0.271,0.8044444444444445,0.04,-0.7,2.0,0.3,0.04,0.01,386,2.1890099677257524,2.18900997115573,3.42997763524977e-09,0.8506145121600639,0.8506146907480551,1.7858799117309587e-07,-0.5055741097592659,-0.5055741094801657,2.791001874058452e-10,1.2141978390278751,1.2141978377504303,-1.2774448165941976e-09,0.5751323980618395,0.5751323979720682,-8.977130150356061e-11
0.28208333333333335,0.8044444444444445,0.04,-0.7,2.0,0.3,0.04,0.01,387,2.1738902559587103,2.1738902593542164,3.3955060985135788e-09,0.8480194324533841,0.8480191867272132,-2.457261708554981e-07,-0.5011966927614964,-0.5011966924833211,2.7817526060402997e-10,1.202939040316764,1.2029390390696584,-1.247105529955661e-09,0.5725292546010508,0.572529254508715,-9.233580566814226e-11
0.34858333333333336,0.8044444444444445,0.04,-0.7,2.0,0.3,0.04,0.01,393,2.085857149047854,2.085857152292053,3.2441991315579344e-09,0.8314220423244478,0.8314221000039712,5.767952337976112e-08,-0.47566695201339826,-0.4756669517617068,2.516914454631092e-10,1.137302348137581,1.1373023469309826,-1.2065983767683974e-09,0.5572346005333628,0.5572346004572459,-7.611689056830073e-11
0.8695,0.8044444444444445,0.04,-0.7,2.0,0.3,0.04,0.01,440,1.5380752411608967,1.5380752435109961,2.3500994483782733e-09,0.6694087062442122,0.6694082529126314,-4.533315808297189e-07,-0.3142376286557891,-0.31423762843011327,2.256758113716728e-10,0.7243129546274929,0.7243129537675688,-8.599241319018347e-10,0.45496206665163186,0.4549620665946587,-5.6973148421235464e-11
0.9803333333333334,0.8044444444444445,0.04,-0.7,2.0,0.3,0.04,0.01,450,1.4491206652955668,1.4491206675108579,2.2152910617023736e-09,0.6329667456839161,0.6329666885516875,-5.713222861469802e-08,-0.2874581966949563,-0.2874581964991725,1.957838335897577e-10,0.6564659104846271,0.6564659096697637,-8.14863398979071e-10,0.4367387201131834,0.43673872004941483,-6.376854599920989e-11
1.1465833333333333,0.8044444444444445,0.04,-0.7,2.0,0.3,0.04,0.01,465,1.3303193379599065,1.330319339993634,2.0337274087012247e-09,0.5794358770572217,0.5794363088897997,4.318325780294785e-07,-0.2514064605829702,-0.25140646040235126,1.806189642294953e-10,0.5656720233027102,0.5656720226021192,-7.005909186119652e-10,0.41138015705932673,0.41138015698969727,-6.962946885735732e-11
1.5455833333333333,0.8044444444444445,0.04,-0.7,2.0,0.3,0.04,0.01,501,1.1042745015465982,1.1042745032646835,1.7180852296405646e-09,0.4607294101788284,0.4607290758396178,-3.3433921059478067e-07,-0.1819690982785005,-0.1819690981317113,1.4678919191268847e-10,0.3933370525466273,0.3933370520261043,-5.205230135807426e-10,0.35890922763570643,0.35890922758700167,-4.870476244533961e-11
1.7118333333333333,0.8044444444444445,0.04,-0.7,2.0,0.3,0.04,0.01,516,1.029845632114501,1.0298456337006587,1.5861576496689622e-09,0.41619721002916776,0.4161974367081765,2.2667900873019065e-07,-0.1589351730846289,-0.15893517294686169,1.3776721430325267e-10,0.3371983375188847,0.3371983370603813,-4.585034019122247e-10,0.34002935902499587,0.3400293589761577,-4.8838155741748324e-11
0.12691666666666668,0.8066666666666668,0.04,-0.7,2.0,0.3,0.04,0.01,554,2.399549309650695,2.399549313474299,3.8236041000061505e-09,0.8737316647966509,0.8737313565421371,-3.08254513803341e-07,-0.5673745442269507,-0.5673745439464778,2.8047286715349173e-10,1.3726250609913393,1.372625059618074,-1.3732652792697309e-09,0.6115569511244701,0.6115569510442227,-8.024736430911616e-11
0.23775000000000002,0.8066666666666668,0.04,-0.7,2.0,0.3,0.04,0.01,564,2.2370516989944633,2.237051702496478,3.5020146782471784e-09,0.853398418598772,0.8533983627966617,-5.5802110265901206e-08,-0.5203771222817011,-0.5203771220086978,2.730032866438137e-10,1.2516572674226012,1.251657266148075,-1.274526262307063e-09,0.5841185366506352,0.5841185365746436,-7.599154638882055e-11
0.3596666666666667,0.8066666666666668,0.04,-0.7,2.0,0.3,0.04,0.01,575,2.0734621645868145,2.0734621677837355,3.196920950188087e-09,0.8242169613481565,0.82421730156713,3.4021897354907793e-07,-0.4728743066984009,-0.47287430643721295,2.611879601488454e-10,1.1295183676907072,1.129518366490206,-1.200501253961761e-09,0.555759996618832,0.5557599965327,-8.613199042883934e-11
0.41508333333333336,0.8066666666666668,0.04,-0.7,2.0,0.3,0.04,0.01,580,2.004116705940362,2.0041167090199887,3.0796267758148588e-09,0.8091927128361931,0.809192664085814,-4.8750379066930805e-08,-0.45265313422859776,-0.45265313395063206,2.77965706008132e-10,1.077578650479083,1.0775786493322996,-1.1467833349598777e-09,0.5434788100444621,0.5434788099616061,-8.285594432777543e-11
0.5591666666666667,0.8066666666666668,0.04,-0.7,2.0,0.3,0.04,0.01,593,1.8376200332781423,1.8376200360777348,2.7995925577783964e-09,0.7665647672183695,0.7665650211736965,2.539553269897965e-07,-0.4038304551734484,-0.403830454926515,2.4693341815762437e-10,0.952361536894486,0.9523615358251456,-1.0693403940109647e-09,0.5132456402279217,0.5132456401564038,-7.151790271109348e-11
1.0246666666666666,0.8066666666666668,0.04,-0.7,2.0,0.3,0.04,0.01,635,1.4171699046094943,1.4171699067786283,2.1691339835427925e-09,0.6156380294441988,0.6156384013135631,3.718693643017801e-07,-0.27823419046058007,-0.2782341902501008,2.1047924514405736e-10,0.6326538169076912,0.6326538161233642,-7.84326936731361e-10,0.4304900690765834,0.43049006901520004,-6.13833428531052e-11
1.10225,0.8066666666666668,0.04,-0.7,2.0,0.3,0.04,0.01,642,1.3617100758089862,1.3617100779040265,2.0950403634145687e-09,0.5907530464810407,0.5907532248486173,1.783675765976156e-07,-0.26137590110053566,-0.26137590090408447,1.9645118864985989e-10,0.5902029759052851,0.5902029751673141,-7.379710176280696e-10,0.418632777314798,0.4186327772539474,-6.085060233473882e-11
1.5345,0.8066666666666668,0.04,-0.7,2.0,0.3,0.04,0.01,681,1.1106296560470241,1.110629657744238,1.6972139249560314e-09,0.4615294812992943,0.4615297925025089,3.112032146423971e-07,-0.1842307954813549,-0.18423079532795059,1.5340431702703938e-10,0.39844692137691595,0.3984469208703045,-5.066114749929795e-10,0.3608062332016715,0.36080623316682664,-3.484484922822162e-11
1.6675,0.8066666666666668,0.04,-0.7,2.0,0.3,0.04,0.01,693,1.0496780825075547,1.0496780841092104,1.6016556969589146e-09,0.42562984248206703,0.4256295582203081,-2.8426175890938765e-07,-0.165349824250427,-0.16534982410723437,1.4319262442441527e-10,0.352354554138401,0.35235455366727636,-4.711246393007684e-10,0.3454585639683927,0.3454585639191948,-4.9197868001726874e-11
1.7561666666666667,0.8066666666666668,0.04,-0.7,2.0,0.3,0.04,0.01,701,1.0125150460460475,1.0125150475920635,1.5460159819014052e-09,0.4027622679814158,0.40276241054034667,1.4255893088233051e-07,-0.15382741456626547,-0.15382741441862002,1.4764545142043062e-10,0.324437923477916,0.3244379230332233,-4.4469272708624885e-10,0.3357801251002712,0.3357801250416986,-5.857264673281293e-11
1.9224166666666667,0.8066666666666668,0.04,-0.7,2.0,0.3,0.04,0.01,716,0.9494755943961763,0.9494755958331085,1.436932128839885e-09,0.36215510590409394,0.3621555744283824,4.685242884772123e-07,-0.13429326756408955,-0.13429326744780276,1.1628678575625884e-10,0.27752957479698637,0.27752957441821935,-3.787670177501923e-10,0.3187312392682884,0.3187312392361715,-3.2116864723263916e-11
1.9335,0.8066666666666668,0.04,-0.7,2.0,0.3,0.04,0.01,717,0.9455564745319833,0.9455564759761003,1.4441169371437468e-09,0.35955221022732076,0.35955177173720704,-4.3849011371888125e-07,-0.13308034649384126,-0.13308034635810612,1.3573514534570563e-10,0.2746358942662397,0.2746358938802817,-3.8595798779184065e-10,0.31764277077961367,0.31764277072610636,-5.350730969411188e-11
0.10475000000000001,0.8088888888888889,0.04,-0.7,2.0,0.3,0.04,0.01,733,2.435621569842894,2.43562157371257,3.869676135082045e-09,0.8717426780435744,0.8717423781229475,-2.999206268894383e-07,-0.5788206154466735,-0.5788206151566261,2.900474305178591e-10,1.401459739751587,1.4014597383706255,-1.3809615673210374e-09,0.6183911314039392,0.6183911313199438,-8.399536621794823e-11
0.18233333333333335,0.8088888888888889,0.04,-0.7,2.0,0.3,0.04,0.01,740,2.3185341585651997,2.318534162232766,3.6675662506979734e-09,0.8595687717161127,0.8595689772411722,2.055250595267566e-07,-0.5449166842375064,-0.5449166839634957,2.7401070301635855e-10,1.3141761680390829,1.3141761667032332,-1.3358496531168385e-09,0.5987474195823239,0.5987474195062589,-7.606504315305074e-11
0.4594166666666667,0.8088888888888889,0.04,-0.7,2.0,0.3,0.04,0.01,765,1.9525721494328963,1.9525721524141146,2.9812183832689243e-09,0.7925672562691943,0.7925671491530907,-1.0711610365365942e-07,-0.4383204144708941,-0.438320414225419,2.45475084703628e-10,1.0401939918835978,1.0401939907591284,-1.1244694064771465e-09,0.5348914876357469,0.5348914875803761,-5.537081904094521e-11
