epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,dynamic_refresh,dynamic_refresh_count
1,adam,0.001,8426.612639963627,8399.870080143213,0.0,0.0,0.0,0.0,24.362408846616745,2.3797976970672607,0.0,0.0,0.0,0.0,3.9632527828216553,0.8747005462646484,0.0,0.0,0.0,0.0,2.8321659564971924,0.2563862204551697,0.0,0.0,0.0,0.0,1,1
2,adam,0.001,404739.52264404297,404711.62048339844,0.0,0.0,0.0,0.0,25.24116462469101,2.674357831478119,0.0,0.0,0.0,0.0,4.923436641693115,1.0297620296478271,0.0,0.0,0.0,0.0,3.654261827468872,0.23941266536712646,0.0,0.0,0.0,0.0,0,1
