greek,n_points,mse,rmse,mae,p90_abs_error,p99_abs_error,max_abs_error
delta,2048,2.1737573276644954e-15,4.6623570516043656e-08,1.5682964618649595e-08,3.543216527818193e-08,1.0388124258908776e-07,1.2510649401165086e-06
gamma,2048,7.926374581559994e-12,2.8153817825580943e-06,2.3883617913682557e-07,2.3436661487075127e-07,2.097342381977004e-06,9.432321726166037e-05
vega,2048,4.651983930565371e-14,2.156845829113748e-07,1.6868537841758817e-07,3.6658061871586154e-07,4.6274730252399135e-07,5.2324130386458e-07
theta,2048,2.0968485994517836e-11,4.579135944096641e-06,1.2926144129455165e-07,1.4281567501522858e-09,3.8981933674957165e-07,0.00020572726739520597
rho,2048,8.157897679382749e-17,9.032108103528628e-09,7.140413317020119e-09,1.550763590874027e-08,2.1552097618227072e-08,2.3281549910159072e-08
