tau,moneyness,v,rho,kappa,gamma,bar_v,r,pinn_price,ref_price,error_price,abs_error_price,pde_residual,pde_residual_dx_log_m,pde_residual_dv,pinn_delta,ref_delta,error_delta,abs_error_delta,stabilized_rel_error_delta,pinn_gamma,ref_gamma,error_gamma,abs_error_gamma,stabilized_rel_error_gamma,pinn_vega,ref_vega,error_vega,abs_error_vega,stabilized_rel_error_vega,pinn_theta,ref_theta,error_theta,abs_error_theta,stabilized_rel_error_theta,pinn_rho,ref_rho,error_rho,abs_error_rho,stabilized_rel_error_rho
0.005,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.2234248649280757,0.19992304650387993,0.02350181842419577,0.02350181842419577,0.0641042195175597,,,-0.5022509473967948,-1.0014030064976613,0.4991520591008666,0.4991520591008666,0.24940107388683982,0.02626855709567336,1.6854709242667951,-1.6592023671711218,1.6592023671711218,0.6178441003319104,0.8603547273880457,0.002586849474208437,0.8577678779138374,0.8577678779138374,0.855554686722333,-0.060110607370545535,-0.009733796882760309,-0.05037681048778522,0.05037681048778522,0.049891179876624905,13.317911273918687,-0.005005227258510046,13.322916501177197,13.322916501177197,13.256564383769362
0.07150000000000001,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.22742269650807023,0.19928524095808087,0.028137455549989365,0.028137455549989365,0.06416942815005593,,,-0.5038792587411941,-0.999999793453414,0.49612053471221995,0.49612053471221995,0.2480602929741133,0.026334609209907194,9.418465033950553e-06,0.026325190744873245,0.026325190744873245,0.026324942804319924,0.8653124162022341,1.1214918471822704e-07,0.8653123040530494,0.8653123040530494,0.8653122070089907,-0.06011787705502028,0.00999279462104269,-0.07011067167606297,0.07011067167606297,0.06941700183353193,13.37217759156192,-0.07144888291403809,13.443626474475959,13.443626474475959,12.547146848399427
0.138,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.23141959618253352,0.19862165699473922,0.032797939187794306,0.032797939187794306,0.06419422799701997,,,-0.5054141067567895,-0.9999258275580346,0.49451172080124506,0.49451172080124506,0.2472650305261859,0.02637378293667964,0.00721347275146067,0.01916031018521897,0.01916031018521897,0.019023087660729646,0.8700104401109374,0.000163401213192629,0.8698470388977448,0.8698470388977448,0.8697049280573806,-0.060082455173157044,0.009940635028535587,-0.07002309020169263,0.07002309020169263,0.06933386752946538,13.423470242860343,-0.13780160002768108,13.561271842888024,13.561271842888024,11.918837029723017
0.20450000000000002,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.23541270100595815,0.1979705979756502,0.037442103030307955,0.037442103030307955,0.06417791638059835,,,-0.5068524812233829,-0.9990032888145342,0.49215080759115126,0.49215080759115126,0.24619809799463147,0.02638564647771225,0.06831998785265947,-0.04193434137494722,0.04193434137494722,0.03925260394990449,0.874436621695634,0.0021160487812628553,0.8723205729143712,0.8723205729143712,0.8704785977385112,-0.0600036359913367,0.009560373358155697,-0.06956400934949239,0.06956400934949239,0.06890524943852326,13.47168636460404,-0.20392192533607825,13.675608289940119,13.675608289940119,11.359215246555571
0.271,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.23939910408159154,0.1973610471052487,0.04203805697634283,0.04203805697634283,0.06411987025773101,,,-0.5081914336635229,-0.9960482873188999,0.487856853655377,0.487856853655377,0.24441134854040447,0.0263698525455624,0.21153674540584433,-0.18516689286028193,0.18516689286028193,0.15283638202674088,0.8785790985562412,0.008047817739565755,0.8705312808166754,0.8705312808166754,0.8635813356242804,-0.0598808039200012,0.008697647626607118,-0.06857845154660831,0.06857845154660831,0.06798712350323059,13.516726380061229,-0.2694281124562599,13.78615449251749,13.78615449251749,10.860130130442903
0.3375,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.24337586065293373,0.19682180154603812,0.04655405910689561,0.04655405910689561,0.06401954840173633,,,-0.509428089414525,-0.9905798786152913,0.4811517892007663,0.4811517892007663,0.24171438401932924,0.026326143996376613,0.4159851995125958,-0.3896590555162192,0.3896590555162192,0.27518582514163703,0.8824263828957553,0.018362928101252618,0.8640634547945026,0.8640634547945026,0.8484828256715484,-0.05971343632993158,0.007474878379401698,-0.06718831470933327,0.06718831470933327,0.06668981644228258,13.558494505054158,-0.33388392524791655,13.892378430302074,13.892378430302074,10.414983018646113
0.404,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.24733999436301396,0.19637119632644295,0.050968798036571006,0.050968798036571006,0.0638764930531898,,,-0.5105596600921228,-0.9827397411485751,0.47218008105645226,0.47218008105645226,0.23814526498718616,0.026254359151880426,0.6496504204298326,-0.6233960612779521,0.6233960612779521,0.3778958581512804,0.8859674209566156,0.03215806571044355,0.8538093552461721,0.8538093552461721,0.8272079477075901,-0.059501105784680826,0.006056063109059732,-0.06555716889374055,0.06555716889374055,0.06516254043651039,13.596899255839842,-0.3969554476551024,13.993854703494945,13.993854703494945,10.01739513381383
0.47050000000000003,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.2512885036433254,0.19601797506089813,0.05527052858242726,0.05527052858242726,0.06369033107355095,,,-0.511583456378083,-0.97293165725934,0.46134820088125705,0.46134820088125705,0.23383891640835142,0.02615443673726909,0.8869473344913814,-0.8607928977541123,0.8607928977541123,0.45618278900515014,0.8891916518518584,0.04816171351885168,0.8410299383330068,0.8410299383330068,0.8023856695829221,-0.05924348171274842,0.004562297164715906,-0.06380577887746433,0.06380577887746433,0.06351600001070141,13.631853953852866,-0.4584379330585683,14.090291886911436,14.090291886911436,9.66122148054798
0.537,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.25521836819631316,0.19576430065570039,0.059454067540612776,0.059454067540612776,0.06346077464816824,,,-0.5124969010550537,-0.9616210128142522,0.4491241117591984,0.4491241117591984,0.228955597857743,0.026026420358416062,1.111080030909811,-1.085053610551395,1.085053610551395,0.5139803298142942,0.8920890653322734,0.06519639003583211,0.8268926752964413,0.8268926752964413,0.7762818979030012,-0.058940331556270945,0.003072553154980999,-0.062012884711251944,0.062012884711251944,0.06182293047118255,13.66327722210944,-0.518237816557114,14.181515038666554,14.181515038666554,9.340773154251796
0.6035,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.25912655553815694,0.19560811496400632,0.06351844057415063,0.06351844057415063,0.06318762159639933,,,-0.5132975422029441,-0.9492487909355571,0.43595124873261304,0.43595124873261304,0.22365090118813147,0.025870462439335974,1.3125460049122957,-1.2866755424729597,1.2866755424729597,0.5563891657678643,0.8946502580338535,0.08233227494031414,0.8123179830935393,0.8123179830935393,0.7505255104199263,-0.05859152144427463,0.0016367865217947267,-0.06022830796606936,0.06022830796606936,0.0601298881755466,13.691093467898892,-0.5763468136444649,14.267440281543356,14.267440281543356,9.050952593710946
