epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,dynamic_refresh,dynamic_refresh_count
1,adam,0.001,0.9429945275187492,0.02675954974256456,0.0,0.0,0.0,0.0,0.29750798270106316,0.43976560700684786,0.07901410944759846,0.016015888613765128,0.08393138274550438,0.0,0.32284966111183167,0.006070943549275398,0.0,0.0,0.0,0.0,0.086924709379673,0.18375852704048157,0.019840065389871597,0.007806702051311731,0.018448729068040848,0.0,0,0
2,adam,0.001,0.34705521166324615,0.007077051035594195,0.0,0.0,0.0,0.0,0.06700161937624216,0.20262368023395538,0.044252549298107624,0.00735389617329929,0.01874642400071025,0.0,0.20255295932292938,0.01196252554655075,0.0,0.0,0.0,0.0,0.044502079486846924,0.07502350956201553,0.05591020733118057,0.0031791694927960634,0.011975486762821674,0.0,0,0
