epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,val_evaluated,dynamic_refresh,dynamic_refresh_count,loss_log_var_pde,loss_log_var_clamped_pde,loss_weight_pde,loss_log_var_term,loss_log_var_clamped_term,loss_weight_term,loss_log_var_low,loss_log_var_clamped_low,loss_weight_low,loss_log_var_right,loss_log_var_clamped_right,loss_weight_right,loss_log_var_v_zero,loss_log_var_clamped_v_zero,loss_weight_v_zero,loss_log_var_no_arbitrage,loss_log_var_clamped_no_arbitrage,loss_weight_no_arbitrage
24,adam,0.001,-1.8252189084887505,-0.16366612073034048,0.0,0.0,0.0,0.0,-0.3365568872541189,-0.33755147084593773,-0.32161118276417255,-0.3376380242407322,-0.3281952142715454,0.0,0.6569260358810425,0.6227824687957764,0.0,0.0,0.0,0.0,-0.01594381406903267,0.005326154176145792,0.0151259396225214,0.020268911495804787,0.009366367012262344,0.0,0,0,0,-0.39773932099342346,-0.39773932099342346,1.4884559701063331,-0.3707997500896454,-0.3707997500896454,1.448892903660312,-0.3758794069290161,-0.3758794069290161,1.456271506928402,-0.3761361241340637,-0.3761361241340637,1.456645404870415,-0.3743912875652313,-0.3743912875652313,1.4541060127565422,-0.3722464442253113,-0.3722464442253113,1.4509905254699837
25,adam,0.001,-1.9551750868558884,-0.2183698955923319,0.0,0.0,0.0,0.0,-0.3492114543914795,-0.3521179426461458,-0.33950033597648144,-0.3519253619015217,-0.34405006282031536,0.0,-2.02026104927063,-0.2535497546195984,0.0,0.0,0.0,0.0,-0.35588669776916504,-0.35908037424087524,-0.3421690762042999,-0.358702152967453,-0.3508729040622711,0.0,1,0,0,-0.4141944646835327,-0.4141944646835327,1.5131513527741494,-0.3856285810470581,-0.3856285810470581,1.4705383835436234,-0.39088302850723267,-0.39088302850723267,1.478285586027823,-0.3910377621650696,-0.3910377621650696,1.4785143442617195,-0.3893594741821289,-0.3893594741821289,1.4760350524698913,-0.3871190845966339,-0.3871190845966339,1.4727318605105995
26,adam,0.001,-2.034774787724018,-0.23663249611854553,0.0,0.0,0.0,0.0,-0.36173621378839016,-0.3647840302437544,-0.35070139914751053,-0.3645983077585697,-0.35632230155169964,0.0,-2.02026104927063,-0.2535497546195984,0.0,0.0,0.0,0.0,-0.35588669776916504,-0.35908037424087524,-0.3421690762042999,-0.358702152967453,-0.3508729040622711,0.0,0,0,0,-0.43082648515701294,-0.43082648515701294,1.5385285692518527,-0.40040820837020874,-0.40040820837020874,1.492433797281059,-0.4058476686477661,-0.4058476686477661,1.500573950587826,-0.40588685870170593,-0.40588685870170593,1.5006327593142412,-0.4042830765247345,-0.4042830765247345,1.4982280001110921,-0.4019604027271271,-0.4019604027271271,1.4947521433956839
27,adam,0.001,-1.986766055226326,-0.14763337490148842,0.0,0.0,0.0,0.0,-0.37413210421800613,-0.3742213062942028,-0.3522951975464821,-0.3763018697500229,-0.3621821999549866,0.0,-2.02026104927063,-0.2535497546195984,0.0,0.0,0.0,0.0,-0.35588669776916504,-0.35908037424087524,-0.3421690762042999,-0.358702152967453,-0.3508729040622711,0.0,0,0,0,-0.44594159722328186,-0.44594159722328186,1.5619602410546585,-0.4151386320590973,-0.4151386320590973,1.51458069557897,-0.4207361042499542,-0.4207361042499542,1.5230822904262133,-0.42057889699935913,-0.42057889699935913,1.522842869666738,-0.4191468060016632,-0.4191468060016632,1.520663580944519,-0.4167070686817169,-0.4167070686817169,1.5169580833134602
28,adam,0.001,-2.1535807102918625,-0.23384969681501389,0.0,0.0,0.0,0.0,-0.3864000327885151,-0.3900406938046217,-0.3753082975745201,-0.3886728063225746,-0.3793091680854559,0.0,-2.02026104927063,-0.2535497546195984,0.0,0.0,0.0,0.0,-0.35588669776916504,-0.35908037424087524,-0.3421690762042999,-0.358702152967453,-0.3508729040622711,0.0,0,0,0,-0.46120110154151917,-0.46120110154151917,1.5859777617854853,-0.4298199415206909,-0.4298199415206909,1.5369807522145453,-0.43556728959083557,-0.43556728959083557,1.5458397490579818,-0.4352506995201111,-0.4352506995201111,1.5453504290035212,-0.4339448809623718,-0.4339448809623718,1.543333798698313,-0.4313696026802063,-0.4313696026802063,1.5393643980338299
29,adam,0.001,-2.2419219613075256,-0.2643245719373226,0.0,0.0,0.0,0.0,-0.3985409326851368,-0.40092160552740097,-0.3851902596652508,-0.40153334476053715,-0.3914112411439419,0.0,-2.02026104927063,-0.2535497546195984,0.0,0.0,0.0,0.0,-0.35588669776916504,-0.35908037424087524,-0.3421690762042999,-0.358702152967453,-0.3508729040622711,0.0,0,0,0,-0.47687017917633057,-0.47687017917633057,1.6110242859782404,-0.4444521963596344,-0.4444521963596344,1.559635587722723,-0.4503569006919861,-0.4503569006919861,1.5688720170906207,-0.44988954067230225,-0.44988954067230225,1.568138960347882,-0.44869956374168396,-0.44869956374168396,1.5662740209985353,-0.44603025913238525,-0.44603025913238525,1.5620987335709886
30,adam,0.001,-2.3434536904096603,-0.2954084640368819,0.0,0.0,0.0,0.0,-0.4105556942522526,-0.4139357712119818,-0.40358041040599346,-0.41371409967541695,-0.40625927969813347,0.0,-2.02026104927063,-0.2535497546195984,0.0,0.0,0.0,0.0,-0.35588669776916504,-0.35908037424087524,-0.3421690762042999,-0.358702152967453,-0.3508729040622711,0.0,0,0,0,-0.49308234453201294,-0.49308234453201294,1.637355343097645,-0.45903539657592773,-0.45903539657592773,1.5825467185262263,-0.46509137749671936,-0.46509137749671936,1.5921596698051632,-0.4645523428916931,-0.4645523428916931,1.5913016719124635,-0.46340230107307434,-0.46340230107307434,1.5894726603651963,-0.4606704115867615,-0.4606704115867615,1.5851363226102437
31,adam,0.001,-2.431340202689171,-0.32291640155017376,0.0,0.0,0.0,0.0,-0.4224452003836632,-0.4258235264569521,-0.41625918447971344,-0.42574705742299557,-0.4181488323956728,0.0,-2.02026104927063,-0.2535497546195984,0.0,0.0,0.0,0.0,-0.35588669776916504,-0.35908037424087524,-0.3421690762042999,-0.358702152967453,-0.3508729040622711,0.0,0,0,0,-0.5094535946846008,-0.5094535946846008,1.6643815195336533,-0.4735696613788605,-0.4735696613788605,1.6057158367846616,-0.47977134585380554,-0.47977134585380554,1.615704922323435,-0.4792054295539856,-0.4792054295539856,1.6147908272472402,-0.47805264592170715,-0.47805264592170715,1.6129303953557819,-0.47527214884757996,-0.47527214884757996,1.6084518762507052
32,adam,0.001,-2.451468989253044,-0.2928731916472316,0.0,0.0,0.0,0.0,-0.4342103824019432,-0.4357036780565977,-0.42333004623651505,-0.43728284910321236,-0.42806882970035076,0.0,-2.02026104927063,-0.2535497546195984,0.0,0.0,0.0,0.0,-0.35588669776916504,-0.35908037424087524,-0.3421690762042999,-0.358702152967453,-0.3508729040622711,0.0,0,0,0,-0.5252880454063416,-0.5252880454063416,1.6909458474205277,-0.488055020570755,-0.488055020570755,1.6291444839660452,-0.49438565969467163,-0.49438565969467163,1.6394907243780963,-0.49376118183135986,-0.49376118183135986,1.6384672183253153,-0.49264800548553467,-0.49264800548553467,1.6366443301606963,-0.4898117482662201,-0.4898117482662201,1.6320089625186753
33,adam,0.001,-2.5433673560619354,-0.3217398077249527,0.0,0.0,0.0,0.0,-0.44585212878882885,-0.4491827804595232,-0.4368003997951746,-0.44907765835523605,-0.44071456976234913,0.0,-2.02026104927063,-0.2535497546195984,0.0,0.0,0.0,0.0,-0.35588669776916504,-0.35908037424087524,-0.3421690762042999,-0.358702152967453,-0.3508729040622711,0.0,0,0,0,-0.5409353375434875,-0.5409353375434875,1.7176126586917522,-0.5024915337562561,-0.5024915337562561,1.6528342370703244,-0.5089412331581116,-0.5089412331581116,1.6635289729023417,-0.5082620978355408,-0.5082620978355408,1.6623995951602906,-0.507186233997345,-0.507186233997345,1.6606120413059235,-0.5042904019355774,-0.5042904019355774,1.6558101438145718
34,adam,0.001,-2.581320360302925,-0.3069077916443348,0.0,0.0,0.0,0.0,-0.4573713429272175,-0.4569135345518589,-0.4494661744683981,-0.4604462943971157,-0.45021524652838707,0.0,-2.02026104927063,-0.2535497546195984,0.0,0.0,0.0,0.0,-0.35588669776916504,-0.35908037424087524,-0.3421690762042999,-0.358702152967453,-0.3508729040622711,0.0,0,0,0,-0.5558962225914001,-0.5558962225914001,1.7435028514230606,-0.5168792605400085,-0.5168792605400085,1.6767866617720948,-0.5234043002128601,-0.5234043002128601,1.6877635345823037,-0.5227468609809875,-0.5227468609809875,1.6866542972885559,-0.5216699838638306,-0.5216699838638306,1.6848389554967014,-0.5186997652053833,-0.5186997652053833,1.6798420400340253
35,adam,0.001,-2.6166575849056244,-0.30057627707719803,0.0,0.0,0.0,0.0,-0.4687688574194908,-0.47161781415343285,-0.4428599439561367,-0.4718504399061203,-0.46098421700298786,0.0,-2.02026104927063,-0.2535497546195984,0.0,0.0,0.0,0.0,-0.35588669776916504,-0.35908037424087524,-0.3421690762042999,-0.358702152967453,-0.3508729040622711,0.0,0,0,0,-0.5706919431686401,-0.5706919431686401,1.769491015148137,-0.5312181115150452,-0.5312181115150452,1.701003058573096,-0.5378400683403015,-0.5378400683403015,1.7123044046020657,-0.5370322465896606,-0.5370322465896606,1.710921726414259,-0.5361003279685974,-0.5361003279685974,1.7093280293115751,-0.533053994178772,-0.533053994178772,1.704128768940089
36,adam,0.001,-2.6950030475854874,-0.30571394599974155,0.0,0.0,0.0,0.0,-0.48004553839564323,-0.4832742027938366,-0.4696756526827812,-0.4831670895218849,-0.47312665171921253,0.0,-2.02026104927063,-0.2535497546195984,0.0,0.0,0.0,0.0,-0.35588669776916504,-0.35908037424087524,-0.3421690762042999,-0.358702152967453,-0.3508729040622711,0.0,0,0,0,-0.5847620964050293,-0.5847620964050293,1.7945640016240063,-0.5455082654953003,-0.5455082654953003,1.725485164110179,-0.5522410869598389,-0.5522410869598389,1.7371417444634871,-0.5512121319770813,-0.5512121319770813,1.7353552230924216,-0.5504755973815918,-0.5504755973815918,1.7340775445201457,-0.5473471879959106,-0.5473471879959106,1.728661116873436
