key,label,role,metric_focus,run_dir,price_n_points,hard_price_n_points,price_rmse,hard_price_rmse,non_hard_price_rmse,short_maturity_price_rmse,atm_price_rmse,hard_p99_gamma_error,pde_residual_rmse,hard_pde_residual_rmse,training_time_seconds,best_val_total,delta_rmse,hard_delta_rmse,delta_p99_abs_error,gamma_rmse,hard_gamma_rmse,gamma_p99_abs_error,vega_rmse,hard_vega_rmse,vega_p99_abs_error,theta_rmse,hard_theta_rmse,theta_p99_abs_error,rho_rmse,hard_rho_rmse,rho_p99_abs_error,comparison_grid_ok,ratio_delta_rmse,ratio_gamma_rmse,ratio_vega_rmse,ratio_theta_rmse,ratio_rho_rmse,ratio_hard_delta_rmse,ratio_hard_gamma_rmse,ratio_hard_p99_gamma_error,ratio_price_rmse,ratio_hard_price_rmse,ratio_non_hard_price_rmse,ratio_short_maturity_price_rmse,ratio_atm_price_rmse,global_score,hard_score,price_score,status
rv01_hard_right_vzero_dynamic,Hard bounds/right + v=0 + dynamic residual,baseline,pricing,/Users/jenriquezafra/Proyectos/Dev/python/TFM/TFM/outputs/pinn/pinn_right_vzero_hard_constraints_v01_smoke/rv01_hard_right_vzero_dynamic,961.0,5.0,0.0443446063984117,0.0025237094445771,0.0444600444776273,0.0020279060384604,0.0672631775609173,28.708103247342173,0.0209028131788667,0.0299632425353405,0.9035704160341993,0.000902160070836544,0.3056211291779556,0.178680297215931,0.588113531585116,2.4359676925310305,17.284338462296166,5.732011632845402,0.3134214413048376,0.0433341649479873,0.4413160147422576,0.0466410133676041,0.3197423449610997,0.1412111295931573,0.3872909789735306,0.0025103860864871,0.8714988099328589,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,baseline
