region,variable,n_points,mse,rmse,mae,r2,mape_pct,p90_abs_error,p99_abs_error,max_abs_error,mean_stabilized_rel_error,p90_stabilized_rel_error,p99_stabilized_rel_error,max_stabilized_rel_error
full,price,20,1.5922856613878538e-06,0.0012618580195045137,0.0009679059255664251,0.9994789093338133,21.518848121141385,0.002102404022050045,0.0028196954508181056,0.0029770167210450837,,,,
full,delta,20,0.0003917795674258895,0.01979342232727553,0.015665509371607298,0.99735535768161,14.575005573658467,0.03152420534929167,0.044216766311004484,0.04531470259262049,0.011076347059041487,0.021759068938375252,0.030993818120345802,0.03180375469203041
full,gamma,20,0.980275736699183,0.9900887519304433,0.6672407488908666,0.9120484296345721,44.56635758287845,1.6948041822739746,2.521659504547839,2.6588230129213,0.19447861472410533,0.5484134779560407,0.6943372460371138,0.7234065098616334
full,vega,20,0.0021533424691396836,0.046404121251669914,0.036202551570133724,0.858145982367042,87.05864553478644,0.07691849644153714,0.1011865762235328,0.10385725206239205,0.030128179726290172,0.06909781363195211,0.0735379374671914,0.07454996085344445
full,theta,20,0.0003133939916842369,0.017702937374465204,0.01354226836419406,0.9290612292448157,93.13815681133273,0.03261754042993124,0.040643387502253756,0.04182312454034333,0.012741338110654,0.029544438161914904,0.03873450711684939,0.03967325142455123
full,rho,20,1.3839689853326569e-05,0.003720173363342973,0.0023926543462380006,0.9971961291293296,14.397266219709092,0.00599496312987226,0.010636005076801658,0.011504051839120316,0.0021803180040880347,0.0049067903813258,0.009571154410278905,0.010311342539645163
full,head_delta,20,0.0003974976797364247,0.019937343848577843,0.01574663664319678,0.9973167585226566,14.658491910705873,0.03155478365228629,0.04413404166033491,0.04521744904245645,,,,
full,head_minus_autodiff_delta,20,8.463085039566631e-07,0.0009199502725455671,0.0006476886031530403,,,0.0015515142971868465,0.0022003019105464533,0.0022345246089038873,,,,
full,head_gamma,20,0.987391775934553,0.9936758907886177,0.675429309220101,0.9114099696563213,45.20009939409847,1.7043933612859983,2.5324331694309246,2.675407982624621,,,,
full,head_minus_autodiff_gamma,20,0.0003466298600572009,0.018617998282769308,0.016906560651922194,,,0.02520020269978033,0.033472969553397555,0.03540022571505519,,,,
full,head_vega,20,0.002214078619029612,0.047053996844366064,0.03674627044957453,0.8541449156528904,82.53154024022778,0.07805451039100082,0.10180900547247504,0.10402533954769155,,,,
full,head_minus_autodiff_vega,20,1.6672970503771302e-06,0.0012912385722155027,0.0008903237756142206,,,0.002265299999787213,0.003351481268309846,0.0035372875092101463,,,,
full,pde_residual,20,0.00026501664371065566,0.016279331795582264,0.013279262406222746,,,0.02583485999962034,0.02690483711428454,0.027143741928432347,,,,
short_maturity,price,5,7.413957529363126e-08,0.00027228583381004465,0.00026987876688943843,0.9999782268283127,49.217974087059645,0.00029415328290128005,0.00029450279440318877,0.00029454162901451197,,,,
short_maturity,delta,5,0.0002271825806978818,0.01507257710870579,0.01266682775541555,0.9988075543896894,32.56118537353927,0.022123022415951887,0.02289328222503812,0.022978866648269924,0.009856039582257834,0.018504720585691296,0.020218869726539697,0.020409330742189518
short_maturity,gamma,5,3.4221443830083182,1.8499038848027534,1.7605710040650724,0.8889497493769616,75.03557309903385,2.370057732135069,2.629946484842677,2.6588230129213,0.48335098180094194,0.6622080597047506,0.717286664845945,0.7234065098616334
short_maturity,vega,5,0.0002509815546280062,0.015842397376281347,0.01511586613321804,0.9178733532996208,72.64732927627671,0.02021965026972837,0.021310807175592483,0.021432046831799605,0.014496743580408398,0.019747617674287354,0.02075553001293301,0.020867520272782526
short_maturity,theta,5,0.0009981204342675784,0.03159304408042344,0.02925507585595518,0.9220825056955321,83.69858925897924,0.0393394676180495,0.041574758848113944,0.04182312454034333,0.026957893845632026,0.03769694761886317,0.039475621043982424,0.03967325142455123
short_maturity,rho,5,1.0356883681967592e-07,0.000321821125502469,0.0002681089120226888,0.998635660190187,32.63295268055988,0.00047508798043829155,0.00048051840877284655,0.0004811217896989082,0.0002662134447674479,0.0004731788745143384,0.0004801193715105628,0.0004808905378434766
short_maturity,head_delta,5,0.00023155586794652313,0.01521695987858689,0.012829218470841942,0.9987845996932235,33.10102793317682,0.022247440257526084,0.022949956217051072,0.023028013545887183,,,,
short_maturity,head_minus_autodiff_delta,5,3.791690925385483e-08,0.0001947226469978642,0.0001623907154263899,,,0.00028023754811519084,0.00030598552247854225,0.00030884640851891465,,,,
short_maturity,head_gamma,5,3.433668572537001,1.8530160745490043,1.7602700848094197,0.8885757838184826,74.58930529694155,2.374408375901052,2.645308021952264,2.675407982624621,,,,
