epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,val_evaluated,dynamic_refresh,dynamic_refresh_count
1,adam,0.001,1.0546562038362026,0.3884028494358063,0.0,0.0,0.0,0.0,0.2688944726251066,0.2834490044042468,0.0,0.0,0.1139098663115874,0.0,0.6049482822418213,0.4413181245326996,0.0,0.0,0.0,0.0,0.07514697313308716,0.07477380335330963,0.0,0.0,0.0137094147503376,0.0,1,0,0
2,adam,0.001,0.46046217903494835,0.3398897647857666,0.0,0.0,0.0,0.0,0.05328920786269009,0.0534176342189312,0.0,0.0,0.013865568325854838,0.0,0.6049482822418213,0.4413181245326996,0.0,0.0,0.0,0.0,0.07514697313308716,0.07477380335330963,0.0,0.0,0.0137094147503376,0.0,0,0,0
3,adam,0.001,0.25742905028164387,0.19160241447389126,0.0,0.0,0.0,0.0,0.03526810463517904,0.01954764488618821,0.0,0.0,0.011010877293301746,0.0,0.6049482822418213,0.4413181245326996,0.0,0.0,0.0,0.0,0.07514697313308716,0.07477380335330963,0.0,0.0,0.0137094147503376,0.0,0,0,0
4,adam,0.001,0.181369386613369,0.14139996003359556,0.0,0.0,0.0,0.0,0.01948131015524268,0.015039121266454458,0.0,0.0,0.005448993615573272,0.0,0.6049482822418213,0.4413181245326996,0.0,0.0,0.0,0.0,0.07514697313308716,0.07477380335330963,0.0,0.0,0.0137094147503376,0.0,0,0,0
5,adam,0.001,0.10985855385661125,0.08631867496296763,0.0,0.0,0.0,0.0,0.012747100554406643,0.005364916723920032,0.0,0.0,0.005427862924989313,0.0,0.6049482822418213,0.4413181245326996,0.0,0.0,0.0,0.0,0.07514697313308716,0.07477380335330963,0.0,0.0,0.0137094147503376,0.0,0,0,0
6,adam,0.001,0.06537037389352918,0.052423310466110706,0.0,0.0,0.0,0.0,0.006838801200501621,0.0021255587635096163,0.0,0.0,0.003982703579822555,0.0,0.6049482822418213,0.4413181245326996,0.0,0.0,0.0,0.0,0.07514697313308716,0.07477380335330963,0.0,0.0,0.0137094147503376,0.0,0,0,0
7,adam,0.001,0.042698001489043236,0.03515431541018188,0.0,0.0,0.0,0.0,0.0036979782744310796,0.00167664531909395,0.0,0.0,0.002169063111068681,0.0,0.6049482822418213,0.4413181245326996,0.0,0.0,0.0,0.0,0.07514697313308716,0.07477380335330963,0.0,0.0,0.0137094147503376,0.0,0,0,0
8,adam,0.001,0.04142897133715451,0.03455953625962138,0.0,0.0,0.0,0.0,0.0031755223753862083,0.0014225564082153141,0.0,0.0,0.002271356279379688,0.0,0.6049482822418213,0.4413181245326996,0.0,0.0,0.0,0.0,0.07514697313308716,0.07477380335330963,0.0,0.0,0.0137094147503376,0.0,0,0,0
9,adam,0.001,0.030574544798582792,0.024671443970873952,0.0,0.0,0.0,0.0,0.0030189807584974915,0.0010333048267057166,0.0,0.0,0.0018508156936150044,0.0,0.6049482822418213,0.4413181245326996,0.0,0.0,0.0,0.0,0.07514697313308716,0.07477380335330963,0.0,0.0,0.0137094147503376,0.0,0,0,0
10,adam,0.001,0.026973964413627982,0.021564715076237917,0.0,0.0,0.0,0.0,0.00329485785914585,0.0009068243271030951,0.0,0.0,0.0012075669001205824,0.0,0.6049482822418213,0.4413181245326996,0.0,0.0,0.0,0.0,0.07514697313308716,0.07477380335330963,0.0,0.0,0.0137094147503376,0.0,0,0,0
