parameter,theta_true,theta_hat,abs_error,rel_error
rho,-0.45,-0.39026179338201145,0.059738206617988565,0.1327515702621968
kappa,1.0,1.0008753878581256,0.0008753878581255758,0.0008753878581255758
gamma,0.35,0.39997977977586807,0.049979779775868094,0.14279937078819457
bar_v,0.2,0.20261525391694646,0.0026152539169464473,0.013076269584732236
v0,0.22,0.21991759243492376,8.240756507624236e-05,0.0003745798412556471
