parameter,theta_true,theta_hat,abs_error,rel_error
rho,-0.45,-0.3293589653196944,0.12064103468030563,0.26809118817845695
kappa,1.0,1.6593135307863887,0.6593135307863887,0.6593135307863887
gamma,0.35,0.5521524911427441,0.20215249114274414,0.5775785461221261
bar_v,0.2,0.20350264679220254,0.003502646792202524,0.01751323396101262
v0,0.22,0.22717041600706706,0.007170416007067054,0.032592800032122976
