parameter,theta_true,theta_hat,abs_error,rel_error
rho,-0.45,-0.42072818624174263,0.02927181375825738,0.06504847501834973
kappa,1.0,1.4862909217721822,0.48629092177218225,0.48629092177218225
gamma,0.35,0.43915612130554327,0.08915612130554329,0.2547317751586951
bar_v,0.2,0.20020904149696228,0.00020904149696227003,0.0010452074848113502
v0,0.22,0.2247546480137302,0.004754648013730212,0.021612036426046418
