greek,n_points,mse,rmse,mae,p90_abs_error,p99_abs_error,max_abs_error
delta,2048,7.212177651546584e-11,8.492454092632226e-06,1.4012610420972072e-06,4.979040481689618e-07,4.181762979361168e-05,0.0001105218522302609
gamma,2048,4.589304219282757e-05,0.0067744403601203524,0.0010382257324108178,5.107775305064343e-05,0.03946955919099508,0.09527946082454264
vega,2048,3.052909403721235e-17,5.5253139311004176e-09,4.1349993190752466e-09,9.249921745224652e-09,1.6745141284968397e-08,2.2137378291597898e-08
theta,2048,1.5294829188058964e-14,1.2367226523379833e-07,7.294517343346005e-09,5.9256834522569685e-09,5.2330493901190475e-08,5.263245578396303e-06
rho,2048,6.46799589548741e-14,2.54322549049183e-07,1.6956309116374122e-07,4.928055263753172e-07,7.385378206987286e-07,8.605490967872331e-07
