region,variable,n_points,mse,rmse,mae,r2,mape_pct,p90_abs_error,p99_abs_error,max_abs_error,mean_stabilized_rel_error
full,price,32761,0.0002465749094257878,0.01570270388900548,0.012715580769548764,0.9145254372839924,30.463674688628505,0.024598592420935955,0.040450479530172154,0.04462413158988951,
full,delta,32761,0.02286893151630089,0.15122477150354993,0.11661521548566976,0.6681271706665766,45.13112150821081,0.2627955932141055,0.37528251208107266,0.42144328707125756,0.08369867296736393
full,gamma,32761,100.33887330191676,10.0169293349767,2.5531129070569967,-63.51403358010759,779.2452058332042,3.373378357481375,44.70901015985343,192.40364616815353,0.8384511957281694
full,vega,32761,0.05573085595981292,0.23607383582221245,0.21809817675997248,-4.001199315466882,85.25701737652854,0.3263954786540074,0.40342164831091576,0.4215262830440613,0.16318921761251004
full,theta,32761,0.0007784956246658161,0.027901534450022924,0.020704957917854087,-0.4896587835403434,161.24005249330065,0.048820403380515735,0.08240316085844442,0.20880366781707144,0.019990097297725527
full,rho,32761,0.5079123792687413,0.7126797171722662,0.596123372264968,-3.0445658321572973,180.12338240519594,1.092092655958146,1.5027581772598808,1.6508082321754158,0.36622357023539465
full,pde_residual,32761,0.041041206475679146,0.20258629389886953,0.051892951105651355,,,0.06492242471568328,0.9109316130762639,4.057468216589482,
short_maturity,price,905,1.6124897031618096e-06,0.0012698384555374787,0.0008622477166447532,0.9996060645101766,131.14985507418098,0.002216561047617001,0.004013815786077365,0.004212902598838136,
short_maturity,delta,905,0.004402260393005325,0.06634953197276772,0.03362354808488461,0.9786707422385639,259.0374384900312,0.08383788312692914,0.2790500601994391,0.3101117116968709,0.02326610838273895
short_maturity,gamma,905,213.1084938048582,14.598235982640444,3.3211794525897456,-9.28681909508604,14412.287832386355,7.574430393767046,47.82101372664542,192.40364616815353,0.4479656485332384
short_maturity,vega,905,0.004408291008910497,0.06639496222538648,0.034129730903940086,-0.44907834011628966,328.42815392525665,0.1328501645065438,0.21380327881762867,0.21848955563857791,0.03042851446996339
short_maturity,theta,905,0.002412495525753751,0.049117161214322545,0.03598405183102112,0.7049236874079341,2204.2907261312403,0.08286359878608832,0.1236133349245844,0.20880366781707144,0.03340217825681138
short_maturity,rho,905,0.00023766070073289366,0.015416247946011171,0.010457088314199992,0.059966508083837744,778.4906085258975,0.030296596134453447,0.040982156339626215,0.042111337102795285,0.01016765547985059
short_maturity,pde_residual,905,0.08799549655851342,0.2966403488376344,0.08870962979900969,,,0.20256771927228187,0.9368728268511356,4.057468216589482,
atm,price,4887,0.000562076908158165,0.023708161214192995,0.01995205723530782,-0.05602822254500062,30.286199228065136,0.038901564962794816,0.043867289879075726,0.04462413158988951,
atm,delta,4887,0.03612337948989807,0.1900615150152657,0.15728725288051185,-7.280593397154274,41.18929582991148,0.30969486666628915,0.3792164480601707,0.42144328707125756,0.11346297434410405
atm,gamma,4887,664.8225334127426,25.784152757318644,12.103262736047556,-154.54798386683171,572.3449622801348,31.043573897759615,136.33684573659238,192.40364616815353,3.7585752884856882
atm,vega,4887,0.10404307492542131,0.32255708785488085,0.31777995482877763,-26.122252723401648,84.23166517407934,0.3913783371485837,0.41825478818470646,0.4215262830440613,0.22915136918625412
atm,theta,4887,0.002135244337287227,0.04620870412906238,0.03989414985338542,-0.2859342403315841,107.57778838234368,0.069194669305787,0.09360054760333156,0.20880366781707144,0.038039107340954885
atm,rho,4887,0.2851266806058891,0.5339725466780938,0.4384786530148115,-2.9334906678040604,84.20372899149633,0.8403817746987983,0.9747835148380241,1.0615889565491483,0.2714782656538915
atm,pde_residual,4887,0.271766299676006,0.5213120943120407,0.2444778822459337,,,0.6397710425766668,2.7737893972430117,4.057468216589482,
hard,price,135,2.699741163831517e-06,0.0016430889092899133,0.0013698718376428994,0.9678889052424066,25.026868908994576,0.0026017462683662258,0.0035573141210309698,0.0037659807748364887,
hard,delta,135,0.027141001208762915,0.16474526156695043,0.13996536706152948,0.4892102725202109,33.8639605771351,0.2641634588725583,0.30670900906501686,0.3101117116968709,0.094888180201527
hard,gamma,135,1419.9252979050593,37.68189615591364,18.360780389971072,-56.415320673449386,152.9292651749918,26.20657409487729,187.87734711308485,192.40364616815353,1.3984101450678998
hard,vega,135,0.02164346694226474,0.1471171877866918,0.13421417175071904,-5.491535359330872,103.47953955348595,0.20791353955318703,0.2183236625240459,0.21848955563857791,0.1163257490453474
hard,theta,135,0.006301720140459587,0.07938337445875923,0.06731075297888846,0.3618453579095974,34.62493868687683,0.11221968718130026,0.20694954457078513,0.20880366781707144,0.05447674161946619
hard,rho,135,4.074040670097308e-05,0.00638282121800173,0.0042058386851305815,0.5264427984165128,66.88454300406946,0.01191752654644661,0.01994315283858063,0.020047843737861254,0.0041495175045996495
hard,pde_residual,135,0.5759973610235317,0.7589448998600173,0.3989781983021413,,,0.4901805785598606,3.7071212659464052,4.057468216589482,
