greek,n_points,mse,rmse,mae,p90_abs_error,p99_abs_error,max_abs_error
delta,2048,6.428124402991993e-16,2.5353746080198865e-08,1.1838670621921155e-08,2.490602696303412e-08,1.1189267817068846e-07,4.3292146667539555e-07
gamma,2048,6.608775868984211e-14,2.570753949522243e-07,1.0341277665044455e-07,1.7255465416532443e-07,9.090068862027675e-07,4.621112580593945e-06
vega,2048,6.577345948172133e-18,2.5646336869370124e-09,2.0048874630736906e-09,4.455895533106435e-09,7.437678704313998e-09,8.359100522881135e-09
theta,2048,1.7110639247861474e-15,4.136500845867371e-08,6.103629572467764e-09,1.1891889806214803e-09,1.2892983629574083e-07,6.912354257038178e-07
rho,2048,1.4712613995908384e-14,1.2129556461762475e-07,1.0502047908233937e-07,1.9687954626590452e-07,2.696537421154055e-07,2.934058322967559e-07
