region,variable,n_points,mse,rmse,mae,r2,mape_pct,p90_abs_error,p99_abs_error,max_abs_error,mean_stabilized_rel_error,p90_stabilized_rel_error,p99_stabilized_rel_error,max_stabilized_rel_error
full,price,32761,1.8228196343548437e-05,0.0042694491850294265,0.003744520831997956,0.9936812422837561,13.848829794417878,0.006440661406917403,0.006676169887905703,0.006842186617199042,,,,
full,delta,32761,0.0011430052075044259,0.03380836002388205,0.028298256460778423,0.9834127636489294,28.34331479393475,0.05825362106111642,0.07748880841094402,0.22494837892717656,0.019310071345714965,0.03225593924058551,0.04182432140889724,0.1660256166578287
full,gamma,32761,0.28604244994652894,0.5348293652619768,0.3077675960782765,0.8160857142011172,431.3030334572861,0.6763049026786522,1.3390437918245985,17.946242163479837,0.09950765726304245,0.17698130515985744,0.5660979967376629,6.024248524372119
full,vega,32761,0.004226732358046348,0.06501332446542284,0.057159775182880325,0.6206996893970893,133.57228909869448,0.09760803424416431,0.11699447206267607,0.12623301390707287,0.04305926770920368,0.07150567478774321,0.08834989708996953,0.09812232190045464
full,theta,32761,0.00010588484025215738,0.010290035969429717,0.003966896397666627,0.7973883509067865,89.49220656016502,0.007713640918932632,0.033309220108173256,0.30976484684424244,0.0038070557107191976,0.007434975019710761,0.03190694981900484,0.19612990337325478
full,rho,32761,0.006971322549817182,0.08349444622139356,0.07136606639578097,0.9444865411027529,296.541824584406,0.13045147495383025,0.16630706533767153,0.17595083037071368,0.05016355059801022,0.0961658307185134,0.15277718729219802,0.1654958125196349
full,pde_residual,32761,7.273980112786473e-05,0.00852876316518783,0.005918109552467641,,,0.010466266104064741,0.03355937770367606,0.077241797222401,,,,
non_hard,price,32626,1.820906476746463e-05,0.0042672080764200645,0.003740518472863674,0.9936702755639966,13.427768029586234,0.006441439156934903,0.006675694767992624,0.006750545237514172,,,,
non_hard,delta,32626,0.0011162084549025905,0.03340970599844588,0.028144061658345074,0.9838148916509062,28.336548207082924,0.058043853553192915,0.07720967955638958,0.1803381025089732,0.019202054592934042,0.032109354909267473,0.04164937661183612,0.15318748306040406
non_hard,gamma,32626,0.18410776603124848,0.4290778088310423,0.29499528435303435,0.8296801997474597,432.9801291390622,0.6688859975740158,1.203689620532757,7.094192077731753,0.09893759813018402,0.17630982624734606,0.5651161476500203,6.024248524372119
non_hard,vega,32626,0.004215393594020793,0.06492606251745744,0.057070852783578055,0.6187095415416476,133.8462674619486,0.09747310889030536,0.11699933517830463,0.12623301390707287,0.04295369736513127,0.07130504318923171,0.08772026135007643,0.09812232190045464
non_hard,theta,32626,8.034541246299416e-05,0.008963560256002865,0.003806097926608982,0.7560196090034474,89.78331807222936,0.007670839552888018,0.028517537806714885,0.18060490057684697,0.00368774273413404,0.007397979003482928,0.028170347549093096,0.17863337238803761
non_hard,rho,32626,0.006934650472444022,0.08327454876757977,0.0711519498216647,0.9445950418370247,286.0864956753851,0.13016357313097332,0.16634819588539015,0.17595083037071368,0.04986927758716012,0.09516275802034627,0.15232789546255393,0.1654958125196349
non_hard,pde_residual,32626,6.24680123353409e-05,0.007903670813953533,0.00574311960899686,,,0.01034567178926165,0.026491192044496424,0.077241797222401,,,,
short_maturity,price,905,5.066570667095067e-06,0.0022509044109191014,0.0015728230935828493,0.9987622234154097,252.63143424883978,0.004537750087619819,0.0059993107685768834,0.006842186617199042,,,,
short_maturity,delta,905,0.002258025682810314,0.047518687721888046,0.030366158291659395,0.9890597085312973,680.233804209683,0.06825025932983382,0.18024177264562363,0.22494837892717656,0.021205317889975317,0.04895875017052431,0.13651311521509507,0.1660256166578287
short_maturity,gamma,905,5.21115128112461,2.2827946208813024,1.1405055884564932,0.7484559646170581,13437.035604462082,2.5340027233768403,10.192633771848579,17.946242163479837,0.37321796455305195,0.7998429277598829,3.1906805704337686,6.024248524372119
short_maturity,vega,905,0.001299785776481784,0.03605254188655474,0.02225173582951588,0.5727388659950359,2708.608811905312,0.07330651942493506,0.1101133254756754,0.11510598848466856,0.020355103662146642,0.0651751825325062,0.09261949809360756,0.09504337629006984
short_maturity,theta,905,0.0031123978053843827,0.055788868113490014,0.036858156349496476,0.6193174835234059,2168.4419815737347,0.08673788459846837,0.18052546961049667,0.30976484684424244,0.034591375053197475,0.08399034808196967,0.16805821121299738,0.19612990337325478
short_maturity,rho,905,0.006109520684330416,0.07816342293125612,0.06605379807943625,-23.16535020352339,8135.754498190957,0.13379971180905662,0.16172885262327433,0.16349348610264633,0.06483691834567482,0.13015656050150995,0.15652070018211323,0.15816580123852378
short_maturity,pde_residual,905,0.001240952099389041,0.03522715003217037,0.02858594999238889,,,0.061133621633385496,0.07604853686194007,0.077241797222401,,,,
atm,price,4887,3.1532871104948675e-05,0.005615413707372652,0.005478995419195086,0.9407561468166039,11.407983692775934,0.006543777945219598,0.0066410071963809636,0.006842186617199042,,,,
atm,delta,4887,0.0005013756092629267,0.022391418205708336,0.017034489988940766,0.8850692372036284,4.861143998891248,0.025754936481364867,0.05903448763688154,0.22494837892717656,0.012272380522617119,0.019035244996511668,0.04250035542217857,0.1660256166578287
atm,gamma,4887,0.8060965916878639,0.897828820927388,0.3735207184873363,0.8113982403765369,12.765104523507942,0.49370138245791956,2.724502403055546,17.946242163479837,0.0875954085819116,0.11576916269984183,0.2338905947327184,1.0657458218703106
atm,vega,4887,0.009120767996979999,0.09550271198756609,0.09423838196665077,-1.3776284468997653,25.81626053654007,0.11574923547789974,0.12361862538515926,0.12623301390707287,0.06816439499615812,0.08206855212369436,0.09590524570580787,0.09812232190045464
atm,theta,4887,0.00019808111623414965,0.014074129324194433,0.004115757074818559,0.8807071934202116,5.943412045327909,0.008058722451012513,0.030083933794977914,0.30976484684424244,0.0036555048435924823,0.007609175814486234,0.02517288338241206,0.19612990337325478
atm,rho,4887,0.006456399229348928,0.08035172200612087,0.05968539037268267,0.9109301659799255,121.00073465326639,0.14782354474331735,0.17335129468999522,0.17595083037071368,0.04912298956573775,0.13631228673087473,0.1628490207523239,0.1654958125196349
atm,pde_residual,4887,0.00011621847747796623,0.010780467405357071,0.007318580790578263,,,0.011589491157666448,0.05616822372450557,0.07330901148875395,,,,
hard,price,135,2.2851802279179135e-05,0.0047803558736959255,0.004711787269887532,0.7281975034498881,115.60854193810096,0.005321582742142883,0.006807131354286289,0.006842186617199042,,,,
hard,delta,135,0.00761908558074497,0.08728737354706562,0.06556314256589343,0.8566099084739218,29.978623405989623,0.16955733844497262,0.22315895184807852,0.22494837892717656,0.045414920058532295,0.11093333877174778,0.1650563654557618,0.1660256166578287
hard,gamma,135,24.921012801205354,4.9920950312674695,3.394504206061606,-0.007692407198743867,25.992487430413867,5.9277635771816914,17.642728537502702,17.946242163479837,0.2372761703640798,0.4422107190667146,0.7403751323272851,1.0657458218703106
hard,vega,135,0.0069670176550667845,0.08346866271282166,0.0786500136987002,-1.089620927072049,67.35882184291248,0.10958973737424517,0.11489801082637512,0.11510598848466856,0.06857288286258559,0.09159528412686754,0.09490875663205817,0.09504337629006984
hard,theta,135,0.006278102403579853,0.07923447736673635,0.042827718003049825,0.3642370490811403,19.138101429706662,0.11933913483927469,0.30123156801621653,0.30976484684424244,0.0326419088519589,0.09802560489145341,0.19184507932116737,0.19612990337325478
hard,rho,135,0.015834012893348248,0.12583327418989085,0.1231124911892465,-183.05095684603847,2823.3237578119224,0.15450707390841148,0.16343096328963333,0.16349348610264633,0.12128170802019667,0.1507537213526719,0.1581108299158327,0.15816580123852378
hard,pde_residual,135,0.0025551648466455093,0.05054863842523861,0.04820864211304296,,,0.06807474191900122,0.07211095099757363,0.07330901148875395,,,,
