tau,log_moneyness,v,rho,kappa,gamma,bar_v,r,moneyness,pinn_price,ref_price,error_price,abs_error_price,pde_residual,pde_residual_dx_log_m,pde_residual_dv,pinn_delta,ref_delta,error_delta,abs_error_delta,stabilized_rel_error_delta,pinn_gamma,ref_gamma,error_gamma,abs_error_gamma,stabilized_rel_error_gamma,pinn_vega,ref_vega,error_vega,abs_error_vega,stabilized_rel_error_vega,pinn_theta,ref_theta,error_theta,abs_error_theta,stabilized_rel_error_theta,pinn_rho,ref_rho,error_rho,abs_error_rho,stabilized_rel_error_rho
2.0,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,0.8,-0.852295037189335,0.20448012724140974,-1.0567751644307446,1.0567751644307446,-0.030487248599019693,,,0.06542302442594249,-0.723481842298098,0.7889048667240405,0.7889048667240405,0.4577390067957498,-0.13312982345448907,1.9701410589381827,-2.1032708823926716,2.1032708823926716,0.7081383815301301,0.07265005681284802,0.2177996475063887,-0.14514959069354066,0.14514959069354066,0.11919004163842081,0.025094276846311086,-0.009654569043912053,0.03474884589022314,0.03474884589022314,0.034416568750962426,-0.018091092863855386,-1.5665312021597766,1.5484401092959212,1.5484401092959212,0.6033201965333149
0.005,-0.20661424936299916,0.04,-0.7,2.0,0.3,0.04,0.01,0.8133333333333334,-0.8660219978570709,0.18664435218048592,-1.0526663500375568,1.0526663500375568,0.13988011308763026,,,0.03052982277070622,-0.9997308975166783,1.0302607202873846,1.0302607202873846,0.5151996809004608,0.6334226088376129,-1.6765802056671797,2.3100028145047924,2.3100028145047924,0.8630426279077215,0.009774000101279996,-0.0027076321129072423,0.012481632214187239,0.012481632214187239,0.012447927805122938,-0.15220077543850707,0.031051950632425832,-0.1832527260709329,0.1832527260709329,0.17773374654742613,-0.0006863294431580749,-0.004998794077470254,0.004312464634312179,0.004312464634312179,0.004291014735267188
0.07150000000000001,-0.20661424936299916,0.04,-0.7,2.0,0.3,0.04,0.01,0.8133333333333334,-0.8388789683922606,0.18595191257319776,-1.0248308809654585,1.0248308809654585,0.2245852693254508,,,0.24080669484087758,-0.999999289217388,1.2408059840582655,1.2408059840582655,0.6204032125150406,0.8058075939567874,9.356124317155302e-05,0.8057140327136159,0.8057140327136159,0.8056386561593984,0.44711130765088136,1.240802049948112e-06,0.4471100668488314,0.4471100668488314,0.4471095120744323,-0.22627643709838374,0.009992234880317238,-0.236268671978701,0.236268671978701,0.2339311767151344,-0.004904311388766604,-0.07144885374793883,0.06654454235917223,0.06654454235917223,0.062107063838277264
0.138,-0.20661424936299916,0.04,-0.7,2.0,0.3,0.04,0.01,0.8133333333333334,-0.8295208977279618,0.1852903060451898,-1.0148112037731516,1.0148112037731516,0.08643274988462467,,,0.2072799160422039,-0.9997420402822804,1.2070219563244844,1.2070219563244844,0.6035888289642113,0.03364061430449055,0.023122036872538443,0.010518577431952107,0.010518577431952107,0.010280862939972548,0.3718476784148648,0.000547435670663815,0.37130024274420104,0.37130024274420104,0.3710970909593303,-0.08474978072498514,0.00983764435729292,-0.09458742508227806,0.09458742508227806,0.09366597255589322,-0.006527641933244523,-0.13778110883551933,0.13125346690227482,0.13125346690227482,0.11535915465902603
0.20450000000000002,-0.20661424936299916,0.04,-0.7,2.0,0.3,0.04,0.01,0.8133333333333334,-0.8256740779996596,0.1846586658071785,-1.0103327438068381,1.0103327438068381,0.03938823473319388,,,0.17821054418510215,-0.9976041409591604,1.1758146851442626,1.1758146851442626,0.5886124588126298,-0.17106354808507607,0.15090280960248936,-0.32196635768756543,0.32196635768756543,0.2797511266818173,0.30825483534959763,0.004893999128900067,0.30336083622069754,0.30336083622069754,0.3018834190309308,-0.03796225746973419,0.009030467948378838,-0.04699272541811303,0.04699272541811303,0.04657215704661669,-0.007496515307114339,-0.20369086857616858,0.19619435326905424,0.19619435326905424,0.1629939699560321
0.271,-0.20661424936299916,0.04,-0.7,2.0,0.3,0.04,0.01,0.8133333333333334,-0.8239259638197984,0.18410371878832477,-1.0080296826081232,1.0080296826081232,0.017677226348614572,,,0.15767554652140878,-0.9921680359113042,1.149843582432713,1.149843582432713,0.5771820256651817,-0.2318850256185584,0.3842673127675784,-0.6161523383861368,0.6161523383861368,0.4451108053358984,0.2636101237839578,0.015344677593184808,0.248265446190773,0.248265446190773,0.24451346588950632,-0.017009917249991416,0.0075787041758317315,-0.024588621425823146,0.024588621425823146,0.024403673205792772,-0.008189511708626838,-0.2685791718136329,0.260389660105006,0.260389660105006,0.2052608665588748
0.3375,-0.20661424936299916,0.04,-0.7,2.0,0.3,0.04,0.01,0.8133333333333334,-0.8232027848838117,0.18365786667902861,-1.0068606515628402,1.0068606515628402,0.005690423836918163,,,0.1427539776535282,-0.9834511244779635,1.1262051021314916,1.1262051021314916,0.5678007833078843,-0.24808525805578796,0.6678092407970411,-0.915894498852829,0.915894498852829,0.5491602255514101,0.23127019003643684,0.031029123624044197,0.20024106641239264,0.20024106641239264,0.1942147528370002,-0.005769981592719027,0.005799542462539307,-0.011569524055258334,0.011569524055258334,0.01150281300280989,-0.008743971576184732,-0.3319418636733731,0.32319789209718836,0.32319789209718836,0.24265165088049587
0.404,-0.20661424936299916,0.04,-0.7,2.0,0.3,0.04,0.01,0.8133333333333334,-0.8230617310429262,0.18333426129149488,-1.0063959923344212,1.0063959923344212,-0.0017437863412817379,,,0.13145425498137606,-0.9721196666581284,1.1035739216395044,1.1035739216395044,0.5595877067184136,-0.248400469006471,0.955970012386345,-1.204370481392816,1.204370481392816,0.6157407699330963,0.20682954899408781,0.049957367300153876,0.15687218169393394,0.15687218169393394,0.14940814415856993,0.0010129591855570965,0.003931847711201334,-0.002918888525644238,0.002918888525644238,0.002907456848090656,-0.009221390010274189,-0.39349260243006945,0.3842712124197953,0.3842712124197953,0.2757612144834327
0.47050000000000003,-0.20661424936299916,0.04,-0.7,2.0,0.3,0.04,0.01,0.8133333333333334,-0.8232864885766462,0.18313390551173048,-1.0064203940883767,1.0064203940883767,-0.006746735755368077,,,0.12258459085762174,-0.9589328555820202,1.081517446439642,1.081517446439642,0.552095210082283,-0.2427454277561196,1.2223890502644643,-1.465134478020584,1.465134478020584,0.6592610226576814,0.1876747297172099,0.07027477291265827,0.11739995680455162,0.11739995680455162,0.10969141735916843,0.005460640772549907,0.002108320389466725,0.003352320383083182,0.003352320383083182,0.0033452674874312107,-0.009653393222890156,-0.45312253483169274,0.4434691416088026,0.4434691416088026,0.3051835829248682
0.537,-0.20661424936299916,0.04,-0.7,2.0,0.3,0.04,0.01,0.8133333333333334,-0.8237585171127175,0.1830513511337417,-1.0068098682464592,1.0068098682464592,-0.010324219931530466,,,0.11541461702542545,-0.9445571931586167,1.0599718101840423,1.0599718101840423,0.5450967520591619,-0.23496014660584447,1.4546768255131113,-1.6896369721189557,1.6896369721189557,0.6883337776107304,0.17221150123221324,0.09059886510021986,0.08161263613199338,0.08161263613199338,0.07483286361616893,0.008563853165412031,0.0003965956822768943,0.008167257483135137,0.008167257483135137,0.00816401966818471,-0.010057900641137322,-0.510843375242777,0.5007854746016397,0.5007854746016397,0.3314608799348037
