epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,dynamic_refresh,dynamic_refresh_count
14,adam,0.001,0.26689848210662603,0.2648938689380884,0.0,0.0,0.0,0.0,2.177611344291735e-14,0.0020046166755491868,0.0,0.0,0.0,0.0,0.2292015701532364,0.22722645103931427,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.001975113293156028,0.0,0.0,0.0,0.0,0,0
15,adam,0.001,0.2561203995719552,0.25414409302175045,0.0,0.0,0.0,0.0,2.1778138467083662e-14,0.001976304287381936,0.0,0.0,0.0,0.0,0.2117994874715805,0.2098379284143448,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0019615658093243837,0.0,0.0,0.0,0.0,0,0
16,adam,0.001,0.2528215926140547,0.25088102743029594,0.0,0.0,0.0,0.0,2.178035853382097e-14,0.0019405656712478958,0.0,0.0,0.0,0.0,0.21030136942863464,0.2083594799041748,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.001941886032000184,0.0,0.0,0.0,0.0,0,0
17,adam,0.001,0.26225818879902363,0.2603576797991991,0.0,0.0,0.0,0.0,2.1771403549301366e-14,0.0019005098220077343,0.0,0.0,0.0,0.0,0.2349972426891327,0.23300544917583466,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0019917937461286783,0.0,0.0,0.0,0.0,0,0
18,adam,0.001,0.25004325713962317,0.24810836929827929,0.0,0.0,0.0,0.0,2.1770783362365298e-14,0.0019348889618413523,0.0,0.0,0.0,0.0,0.2108115553855896,0.20895200967788696,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.001859538839198649,0.0,0.0,0.0,0.0,0,0
19,adam,0.001,0.25159924663603306,0.24976966995745897,0.0,0.0,0.0,0.0,2.1778793283108894e-14,0.001829574721341487,0.0,0.0,0.0,0.0,0.18241392076015472,0.1806272715330124,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0017866560956463218,0.0,0.0,0.0,0.0,0,0
20,adam,0.001,0.23537206929177046,0.23353357892483473,0.0,0.0,0.0,0.0,2.1785137943695633e-14,0.0018384895447525196,0.0,0.0,0.0,0.0,0.2062334567308426,0.20444287359714508,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0017905866261571646,0.0,0.0,0.0,0.0,0,0
21,adam,0.001,0.22626365534961224,0.22450945619493723,0.0,0.0,0.0,0.0,2.1779321375064282e-14,0.0017541981505928561,0.0,0.0,0.0,0.0,0.2000337690114975,0.19821611046791077,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0018176618032157421,0.0,0.0,0.0,0.0,0,0
22,adam,0.001,0.2429234143346548,0.2412169985473156,0.0,0.0,0.0,0.0,2.177198982183232e-14,0.0017064139174181037,0.0,0.0,0.0,0.0,0.1847648322582245,0.1830746829509735,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.001690143602900207,0.0,0.0,0.0,0.0,0,0
23,adam,0.001,0.2546223448589444,0.25283851008862257,0.0,0.0,0.0,0.0,2.183543959083837e-14,0.0017838338972069323,0.0,0.0,0.0,0.0,0.216420978307724,0.21482175588607788,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0015992172993719578,0.0,0.0,0.0,0.0,0,0
24,adam,0.001,0.21385568659752607,0.21221007406711578,0.0,0.0,0.0,0.0,2.1783194148665472e-14,0.0016456141238450073,0.0,0.0,0.0,0.0,0.17388521134853363,0.17220698297023773,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0016782241873443127,0.0,0.0,0.0,0.0,0,0
25,adam,0.001,0.23292062245309353,0.23126270715147257,0.0,0.0,0.0,0.0,2.1769787251619327e-14,0.0016579135844949633,0.0,0.0,0.0,0.0,0.20583133399486542,0.2042030692100525,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0016282700235024095,0.0,0.0,0.0,0.0,0,0
26,adam,0.001,0.20652094017714262,0.20489055197685957,0.0,0.0,0.0,0.0,2.1815576231473894e-14,0.0016303883530781604,0.0,0.0,0.0,0.0,0.17064128816127777,0.16905462741851807,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0015866589965298772,0.0,0.0,0.0,0.0,0,0
27,adam,0.001,0.20589553471654654,0.2043283460661769,0.0,0.0,0.0,0.0,2.177158203502522e-14,0.0015671905421186239,0.0,0.0,0.0,0.0,0.1966324895620346,0.1950138956308365,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0016185931162908673,0.0,0.0,0.0,0.0,0,0
28,adam,0.001,0.20467796362936497,0.2030905093997717,0.0,0.0,0.0,0.0,2.1767510440291997e-14,0.0015874538948992267,0.0,0.0,0.0,0.0,0.1786176860332489,0.17707622051239014,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0015414588851854205,0.0,0.0,0.0,0.0,0,0
29,adam,0.001,0.1922134617343545,0.19068459793925285,0.0,0.0,0.0,0.0,2.178188935396723e-14,0.0015288655122276396,0.0,0.0,0.0,0.0,0.1619262993335724,0.16050663590431213,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0014196578413248062,0.0,0.0,0.0,0.0,0,0
30,adam,0.001,0.19236281607300043,0.1909075640141964,0.0,0.0,0.0,0.0,2.1798883190699537e-14,0.0014552536958944984,0.0,0.0,0.0,0.0,0.1771308183670044,0.1756247729063034,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0015060394071042538,0.0,0.0,0.0,0.0,0,0
31,adam,0.001,0.21042566280812025,0.20888644456863403,0.0,0.0,0.0,0.0,2.176986914249997e-14,0.001539217380923219,0.0,0.0,0.0,0.0,0.18199923634529114,0.18051521480083466,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.001484022242948413,0.0,0.0,0.0,0.0,0,0
32,adam,0.001,0.19178967457264662,0.19037413131445646,0.0,0.0,0.0,0.0,2.1778773788116217e-14,0.0014155445824144408,0.0,0.0,0.0,0.0,0.16573147475719452,0.1643291860818863,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0014022927498444915,0.0,0.0,0.0,0.0,0,0
33,adam,0.001,0.19063136354088783,0.18922347202897072,0.0,0.0,0.0,0.0,2.1785608258739596e-14,0.0014078913736739196,0.0,0.0,0.0,0.0,0.17566333711147308,0.17421062290668488,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0014527105959132314,0.0,0.0,0.0,0.0,0,0
34,adam,0.001,0.19624117482453585,0.19488182477653027,0.0,0.0,0.0,0.0,2.176946401590572e-14,0.0013593495532404631,0.0,0.0,0.0,0.0,0.17858006060123444,0.17722201347351074,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0013580492231994867,0.0,0.0,0.0,0.0,0,0
35,adam,0.001,0.2053189529106021,0.2038916340097785,0.0,0.0,0.0,0.0,2.1774646613463276e-14,0.0014273197957663797,0.0,0.0,0.0,0.0,0.17524327337741852,0.17392826080322266,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.001315016415901482,0.0,0.0,0.0,0.0,0,0
36,adam,0.001,0.20579417422413826,0.20448392257094383,0.0,0.0,0.0,0.0,2.177650753823095e-14,0.0013102528173476458,0.0,0.0,0.0,0.0,0.18369239568710327,0.18240632116794586,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0012860740534961224,0.0,0.0,0.0,0.0,0,0
37,adam,0.001,0.21499271970242262,0.21358115412294865,0.0,0.0,0.0,0.0,2.1765314838248485e-14,0.0014115642552496865,0.0,0.0,0.0,0.0,0.1899680495262146,0.18863749504089355,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0013305587926879525,0.0,0.0,0.0,0.0,0,0
38,adam,0.001,0.19561766274273396,0.19434500019997358,0.0,0.0,0.0,0.0,2.178506511209706e-14,0.0012726628046948463,0.0,0.0,0.0,0.0,0.16020053625106812,0.15900659561157227,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0011939402902498841,0.0,0.0,0.0,0.0,0,0
39,adam,0.001,0.1876185592263937,0.18634999636560678,0.0,0.0,0.0,0.0,2.1793512783438263e-14,0.0012685649562627077,0.0,0.0,0.0,0.0,0.17387309670448303,0.17259415984153748,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.00127893453463912,0.0,0.0,0.0,0.0,0,0
40,adam,0.001,0.1904388964176178,0.18919380754232407,0.0,0.0,0.0,0.0,2.1775890540903323e-14,0.001245087136339862,0.0,0.0,0.0,0.0,0.1714017242193222,0.17015813291072845,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.001243593287654221,0.0,0.0,0.0,0.0,0,0
41,adam,0.001,0.19052199367433786,0.18923020362854004,0.0,0.0,0.0,0.0,2.17660132764705e-14,0.0012917892381665297,0.0,0.0,0.0,0.0,0.1667892187833786,0.1656254082918167,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.001163806184194982,0.0,0.0,0.0,0.0,0,0
42,adam,0.001,0.1798307951539755,0.17865143530070782,0.0,0.0,0.0,0.0,2.1783696836249888e-14,0.0011793606172432192,0.0,0.0,0.0,0.0,0.16795015335083008,0.1667776256799698,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0011725263902917504,0.0,0.0,0.0,0.0,0,0
43,adam,0.001,0.1778516797348857,0.17666008230298758,0.0,0.0,0.0,0.0,2.1778311923549392e-14,0.0011915972863789648,0.0,0.0,0.0,0.0,0.15857194364070892,0.1574719101190567,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0011000290978699923,0.0,0.0,0.0,0.0,0,0
44,adam,0.001,0.18309045676141977,0.18197835516184568,0.0,0.0,0.0,0.0,2.1770565396965168e-14,0.001112102545448579,0.0,0.0,0.0,0.0,0.18456722795963287,0.18336144089698792,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0012057876447215676,0.0,0.0,0.0,0.0,0,0
45,adam,0.001,0.19462456181645393,0.19343982636928558,0.0,0.0,0.0,0.0,2.1790919261198e-14,0.001184737317089457,0.0,0.0,0.0,0.0,0.16574281454086304,0.164666086435318,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0010767353232949972,0.0,0.0,0.0,0.0,0,0
46,adam,0.001,0.17709726933389902,0.17593809124082327,0.0,0.0,0.0,0.0,2.1778386158046285e-14,0.0011591769143706188,0.0,0.0,0.0,0.0,0.15261061489582062,0.15162192285060883,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0009886891348287463,0.0,0.0,0.0,0.0,0,0
47,adam,0.001,0.17999887093901634,0.178907155059278,0.0,0.0,0.0,0.0,2.178924521969176e-14,0.00109171630901983,0.0,0.0,0.0,0.0,0.1789742410182953,0.1779044270515442,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.001069821184501052,0.0,0.0,0.0,0.0,0,0
48,adam,0.001,0.19122251961380243,0.19010621774941683,0.0,0.0,0.0,0.0,2.177164873225237e-14,0.0011163018643856049,0.0,0.0,0.0,0.0,0.16705858707427979,0.16594547033309937,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.001113115344196558,0.0,0.0,0.0,0.0,0,0
49,adam,0.001,0.17547651659697294,0.1744152521714568,0.0,0.0,0.0,0.0,2.1796039184934902e-14,0.001061264229065273,0.0,0.0,0.0,0.0,0.1650397628545761,0.16399890184402466,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.001040864735841751,0.0,0.0,0.0,0.0,0,0
50,adam,0.001,0.1815257715061307,0.1804949240759015,0.0,0.0,0.0,0.0,2.178196474651698e-14,0.0010308484197594225,0.0,0.0,0.0,0.0,0.1606667935848236,0.15969450771808624,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0009722800459712744,0.0,0.0,0.0,0.0,0,0
51,adam,0.001,0.1810456132516265,0.1799848321825266,0.0,0.0,0.0,0.0,2.1847630254451377e-14,0.0010607826843624935,0.0,0.0,0.0,0.0,0.16180159151554108,0.1608179807662964,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0009836050448939204,0.0,0.0,0.0,0.0,0,0
52,adam,0.001,0.17478017043322325,0.17377681378275156,0.0,0.0,0.0,0.0,2.1776176149825225e-14,0.001003358069283422,0.0,0.0,0.0,0.0,0.16269360482692719,0.16163747012615204,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0010561388917267323,0.0,0.0,0.0,0.0,0,0
53,adam,0.001,0.1768203340470791,0.17584038339555264,0.0,0.0,0.0,0.0,2.1807667292939478e-14,0.0009799526378628798,0.0,0.0,0.0,0.0,0.15865978598594666,0.1576707661151886,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0009890194050967693,0.0,0.0,0.0,0.0,0,0
54,adam,0.001,0.17900073528289795,0.17800813261419535,0.0,0.0,0.0,0.0,2.1777167793795888e-14,0.0009926028687914368,0.0,0.0,0.0,0.0,0.18058425188064575,0.17961277067661285,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0009714796906337142,0.0,0.0,0.0,0.0,0,0
55,adam,0.001,0.184978143312037,0.18399705458432436,0.0,0.0,0.0,0.0,2.1781233664439272e-14,0.0009810871961235534,0.0,0.0,0.0,0.0,0.1704196035861969,0.16953793168067932,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.000881671963725239,0.0,0.0,0.0,0.0,0,0
56,adam,0.001,0.1716154869645834,0.17066442780196667,0.0,0.0,0.0,0.0,2.1788781045636663e-14,0.000951058686041506,0.0,0.0,0.0,0.0,0.16511119902133942,0.16410285234451294,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0010083419037982821,0.0,0.0,0.0,0.0,0,0
57,adam,0.001,0.2024738071486354,0.20158743392676115,0.0,0.0,0.0,0.0,2.1763691731215644e-14,0.0008863761577231344,0.0,0.0,0.0,0.0,0.2070767730474472,0.20610018074512482,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0009765931172296405,0.0,0.0,0.0,0.0,0,0
58,adam,0.001,0.1895308941602707,0.18848467990756035,0.0,0.0,0.0,0.0,2.1770910768031966e-14,0.0010462134996487293,0.0,0.0,0.0,0.0,0.1612870693206787,0.16043958067893982,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0008474878268316388,0.0,0.0,0.0,0.0,0,0
59,adam,0.001,0.20454098377376795,0.20369489397853613,0.0,0.0,0.0,0.0,2.1767835972258984e-14,0.0008460912795271724,0.0,0.0,0.0,0.0,0.19954165816307068,0.19875690340995789,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0007847548113204539,0.0,0.0,0.0,0.0,0,0
60,adam,0.001,0.20670961774885654,0.20570409391075373,0.0,0.0,0.0,0.0,2.177137797949427e-14,0.001005525075015612,0.0,0.0,0.0,0.0,0.17237204313278198,0.17152388393878937,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0008481629774905741,0.0,0.0,0.0,0.0,0,0
61,adam,0.001,0.18698594812303782,0.18611983209848404,0.0,0.0,0.0,0.0,2.1760967660022384e-14,0.0008661176398163661,0.0,0.0,0.0,0.0,0.17141659557819366,0.17055121064186096,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0008653899421915412,0.0,0.0,0.0,0.0,0,0
62,adam,0.001,0.17634677235037088,0.1754224468022585,0.0,0.0,0.0,0.0,2.1777491975804115e-14,0.0009243259119102731,0.0,0.0,0.0,0.0,0.16143111884593964,0.16060684621334076,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.000824269896838814,0.0,0.0,0.0,0.0,0,0
63,adam,0.001,0.1942963171750307,0.19344320986419916,0.0,0.0,0.0,0.0,2.1788185674118972e-14,0.0008531081002729479,0.0,0.0,0.0,0.0,0.19627180695533752,0.19539964199066162,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0008721632184460759,0.0,0.0,0.0,0.0,0,0
64,adam,0.001,0.17994153685867786,0.17901370162144303,0.0,0.0,0.0,0.0,2.17804882622108e-14,0.0009278354700654745,0.0,0.0,0.0,0.0,0.15636682510375977,0.15554147958755493,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.000825347553472966,0.0,0.0,0.0,0.0,0,0
65,adam,0.001,0.17233230080455542,0.17147966288030148,0.0,0.0,0.0,0.0,2.1776664464319317e-14,0.0008526355923095252,0.0,0.0,0.0,0.0,0.1524357795715332,0.15166091918945312,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0007748556090518832,0.0,0.0,0.0,0.0,0,0
66,adam,0.001,0.17499118018895388,0.1741547784768045,0.0,0.0,0.0,0.0,2.1788317506856278e-14,0.0008364025852642953,0.0,0.0,0.0,0.0,0.16973572969436646,0.16904175281524658,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0006939754821360111,0.0,0.0,0.0,0.0,0,0
67,adam,0.001,0.17591978888958693,0.17510413192212582,0.0,0.0,0.0,0.0,2.1779557736961236e-14,0.0008156581934599672,0.0,0.0,0.0,0.0,0.16572925448417664,0.16500085592269897,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0007284038583748043,0.0,0.0,0.0,0.0,0,0
68,adam,0.001,0.1824192199856043,0.18163951393216848,0.0,0.0,0.0,0.0,2.1776135783411332e-14,0.0007797072212269995,0.0,0.0,0.0,0.0,0.15107305347919464,0.15042288601398468,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0006501635652966797,0.0,0.0,0.0,0.0,0,0
69,adam,0.001,0.17473484482616186,0.17396210320293903,0.0,0.0,0.0,0.0,2.179172922321892e-14,0.0007727421834715642,0.0,0.0,0.0,0.0,0.1685972809791565,0.16788913309574127,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0007081427029334009,0.0,0.0,0.0,0.0,0,0
70,adam,0.001,0.1729892184957862,0.1722302045673132,0.0,0.0,0.0,0.0,2.1766844798126908e-14,0.0007590146451548208,0.0,0.0,0.0,0.0,0.15578511357307434,0.15514002740383148,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0006450822693295777,0.0,0.0,0.0,0.0,0,0
71,adam,0.001,0.17865815199911594,0.1779728028923273,0.0,0.0,0.0,0.0,2.1770905877740184e-14,0.0006853492704976816,0.0,0.0,0.0,0.0,0.16942082345485687,0.1687406748533249,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0006801492418162525,0.0,0.0,0.0,0.0,0,0
72,adam,0.001,0.18163950834423304,0.18094073701649904,0.0,0.0,0.0,0.0,2.1774638685764285e-14,0.0006987709930399433,0.0,0.0,0.0,0.0,0.1639544814825058,0.16323956847190857,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0007149162120185792,0.0,0.0,0.0,0.0,0,0
73,adam,0.001,0.19333658460527658,0.19263268541544676,0.0,0.0,0.0,0.0,2.1801007258163675e-14,0.0007038994699541945,0.0,0.0,0.0,0.0,0.19406306743621826,0.1933080554008484,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0007550183217972517,0.0,0.0,0.0,0.0,0,0
74,adam,0.001,0.18332371581345797,0.18257750663906336,0.0,0.0,0.0,0.0,2.1783652353785267e-14,0.0007462103021680377,0.0,0.0,0.0,0.0,0.1600298285484314,0.15941838920116425,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0006114348652772605,0.0,0.0,0.0,0.0,0,0
75,adam,0.001,0.18153408635407686,0.1807780470699072,0.0,0.0,0.0,0.0,2.1771881150152164e-14,0.0007560367521364242,0.0,0.0,0.0,0.0,0.16486920416355133,0.1641407310962677,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0007284799357876182,0.0,0.0,0.0,0.0,0,0
76,adam,0.001,0.1670155692845583,0.16632150951772928,0.0,0.0,0.0,0.0,2.178906046063014e-14,0.0006940604871488176,0.0,0.0,0.0,0.0,0.15641847252845764,0.1558394581079483,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0005790196009911597,0.0,0.0,0.0,0.0,0,0
77,adam,0.001,0.18045405996963382,0.17987425904721022,0.0,0.0,0.0,0.0,2.1759257818139233e-14,0.0005798003658128437,0.0,0.0,0.0,0.0,0.19547520577907562,0.19477033615112305,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0007048726547509432,0.0,0.0,0.0,0.0,0,0
78,adam,0.001,0.191972266882658,0.19122595340013504,0.0,0.0,0.0,0.0,2.1769751709322767e-14,0.0007463151450792793,0.0,0.0,0.0,0.0,0.1759822964668274,0.17522573471069336,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0007565596606582403,0.0,0.0,0.0,0.0,0,0
79,adam,0.001,0.18465871829539537,0.1840083384886384,0.0,0.0,0.0,0.0,3.382435540754264e-14,0.0006503788426925894,0.0,0.0,0.0,0.0,0.1527717113494873,0.1522062122821808,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0005654923152178526,0.0,0.0,0.0,0.0,0,0
80,adam,0.001,0.18213694356381893,0.18151634372770786,0.0,0.0,0.0,0.0,2.177504810046283e-14,0.0006206009347806685,0.0,0.0,0.0,0.0,0.17333878576755524,0.17276184260845184,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.000576938851736486,0.0,0.0,0.0,0.0,0,0
81,adam,0.001,0.20498431660234928,0.20443066582083702,0.0,0.0,0.0,0.0,2.178052545225114e-14,0.0005536497919820249,0.0,0.0,0.0,0.0,0.1638663411140442,0.16331273317337036,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0005536117823794484,0.0,0.0,0.0,0.0,0,0
82,adam,0.001,0.2809405503794551,0.2800182569772005,0.0,0.0,0.0,0.0,2.1775642492598675e-14,0.0009222936496371403,0.0,0.0,0.0,0.0,0.33243486285209656,0.33159175515174866,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.000843099202029407,0.0,0.0,0.0,0.0,0,0
83,adam,0.001,0.21720094699412584,0.21618905011564493,0.0,0.0,0.0,0.0,3.382675439013772e-14,0.0010118986065208446,0.0,0.0,0.0,0.0,0.1685667186975479,0.16776449978351593,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0008022116962820292,0.0,0.0,0.0,0.0,0,0
84,adam,0.001,0.20125736203044653,0.20030171424150467,0.0,0.0,0.0,0.0,2.1778535857884822e-14,0.0009556454897392541,0.0,0.0,0.0,0.0,0.18767720460891724,0.18670864403247833,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.000968559761531651,0.0,0.0,0.0,0.0,0,0
85,adam,0.001,0.20624830294400454,0.2054388029500842,0.0,0.0,0.0,0.0,2.177948411788672e-14,0.0008094996119325515,0.0,0.0,0.0,0.0,0.19403624534606934,0.1933479607105255,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0006882917368784547,0.0,0.0,0.0,0.0,0,0
86,adam,0.001,0.17097987327724695,0.17028127890080214,0.0,0.0,0.0,0.0,2.1842138582512303e-14,0.0006985953768889885,0.0,0.0,0.0,0.0,0.15104737877845764,0.15049798786640167,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0005493903299793601,0.0,0.0,0.0,0.0,0,0
87,adam,0.001,0.18144572898745537,0.18085621623322368,0.0,0.0,0.0,0.0,2.1774914825122535e-14,0.0005895118883927353,0.0,0.0,0.0,0.0,0.1671556681394577,0.1665043979883194,0.0,0.0,0.0,0.0,3.993728958651133e-12,0.0006512647378258407,0.0,0.0,0.0,0.0,0,0
