greek,n_points,mse,rmse,mae,p90_abs_error,p99_abs_error,max_abs_error
delta,2048,9.200874037762424e-13,9.592118659484162e-07,6.076049512109555e-07,1.3740298828057717e-06,3.4028478233283364e-06,9.630798405768637e-06
gamma,2048,2.2768250368521695e-07,0.0004771608782006515,0.00013477437426963752,0.0002671774493532175,0.001461238957364084,0.011449858095010867
vega,2048,2.1008961381053268e-11,4.583553357500409e-06,2.198265267969038e-06,5.414022207236857e-06,2.109116729794469e-05,5.334236284444682e-05
theta,2048,1.842645848177609e-11,4.2926050926885984e-06,1.9924743346880917e-07,1.1568598741462652e-08,1.5015602364437317e-06,0.00017044849814702636
rho,2048,3.5041572804592967e-16,1.871939443587665e-08,1.1367878829525506e-08,3.652097342321525e-08,5.664606473998468e-08,6.665913176995275e-08
