epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,val_evaluated,dynamic_refresh,dynamic_refresh_count,loss_log_var_pde,loss_log_var_clamped_pde,loss_weight_pde
316,adam,5e-05,-0.024425880517810583,-0.024430569959804416,0.0,0.0,0.0,0.0,2.4944554297690047e-06,1.0014010207726187e-06,0.0,0.0,1.1938719204351855e-06,0.0,-0.024423668161034584,-0.024457810446619987,0.0,0.0,0.0,0.0,4.557294687401736e-06,1.740500692903879e-06,0.0,0.0,2.784384741971735e-05,0.0,1,0,0,-0.02510664612054825,-0.02510664612054825,1.0254244722352364
317,adam,5e-05,-0.02450069598853588,-0.02450568275526166,0.0,0.0,0.0,0.0,2.632873027152982e-06,1.069027680600243e-06,0.0,0.0,1.2846414385592198e-06,0.0,-0.024502374231815338,-0.024534370750188828,0.0,0.0,0.0,0.0,4.687433374783723e-06,4.410183464642614e-06,0.0,0.0,2.2897098460816778e-05,0.0,1,0,0,-0.025185860693454742,-0.025185860693454742,1.0255057040141804
318,adam,5e-05,-0.024576240801252425,-0.02458095026668161,0.0,0.0,0.0,0.0,2.640532876796442e-06,9.627606276652045e-07,0.0,0.0,1.1064742437838504e-06,0.0,-0.02457357570528984,-0.024608414620161057,0.0,0.0,0.0,0.0,3.672494358397671e-06,3.968910675666848e-07,0.0,0.0,3.0768776923650876e-05,0.0,1,0,0,-0.025265075266361237,-0.025265075266361237,1.0255869422281196
319,adam,5e-05,-0.02465125755406916,-0.024656261317431927,0.0,0.0,0.0,0.0,2.8846954904793165e-06,7.669246588903889e-07,0.0,0.0,1.3520825028479067e-06,0.0,-0.024650201201438904,-0.024684065952897072,0.0,0.0,0.0,0.0,4.568552867567632e-06,6.409800903384166e-07,0.0,0.0,2.8655216738115996e-05,0.0,1,0,0,-0.02534428983926773,-0.02534428983926773,1.0256681868775643
320,adam,5e-05,-0.024726153817027807,-0.024731288547627628,0.0,0.0,0.0,0.0,3.047064893735296e-06,7.020818504344106e-07,0.0,0.0,1.385787994578891e-06,0.0,-0.024733737111091614,-0.024756185710430145,0.0,0.0,0.0,0.0,4.99820635013748e-06,3.529435446125717e-07,0.0,0.0,1.709975185804069e-05,0.0,1,0,0,-0.025423504412174225,-0.025423504412174225,1.025749437963024
321,adam,5e-05,-0.024798498256132007,-0.024806019850075245,0.0,0.0,0.0,0.0,3.881200299815646e-06,2.259000904558661e-06,0.0,0.0,1.3817169417507102e-06,0.0,-0.02480151504278183,-0.024836327880620956,0.0,0.0,0.0,0.0,4.564395112538477e-06,9.292137974625803e-07,0.0,0.0,2.9320142857613973e-05,0.0,1,0,0,-0.02550271898508072,-0.02550271898508072,1.025830695485009
322,adam,5e-05,-0.024876252515241504,-0.024881733115762472,0.0,0.0,0.0,0.0,2.927405255093163e-06,1.2592437279579372e-06,0.0,0.0,1.2938064308798403e-06,0.0,-0.024880070239305496,-0.02490990236401558,0.0,0.0,0.0,0.0,4.692421498475596e-06,9.98775931293494e-07,0.0,0.0,2.4142462279996835e-05,0.0,1,0,0,-0.025581933557987213,-0.025581933557987213,1.0259119594440287
323,adam,5e-05,-0.024953098269179463,-0.02495713671669364,0.0,0.0,0.0,0.0,2.504937363312365e-06,4.5354474931258437e-07,0.0,0.0,1.0800734600024953e-06,0.0,-0.024952393025159836,-0.024984735995531082,0.0,0.0,0.0,0.0,3.7270260691002477e-06,5.491742172125669e-07,0.0,0.0,2.8067062885384075e-05,0.0,1,0,0,-0.025661148130893707,-0.025661148130893707,1.025993229840593
324,adam,5e-05,-0.025028560892678797,-0.02503248315770179,0.0,0.0,0.0,0.0,2.373430241675578e-06,5.206457238671192e-07,0.0,0.0,1.0281983051640964e-06,0.0,-0.025026394054293633,-0.02506081759929657,0.0,0.0,0.0,0.0,3.697385182022117e-06,2.70323795348304e-07,0.0,0.0,3.045634184672963e-05,0.0,1,0,0,-0.0257403627038002,-0.0257403627038002,1.0260745066752122
325,adam,5e-05,-0.025103207328356802,-0.025107451947405934,0.0,0.0,0.0,0.0,2.28627029486006e-06,9.129263602858373e-07,0.0,0.0,1.0456554164761656e-06,0.0,-0.025098394602537155,-0.025135863572359085,0.0,0.0,0.0,0.0,3.90587592846714e-06,3.3810695185820805e-06,0.0,0.0,3.01818781736074e-05,0.0,1,0,0,-0.025819577276706696,-0.025819577276706696,1.026155789948396
326,adam,5e-05,-0.025178542360663414,-0.025182787561789155,0.0,0.0,0.0,0.0,2.5180389187084984e-06,6.831462204814898e-07,0.0,0.0,1.0444483180549469e-06,0.0,-0.0251859650015831,-0.025210916996002197,0.0,0.0,0.0,0.0,4.670156613428844e-06,4.3631021640067047e-07,0.0,0.0,1.9846102077281103e-05,0.0,1,0,0,-0.02589879184961319,-0.02589879184961319,1.0262370796606548
327,adam,5e-05,-0.025253085768781602,-0.025257786503061652,0.0,0.0,0.0,0.0,2.7189975924102328e-06,7.187850989964772e-07,0.0,0.0,1.2630607066910216e-06,0.0,-0.025251533836126328,-0.02528396062552929,0.0,0.0,0.0,0.0,3.929919330403209e-06,1.4921527053957107e-06,0.0,0.0,2.7005502488464117e-05,0.0,1,0,0,-0.025978006422519684,-0.025978006422519684,1.0263183758124983
328,adam,5e-05,-0.02532739785965532,-0.0253324827644974,0.0,0.0,0.0,0.0,2.5362119089322732e-06,1.2038631442834458e-06,0.0,0.0,1.3447614293227161e-06,0.0,-0.025329627096652985,-0.025360260158777237,0.0,0.0,0.0,0.0,4.0473560147802345e-06,9.200953172694426e-07,0.0,0.0,2.5665092834969983e-05,0.0,1,0,0,-0.026057204231619835,-0.026057204231619835,1.0263996611980717
329,adam,5e-05,-0.025402946514077485,-0.025407634093426168,0.0,0.0,0.0,0.0,2.509286936458466e-06,1.1833068658262391e-06,0.0,0.0,9.95021244065697e-07,0.0,-0.025402503088116646,-0.02543604001402855,0.0,0.0,0.0,0.0,5.16688805873855e-06,3.590624544358434e-07,0.0,0.0,2.8010588721372187e-05,0.0,1,0,0,-0.02613638900220394,-0.02613638900220394,1.0264809396377361
330,adam,5e-05,-0.025477753719314933,-0.025482371682301164,0.0,0.0,0.0,0.0,2.8137327774402365e-06,4.979131844606854e-07,0.0,0.0,1.3061216783682994e-06,0.0,-0.025481656193733215,-0.025510603561997414,0.0,0.0,0.0,0.0,4.5579504330817144e-06,3.6989351315241947e-07,0.0,0.0,2.4019120246521197e-05,0.0,1,0,0,-0.026215573772788048,-0.026215573772788048,1.0265622245136699
331,adam,5e-05,-0.02555376326199621,-0.025557876215316355,0.0,0.0,0.0,0.0,2.472070761427858e-06,6.230819664665432e-07,0.0,0.0,1.0178682199324385e-06,0.0,-0.025551805272698402,-0.02558414824306965,0.0,0.0,0.0,0.0,3.6889446164423134e-06,7.230685241665924e-07,0.0,0.0,2.793159910652321e-05,0.0,1,0,0,-0.026294758543372154,-0.026294758543372154,1.026643515826383
332,adam,5e-05,-0.025625621317885816,-0.02563300507608801,0.0,0.0,0.0,0.0,2.9286497706948467e-06,3.2623061514414076e-06,0.0,0.0,1.1927696839109103e-06,0.0,-0.025619124993681908,-0.025660697370767593,0.0,0.0,0.0,0.0,5.998098004056374e-06,2.5470983473496744e-06,0.0,0.0,3.3027867175405845e-05,0.0,1,0,0,-0.02637394331395626,-0.02637394331395626,1.0267248135763845
333,adam,5e-05,-0.02570139104500413,-0.02570793591439724,0.0,0.0,0.0,0.0,3.1627563572556028e-06,2.174326368731272e-06,0.0,0.0,1.2074676014606212e-06,0.0,-0.025704769417643547,-0.025733541697263718,0.0,0.0,0.0,0.0,3.8013063203834463e-06,5.874572934772004e-07,0.0,0.0,2.438299088680651e-05,0.0,1,0,0,-0.026453128084540367,-0.026453128084540367,1.0268061177641847
334,adam,5e-05,-0.025779156247153878,-0.025782943470403552,0.0,0.0,0.0,0.0,2.3385336405112866e-06,4.337825547651164e-07,0.0,0.0,1.0149012759086418e-06,0.0,-0.025778234004974365,-0.025811361148953438,0.0,0.0,0.0,0.0,4.102494585822569e-06,3.775263053285016e-07,0.0,0.0,2.864537964342162e-05,0.0,1,0,0,-0.026532312855124474,-0.026532312855124474,1.0268874283902936
335,adam,5e-05,-0.0258541873190552,-0.025858200853690505,0.0,0.0,0.0,0.0,2.392288536157139e-06,5.260466782175399e-07,0.0,0.0,1.095162897257751e-06,0.0,-0.025856053456664085,-0.025883791968226433,0.0,0.0,0.0,0.0,4.218552476231707e-06,5.320106879480591e-07,0.0,0.0,2.298619619978126e-05,0.0,1,0,0,-0.02661149762570858,-0.02661149762570858,1.0269687454552203
336,adam,5e-05,-0.025926323258318007,-0.0259322616038844,0.0,0.0,0.0,0.0,3.3125829830282782e-06,1.1657239173956668e-06,0.0,0.0,1.4603186038186777e-06,0.0,-0.0259238388389349,-0.02595856972038746,0.0,0.0,0.0,0.0,4.880851975030964e-06,1.0381551192040206e-06,0.0,0.0,2.8813356038881466e-05,0.0,1,0,0,-0.026690682396292686,-0.026690682396292686,1.0270500689594753
337,adam,5e-05,-0.02599970786832273,-0.02600730594713241,0.0,0.0,0.0,0.0,3.8568880356137925e-06,2.38332149038456e-06,0.0,0.0,1.3580833240212087e-06,0.0,-0.025994300842285156,-0.026030929759144783,0.0,0.0,0.0,0.0,5.261783826426836e-06,4.7513149183942005e-06,0.0,0.0,2.6615589376888238e-05,0.0,1,0,0,-0.026769867166876793,-0.026769867166876793,1.0271313989035682
338,adam,5e-05,-0.026077679940499365,-0.02608260395936668,0.0,0.0,0.0,0.0,2.571827081965239e-06,1.2824681796530513e-06,0.0,0.0,1.0696532584120177e-06,0.0,-0.02607671730220318,-0.02610938996076584,0.0,0.0,0.0,0.0,3.939583166356897e-06,3.2755482948232384e-07,0.0,0.0,2.8405682314769365e-05,0.0,1,0,0,-0.0268490519374609,-0.0268490519374609,1.0272127352880092
339,adam,5e-05,-0.026152534410357475,-0.026157623971812427,0.0,0.0,0.0,0.0,2.7515651268572583e-06,1.2355307177358554e-06,0.0,0.0,1.1022986541320279e-06,0.0,-0.026150433346629143,-0.026184163987636566,0.0,0.0,0.0,0.0,3.923404619854409e-06,9.834468528424622e-07,0.0,0.0,2.8824360924772918e-05,0.0,1,0,0,-0.026928236708045006,-0.026928236708045006,1.027294078113308
340,adam,5e-05,-0.026227905647829175,-0.02623220265377313,0.0,0.0,0.0,0.0,2.455924096977924e-06,5.76121292894527e-07,0.0,0.0,1.2646292155693573e-06,0.0,-0.026230676099658012,-0.02626040019094944,0.0,0.0,0.0,0.0,4.531340891844593e-06,1.6200541494981735e-06,0.0,0.0,2.3572514692205004e-05,0.0,1,0,0,-0.027007421478629112,-0.027007421478629112,1.0273754273799747
341,adam,5e-05,-0.026303112390451133,-0.026307485066354275,0.0,0.0,0.0,0.0,2.708731791756236e-06,5.596565690879629e-07,0.0,0.0,1.1045533554465692e-06,0.0,-0.02630319632589817,-0.02633609063923359,0.0,0.0,0.0,0.0,4.267305030225543e-06,5.834424428030616e-07,0.0,0.0,2.8043325073667802e-05,0.0,1,0,0,-0.02708660624921322,-0.02708660624921322,1.0274567830885197
342,adam,5e-05,-0.02637722622603178,-0.02638253301847726,0.0,0.0,0.0,0.0,2.676878146701256e-06,1.5308591656548742e-06,0.0,0.0,1.099065190857118e-06,0.0,-0.026374271139502525,-0.02640705741941929,0.0,0.0,0.0,0.0,3.470859383014613e-06,3.616677304307814e-07,0.0,0.0,2.8954191293451004e-05,0.0,1,0,0,-0.027165791019797325,-0.027165791019797325,1.0275381452394527
343,adam,5e-05,-0.026451520272530615,-0.026456646854057908,0.0,0.0,0.0,0.0,2.627201716620675e-06,1.4236941456857721e-06,0.0,0.0,1.076017611012503e-06,0.0,-0.02645687386393547,-0.026485495269298553,0.0,0.0,0.0,0.0,4.787038960785139e-06,1.972668428606994e-07,0.0,0.0,2.3637701815459877e-05,0.0,1,0,0,-0.02724497579038143,-0.02724497579038143,1.0276195138332842
344,adam,5e-05,-0.026526872417889535,-0.026531666982918978,0.0,0.0,0.0,0.0,3.0221065188129614e-06,5.072097861713587e-07,0.0,0.0,1.2652188665640551e-06,0.0,-0.026520056650042534,-0.0265574362128973,0.0,0.0,0.0,0.0,4.785333203471964e-06,9.25607480439794e-07,0.0,0.0,3.1668740120949224e-05,0.0,1,0,0,-0.027324160560965538,-0.027324160560965538,1.0277008888705241
345,adam,5e-05,-0.02660164632834494,-0.026606892235577106,0.0,0.0,0.0,0.0,2.6413630180854852e-06,1.290172971124548e-06,0.0,0.0,1.3143141366356303e-06,0.0,-0.026603082194924355,-0.026636265218257904,0.0,0.0,0.0,0.0,4.034053745272104e-06,3.448929533078626e-07,0.0,0.0,2.8804110115743242e-05,0.0,1,0,0,-0.027403345331549644,-0.027403345331549644,1.0277822703516828
346,adam,5e-05,-0.026677916408516467,-0.026681823073886335,0.0,0.0,0.0,0.0,2.326812804653855e-06,5.706511210235021e-07,0.0,0.0,1.009281383801408e-06,0.0,-0.026674356311559677,-0.02670745737850666,0.0,0.0,0.0,0.0,4.391627498989692e-06,8.008675536075316e-07,0.0,0.0,2.790754660964012e-05,0.0,1,0,0,-0.02748253010213375,-0.02748253010213375,1.0278636582772707
347,adam,5e-05,-0.026752450736239552,-0.026756592793390155,0.0,0.0,0.0,0.0,2.657722816934438e-06,4.6698573186176873e-07,0.0,0.0,1.017116623813763e-06,0.0,-0.026754513382911682,-0.026786375790834427,0.0,0.0,0.0,0.0,5.27325664734235e-06,4.682156884427968e-07,0.0,0.0,2.6121892005903646e-05,0.0,1,0,0,-0.027561714872717857,-0.027561714872717857,1.0279450526477978
348,adam,5e-05,-0.02682751079555601,-0.026831725728698075,0.0,0.0,0.0,0.0,2.547262724306165e-06,6.497763678225965e-07,0.0,0.0,1.0180363858580677e-06,0.0,-0.026824764907360077,-0.02685835398733616,0.0,0.0,0.0,0.0,3.6554083635564893e-06,3.990589902969077e-07,0.0,0.0,2.95358167932136e-05,0.0,1,0,0,-0.027640899643301964,-0.027640899643301964,1.0280264534637746
349,adam,5e-05,-0.026901534292846918,-0.026906468789093196,0.0,0.0,0.0,0.0,2.6824379233403306e-06,1.1173463665414829e-06,0.0,0.0,1.1346836856773734e-06,0.0,-0.026906071230769157,-0.026934953406453133,0.0,0.0,0.0,0.0,4.229099886288168e-06,2.1666140526122035e-07,0.0,0.0,2.4438442778773606e-05,0.0,1,0,0,-0.02772008441388607,-0.02772008441388607,1.0281078607257117
350,adam,5e-05,-0.02697417140007019,-0.026981188915669918,0.0,0.0,0.0,0.0,3.347189633018388e-06,2.3798176469469468e-06,0.0,0.0,1.2901136976495309e-06,0.0,-0.026975005865097046,-0.027006443589925766,0.0,0.0,0.0,0.0,5.563110789807979e-06,1.3067611916994792e-06,0.0,0.0,2.456657421134878e-05,0.0,1,0,0,-0.027799269184470177,-0.027799269184470177,1.0281892744341194
351,adam,5e-05,-0.02705003193113953,-0.027055701473727822,0.0,0.0,0.0,0.0,2.9101740750547833e-06,1.649963614624994e-06,0.0,0.0,1.1094582355042348e-06,0.0,-0.027044907212257385,-0.02708241529762745,0.0,0.0,0.0,0.0,3.930121238227002e-06,4.2610056993908074e-07,0.0,0.0,3.3151180105051026e-05,0.0,1,0,0,-0.027878453955054283,-0.027878453955054283,1.0282706945895081
352,adam,5e-05,-0.02712660259567201,-0.027130575850605965,0.0,0.0,0.0,0.0,2.3595392804054427e-06,5.819596342604427e-07,0.0,0.0,1.0319191545704598e-06,0.0,-0.02712295949459076,-0.027157671749591827,0.0,0.0,0.0,0.0,4.076003278896678e-06,9.852477660388104e-07,0.0,0.0,2.9652175726369023e-05,0.0,1,0,0,-0.02795763872563839,-0.02795763872563839,1.0283521211923885
353,adam,5e-05,-0.02720095997210592,-0.027205546270124614,0.0,0.0,0.0,0.0,2.5350092585085804e-06,1.0525032188013483e-06,0.0,0.0,9.988194733523414e-07,0.0,-0.027192819863557816,-0.027232687920331955,0.0,0.0,0.0,0.0,3.756984824576648e-06,4.779269602295244e-07,0.0,0.0,3.563165228115395e-05,0.0,1,0,0,-0.028036823496222496,-0.028036823496222496,1.028433554243271
354,adam,5e-05,-0.027272185077890754,-0.027279952890239656,0.0,0.0,0.0,0.0,3.1174587178384172e-06,3.203715500887938e-06,0.0,0.0,1.4467746964896833e-06,0.0,-0.027264125645160675,-0.027302827686071396,0.0,0.0,0.0,0.0,4.260536570654949e-06,2.3374786906060763e-06,0.0,0.0,3.210404611309059e-05,0.0,1,0,0,-0.028116008266806602,-0.028116008266806602,1.028514993742666
355,adam,5e-05,-0.0273489992832765,-0.027354662190191448,0.0,0.0,0.0,0.0,2.8887820491263483e-06,1.6445945334453427e-06,0.0,0.0,1.1296634880864076e-06,0.0,-0.02734750509262085,-0.02738182432949543,0.0,0.0,0.0,0.0,3.5387129173614085e-06,1.1011529750248883e-06,0.0,0.0,2.9678602004423738e-05,0.0,1,0,0,-0.02819519303739071,-0.02819519303739071,1.0285964396910847
356,adam,5e-05,-0.027425235020928085,-0.02742960210889578,0.0,0.0,0.0,0.0,2.2715056999800254e-06,1.0960169731788483e-06,0.0,0.0,9.993995426782476e-07,0.0,-0.02742125280201435,-0.02745734713971615,0.0,0.0,0.0,0.0,3.9064411794242915e-06,7.550283385171497e-07,0.0,0.0,3.14335229631979e-05,0.0,1,0,0,-0.028274377807974815,-0.028274377807974815,1.0286778920890376
357,adam,5e-05,-0.027500108000822365,-0.02750450698658824,0.0,0.0,0.0,0.0,2.4163833671764223e-06,9.472623307971162e-07,0.0,0.0,1.035046452102506e-06,0.0,-0.027497533708810806,-0.02753205969929695,0.0,0.0,0.0,0.0,4.102424554730533e-06,3.798509737862332e-07,0.0,0.0,3.004495556524489e-05,0.0,1,0,0,-0.028353562578558922,-0.028353562578558922,1.028759350937035
358,adam,5e-05,-0.027575206593610346,-0.02757933211978525,0.0,0.0,0.0,0.0,2.244329159850622e-06,8.784528624516952e-07,0.0,0.0,1.0027518975164185e-06,0.0,-0.0275742020457983,-0.02760583721101284,0.0,0.0,0.0,0.0,3.7089760098751867e-06,3.1764633945385867e-07,0.0,0.0,2.7608022719505243e-05,0.0,1,0,0,-0.028432747349143028,-0.028432747349143028,1.0288408162355882
359,adam,5e-05,-0.027650053263641894,-0.027653750614263117,0.0,0.0,0.0,0.0,2.2528422860546016e-06,4.873489007906073e-07,0.0,0.0,9.572493944176586e-07,0.0,-0.02765039913356304,-0.02768133021891117,0.0,0.0,0.0,0.0,3.886181730194949e-06,3.777837207508128e-07,0.0,0.0,2.6667619749787264e-05,0.0,1,0,0,-0.028511932119727135,-0.028511932119727135,1.0289222879852078
360,adam,5e-05,-0.02772471576463431,-0.02772873581852764,0.0,0.0,0.0,0.0,2.241720324036578e-06,6.020915215287914e-07,0.0,0.0,1.176173810790715e-06,0.0,-0.02772211655974388,-0.027753271162509918,0.0,0.0,0.0,0.0,3.996463419753127e-06,5.292276910040528e-07,0.0,0.0,2.66283950622892e-05,0.0,1,0,0,-0.02859111689031124,-0.02859111689031124,1.0290037661864044
361,adam,5e-05,-0.027798080467619002,-0.027802790864370763,0.0,0.0,0.0,0.0,2.519703336645307e-06,1.0481835461817468e-06,0.0,0.0,1.1424760266720568e-06,0.0,-0.02779822237789631,-0.027830038219690323,0.0,0.0,0.0,0.0,4.0868685573514085e-06,6.479805279013817e-07,0.0,0.0,2.708134525164496e-05,0.0,1,0,0,-0.028670301660895348,-0.028670301660895348,1.0290852508396893
362,adam,5e-05,-0.027873094542883337,-0.027877955697476864,0.0,0.0,0.0,0.0,2.4134926235319654e-06,1.4376580423913765e-06,0.0,0.0,1.0098815224068858e-06,0.0,-0.027875663712620735,-0.027904683724045753,0.0,0.0,0.0,0.0,4.637371148419334e-06,3.4040675700452994e-07,0.0,0.0,2.4041004508035257e-05,0.0,1,0,0,-0.028749486431479454,-0.028749486431479454,1.0291667419455732
363,adam,5e-05,-0.02794696914497763,-0.02795218990650028,0.0,0.0,0.0,0.0,2.750711914245585e-06,1.3368241358335808e-06,0.0,0.0,1.133049881474335e-06,0.0,-0.027951370924711227,-0.027981054037809372,0.0,0.0,0.0,0.0,3.8323269109241664e-06,4.780417839356232e-07,0.0,0.0,2.5372684831381775e-05,0.0,1,0,0,-0.02882867120206356,-0.02882867120206356,1.0292482395045672
364,adam,5e-05,-0.02802260930184275,-0.028027063352055848,0.0,0.0,0.0,0.0,2.7367299324509986e-06,5.048107363236909e-07,0.0,0.0,1.2123213402048805e-06,0.0,-0.0280157383531332,-0.028052518144249916,0.0,0.0,0.0,0.0,3.397395630599931e-06,2.195077257738376e-07,0.0,0.0,3.316167931188829e-05,0.0,1,0,0,-0.028907855972647667,-0.028907855972647667,1.029329743517182
365,adam,5e-05,-0.028097022441215813,-0.02810141339432448,0.0,0.0,0.0,0.0,2.6576117804211208e-06,6.592540966465776e-07,0.0,0.0,1.0742242118055856e-06,0.0,-0.02809254080057144,-0.02812943048775196,0.0,0.0,0.0,0.0,3.781605755648343e-06,1.6060798770922702e-06,0.0,0.0,3.150319025735371e-05,0.0,1,0,0,-0.028987040743231773,-0.028987040743231773,1.029411253983929
366,adam,5e-05,-0.028170722536742687,-0.028176194289699197,0.0,0.0,0.0,0.0,2.573059617816398e-06,1.7008366484105863e-06,0.0,0.0,1.1976603246921513e-06,0.0,-0.028173048049211502,-0.028205249458551407,0.0,0.0,0.0,0.0,4.876403181697242e-06,2.084087554976577e-06,0.0,0.0,2.524070987419691e-05,0.0,1,0,0,-0.02906622551381588,-0.02906622551381588,1.0294927709053192
367,adam,5e-05,-0.028245470020920038,-0.028250685310922563,0.0,0.0,0.0,0.0,2.719025850694834e-06,1.4258805389744111e-06,0.0,0.0,1.0707505921914162e-06,0.0,-0.028247710317373276,-0.0282780509442091,0.0,0.0,0.0,0.0,5.803959538752679e-06,3.480650320852874e-06,0.0,0.0,2.1054753233329393e-05,0.0,1,0,0,-0.029145410284399986,-0.029145410284399986,1.0295742942818638
368,adam,5e-05,-0.028317955788224936,-0.028325037099421024,0.0,0.0,0.0,0.0,4.202336128855677e-06,1.6445235742068576e-06,0.0,0.0,1.234761036528198e-06,0.0,-0.028313741087913513,-0.0283514317125082,0.0,0.0,0.0,0.0,3.549925168044865e-06,1.7795077837945428e-06,0.0,0.0,3.236158954678103e-05,0.0,1,0,0,-0.029224595054984093,-0.029224595054984093,1.0296558241140736
369,adam,5e-05,-0.0283956112107262,-0.02839997597038746,0.0,0.0,0.0,0.0,2.5872567590567996e-06,7.408319646629025e-07,0.0,0.0,1.036752841798716e-06,0.0,-0.028397036716341972,-0.028426362201571465,0.0,0.0,0.0,0.0,3.727633156813681e-06,5.144239594301325e-07,0.0,0.0,2.5083660148084164e-05,0.0,1,0,0,-0.0293037798255682,-0.0293037798255682,1.0297373604024602
370,adam,5e-05,-0.028471090947277844,-0.02847477816976607,0.0,0.0,0.0,0.0,2.289898581864236e-06,4.6119348873219224e-07,0.0,0.0,9.367512667779465e-07,0.0,-0.028473645448684692,-0.028503023087978363,0.0,0.0,0.0,0.0,3.999246018793201e-06,2.155877467657774e-07,0.0,0.0,2.5163226382574067e-05,0.0,1,0,0,-0.029382964596152306,-0.029382964596152306,1.0298189031475349
371,adam,5e-05,-0.028545586159452796,-0.028549302252940834,0.0,0.0,0.0,0.0,2.395969040946966e-06,3.516723126040233e-07,0.0,0.0,9.688961668530283e-07,0.0,-0.02854025922715664,-0.02857481688261032,0.0,0.0,0.0,0.0,3.457023012742866e-06,4.8786836259751e-07,0.0,0.0,3.061328243347816e-05,0.0,1,0,0,-0.029462149366736412,-0.029462149366736412,1.0299004523498085
372,adam,5e-05,-0.028619356104172766,-0.028623740538023412,0.0,0.0,0.0,0.0,2.4154706750323385e-06,1.024359021606358e-06,0.0,0.0,9.446298427917554e-07,0.0,-0.028621120378375053,-0.02865171805024147,0.0,0.0,0.0,0.0,4.729801275971113e-06,4.690181185651454e-07,0.0,0.0,2.5399414880666882e-05,0.0,1,0,0,-0.02954133413732052,-0.02954133413732052,1.0299820080097928
373,adam,5e-05,-0.028694650973193347,-0.028698368463665247,0.0,0.0,0.0,0.0,2.3364742176568143e-06,3.3007175748167583e-07,0.0,0.0,1.0508983621093648e-06,0.0,-0.028693147003650665,-0.02872503735125065,0.0,0.0,0.0,0.0,5.452225195767824e-06,3.7838037769688526e-07,0.0,0.0,2.606115049275104e-05,0.0,1,0,0,-0.029620518907904625,-0.029620518907904625,1.030063570127999
374,adam,5e-05,-0.028767064213752747,-0.02877206332050264,0.0,0.0,0.0,0.0,3.1748228863648364e-06,5.075084690275844e-07,0.0,0.0,1.316855883004564e-06,0.0,-0.028769580647349358,-0.02880001999437809,0.0,0.0,0.0,0.0,5.057378075434826e-06,3.2894647006287414e-07,0.0,0.0,2.505231532268226e-05,0.0,1,0,0,-0.02969970367848873,-0.02969970367848873,1.0301451387049385
375,adam,5e-05,-0.028842104133218527,-0.028846657602116466,0.0,0.0,0.0,0.0,2.832820683806858e-06,5.407963161729867e-07,0.0,0.0,1.1797488959075508e-06,0.0,-0.028842303901910782,-0.028873756527900696,0.0,0.0,0.0,0.0,4.790749699168373e-06,2.135822114723851e-06,0.0,0.0,2.4524952095816843e-05,0.0,1,0,0,-0.029778888449072838,-0.029778888449072838,1.030226713741123
376,adam,5e-05,-0.02891386055853218,-0.02892119938042015,0.0,0.0,0.0,0.0,3.1271207845406934e-06,2.9071572598127204e-06,0.0,0.0,1.3038500945583564e-06,0.0,-0.028913605958223343,-0.028948938474059105,0.0,0.0,0.0,0.0,5.329209670890123e-06,2.4847058739396743e-06,0.0,0.0,2.7519447030499578e-05,0.0,1,0,0,-0.029858073219656944,-0.029858073219656944,1.0303082952370635
377,adam,5e-05,-0.028990545077249408,-0.02899547095876187,0.0,0.0,0.0,0.0,2.5492520236980454e-06,1.2967930249629944e-06,0.0,0.0,1.0794356839483044e-06,0.0,-0.0289891567081213,-0.029021721333265305,0.0,0.0,0.0,0.0,6.7691580625250936e-06,1.5440646166098304e-06,0.0,0.0,2.4251559807453305e-05,0.0,1,0,0,-0.02993725799024105,-0.02993725799024105,1.0303898831932718
378,adam,5e-05,-0.029065102920867503,-0.029070145217701793,0.0,0.0,0.0,0.0,2.958579081280277e-06,1.1265146646621815e-06,0.0,0.0,9.572260566415025e-07,0.0,-0.02906016819179058,-0.029097581282258034,0.0,0.0,0.0,0.0,3.659900357888546e-06,1.7241023897440755e-06,0.0,0.0,3.202832522219978e-05,0.0,1,0,0,-0.030016442760825157,-0.030016442760825157,1.0304714776102597
379,adam,5e-05,-0.029139534337446094,-0.029144293628633022,0.0,0.0,0.0,0.0,2.299361568702807e-06,1.276083949619533e-06,0.0,0.0,1.183581606056805e-06,0.0,-0.02913573570549488,-0.029169928282499313,0.0,0.0,0.0,0.0,4.2392712202854455e-06,3.8984916272966075e-07,0.0,0.0,2.95643403660506e-05,0.0,1,0,0,-0.030095627531409264,-0.030095627531409264,1.0305530784885386
380,adam,5e-05,-0.02921358437743038,-0.029218808049336076,0.0,0.0,0.0,0.0,2.6136340096627464e-06,1.4529905154603284e-06,0.0,0.0,1.1571264515453095e-06,0.0,-0.0292094424366951,-0.029246831312775612,0.0,0.0,0.0,0.0,5.4214247029449325e-06,6.29638952887035e-06,0.0,0.0,2.567108822404407e-05,0.0,1,0,0,-0.03017481230199337,-0.03017481230199337,1.03063468582862
