epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,val_evaluated,dynamic_refresh,dynamic_refresh_count,loss_log_var_pde,loss_log_var_clamped_pde,loss_weight_pde,loss_log_var_term,loss_log_var_clamped_term,loss_weight_term,loss_log_var_low,loss_log_var_clamped_low,loss_weight_low,loss_log_var_right,loss_log_var_clamped_right,loss_weight_right,loss_log_var_v_zero,loss_log_var_clamped_v_zero,loss_weight_v_zero
16,adam,0.001,59240411.98536952,0.2505929572507739,0.0,0.0,0.0,0.0,1.8249901458621025,1.4490649476647377,0.10163474408909678,59240408.58867612,0.0,0.0,880252878848.0,0.14724625647068024,0.0,0.0,0.0,0.0,30.624948501586914,4.176876068115234,5.093677043914795,880252878848.0,0.0,0.0,0,0,0,-0.23136496543884277,-0.23136496543884277,1.2603191284461273,0.05983177199959755,0.05983177199959755,0.9419229780756099,0.06288851052522659,0.06288851052522659,0.9390481618395617,-0.02642146311700344,-0.02642146311700344,1.0267736044965676,0.02086310088634491,0.02086310088634491,0.9793530279541532
17,adam,0.001,70417041.42418098,0.24214520025998354,0.0,0.0,0.0,0.0,1.981145218014717,1.5136747509241104,0.10424014134332538,70417038.03252986,0.0,0.0,880252878848.0,0.14724625647068024,0.0,0.0,0.0,0.0,30.624948501586914,4.176876068115234,5.093677043914795,880252878848.0,0.0,0.0,0,0,0,-0.24464529752731323,-0.24464529752731323,1.277168218127658,0.06090482696890831,0.06090482696890831,0.9409127850365401,0.06540065258741379,0.06540065258741379,0.9366921000737806,-0.03412465751171112,-0.03412465751171112,1.0347135835096426,0.02086915634572506,0.02086915634572506,0.9793470975396295
18,adam,0.001,45557643.92727804,0.24473515804857016,0.0,0.0,0.0,0.0,1.9514348357915878,1.5032346844673157,0.10454206122085452,45557640.299643636,0.0,0.0,880252878848.0,0.14724625647068024,0.0,0.0,0.0,0.0,30.624948501586914,4.176876068115234,5.093677043914795,880252878848.0,0.0,0.0,0,0,0,-0.25767451524734497,-0.25767451524734497,1.293917599627905,0.0621076263487339,0.0621076263487339,0.9397817360710851,0.06815078109502792,0.06815078109502792,0.9341196153796097,-0.04191949963569641,-0.04191949963569641,1.0428105287443419,0.020873934030532837,0.020873934030532837,0.9793424185390573
19,adam,0.001,37007168.97476208,0.23429813794791698,0.0,0.0,0.0,0.0,2.0253132730722427,1.5341438874602318,0.10536852804943919,37007165.5653919,0.0,0.0,880252878848.0,0.14724625647068024,0.0,0.0,0.0,0.0,30.624948501586914,4.176876068115234,5.093677043914795,880252878848.0,0.0,0.0,0,0,0,-0.2704181373119354,-0.2704181373119354,1.3105123102796847,0.0633707344532013,0.0633707344532013,0.9385954395119447,0.07102242857217789,0.07102242857217789,0.9314410010015935,-0.049798253923654556,-0.049798253923654556,1.0510590279498606,0.020877476781606674,0.020877476781606674,0.9793389489787984
20,adam,0.001,36933526.129291,0.2221256848424673,0.0,0.0,0.0,0.0,2.1385248005390167,1.5785328149795532,0.10541047714650631,36933522.604191855,0.0,0.0,880252878848.0,0.14724625647068024,0.0,0.0,0.0,0.0,30.624948501586914,4.176876068115234,5.093677043914795,880252878848.0,0.0,0.0,0,0,0,-0.28318503499031067,-0.28318503499031067,1.3273507454279951,0.06482765078544617,0.06482765078544617,0.937228980136944,0.07426208257675171,0.07426208257675171,0.9284283370619878,-0.05775058642029762,-0.05775058642029762,1.0594507213579192,0.020880410447716713,0.020880410447716713,0.9793360759295278
21,adam,0.001,25001758.350119025,0.2270184075459838,0.0,0.0,0.0,0.0,2.144179940223694,1.5824203863739967,0.10654814541339874,25001754.54886143,0.0,0.0,880252878848.0,0.14724625647068024,0.0,0.0,0.0,0.0,30.624948501586914,4.176876068115234,5.093677043914795,880252878848.0,0.0,0.0,0,0,0,-0.2956564128398895,-0.2956564128398895,1.3440082934987128,0.06638933718204498,0.06638933718204498,0.9357664646806522,0.07767992466688156,0.07767992466688156,0.9252605322260224,-0.06577042490243912,-0.06577042490243912,1.0679815070613266,0.02088397741317749,0.02088397741317749,0.9793325826778005
22,adam,0.001,21389550.33722791,0.22633780725300312,0.0,0.0,0.0,0.0,2.1722642332315445,1.5925652459263802,0.10517037799581885,21389546.5178179,0.0,0.0,880252878848.0,0.14724625647068024,0.0,0.0,0.0,0.0,30.624948501586914,4.176876068115234,5.093677043914795,880252878848.0,0.0,0.0,0,0,0,-0.3076837658882141,-0.3076837658882141,1.3602707568991161,0.06801600009202957,0.06801600009202957,0.9342455254432428,0.08121979981660843,0.08121979981660843,0.9219910157152111,-0.07384973019361496,-0.07384973019361496,1.07664500610313,0.0208858884871006,0.0208858884871006,0.9793307111026281
23,adam,0.001,27489036.67293197,0.21372559946030378,0.0,0.0,0.0,0.0,2.2828350365161896,1.635023407638073,0.10528677329421043,27489032.973473962,0.0,0.0,880252878848.0,0.14724625647068024,0.0,0.0,0.0,0.0,30.624948501586914,4.176876068115234,5.093677043914795,880252878848.0,0.0,0.0,0,0,0,-0.31966522336006165,-0.31966522336006165,1.3766668112927074,0.06981105357408524,0.06981105357408524,0.932570009030393,0.08503960072994232,0.08503960072994232,0.9184759113647383,-0.08198404312133789,-0.08198404312133789,1.0854384894810882,0.020888233557343483,0.020888233557343483,0.9793284145060124
24,adam,0.001,17985424.30669713,0.22441090643405914,0.0,0.0,0.0,0.0,2.2324910312891006,1.6161583960056305,0.10176152270287275,17985420.4015731,0.0,0.0,880252878848.0,0.14724625647068024,0.0,0.0,0.0,0.0,30.624948501586914,4.176876068115234,5.093677043914795,880252878848.0,0.0,0.0,0,0,0,-0.3312387466430664,-0.3312387466430664,1.3926922532199326,0.07168024778366089,0.07168024778366089,0.9308284827020118,0.08897049725055695,0.08897049725055695,0.9148725644323386,-0.0901808813214302,-0.0901808813214302,1.094372217296227,0.02089054509997368,0.02089054509997368,0.9793261507492497
25,adam,0.001,12067529.76406002,0.2164053888991475,0.0,0.0,0.0,0.0,2.2905641347169876,1.6373945623636246,0.10055349068716168,12067525.804545522,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,1,0,0,-0.3424963355064392,-0.3424963355064392,1.408459192363131,0.07361160963773727,0.07361160963773727,0.9290324510296539,0.09299537539482117,0.09299537539482117,0.9111977142160648,-0.09843327850103378,-0.09843327850103378,1.1034407787154346,0.020892037078738213,0.020892037078738213,0.9793246896165192
26,adam,0.001,16766052.945738763,0.2120755147188902,0.0,0.0,0.0,0.0,2.309331774711609,1.643492378294468,0.09868197934702039,16766048.995781224,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.3536173701286316,-0.3536173701286316,1.4242101368689353,0.07565470784902573,0.07565470784902573,0.9271362841778675,0.09716921299695969,0.09716921299695969,0.9074024488538762,-0.10672952979803085,-0.10672952979803085,1.112633279630937,0.02089305967092514,0.02089305967092514,0.9793236881672552
27,adam,0.001,7431128.4743744135,0.20425134152173996,0.0,0.0,0.0,0.0,2.3611613363027573,1.6606388613581657,0.09880824852734804,7431123.938734573,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.364595502614975,-0.364595502614975,1.4399314418310483,0.07778877019882202,0.07778877019882202,0.9251598272319526,0.101463682949543,0.101463682949543,0.9035139917096184,-0.11505914479494095,-0.11505914479494095,1.1219397925086085,0.020894674584269524,0.020894674584269524,0.9793221066456397
28,adam,0.001,9455489.20096898,0.19883382972329855,0.0,0.0,0.0,0.0,2.4014674574136734,1.6761477291584015,0.09900919394567609,9455484.65831238,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.3754594624042511,-0.3754594624042511,1.4556600820737415,0.08006596565246582,0.08006596565246582,0.9230554544229557,0.10595434904098511,0.10595434904098511,0.8994657086108896,-0.12339919060468674,-0.12339919060468674,1.1313359495003001,0.02089603990316391,0.02089603990316391,0.9793207695595766
29,adam,0.001,6304612.807566613,0.19491206295788288,0.0,0.0,0.0,0.0,2.4153982996940613,1.680665798485279,0.0972006069496274,6304608.44564961,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.3861183524131775,-0.3861183524131775,1.4712587875388865,0.08241815119981766,0.08241815119981766,0.9208868082526335,0.11055318266153336,0.11055318266153336,0.8953387124275768,-0.13175652921199799,-0.13175652921199799,1.1408305265441263,0.02089689113199711,0.02089689113199711,0.9793199359338554
30,adam,0.001,6068068.829629421,0.18835397623479366,0.0,0.0,0.0,0.0,2.4489886313676834,1.6904094591736794,0.09448080789297819,6068064.4985330105,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.39666590094566345,-0.39666590094566345,1.486859088843325,0.08485575020313263,0.08485575020313263,0.9186447891685655,0.11525924503803253,0.11525924503803253,0.8911350916078284,-0.14013990759849548,-0.14013990759849548,1.1504347421603707,0.020897487178444862,0.020897487178444862,0.9793193522138604
31,adam,0.001,5874701.523249537,0.18579280748963356,0.0,0.0,0.0,0.0,2.4412497133016586,1.6855527758598328,0.09097780659794807,5874697.194412541,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.40703123807907104,-0.40703123807907104,1.502351035489387,0.08736726641654968,0.08736726641654968,0.9163404927363593,0.1200142428278923,0.1200142428278923,0.8869078045519823,-0.14855889976024628,-0.14855889976024628,1.1601611289744052,0.02089836448431015,0.02089836448431015,0.9793184930516255
32,adam,0.001,4779706.382304251,0.1803635349497199,0.0,0.0,0.0,0.0,2.470541000366211,1.6953846588730812,0.08948822459205985,4779701.990454599,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.4171898066997528,-0.4171898066997528,1.5176905534334049,0.08995714038610458,0.08995714038610458,0.9139703568483892,0.1248256117105484,0.1248256117105484,0.8826508131295917,-0.15699511766433716,-0.15699511766433716,1.169989901603547,0.02089904434978962,0.02089904434978962,0.979317827247015
33,adam,0.001,4110093.335609764,0.17763931583613157,0.0,0.0,0.0,0.0,2.4735311567783356,1.6945997029542923,0.0851236330345273,4110088.9484411106,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.4271877408027649,-0.4271877408027649,1.5329404301771856,0.09260860085487366,0.09260860085487366,0.9115502104566733,0.12969781458377838,0.12969781458377838,0.8783608186499676,-0.1654556393623352,-0.1654556393623352,1.1799306190838073,0.020899569615721703,0.020899569615721703,0.9793173128448588
34,adam,0.001,3745165.7638030946,0.17338296957314014,0.0,0.0,0.0,0.0,2.4937115907669067,1.7009064555168152,0.08226735331118107,3745161.3906568508,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.43695923686027527,-0.43695923686027527,1.5479929747163028,0.09534011036157608,0.09534011036157608,0.9090636999006031,0.1346236765384674,0.1346236765384674,0.8740447733596172,-0.17393991351127625,-0.17393991351127625,1.1899840617082633,0.020900068804621696,0.020900068804621696,0.9793168239806487
35,adam,0.001,3211716.9829531014,0.17087776213884354,0.0,0.0,0.0,0.0,2.492879629135132,1.6991033852100372,0.07785145658999681,3211712.5964827035,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.4465370178222656,-0.4465370178222656,1.562890541289453,0.09812843054533005,0.09812843054533005,0.9065324698177859,0.13957443833351135,0.13957443833351135,0.8697282796709817,-0.18244656920433044,-0.18244656920433044,1.2001500242697034,0.020900463685393333,0.020900463685393333,0.9793164372673419
36,adam,0.001,2926051.3257249594,0.1680573122575879,0.0,0.0,0.0,0.0,2.4917700588703156,1.6955153569579124,0.07282886141911149,2926046.951273255,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.4558808207511902,-0.4558808207511902,1.577562320870075,0.10094374418258667,0.10094374418258667,0.9039838858078889,0.14452345669269562,0.14452345669269562,0.8654346119312766,-0.1909831464290619,-0.1909831464290619,1.2104390516889665,0.020900851115584373,0.020900851115584373,0.979316057850661
37,adam,0.001,2665554.0120334327,0.16644368413835764,0.0,0.0,0.0,0.0,2.496922329068184,1.696135200560093,0.06850183149799705,2665549.6390249934,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.46500858664512634,-0.46500858664512634,1.5920278590066674,0.10382034629583359,0.10382034629583359,0.9013872204287735,0.14945897459983826,0.14945897459983826,0.8611737672934093,-0.1995501071214676,-0.1995501071214676,1.2208533813470779,0.020901203155517578,0.020901203155517578,0.9793157130923621
38,adam,0.001,2708087.760848403,0.1639981409534812,0.0,0.0,0.0,0.0,2.509255990386009,1.6987957656383514,0.06546910898759961,2708083.3283052905,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.4738571047782898,-0.4738571047782898,1.606177455544759,0.10674842447042465,0.10674842447042465,0.8987517484986656,0.15442992746829987,0.15442992746829987,0.8569035354385303,-0.20812645554542542,-0.20812645554542542,1.2313688731263408,0.020901696756482124,0.020901696756482124,0.9793152297013008
39,adam,0.001,2196966.892631918,0.16259661968797445,0.0,0.0,0.0,0.0,2.500453144311905,1.6942807137966156,0.06005417485721409,2196962.5268259337,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.48251667618751526,-0.48251667618751526,1.6201466602862742,0.1097465306520462,0.1097465306520462,0.8960612305703063,0.15938031673431396,0.15938031673431396,0.8526720118607327,-0.21671955287456512,-0.21671955287456512,1.2419957391565002,0.020902030169963837,0.020902030169963837,0.9793149031844548
40,adam,0.001,3005118.0738322437,0.16209882125258446,0.0,0.0,0.0,0.0,2.514152005314827,1.6988618150353432,0.05592758976854384,3005113.678065311,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.4908892512321472,-0.4908892512321472,1.6337684047480912,0.11276751011610031,0.11276751011610031,0.8933583327492486,0.16434872150421143,0.16434872150421143,0.8484460988860039,-0.22533172369003296,-0.22533172369003296,1.2527382102151867,0.020902294665575027,0.020902294665575027,0.9793146441599953
41,adam,0.001,3482242.3155612648,0.15868353098630905,0.0,0.0,0.0,0.0,2.475883513689041,1.683484010398388,0.05022445577196777,3482238.039092809,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.49904778599739075,-0.49904778599739075,1.6471520824398516,0.11579002439975739,0.11579002439975739,0.8906622209987759,0.16923770308494568,0.16923770308494568,0.8443081848710856,-0.23396438360214233,-0.23396438360214233,1.2635994865442672,0.020902743563055992,0.020902743563055992,0.979314204548217
42,adam,0.001,5606291.613496214,0.15900683961808681,0.0,0.0,0.0,0.0,2.515538364648819,1.6948962658643723,0.04604025813750923,5606287.224084076,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.5069466829299927,-0.5069466829299927,1.6602142875620396,0.11888778954744339,0.11888778954744339,0.8879074276665423,0.17414328455924988,0.17414328455924988,0.8401765047132425,-0.2426074743270874,-0.2426074743270874,1.2745682251649106,0.02090347744524479,0.02090347744524479,0.9793134858472288
43,adam,0.001,3265019.5543928742,0.15685805305838585,0.0,0.0,0.0,0.0,2.4910135567188263,1.6846019253134727,0.04100536601617932,3265015.224177849,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.5146204233169556,-0.5146204233169556,1.6730033481987758,0.12199077010154724,0.12199077010154724,0.8851565383698875,0.17897965013980865,0.17897965013980865,0.8361229142083173,-0.2512691617012024,-0.2512691617012024,1.2856560871433302,0.020904146134853363,0.020904146134853363,0.9793128309906962
44,adam,0.001,2613209.0190745294,0.15612675249576569,0.0,0.0,0.0,0.0,2.498201683163643,1.685806393623352,0.03580104582943022,2613204.682009314,0.0,0.0,4929076736.0,0.20756012201309204,0.0,0.0,0.0,0.0,2.483715772628784,1.6454427242279053,0.10013783723115921,4929076736.0,0.0,0.0,0,0,0,-0.522010862827301,-0.522010862827301,1.685413379552442,0.12516047060489655,0.12516047060489655,0.8823552991347178,0.18382985889911652,0.18382985889911652,0.8320773623423185,-0.25993645191192627,-0.25993645191192627,1.2968476718570783,0.020904541015625,0.020904541015625,0.9793124442789662
