parameter,theta_true,theta_hat,abs_error,rel_error
rho,-0.45,-0.6652575016615664,0.21525750166156637,0.4783500036923697
kappa,1.0,1.2029266912827117,0.20292669128271168,0.20292669128271168
gamma,0.35,0.23767719439051277,0.11232280560948721,0.320922301741392
bar_v,0.2,0.1975154186529786,0.0024845813470213973,0.012422906735106987
v0,0.22,0.21939138999608646,0.0006086100039135456,0.0027664091086979344
