tau,moneyness,v,rho,kappa,gamma,bar_v,r,pinn_price,ref_price,error_price,abs_error_price,pde_residual,pde_residual_dx_log_m,pde_residual_dv,pinn_delta,ref_delta,error_delta,abs_error_delta,stabilized_rel_error_delta,pinn_gamma,ref_gamma,error_gamma,abs_error_gamma,stabilized_rel_error_gamma,pinn_vega,ref_vega,error_vega,abs_error_vega,stabilized_rel_error_vega,pinn_theta,ref_theta,error_theta,abs_error_theta,stabilized_rel_error_theta,pinn_rho,ref_rho,error_rho,abs_error_rho,stabilized_rel_error_rho
0.005,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.3990480304468382,0.19992304650387993,0.19912498394295824,0.19912498394295824,0.07746529143190134,,,-0.2899103279460756,-1.0014030064976613,0.7114926785515858,0.7114926785515858,0.35549695700550416,0.013433746839878271,1.6854709242667951,-1.672037177426917,1.672037177426917,0.6226234521170351,0.7293989384067847,0.002586849474208437,0.7268120889325763,0.7268120889325763,0.7249367865873584,-0.07167087981214612,-0.009733796882760309,-0.06193708292938581,0.06193708292938581,0.06134001171457005,12.066971549769479,-0.005005227258510046,12.071976777027988,12.071976777027988,12.011854714386281
0.07150000000000001,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.40379815600259755,0.19928524095808087,0.20451291504451669,0.20451291504451669,0.07704567526528483,,,-0.29090060215637337,-0.999999793453414,0.7090991912970407,0.7090991912970407,0.3545496322640284,0.013373269520191066,9.418465033950553e-06,0.013363851055157114,0.013363851055157114,0.013363725189378697,0.7346845563215839,1.1214918471822704e-07,0.7346844441723992,0.7346844441723992,0.7346843617781469,-0.07117952670442097,0.00999279462104269,-0.08117232132546366,0.08117232132546366,0.0803692083327388,12.1290650406449,-0.07144888291403809,12.200513923558939,12.200513923558939,11.386930462213924
0.138,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.4085135038901711,0.19862165699473922,0.2098918468954319,0.2098918468954319,0.07656402078209679,,,-0.2918483647270093,-0.9999258275580346,0.7080774628310254,0.7080774628310254,0.354051861861101,0.013301038850224779,0.00721347275146067,0.006087566098764109,0.006087566098764109,0.006043968099567183,0.739701485192003,0.000163401213192629,0.7395380839788104,0.7395380839788104,0.7394172623010948,-0.07062485851095275,0.009940635028535587,-0.08056549353948833,0.08056549353948833,0.07977250419002299,12.188592008210751,-0.13780160002768108,12.326393608238432,12.326393608238432,10.833517555203427
0.20450000000000002,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.41318985029666533,0.1979705979756502,0.21521925232101513,0.21521925232101513,0.0760199154579036,,,-0.29275213568647396,-0.9990032888145342,0.7062511531280602,0.7062511531280602,0.353301646415443,0.013217089958272057,0.06831998785265947,-0.05510289789438741,0.05510289789438741,0.051579019882558905,0.7444354129399278,0.0021160487812628553,0.742319364158665,0.742319364158665,0.7407518970097793,-0.07000650192684083,0.009560373358155697,-0.07956687528499652,0.07956687528499652,0.07881338985238583,12.245440862594053,-0.20392192533607825,12.449362787930133,12.449362787930133,10.34067286751577
0.271,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.41782295233391004,0.1973610471052487,0.22046190522866133,0.22046190522866133,0.07541311207880433,,,-0.2936104438645911,-0.9960482873188999,0.7024378434543088,0.7024378434543088,0.3519142537367301,0.013121496692593226,0.21153674540584433,-0.1984152487132511,0.1984152487132511,0.1637715483790674,0.7488723626072926,0.008047817739565755,0.7408245448677269,0.7408245448677269,0.7349101221497041,-0.06932425751686543,0.008697647626607118,-0.07802190514347254,0.07802190514347254,0.07734914949693047,12.299502311465721,-0.2694281124562599,12.568930423921982,12.568930423921982,9.901254195168192
0.3375,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.4224085597788205,0.19682180154603812,0.2255867582327824,0.2255867582327824,0.074743533555099,,,-0.294421831807043,-0.9905798786152913,0.6961580468082482,0.6961580468082482,0.3497262552922605,0.013014372974953557,0.4159851995125958,-0.40297082653764227,0.40297082653764227,0.28458689164007583,0.7529987678882102,0.018362928101252618,0.7346358397869576,0.7346358397869576,0.721389024988069,-0.0685781048872694,0.007474878379401698,-0.07605298326667109,0.07605298326667109,0.07548871430819991,12.350669865603484,-0.33388392524791655,12.6845537908514,12.6845537908514,9.509488457546139
0.404,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.42694242712059777,0.19637119632644295,0.2305712307941548,0.2305712307941548,0.07401127666232882,,,-0.2951848610000838,-0.9827397411485751,0.6875548801484913,0.6875548801484913,0.3467701110132588,0.012895873994443936,0.6496504204298326,-0.6367545464353886,0.6367545464353886,0.38599362540669435,0.7568015489849975,0.03215806571044355,0.724643483274554,0.724643483274554,0.7020663862911107,-0.06776820673237835,0.006056063109059732,-0.07382426984143808,0.07382426984143808,0.07337987667734505,12.398840350902413,-0.3969554476551024,12.795795798557515,12.795795798557515,9.159773720798501
0.47050000000000003,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.4314203258381082,0.19601797506089813,0.23540235077721006,0.23540235077721006,0.07321661466384866,,,-0.2958981173874224,-0.97293165725934,0.6770335398719176,0.6770335398719176,0.34316117204607366,0.012766197220525065,0.8869473344913814,-0.8741811372708563,0.8741811372708563,0.4632779735246231,0.760268188137498,0.04816171351885168,0.7121064746186463,0.7121064746186463,0.6793860770090404,-0.06689491170287185,0.004562297164715906,-0.07145720886758775,0.07145720886758775,0.0711326804412918,12.443914422517919,-0.4584379330585683,12.902352355576488,12.902352355576488,8.846692795845124
0.537,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.4358380568277532,0.19576430065570039,0.2400737561720528,0.2400737561720528,0.07235999878528335,,,-0.2965602171563539,-0.9616210128142522,0.6650607956578982,0.6650607956578982,0.3390363333760197,0.012625583213539057,1.111080030909811,-1.0984544476962719,1.0984544476962719,0.520328188232102,0.7633868041549643,0.06519639003583211,0.6981904141191322,0.6981904141191322,0.6554569848811127,-0.06595875605896218,0.003072553154980999,-0.06903130921394318,0.06903130921394318,0.06881985654658564,12.485797076555334,-0.518237816557114,13.004034893112449,13.004034893112449,8.565216036181678
0.6035,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.4401914629002828,0.19560811496400632,0.2445833479362765,0.2445833479362765,0.07144205852783557,,,-0.2971698127651821,-0.9492487909355571,0.6520789781703751,0.6520789781703751,0.33452834815272847,0.012474316210383854,1.3125460049122957,-1.300071688701912,1.300071688701912,0.5621819786245583,0.766146225268417,0.08233227494031414,0.6838139503281029,0.6838139503281029,0.6317966914234469,-0.06496046408874473,0.0016367865217947267,-0.06659725061053945,0.06659725061053945,0.06648842325549946,12.52439815450976,-0.5763468136444649,13.100744968154224,13.100744968154224,8.310826560981024
