parameter,theta_true,theta_hat,abs_error,rel_error
rho,-0.45,-0.41326439190661013,0.03673560809338988,0.08163468465197751
kappa,1.0,0.3369811710008135,0.6630188289991865,0.6630188289991865
gamma,0.35,0.3449190942993,0.005080905700699967,0.014516873430571335
bar_v,0.2,0.210071154860591,0.010071154860590986,0.05035577430295493
v0,0.22,0.2168811362366969,0.0031188637633031147,0.014176653469559613
