epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,dynamic_refresh,dynamic_refresh_count
1,adam,0.001,396198.12325629947,396166.98488825053,0.0,0.0,0.0,0.0,27.35826748257247,3.793437090894273,0.0,0.0,0.0,0.0,15.323663711547852,0.12007761746644974,0.0,0.0,0.0,0.0,10.494983673095703,4.708601474761963,0.0,0.0,0.0,0.0,1,1
2,adam,0.001,123.09461695393816,110.92089252965376,0.0,0.0,0.0,0.0,7.90991042292537,4.263816714667665,0.0,0.0,0.0,0.0,9.613239288330078,0.016050711274147034,0.0,0.0,0.0,0.0,6.108428955078125,3.488759994506836,0.0,0.0,0.0,0.0,0,1
