global_step,stage,local_step,total,lr,pde,pde_residual_rmse_unweighted,terminal,interface,global_replay,price,stencil
64,stage4_price_stencil,64,0.15729941100862854,5e-05,2.817656477019225e-05,0.5129247674463743,1.5006373738843715e-05,0.012294673435048146,1.8623436091554036e-11,1.3449680169797017e-05,0.14494810493627813
65,stage4_price_stencil,65,0.0484934810494832,5e-05,2.7196494435167083e-05,0.532317775955679,7.367648276894681e-06,0.01251920092736984,1.4578601422927e-16,1.3579086885438948e-05,0.03592613689251571
66,stage4_price_stencil,66,0.039251932361010676,5e-05,1.9702394332157685e-05,0.4412740839376399,1.0215668760860728e-05,0.008282661470670092,3.4568430150303825e-17,9.772786407170839e-06,0.03092958004084036
67,stage4_price_stencil,67,0.08623948853668383,5e-05,1.6443298875925536e-05,0.451176415521498,7.779513816230531e-06,0.011113268253587816,1.5993539894049408e-18,1.1823727911496292e-05,0.07509017374249236
68,stage4_price_stencil,68,0.15113734825799682,5e-05,2.0982452963886018e-05,0.4534366767393312,1.2377366600935976e-05,0.014591644858791938,4.164759401403048e-25,1.4831206320308458e-05,0.13649751237331975
69,stage4_price_stencil,69,0.16693771716908568,5e-05,1.8673823877876497e-05,0.4955422342032641,1.2583269222608997e-05,0.01067312941872458,4.884876101367678e-14,1.3902220072285343e-05,0.15621942843713948
70,stage4_price_stencil,70,0.059099406612824326,5e-05,1.4580293662700567e-05,0.47633973082640974,1.0960271705421318e-05,0.011077388571874696,4.34808639788857e-17,1.0553011929347835e-05,0.047985924463652116
71,stage4_price_stencil,71,0.0985886012252885,5e-05,4.104265086654287e-05,0.5157016087877024,6.569586114748519e-06,0.012351781630484365,1.274169341395639e-14,1.2626588493827158e-05,0.08617658076931627
72,stage4_price_stencil,72,0.10252530425469228,5e-05,1.3871638798905686e-05,0.5576148627841983,1.2775121246527784e-05,0.010350545361741197,1.0301360465698444e-18,1.1315279410025488e-05,0.09213679685349561
73,stage4_price_stencil,73,0.06620681868645883,5e-05,1.3236300833878904e-05,0.41323029874584993,1.1912256233330435e-05,0.015471050844138756,2.037856124398535e-12,1.3649095173164354e-05,0.050696970188041854
74,stage4_price_stencil,74,0.03146786094674686,5e-05,1.8167720252939017e-05,0.4750662628456749,1.156986880633719e-05,0.009079971160807306,2.3995802786058486e-12,1.259370473494429e-05,0.02234555848974576
75,stage4_price_stencil,75,0.08178250560057296,5e-05,1.5629918091122595e-05,0.4761810528772266,1.0098240526818053e-05,0.012795887250478047,6.278667973802916e-13,1.3620007411250983e-05,0.06894727018343785
76,stage4_price_stencil,76,0.050031199354102336,5e-05,9.528793583525002e-06,0.4623316167933938,9.354002862188292e-06,0.013277469668252967,7.548509525162123e-16,1.1664447640603222e-05,0.0367231824417623
77,stage4_price_stencil,77,0.15385627039924624,5e-05,1.420883355487055e-05,0.5153543574791961,1.0581085973753039e-05,0.013443640183983164,6.335626612856053e-08,1.542704101444466e-05,0.14037234989845387
78,stage4_price_stencil,78,0.17454393557211548,5e-05,2.7923097334511734e-05,0.5098151708079689,6.8780680349012915e-06,0.015116980176428695,1.9663066048486214e-08,1.550365066839786e-05,0.1593766309165829
79,stage4_price_stencil,79,0.06115216081796353,5e-05,1.724849802253466e-05,0.4712657427447409,7.716883033668615e-06,0.007953112117947721,1.5316479251852348e-20,9.20701234262826e-06,0.053164876306616975
80,stage4_price_stencil,80,0.09436029738208024,5e-05,1.3419026523911603e-05,0.4267767611284998,1.2604342140024286e-05,0.011036610572825508,1.6529568149696512e-07,1.0076810057276882e-05,0.08328742133485202
81,stage4_price_stencil,81,0.0711520822971221,5e-05,1.0643252431688145e-05,0.44859555173012605,1.102220421395553e-05,0.011200561957612045,7.682473047478065e-09,1.2010383670198468e-05,0.05991783681672116
82,stage4_price_stencil,82,0.22230977513503844,5e-05,1.4099698256984283e-05,0.4838641388428168,1.0190368092914509e-05,0.008584350172133662,5.071285824054984e-13,1.2948559061489735e-05,0.21368818633698625
83,stage4_price_stencil,83,0.10971367044299633,5e-05,2.1871978924607585e-05,0.5146829864507573,8.93972965455929e-06,0.00881520045813804,3.09171762913711e-10,1.1711059868138587e-05,0.10085594690723923
84,stage4_price_stencil,84,0.14773706506931544,5e-05,2.394241629842777e-05,0.458567449128771,1.1910353037604113e-05,0.016711762505038818,2.3368333238731913e-07,1.2558120717967839e-05,0.13097665799089026
85,stage4_price_stencil,85,0.06961404194125116,5e-05,1.8331995972153716e-05,0.4637493537311908,1.2316801889024277e-05,0.010842608056465064,5.034309069819783e-11,1.1639499725510004e-05,0.05872914553685632
86,stage4_price_stencil,86,0.05837949699274303,5e-05,2.8914064176669314e-05,0.5070926794081778,9.322829823370783e-06,0.015735855768262988,1.1555579666323415e-33,1.175821207764262e-05,0.042593646118402356
87,stage4_price_stencil,87,0.10072322628145271,5e-05,1.944979498868586e-05,0.4764961157188002,7.666938450249892e-06,0.011548719646760321,1.8273501895596492e-11,1.2294468693240173e-05,0.08913509541428671
88,stage4_price_stencil,88,0.05778618581919652,5e-05,1.3442406573924856e-05,0.5185253567889108,1.1532623062040225e-05,0.010171660130855494,3.7911728375639116e-08,1.475136750605864e-05,0.04757476137947063
89,stage4_price_stencil,89,0.06168817303762893,5e-05,1.5845889201661045e-05,0.4739682104203592,1.0050543958425328e-05,0.009206903111292401,1.1014463957219568e-08,1.0409949087693569e-05,0.05244495252962479
90,stage4_price_stencil,90,0.07248069801629492,5e-05,1.3789839152293625e-05,0.489266835375358,1.0159957648845966e-05,0.008994462821685374,1.5086159099768037e-26,1.3365732936034057e-05,0.06344891966487237
91,stage4_price_stencil,91,0.1373498106646315,5e-05,1.652136215066352e-05,0.5208809676955176,1.0483683899390733e-05,0.008798951199829352,1.6387658531136366e-12,9.401808381065688e-06,0.12851445260873226
92,stage4_price_stencil,92,0.16195936753223056,5e-05,2.736738750605012e-05,0.5257186844899667,8.811149942193867e-06,0.010279668084474926,4.939217204403044e-18,1.1398075234945843e-05,0.15163212283507244
93,stage4_price_stencil,93,0.10177129944566049,5e-05,1.351820695071178e-05,0.5336042527954665,6.906215812384445e-06,0.019935453206647944,1.000388543586403e-08,1.3466348131478766e-05,0.08180194546423253
94,stage4_price_stencil,94,0.07325114144276686,5e-05,1.3965751231071132e-05,0.4631267711764428,9.411779785205515e-06,0.008926348494641686,5.002513995316215e-16,1.3944758170431436e-05,0.06428747065893796
95,stage4_price_stencil,95,0.060258245316634124,5e-05,1.69806875310624e-05,0.5227864404178872,9.489237368275458e-06,0.011706850162953747,5.460060169386727e-09,1.2441678016532133e-05,0.04851247809070434
96,stage4_price_stencil,96,0.16123575730669604,5e-05,2.3235943907276343e-05,0.5212515481304774,1.371530701954351e-05,0.011861165272320107,9.78280858491676e-19,1.2535037399564966e-05,0.14932510574604954
97,stage4_price_stencil,97,0.15402830649435023,5e-05,2.0472458568598834e-05,0.4619951847204719,6.801543612900777e-06,0.013264988826111946,3.349123820221948e-07,1.1904639299189e-05,0.14072380411437557
98,stage4_price_stencil,98,0.09659163678813187,5e-05,1.369307339551255e-05,0.4896547587127951,7.874277085155616e-06,0.015682058148124886,4.4357752934612666e-08,1.0457810785149161e-05,0.08087750912098823
99,stage4_price_stencil,99,0.152329332822301,5e-05,1.3514125390935572e-05,0.49000504878470946,1.0770260882772775e-05,0.013231495062160191,1.8312869975908966e-07,1.0079525636421496e-05,0.1390632907195309
100,stage4_price_stencil,100,0.09704244282325489,5e-05,2.1712305836479773e-05,0.478361021819065,6.24905249278418e-06,0.008901953396190364,3.665157311309509e-14,1.5829532217480306e-05,0.08809669853648112
101,stage4_price_stencil,101,0.06291998630395426,5e-05,2.0721582424918648e-05,0.5329213543964079,1.0031568387627247e-05,0.013733456723164544,1.2432432109974735e-24,1.414289183380308e-05,0.049141633538143374
102,stage4_price_stencil,102,0.09788161047923442,5e-05,1.6525931628351424e-05,0.5358133130024986,1.2693082083458728e-05,0.013688874406660492,2.7740747507876233e-13,1.708498213127474e-05,0.08414643207645343
103,stage4_price_stencil,103,0.12282554710011562,5e-05,2.553238486894777e-05,0.5112116595093242,8.083911705908648e-06,0.009902498580913454,3.431199176494499e-15,1.9395530491787163e-05,0.1128700366921321
104,stage4_price_stencil,104,0.07358359831898939,5e-05,1.6510287089066607e-05,0.4495113174631816,6.645852635737647e-06,0.011944936663125865,4.2091870506441933e-10,1.0042082720190923e-05,0.06160546301249983
105,stage4_price_stencil,105,0.1598857874638058,5e-05,2.3487063776691966e-05,0.5237515625558036,9.881520287504681e-06,0.02017485277189548,8.921857116452254e-13,1.4283586675025546e-05,0.1396632825202789
106,stage4_price_stencil,106,0.050847023577925615,5e-05,1.6559430994898013e-05,0.4520199085993681,1.0870644000323578e-05,0.014570261794516357,2.426621282056443e-23,1.3263434181734289e-05,0.03623606827423231
107,stage4_price_stencil,107,0.11123721537019078,5e-05,2.0747385347911315e-05,0.5771861146692279,7.971795924697485e-06,0.015125835689357795,1.3942411754425702e-10,1.3743268183546527e-05,0.09606891709195271
108,stage4_price_stencil,108,0.04497327998643224,5e-05,1.4783249209262144e-05,0.512026793544924,1.2987060797029033e-05,0.014003688725598417,6.150096458634901e-18,1.6630223157982956e-05,0.03092519072766954
109,stage4_price_stencil,109,0.08717550136843195,5e-05,1.994546466899533e-05,0.573273804175625,1.3981864553223856e-05,0.009679289886167326,2.4040599123070622e-14,1.2827508087708846e-05,0.07744945664493066
110,stage4_price_stencil,110,0.11934148369403216,5e-05,1.9237636686021805e-05,0.5616428180172008,1.1330750701543712e-05,0.012211834308083128,2.9259792323470422e-15,1.0895642396195552e-05,0.10708818535616235
111,stage4_price_stencil,111,0.09283919846506221,5e-05,1.6907896924536757e-05,0.4732501454318635,9.645538046433994e-06,0.008432869354167084,3.749662800295477e-10,1.180486362577624e-05,0.0843679704373321
112,stage4_price_stencil,112,0.05917340785362092,5e-05,2.0316719069246255e-05,0.4975761092814029,8.39209741701232e-06,0.015202248150961427,8.008904997891166e-21,1.7020809302812913e-05,0.04392543007687042
113,stage4_price_stencil,113,0.06729383924854468,5e-05,1.903725331837e-05,0.5283362844563023,8.915747621983417e-06,0.009879284495119607,8.349015604767348e-10,1.4099401750392568e-05,0.05737250151583276
114,stage4_price_stencil,114,0.05939306867586056,5e-05,2.2010472659909263e-05,0.48365840008311123,1.1161206257995272e-05,0.012766210217537662,1.3544441220122791e-07,1.428430540133977e-05,0.046579267029591455
115,stage4_price_stencil,115,0.08687869691429823,5e-05,1.9762492385976574e-05,0.5626747761199523,9.110908512622806e-06,0.011195288870263902,2.107120328484171e-12,1.083731428900053e-05,0.0756436973267396
116,stage4_price_stencil,116,0.061443917256781756,5e-05,1.6956941955239698e-05,0.5042813775533093,1.0808271277869433e-05,0.012525578076805212,4.9108943577274075e-08,1.439479037960233e-05,0.048876130067420254
117,stage4_price_stencil,117,0.20842818343797306,5e-05,1.1205138658912948e-05,0.44760451679580576,1.152475325191104e-05,0.009698402598465916,4.426211388472446e-15,1.0325688904428358e-05,0.19869672525868748
118,stage4_price_stencil,118,0.11961048734550246,5e-05,1.9450307495725932e-05,0.5252457579042366,1.0477288412952063e-05,0.013747103472429361,2.7947547354563766e-10,1.5219643884037926e-05,0.10581823635380491
119,stage4_price_stencil,119,0.11966938520220358,5e-05,1.2863262978537008e-05,0.41303515950722824,1.0942393599584101e-05,0.00938852694321559,1.224858156093582e-10,1.1421391699719837e-05,0.11024563108822433
120,stage4_price_stencil,120,0.1868243610103127,5e-05,1.5246592611663217e-05,0.5557555888236373,9.625938481459242e-06,0.010447370040384305,1.5531324743970186e-08,1.202996535348625e-05,0.17634007294215703
121,stage4_price_stencil,121,0.07974642707408833,5e-05,1.474588688136359e-05,0.5543151234297973,8.795564024481979e-06,0.012566892237897746,5.235669702807897e-17,1.1906602668844465e-05,0.06714408678261584
122,stage4_price_stencil,122,0.0558561792733799,5e-05,1.307613125791739e-05,0.594697780761248,8.204415013290464e-06,0.010521066071534685,1.776524380812539e-14,1.2826769005418001e-05,0.045301005886550824
123,stage4_price_stencil,123,0.04539138059487411,5e-05,1.1103327515184549e-05,0.5056581188163479,9.435873896311767e-06,0.0087028764577457,1.2072127644164026e-17,1.3585902869989458e-05,0.036654379032846914
124,stage4_price_stencil,124,0.0473627182919951,5e-05,1.6912871671096275e-05,0.5246924141795046,8.664210303835163e-06,0.009523732017708883,5.361002282405627e-12,1.1766988476437283e-05,0.037801642198473845
125,stage4_price_stencil,125,0.10110892709070672,5e-05,1.854650597762742e-05,0.4551995623911462,1.434896870916177e-05,0.010135584183545595,3.3903589029281756e-22,1.2102835625916034e-05,0.09092834459684843
126,stage4_price_stencil,126,0.07516121985149192,5e-05,1.4903971117979705e-05,0.48082819996306375,1.0105809351776238e-05,0.01001459876841637,7.143630526773303e-07,1.0792980366462098e-05,0.06511010395918665
127,stage4_price_stencil,127,0.08180579063227443,5e-05,1.688012999060025e-05,0.4791840874511878,1.0055860779071103e-05,0.010273625969268375,6.357312490457926e-10,1.4995022895975532e-05,0.07149023301360916
128,stage4_price_stencil,128,0.25485500076505696,5e-05,2.203571001180877e-05,0.5080836422411478,6.777510308660598e-06,0.009350691857348926,7.105593790987748e-25,1.4213066723160669e-05,0.24546128262066438
129,stage4_price_stencil,129,0.1483444750040866,5e-05,1.3757842812803479e-05,0.4873005869072234,9.21730824778416e-06,0.015111170116547074,2.378939885343955e-09,1.015222970638407e-05,0.13320017512783267
130,stage4_price_stencil,130,0.09210142363978714,5e-05,1.5303774587863003e-05,0.43617722530212005,5.609341581190958e-06,0.01082927964442546,1.7608122935652284e-08,1.2362279351997985e-05,0.0812388509917177
131,stage4_price_stencil,131,0.15383388938423964,5e-05,1.7352365993909762e-05,0.45071825090040624,7.741634676128063e-06,0.012859729632379708,5.29828026506696e-12,1.4003297142437129e-05,0.14093506244874918
132,stage4_price_stencil,132,0.14192223246863828,5e-05,1.580669508636772e-05,0.5109870672649273,9.296422656578809e-06,0.009987971783827277,2.214959411673752e-10,1.272915560233285e-05,0.13189642818996977
133,stage4_price_stencil,133,0.07200743757376361,5e-05,1.905710230545948e-05,0.4999469967489551,1.0361020725303321e-05,0.01459998063624181,2.7535386553527317e-22,1.2092223809398928e-05,0.057365946590681643
134,stage4_price_stencil,134,0.12745790775065913,5e-05,2.5621578958422515e-05,0.5633359354545698,9.446996972481924e-06,0.01047725313197633,1.0637251793279349e-14,1.2948534507151324e-05,0.1169326375082341
135,stage4_price_stencil,135,0.06413823776152677,5e-05,1.480245005254427e-05,0.547436810297407,7.942613855206915e-06,0.008958445557024271,3.463257777592004e-10,1.1843021408120577e-05,0.05514520377286085
136,stage4_price_stencil,136,0.17129576599462773,5e-05,2.0908712019803557e-05,0.5147834186843627,9.125658183917075e-06,0.015204690350950935,3.658737577829894e-10,1.0725032349840561e-05,0.15605031587524948
137,stage4_price_stencil,137,0.08881213310796483,5e-05,2.0078095360719456e-05,0.521652556936136,6.988238978375122e-06,0.010289901749004425,1.6370697233725134e-08,1.1263898486810332e-05,0.07848388475543727
