greek,n_points,mse,rmse,mae,p90_abs_error,p99_abs_error,max_abs_error
delta,2048,1.3871930336469202e-10,1.1777915917711928e-05,1.210407241988707e-06,1.2923364151706798e-06,1.5828768928436404e-05,0.0004517548487559253
gamma,2048,1.1433748777929487e-07,0.0003381382672506838,3.6085216051805194e-05,2.1776752593877225e-05,0.0006543215635184648,0.009714953486763989
vega,2048,9.94974863481968e-11,9.974842672854384e-06,7.897182637650062e-06,1.6882160387954313e-05,2.2998423005287094e-05,2.499083004137148e-05
theta,2048,9.124934372903406e-09,9.552452236417309e-05,2.8323687616326432e-06,4.462921157077912e-08,1.6487085999443694e-05,0.004301838791777257
rho,2048,1.0504441634457682e-21,3.241055635816467e-11,2.7414432468503917e-11,5.0324014400082716e-11,6.404186611574936e-11,7.332495721712462e-11
