tau,moneyness,v,rho,kappa,gamma,bar_v,r,value,jac_tau,jac_moneyness,jac_v,jac_rho,jac_kappa,jac_gamma,jac_bar_v,jac_r,delta,greek_gamma,vega,theta,greek_rho
0.5,1.0,0.04,-0.45,1.5,0.4,0.25,0.02,0.08234130820283281,0.11936454703328267,-0.4112353986760631,0.29992921619767254,0.0007598154460152177,0.014732995228872633,-0.004817533224658634,0.12905027433705654,-0.21604298322636553,-0.4112353986760631,1.8222062895805868,0.29992921619767254,-0.11936454703328267,-0.21604298322636553
