moneyness,tau,value,jac_moneyness,jac_tau,hess_moneyness__moneyness,hess_tau__tau,hess_moneyness__tau,delta,gamma,vega,theta,rho
0.9075,1.22,0.12809762055157703,-0.5539522684406444,0.02307709166485225,1.8652622314462677,-0.009209429039039471,0.09198490657919187,-0.5539522684406444,1.8652622314462677,0.27797904110994565,-0.02307709166485225,-0.7070544725822967
0.9075,1.2321875,0.1283781962756818,-0.5528375593045693,0.022966725896334562,1.8597780784043951,-0.008903306004080734,0.09094638492953311,-0.5528375593045693,1.8597780784043951,0.27741936388911015,-0.022966725896334562,-0.7140661613357248
0.9075,1.244375,0.1286574494399993,-0.5517353400975997,0.022860038844569133,1.854389520769858,-0.00860573328972102,0.08993499420175395,-0.5517353400975997,1.854389520769858,0.27685364205248325,-0.022860038844569133,-0.7210584060964208
0.9075,1.2565625,0.12893542424523513,-0.5506452903723801,0.02275692663933605,1.8490863019104,-0.008316654673237407,0.08894906999872951,-0.5506452903723801,1.8490863019104,0.27628209521492864,-0.02275692663933605,-0.7280317500459889
0.9075,1.26875,0.12921216363049393,-0.5495671095527562,0.022657286130889125,1.8438584622433878,-0.008036008105608063,0.08798701609246289,-0.5495671095527562,1.8438584622433878,0.27570493234620086,-0.022657286130889125,-0.7349867399158441
0.9075,1.2809375,0.12948770928250142,-0.5485005160928371,0.022561014962419128,1.8386963645471013,-0.007763725474361298,0.08704730604515988,-0.5485005160928371,1.8386963645471013,0.2751223525652958,-0.022561014962419128,-0.7419239250882493
0.9075,1.293125,0.12976210164572066,-0.547445246617898,0.022468011645311384,1.8335907170267964,-0.0074997323848679225,0.08612848456133855,-0.547445246617898,1.8335907170267964,0.2745345458944066,-0.022468011645311384,-0.7488438567287677
0.9075,1.3053125,0.13003537993340852,-0.5464010550505575,0.022378175636890933,1.8285325940363495,-0.007243947972288613,0.0852291685500825,-0.5464010550505575,1.8285325940363495,0.27394169397334006,-0.022378175636890933,-0.7557470869503916
0.9075,1.3175000000000001,0.1303075821396243,-0.545367711725852,0.02229140742022643,1.8235134543815177,-0.006996284753442394,0.08434804788243502,-0.545367711725852,1.8235134543815177,0.2733439707352466,-0.02229140742022643,-0.7626341680095934
0.9075,1.3296875000000001,0.13057874505222944,-0.5443450024989931,0.02220760858545862,1.8185251571561551,-0.006756648525282082,0.0834838858345883,-0.5443450024989931,1.8185251571561551,0.272741543044461,-0.02220760858545862,-0.7695056515342641
0.9075,1.3418750000000002,0.13084890426687829,-0.5433327278496524,0.022126681912060246,1.8135599750870748,-0.006524938314396493,0.08263551921272745,-0.5433327278496524,1.8135599750870748,0.27213457129725843,-0.022126681912060246,-0.7763620877836476
0.9075,1.3540625000000002,0.13111809420201653,-0.5423307019866741,0.022048531451387424,1.8086106053875712,-0.006301046379995554,0.08180185816032472,-0.5423307019866741,1.8086106053875712,0.27152320998630747,-0.022048531451387424,-0.7832040249400785
0.9075,1.3662500000000002,0.13138634811488537,-0.5413387519570367,0.021973062608862125,1.8036701781417728,-0.006084858271159616,0.08098188565306023,-0.5413387519570367,1.8036701781417728,0.2709076082296508,-0.021973062608862125,-0.7900320084324051
0.9075,1.3784375,0.13165369811851657,-0.5403567167628393,0.021900182225130294,1.798732262263638,-0.005876252937735183,0.08017465669053467,-0.5403567167628393,1.798732262263638,0.27028791026503596,-0.021900182225130294,-0.7968465802908139
0.9075,1.390625,0.13192017519971438,-0.5393844464899092,0.021829798655550584,1.7937908690933781,-0.0056751028930727195,0.07937929719737795,-0.5393844464899092,1.7937908690933781,0.26966425591047083,-0.021829798655550584,-0.8036482785327386
0.9075,1.4028125,0.13218580923798795,-0.538421801451514,0.021761821847394613,1.7888404537122256,-0.005481274425875924,0.0785950026493789,-0.538421801451514,1.7888404537122256,0.26903678099190825,-0.021761821847394613,-0.8104376365795128
0.9075,1.415,0.13245062902540755,-0.5374686513503921,0.02169616341418694,1.7838759140714884,-0.005294627857673434,0.07782103644269957,-0.5374686513503921,1.7838759140714884,0.2684056177390038,-0.02169616341418694,-0.8172151827033007
0.9075,1.4271875,0.13271466228735002,-0.5365248744621157,0.021632736706647133,1.778892588045825,-0.005115017841863788,0.07705672802629539,-0.5365248744621157,1.778892588045825,0.26777089514994173,-0.021632736706647133,-0.823981439503797
0.9075,1.439375,0.13297793570408178,-0.5355903568425705,0.021571456879756413,1.7738862485317966,-0.004942293699879158,0.07630147081918973,-0.5355903568425705,1.7738862485317966,0.2671327393263475,-0.021571456879756413,-0.8307369234142583
0.9075,1.4515625,0.13324047493313795,-0.5346649915619858,0.021512240955526677,1.7688530967221496,-0.004776299789758015,0.07555471993536593,-0.5346649915619858,1.7688530967221496,0.2664912737793677,-0.021512240955526677,-0.837482144236205
0.9075,1.46375,0.13350230463243223,-0.5337486779677756,0.021455007881102196,1.763789753693675,-0.004616875902257487,0.07481598973978827,-0.5337486779677756,1.763789753693675,0.2658466197080224,-0.021455007881102196,-0.8442176047022429
0.9075,1.4759375000000001,0.1337634484840518,-0.5328413209780433,0.021399678581892772,1.7586932504516684,-0.004463857679628639,0.07408485125935951,-0.5328413209780433,1.7586932504516684,0.2651988962509796,-0.021399678581892772,-0.8509438000663722
0.9075,1.4881250000000001,0.1340239292186634,-0.5319428304074371,0.021346176009488863,1.7535610165776054,-0.004317077052211279,0.07336092947267434,-0.5319428304074371,1.7535610165776054,0.26454822071291917,-0.021346176009488863,-0.857661217721121
0.9075,1.5003125000000002,0.13428376864047048,-0.531053120326618,0.021294425184170445,1.7483908676282338,-0.004176362688151032,0.07264390050209403,-0.531053120326618,1.7483908676282338,0.26389470876669874,-0.021294425184170445,-0.8643703368408217
0.9075,1.5125000000000002,0.13454298765265993,-0.5301721084564633,0.021244353231879575,1.7431809914345515,-0.004041540451727835,0.0719334887311399,-0.5301721084564633,1.7431809914345515,0.2632384746325291,-0.021244353231879575,-0.8710716280503324
0.9075,1.5246875000000002,0.1348016062832575,-0.5292997155977142,0.021195889415574255,1.7379299334475957,-0.003912433866024078,0.07122946386938779,-0.5292997155977142,1.7379299334475957,0.2625796312354161,-0.021195889415574255,-0.8777655531185465
