model_key,model,price_rmse,delta_rmse,gamma_rmse,vega_rmse,theta_rmse,hard_price_rmse,hard_delta_rmse,hard_gamma_rmse,hard_vega_rmse,hard_theta_rmse,p99_gamma_error,hard_p99_gamma_error,pde_residual_rmse,hard_pde_residual_rmse,training_time_seconds,best_val_total
baseline,Baseline PINN,0.0042694491850294,0.033808360023882,0.5348293652619768,0.0650133244654228,0.0102900359694297,0.0047803558736959,0.0872873735470656,4.9920950312674695,0.0834686627128216,0.0792344773667363,1.3390437918245983,17.642728537502702,0.0085287631651878,0.0505486384252386,1150.957361000008,1.601422809471842e-05
payoff_aware,Payoff-aware PINN,0.0279461904122042,0.2646576454690654,18.68633147319375,0.3217886688344627,0.0319643022003175,0.007441190379422,0.2948779293665997,50.65408209522164,0.1415338077600865,0.2236884986859866,60.31760726339743,239.59058488674577,0.376197717902692,1.0701553343615933,2124.729721791984,1.9720425605773926
payoff_boundary_layer,Payoff-aware + boundary-layer,0.0157027038890054,0.1512247715035499,10.0169293349767,0.2360738358222124,0.0279015344500229,0.0016430889092899,0.1647452615669504,37.68189615591364,0.1471171877866918,0.0793833744587592,44.70901015985343,187.87734711308485,0.2025862938988695,0.7589448998600173,2265.4581012919953,0.4078493118286133
boundary_no_payoff,Boundary-layer no-payoff,0.0219285553188427,0.2470388517665409,1.8301849979001537,0.224454536731727,0.0908825679126703,0.0366891435060586,0.3123227895080205,16.05642456684505,0.1581863702407537,0.3193778566888511,5.270098566077262,54.4731445326066,0.0849649863851582,0.0732943166326491,2801.9561361660017,0.0022221230901777744
adaptive_collocation,Adaptive collocation,0.2387232412971676,0.3071716373830661,1.7875994013676346,0.2649657726472987,0.075810290137447,0.3184633736578895,0.4069527192479202,11.853404103770874,0.1363077514727798,0.2054910732574753,5.199753478012289,29.816711021498552,0.0615821803522058,0.07122415753664,320.26390508402255,2.2570345401763916
derivative_consistency,Derivative-consistency,0.0039581847711492,0.0357967413035231,0.5796191554305307,0.0602951254746448,0.0107644342005298,0.0069336808428521,0.0995134044205387,5.580885488761165,0.0916740704096728,0.0748505370499406,1.681118852066596,18.550745747496347,0.0096400870100603,0.085244534549481,442.6039262920094,1.3646227671415545e-05
acv_control_variate_best_gate,ACV control variate,0.004234620561102412,0.032690749347838687,0.4040424520062677,0.0639930203976376,0.0071653505563129966,0.00026996456929681995,0.012882929092771446,0.6446199014342898,0.004181112308047714,0.012368272395889262,1.143154351162159,1.6123358685730174,0.009268975442751588,0.018933945792318076,0.0,0.0
