epoch,optimizer_phase,lr,lambda_g1_effective,lambda_g2_effective,loss_total,loss_base,loss_g1,loss_g2,loss_base_pde,loss_base_term,loss_base_low
23,adam,0.0001,0.0071875,0.0071875,0.00013421049516182393,0.00012221361976116896,0.0007693358929827809,0.0008997945114970207,9.907299499900546e-06,2.6097466616192833e-05,8.620884909760207e-05
24,adam,0.0001,0.0075,0.0075,8.32731238915585e-05,7.66517041483894e-05,0.0005239197635091841,0.000358937046257779,9.643705197959207e-06,3.4216296626254916e-05,3.279170414316468e-05
25,adam,0.0001,0.0078125,0.0078125,6.246394332265481e-05,5.325092934072018e-05,0.0006158236064948142,0.0005634422414004803,8.714041541679762e-06,4.276446270523593e-05,1.7724241843097843e-06
26,adam,0.0001,0.008125,0.008125,7.779887528158724e-05,7.137015199987218e-05,0.000391975452657789,0.00039925158489495516,1.0747260603238828e-05,4.0839553548721597e-05,1.978333602892235e-05
27,adam,0.0001,0.0084375,0.0084375,8.0490717664361e-05,7.597026706207544e-05,0.0003171952848788351,0.00021856153034605086,6.361453870340483e-06,2.8451826437958516e-05,4.1156985389534384e-05
28,adam,0.0001,0.00875,0.00875,5.326887912815437e-05,4.716428156825714e-05,0.0004059026250615716,0.00029176558018662035,6.0241368373681325e-06,1.0113941243616864e-05,3.102620394201949e-05
29,adam,0.0001,0.0090625,0.0090625,3.9558333810418844e-05,2.9406079192995094e-05,0.0005159475840628147,0.0006043012253940105,7.657031346752774e-06,1.5048215573187917e-05,6.7008313635597005e-06
30,adam,0.0001,0.009375,0.009375,5.408891593106091e-05,4.8234829591820017e-05,0.00040274744969792664,0.00022168857685755938,1.2210611203045119e-05,3.3460251870565116e-05,2.5639665182097815e-06
31,adam,0.0001,0.0096875,0.0096875,6.458011921495199e-05,5.925982986809686e-05,0.00034217245411127806,0.00020701883477158844,1.010275082080625e-05,3.4096097806468606e-05,1.5060983059811406e-05
32,adam,0.0001,0.01,0.01,5.956657332717441e-05,5.302846693666652e-05,0.0003113130806013942,0.0003424976021051407,6.839347861387068e-06,2.8567477784235962e-05,1.7621643564780243e-05
33,adam,0.0001,0.0103125,0.0103125,2.3097953089745715e-05,1.7849299183581024e-05,0.00021820834081154317,0.0002907520392909646,3.6564761103363708e-06,7.132803148124367e-06,7.060019015625585e-06
34,adam,0.0001,0.010625,0.010625,1.430990596418269e-05,1.1288308087387122e-05,0.00011805824760813266,0.0001663274015299976,5.9315821090422105e-06,5.018953288526973e-06,3.377726329745201e-07
35,adam,0.0001,0.0109375,0.0109375,3.421290603000671e-05,3.143610229017213e-05,0.00011527101014507934,0.0001386080402880907,6.803828000556678e-06,1.7231966921826825e-05,7.400306003546575e-06
36,adam,0.0001,0.01125,0.01125,4.846933006774634e-05,4.4258893467485905e-05,0.00018524902407079935,0.0001890118874143809,9.032039088197052e-06,2.2907273887540214e-05,1.2319579582253937e-05
37,adam,0.0001,0.0115625,0.0115625,3.4802505979314446e-05,3.0358185540535487e-05,0.00024239381309598684,0.00014197985001374036,7.359015853580786e-06,1.7087812011595815e-05,5.911357220611535e-06
38,adam,0.0001,0.011875,0.011875,1.6191952454391867e-05,1.255033475899836e-05,0.00017367934924550354,0.00013298328849487007,4.861394700128585e-06,7.3376213549636304e-06,3.5131887443640153e-07
39,adam,0.0001,0.0121875,0.0121875,1.0749582543212455e-05,9.506380592938513e-06,4.731426452053711e-05,5.4692045523552224e-05,2.7970461360382615e-06,3.383989223948447e-06,3.3253450055781286e-06
40,adam,0.0001,0.0125,0.0125,2.430500535410829e-05,2.3127753593144007e-05,3.613322041928768e-05,5.80468331463635e-05,3.36578978021862e-06,1.1762483154598158e-05,7.99948065832723e-06
41,adam,0.0001,0.0128125,0.0128125,2.6572790375212207e-05,2.3091186449164525e-05,0.0001268740597879514,0.00014486088184639812,5.903360033698846e-06,1.1676582289510407e-05,5.5112441259552725e-06
42,adam,0.0001,0.013125,0.013125,1.9180513845640235e-05,1.617169073142577e-05,0.00015399791300296783,7.524574903072789e-05,5.202607098908629e-06,1.0098120583279524e-05,8.709628787073598e-07
43,adam,0.0001,0.0134375,0.0134375,1.476533907407429e-05,1.2318727385718375e-05,0.00010642037523211911,7.56530644139275e-05,4.7997832552937325e-06,4.881029781245161e-06,2.637914349179482e-06
44,adam,0.0001,0.01375,0.01375,1.642444112803787e-05,1.507620527263498e-05,5.257142038317397e-05,4.5482200221158564e-05,3.081776412727777e-06,4.465769961825572e-06,7.5286588980816305e-06
45,adam,0.0001,0.0140625,0.0140625,1.4217616808309685e-05,1.2627099749806803e-05,6.529092934215441e-05,4.7812478442210704e-05,1.6476910786877852e-06,4.667109806177905e-06,6.312298864941113e-06
46,adam,0.0001,0.014375,0.014375,1.238443837792147e-05,1.015608086163411e-05,0.00010095375910168514,5.406241325545125e-05,2.95234281111334e-06,5.889544354431564e-06,1.3141932413418544e-06
47,adam,0.0001,0.0146875,0.0146875,1.2948956282343715e-05,9.926216080202721e-06,0.00012264552060514688,8.315805462189019e-05,4.3109384932904504e-06,4.939490281685721e-06,6.757871915397118e-07
48,adam,0.0001,0.015,0.015,1.5794455975992605e-05,1.4260575881053228e-05,5.8281078963773325e-05,4.397752491058782e-05,4.340697159932461e-06,5.577184310823213e-06,4.342694410297554e-06
49,adam,0.0001,0.0153125,0.0153125,1.4783792721573263e-05,1.3458800822263584e-05,6.440003926400095e-05,2.2130032448330894e-05,2.571968934717006e-06,5.768099981651176e-06,5.118731678521726e-06
50,adam,0.0001,0.015625,0.015625,9.146483535005245e-06,7.3104210969177075e-06,6.350440526148304e-05,5.4003634431865066e-05,1.916818973768386e-06,3.6073668070457643e-06,1.7862353161035571e-06
51,adam,0.0001,0.0159375,0.0159375,7.206115242297528e-06,5.929451617703307e-06,4.0379360143560916e-05,3.972501872340217e-05,2.329108156118309e-06,3.4228039567096857e-06,1.7753995962266345e-07
52,adam,0.0001,0.01625,0.01625,1.1638247087830678e-05,1.0347844181524124e-05,3.6414068745216355e-05,4.29952924605459e-05,2.6902441732090665e-06,5.148755917616654e-06,2.5088440906984033e-06
53,adam,0.0001,0.0165625,0.0165625,1.3454288819048088e-05,1.2194203009130433e-05,5.082959251012653e-05,2.525110903661698e-05,3.4680599583225558e-06,4.661775165004656e-06,4.064368113176897e-06
54,adam,0.0001,0.016875,0.016875,1.2409596820361912e-05,1.035774766933173e-05,6.407150067389011e-05,5.751954813604243e-05,2.485396635165671e-06,5.704277100448962e-06,2.1680730242223945e-06
55,adam,0.0001,0.0171875,0.0171875,7.819298843969591e-06,6.958783615118591e-06,2.978279189846944e-05,2.0283541743992828e-05,2.573711526565603e-06,4.264654307917226e-06,1.2041762431636016e-07
56,adam,0.0001,0.0175,0.0175,8.598205567977857e-06,7.5704183473135345e-06,3.499601734802127e-05,2.373467941652052e-05,1.988697022170527e-06,4.5524070628744084e-06,1.0293142622685991e-06
57,adam,0.0001,0.0178125,0.0178125,1.1347258805471938e-05,9.779453648661729e-06,6.177861359901726e-05,2.6238514692522585e-05,3.5868083614332136e-06,3.932386789529119e-06,2.2602582703257212e-06
58,adam,0.0001,0.018125,0.018125,8.811630323179998e-06,7.362196356552886e-06,5.010784661862999e-05,2.9860912036383525e-05,1.6870855006345664e-06,4.282881491235457e-06,1.3922294783696998e-06
59,adam,0.0001,0.0184375,0.0184375,6.52072003504145e-06,5.489273462444544e-06,3.1387036870000884e-05,2.455584763083607e-05,1.715203097774065e-06,3.6296357848186744e-06,1.4443472196035145e-07
60,adam,0.0001,0.01875,0.01875,6.712920821883017e-06,5.759590749221388e-06,3.21596598951146e-05,1.8684600945562124e-05,1.704497435639496e-06,3.4794975363183767e-06,5.755953793595836e-07
61,adam,0.0001,0.0190625,0.0190625,7.568522505607689e-06,6.208331342349993e-06,4.1748222429305315e-05,2.9606053431052715e-05,1.337017010882846e-06,3.4879628856288036e-06,1.3833514458383434e-06
62,adam,0.0001,0.019375,0.019375,7.712013029959053e-06,6.720435976603767e-06,3.472471871646121e-05,1.6453428543172777e-05,2.3096715722203953e-06,3.5627476790978108e-06,8.480171231894928e-07
63,adam,0.0001,0.0196875,0.0196875,7.142527920223074e-06,6.083065727580106e-06,2.693044916668441e-05,2.6883502869168296e-05,2.8309177650953643e-06,3.1358088108390803e-06,1.1633942165190092e-07
64,adam,0.0001,0.02,0.02,7.847187589504756e-06,6.568553999386495e-06,3.6387347790878266e-05,2.754434353846591e-05,1.9068436358793406e-06,4.4100820559833664e-06,2.516285348974634e-07
65,adam,0.0001,0.0203125,0.0203125,9.239103746949695e-06,7.81100879976293e-06,2.6330728360335343e-05,4.3975502194371074e-05,2.898128968809033e-06,4.389607966004405e-06,5.232716944192362e-07
66,adam,0.0001,0.020625,0.020625,7.92598984844517e-06,7.13725239620544e-06,1.6963833331828937e-05,2.1278003259794787e-05,3.71490273209929e-06,3.172968717990443e-06,2.493808040071599e-07
67,adam,0.0001,0.0209375,0.0209375,6.498023594758706e-06,5.5078835430322215e-06,2.812167804222554e-05,1.91685940080788e-05,2.8700214897980914e-06,2.5625290618336294e-06,7.533296297879133e-08
68,adam,0.0001,0.02125,0.02125,1.009198331303196e-05,7.2281077336810995e-06,4.0007893403526396e-05,9.476269769947976e-05,2.633766371218371e-06,4.326152520661708e-06,2.681887281141826e-07
69,adam,0.0001,0.0215625,0.0215625,7.690299753448926e-06,6.696286618534941e-06,2.1933115931460634e-05,2.4166069124476053e-05,2.8632071007450577e-06,3.4469899219402578e-06,3.860898232233012e-07
70,adam,0.0001,0.021875,0.021875,6.648666840192163e-06,4.700782483268995e-06,3.140998160233721e-05,5.763616718468256e-05,2.396311856500688e-06,2.154954700017697e-06,1.4951572779864364e-07
71,adam,0.0001,0.0221875,0.0221875,7.448044470947934e-06,5.5801956477807835e-06,2.363390740356408e-05,6.055083213141188e-05,1.800128870854678e-06,3.6958961118216394e-06,8.417046615250001e-08
72,adam,0.0001,0.0225,0.0225,9.048189895111136e-06,7.800547791703139e-06,3.073497282457538e-05,2.471579864504747e-05,1.9866095044562826e-06,5.527425855689216e-06,2.865128863049904e-07
73,adam,0.0001,0.0228125,0.0228125,8.99919086805312e-06,6.474333076766925e-06,5.233116098679602e-05,5.834752300870605e-05,3.0498322303174064e-06,3.1592478535458213e-06,2.65252708686603e-07
74,adam,0.0001,0.023125,0.023125,6.910524462000467e-06,5.480399522639345e-06,1.8924300093203783e-05,4.291894947527908e-05,2.025358526225318e-06,3.3010912829922745e-06,1.5394977026517154e-07
75,adam,0.0001,0.0234375,0.0234375,6.884806225571083e-06,5.40392511538812e-06,2.9622717192978598e-05,3.356154775246978e-05,2.316936388524482e-06,2.8643946734518977e-06,2.22593797616355e-07
76,adam,0.0001,0.02375,0.02375,6.526486686198041e-06,4.2448650674487e-06,4.957793862558901e-05,4.649033508030698e-05,1.7457468857173808e-06,2.1360674509196542e-06,3.63050872920212e-07
77,adam,0.0001,0.0240625,0.0240625,1.080289530364098e-05,9.310898349212948e-06,2.943327672255691e-05,3.257181015214883e-05,4.057480509800371e-06,4.781421012012288e-06,4.719966568700329e-07
78,adam,0.0001,0.024375,0.024375,7.519008704548469e-06,6.3079660321818665e-06,2.2480806364910677e-05,2.720300471992232e-05,2.7509390747582074e-06,3.24948996421881e-06,3.075368795180111e-07
79,adam,0.0001,0.0246875,0.0246875,7.72731436882168e-06,6.415563802875113e-06,2.597319326014258e-05,2.7161004254594445e-05,1.4428044323722133e-06,4.836706466448959e-06,1.3605318827103474e-07
80,adam,0.0001,0.025,0.025,6.217581358214375e-06,5.4223901315708645e-06,1.3147379831934813e-05,1.8660259229363874e-05,2.0856864466622937e-06,2.939146725111641e-06,3.9755690295351087e-07
81,adam,0.0001,0.0253125,0.0253125,6.387085704773199e-06,5.2061109272472095e-06,1.9953236915171146e-05,2.6702551622292958e-05,2.5766103135538287e-06,2.272156962135341e-06,3.5734376524487743e-07
82,adam,0.0001,0.025625,0.025625,8.552360668545589e-06,7.402237770293141e-06,1.8982802430400625e-05,2.5900049877236597e-05,2.136748662451282e-06,5.141175279277377e-06,1.243136296125158e-07
83,adam,0.0001,0.0259375,0.0259375,7.824413842172362e-06,6.136733645689674e-06,1.673756560194306e-05,4.8329613491659984e-05,2.269429842272075e-06,3.654320153145818e-06,2.129838492237468e-07
84,adam,0.0001,0.02625,0.02625,9.487683200859465e-06,7.328807441808749e-06,1.5877662008279003e-05,6.636521720793098e-05,2.997583578689955e-06,4.086030457983725e-06,2.451935756653256e-07
85,adam,0.0001,0.0265625,0.0265625,5.7921770348912105e-06,4.525043095782166e-06,2.0090828911634162e-05,2.7613026759354398e-05,1.9060055365116568e-06,2.585000402177684e-06,3.403724946338116e-08
86,adam,0.0001,0.026875,0.026875,9.589194633008447e-06,6.819224381615641e-06,2.4103630494209938e-05,7.896501483628526e-05,3.385743184480816e-06,3.3446219731558813e-06,8.885893976184889e-08
87,adam,0.0001,0.0271875,0.0271875,6.647391273872927e-06,5.5992891248024534e-06,1.7362550352117978e-05,2.118832344422117e-05,2.83038707493688e-06,2.6487941795494407e-06,1.2010781347271404e-07
88,adam,0.0001,0.0275,0.0275,9.412774488737341e-06,7.062295935611473e-06,2.4243710868177004e-05,6.12282456131652e-05,3.291276470918092e-06,3.7139591313462006e-06,5.706015215878324e-08
89,adam,0.0001,0.0278125,0.0278125,6.402082362910733e-06,5.328160114004277e-06,1.7292340999119915e-05,2.1320594896678813e-05,1.7118204596044961e-06,3.546254674802185e-06,7.008465274793707e-08
90,adam,0.0001,0.028125,0.028125,8.79159415489994e-06,6.192102773638908e-06,2.9631984943989664e-05,6.279437366174534e-05,1.5421668422277435e-06,4.426229679665994e-06,2.237061096366233e-07
91,adam,0.0001,0.0284375,0.0284375,7.206914688140387e-06,5.028889972891193e-06,2.4844421204761602e-05,5.174545367481187e-05,1.731946781546867e-06,3.1754400424688356e-06,1.21502864658396e-07
92,adam,0.0001,0.02875,0.02875,8.499167961417697e-06,6.6523271016194485e-06,1.7041509636328556e-05,4.719641583506018e-05,3.116429979854729e-06,3.4882850741269067e-06,4.761202632153072e-08
93,adam,0.0001,0.0290625,0.0290625,7.41435951567837e-06,5.100624093756778e-06,1.2222766599734314e-05,6.738963566021994e-05,3.043297056137817e-06,1.908513013404445e-06,1.4881388210596924e-07
94,adam,0.0001,0.029375,0.029375,8.513401553500444e-06,6.083425432734657e-06,2.099047378578689e-05,6.17321056779474e-05,3.4457448236935306e-06,2.474958364473423e-06,1.6272244351966947e-07
95,adam,0.0001,0.0296875,0.0296875,1.0109069989994168e-05,7.0784531089884695e-06,2.4839848265401088e-05,7.724409078946337e-05,3.3654516755632358e-06,3.6375090530782472e-06,7.54922737655761e-08
96,adam,0.0001,0.03,0.03,7.0337418947019614e-06,5.900524229218718e-06,1.6991283700917847e-05,2.0782643332495354e-05,2.489914550096728e-06,3.3567923765076557e-06,5.3817615253137774e-08
97,adam,0.0001,0.0303125,0.0303125,8.823770258459263e-06,6.320193278952502e-06,2.507325007172767e-05,5.751897697336972e-05,3.0016301479918184e-06,3.16700607072562e-06,1.515572023436107e-07
98,adam,0.0001,0.030625,0.030625,6.687191671517212e-06,5.2050536396563984e-06,1.7737842426868156e-05,3.06584952340927e-05,2.047130237770034e-06,2.9607458600366954e-06,1.9717771237992565e-07
99,adam,0.0001,0.0309375,0.0309375,7.587173513456946e-06,5.177547336643329e-06,2.8347949410090223e-05,4.9538946768734604e-05,2.29686452257738e-06,2.8005647436657455e-06,8.01178146048187e-08
100,adam,0.0001,0.03125,0.03125,4.955950316798408e-06,3.735924565262394e-06,2.1423418729682453e-05,1.761741077643819e-05,1.1740424952222384e-06,2.5069732600968564e-06,5.490900178983793e-08
101,adam,0.0001,0.0315625,0.0315625,8.593687198299449e-06,6.153031790745445e-06,2.4990531528601423e-05,5.233715637587011e-05,2.141231561836321e-06,3.893578650604468e-06,1.1822141487982663e-07
102,adam,0.0001,0.031875,0.031875,5.600365057034651e-06,4.645039552997332e-06,1.5454283129656687e-05,1.4516724149871152e-05,2.3218403839564417e-06,2.276189661643002e-06,4.7009457659896725e-08
103,adam,0.0001,0.0321875,0.0321875,8.410238478973042e-06,6.158968972158618e-06,1.9954175513703376e-05,4.998817894374952e-05,3.570741228031693e-06,2.490237875463208e-06,9.798992550713592e-08
104,adam,0.0001,0.0325,0.0325,8.053784767980687e-06,6.9578491093125194e-06,1.3187590411689598e-05,2.0533498172881082e-05,2.7850833248521667e-06,4.061811068822863e-06,1.1095472984834487e-07
105,adam,0.0001,0.0328125,0.0328125,8.526611054548994e-06,6.243265033845091e-06,2.4333414330612868e-05,4.52542954008095e-05,2.5583840397302993e-06,3.5898051464755554e-06,9.507596132607432e-08
106,adam,0.0001,0.033125,0.033125,6.076324552850565e-06,4.469078703550622e-06,1.5289109796867706e-05,3.323152850498445e-05,1.8294762185178115e-06,2.6080072075274074e-06,3.159524197826613e-08
107,adam,0.0001,0.0334375,0.0334375,9.595381925464608e-06,6.388138444890501e-06,2.2827724023954943e-05,7.308982458198443e-05,2.934733402071288e-06,3.3960345717787277e-06,5.737046393505807e-08
108,adam,0.0001,0.03375,0.03375,7.609087788296165e-06,5.718990450986894e-06,1.422917193849571e-05,4.17737101088278e-05,2.3272395992535166e-06,3.3083956623158883e-06,8.335531731518131e-08
109,adam,0.0001,0.0340625,0.0340625,1.0138063771591987e-05,6.113122708484298e-06,1.8141667169402353e-05,0.00010002173075918108,2.6806696951098274e-06,3.390758593013743e-06,4.169443812429563e-08
110,adam,0.0001,0.034375,0.034375,8.32917430670932e-06,5.198714916332392e-06,2.036723708442878e-05,7.070066931191832e-05,1.9801386770268437e-06,3.1543190743832383e-06,6.425713650060061e-08
111,adam,0.0001,0.0346875,0.0346875,8.43763064040104e-06,6.037407274561701e-06,2.2564807295566425e-05,4.6630826545879245e-05,2.904943130488391e-06,3.0292655992525397e-06,1.0319867982389042e-07
112,adam,0.0001,0.035,0.035,7.174819984356873e-06,4.876918865193147e-06,2.1220061171334237e-05,4.4434258597902954e-05,2.0194515855109785e-06,2.7745145416702144e-06,8.295275932823643e-08
113,adam,0.0001,0.0353125,0.0353125,7.2338675636274274e-06,5.67665665585082e-06,1.139940559369279e-05,3.2698604627512395e-05,1.7499623936600983e-06,3.8207790566957556e-06,1.0591526233838522e-07
114,adam,0.0001,0.035625,0.035625,9.623631740396377e-06,6.570948698936263e-06,2.348741691093892e-05,6.220193608896807e-05,2.296165348525392e-06,4.18151603298611e-06,9.326724637048756e-08
115,adam,0.0001,0.0359375,0.0359375,6.75740875522024e-06,5.22445589012932e-06,1.9481787603581324e-05,2.3174286980065517e-05,1.8475966498954222e-06,3.3026205983333057e-06,7.423842873777176e-08
116,adam,0.0001,0.03625,0.03625,1.0088630915561225e-05,6.021505214448553e-06,2.540755485824775e-05,8.678902668179944e-05,3.682487886180752e-06,2.1537143766181543e-06,1.8530337797528773e-07
117,adam,0.0001,0.0365625,0.0365625,8.871662430465221e-06,6.595097602257738e-06,2.4833125280565582e-05,3.743190609384328e-05,2.6630823413142934e-06,3.860830020130379e-06,7.118507028280874e-08
118,adam,0.0001,0.036875,0.036875,1.066559889295604e-05,7.027546871540835e-06,2.1411702618934214e-05,7.724734314251691e-05,3.0376563699974213e-06,3.948352059524041e-06,4.153844201937318e-08
119,adam,0.0001,0.0371875,0.0371875,7.903545338194817e-06,5.070229690318229e-06,2.5328685296699405e-05,5.086130840936676e-05,1.8897754898716812e-06,3.1346896776085487e-06,4.5764306122464404e-08
120,adam,0.0001,0.0375,0.0375,8.063698260230012e-06,5.449844593385933e-06,2.2442520275944844e-05,4.726023689727299e-05,2.5038759758899687e-06,2.9125340006430633e-06,3.343433263580664e-08
121,adam,0.0001,0.0378125,0.0378125,7.76538308855379e-06,5.4090842240839265e-06,2.697475611057598e-05,3.534058487275615e-05,1.8085549982060911e-06,3.4420049814798404e-06,1.5852401702431962e-07
122,adam,0.0001,0.038125,0.038125,7.754104444757104e-06,4.668030214816099e-06,1.973833241208922e-05,6.120786565588787e-05,2.1464022665895754e-06,2.3397765289701056e-06,1.8185120609359728e-07
123,adam,0.0001,0.0384375,0.0384375,6.691966973448871e-06,5.009468168282183e-06,1.7861453670775518e-05,2.5910867407219484e-05,1.9176384284946835e-06,3.041322997887619e-06,5.0506518078918816e-08
124,adam,0.0001,0.03875,0.03875,9.00005761650391e-06,4.97397286380874e-06,2.0468874936341308e-05,8.343009540112689e-05,2.468143293299363e-06,2.341278332096408e-06,1.6455129525638768e-07
125,adam,0.0001,0.0390625,0.0390625,8.215064553951379e-06,5.939647962804884e-06,1.4967512470320798e-05,4.3283151171635836e-05,3.3931698908418184e-06,2.473493168508867e-06,7.298491055962586e-08
126,adam,0.0001,0.039375,0.039375,6.5798826653917786e-06,5.0133307922806125e-06,1.3333426977624185e-05,2.6452020392753184e-05,1.7115140735768364e-06,3.2570710573054384e-06,4.4745966931714065e-08
127,adam,0.0001,0.0396875,0.0396875,1.0694034244806971e-05,7.512023785238853e-06,3.235191252315417e-05,4.782473115483299e-05,4.287018782633822e-06,3.163581368426094e-06,6.142384734175721e-08
128,adam,0.0001,0.04,0.04,1.0787549399537966e-05,7.700957212364301e-06,2.334917189728003e-05,5.381563096307218e-05,2.683465709196753e-06,4.947697107127169e-06,6.97945239380715e-08
129,adam,0.0001,0.0403125,0.0403125,9.657020200393163e-06,8.111930583254434e-06,1.6988629795378074e-05,2.1339166778489016e-05,4.572198122332338e-06,3.466462203505216e-06,7.327062689910235e-08
130,adam,0.0001,0.040625,0.040625,1.059524220181629e-05,6.8213153099350166e-06,1.6877202142495662e-05,7.601945253554732e-05,2.9828997867298312e-06,3.7415070437418763e-06,9.690846525245433e-08
131,adam,0.0001,0.0409375,0.0409375,8.04830779088661e-06,6.19498678133823e-06,2.247469819849357e-05,2.279725595144555e-05,2.978721340696211e-06,2.9715490654780297e-06,2.447163183205703e-07
132,adam,0.0001,0.04125,0.04125,7.767586794216186e-06,4.252465259924065e-06,1.6909609257709235e-05,6.830544589320198e-05,1.4995443962106947e-06,2.683740149223013e-06,6.918057238181063e-08
133,adam,0.0001,0.0415625,0.0415625,9.778690582606941e-06,6.364907221723115e-06,2.6660329240257852e-05,5.5475808039773256e-05,2.737501063165837e-06,3.409330474823946e-06,2.1807528582939995e-07
134,adam,0.0001,0.041875,0.041875,9.393004802404903e-06,5.409295226854738e-06,1.9826824427582324e-05,7.53065396565944e-05,1.8445518890075618e-06,3.089809979428537e-06,4.7493358579231426e-07
135,adam,0.0001,0.0421875,0.0421875,7.342300250456901e-06,5.897382834518794e-06,2.088913242914714e-05,1.3360758202907164e-05,2.1912208012508927e-06,3.5082894100924022e-06,1.9787228211498586e-07
136,adam,0.0001,0.0425,0.0425,8.074225661403034e-06,5.511024482984794e-06,2.4714046958251856e-05,3.5596578527474776e-05,1.9201006580260582e-06,3.4363879422016907e-06,1.5453579749191704e-07
137,adam,0.0001,0.0428125,0.0428125,8.34792444948107e-06,6.85875011185999e-06,1.2150640031904913e-05,2.2633004846284166e-05,2.7431915441411547e-06,3.5545808714232408e-06,5.609777531390137e-07
138,adam,0.0001,0.043125,0.043125,6.801164090575185e-06,5.145287559571443e-06,2.0953413695679046e-05,1.7443722754251212e-05,2.1172413653403055e-06,2.8463723538152408e-06,1.8167405357871758e-07
139,adam,0.0001,0.0434375,0.0434375,8.023516784305684e-06,6.257298991840798e-06,1.8153044948121533e-05,2.2508085748995654e-05,2.355144488319638e-06,3.6339883990876842e-06,2.681663886505703e-07
