greek,n_points,mse,rmse,mae,p90_abs_error,p99_abs_error,max_abs_error
delta,2048,5.900376245789091e-16,2.4290690080335493e-08,1.2214975330487979e-08,2.6128971419847593e-08,1.0665141469204381e-07,3.816352763807984e-07
gamma,2048,5.578640843474427e-14,2.3619146562639446e-07,1.0062123614673437e-07,1.7395154392474407e-07,8.814170852411423e-07,4.186794853922038e-06
vega,2048,8.83808962587423e-18,2.972892467929883e-09,2.4497644711137593e-09,4.976092565778244e-09,7.833936803980366e-09,8.662919770419109e-09
theta,2048,1.405064536393405e-15,3.7484190486035646e-08,5.7296908009159335e-09,1.3382077140855474e-09,1.410459235862832e-07,7.074419667296716e-07
rho,2048,1.2683955116236121e-14,1.1262306653717133e-07,9.714530880582291e-08,1.8404499176893905e-07,2.54599097111452e-07,3.003276511370778e-07
