epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,dynamic_refresh,dynamic_refresh_count
1,adam,0.001,1.5738001465797424,0.42203761637210846,0.0,0.0,0.0,0.0,0.49902956560254097,0.46553096175193787,0.0,0.0,0.18720199167728424,0.0,0.6612811088562012,0.31743156909942627,0.0,0.0,0.0,0.0,0.1571328490972519,0.04817691817879677,0.0,0.0,0.13853976130485535,0.0,0,0
2,adam,0.001,0.710809662938118,0.44663266092538834,0.0,0.0,0.0,0.0,0.07467463333159685,0.11287721246480942,0.0,0.0,0.07662516040727496,0.0,0.5036168098449707,0.37941116094589233,0.0,0.0,0.0,0.0,0.0665970966219902,0.0461646169424057,0.0,0.0,0.011443888768553734,0.0,0,0
