epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,val_evaluated,dynamic_refresh,dynamic_refresh_count
1,adam,5e-05,0.0008554234991606791,0.00010027115609290149,0.0,0.0,0.0,0.0,0.00011915826299002674,0.00015498798873636588,0.0,0.0,0.0004810060847830755,0.0,0.00036348935100249946,0.00011211923265364021,0.0,0.0,0.0,0.0,0.00011227651702938601,6.285326526267454e-05,0.0,0.0,7.624032878084108e-05,0.0,1,0,0
2,adam,5e-05,0.0001903162647067802,7.297112551896134e-05,0.0,0.0,0.0,0.0,5.0800887947843876e-05,2.615432555330699e-05,0.0,0.0,4.038992528876406e-05,0.0,0.000165657140314579,5.249127934803255e-05,0.0,0.0,0.0,0.0,2.3507251171395183e-05,1.8064562027575448e-05,0.0,0.0,7.159406231949106e-05,0.0,1,0,0
3,adam,5e-05,9.380202936881687e-05,4.092991434845317e-05,0.0,0.0,0.0,0.0,1.9097223685093923e-05,9.592726428309106e-06,0.0,0.0,2.4182164167996234e-05,0.0,0.00010666371963452548,3.3015996450558305e-05,0.0,0.0,0.0,0.0,2.0157636754447594e-05,4.7766125135240145e-06,0.0,0.0,4.871347846346907e-05,0.0,1,0,0
4,adam,5e-05,5.892287708775257e-05,2.4847339204825403e-05,0.0,0.0,0.0,0.0,1.2825886301470746e-05,3.829284480616479e-06,0.0,0.0,1.7420367214526777e-05,0.0,9.227864939020947e-05,2.478014721418731e-05,0.0,0.0,0.0,0.0,1.4498934433504473e-05,3.1167053293756908e-06,0.0,0.0,4.988286309526302e-05,0.0,1,0,0
5,adam,5e-05,4.608588346854958e-05,1.7511648763957055e-05,0.0,0.0,0.0,0.0,9.789721957531583e-06,2.712776492330704e-06,0.0,0.0,1.6071735785772034e-05,0.0,8.713965507922694e-05,1.8582972188596614e-05,0.0,0.0,0.0,0.0,1.2526651516964193e-05,2.2637850634055212e-06,0.0,0.0,5.376624903874472e-05,0.0,1,0,0
6,adam,5e-05,4.1037607388716424e-05,1.3458268256272277e-05,0.0,0.0,0.0,0.0,8.430740791709468e-06,2.2480306398620087e-06,0.0,0.0,1.6900567686661816e-05,0.0,8.10924539109692e-05,1.6075455278041773e-05,0.0,0.0,0.0,0.0,1.2150326256232802e-05,1.772552536749572e-06,0.0,0.0,5.109412086312659e-05,0.0,1,0,0
7,adam,5e-05,4.1239739175580326e-05,1.2842905903198698e-05,0.0,0.0,0.0,0.0,1.060743534253561e-05,2.0848120172445306e-06,0.0,0.0,1.5704585791809222e-05,0.0,8.496771624777466e-05,1.6556658010813408e-05,0.0,0.0,0.0,0.0,1.4367928088176996e-05,2.06211780096055e-06,0.0,0.0,5.198100916459225e-05,0.0,1,0,0
8,adam,5e-05,3.5212278021390375e-05,1.1070899233800446e-05,0.0,0.0,0.0,0.0,9.099653709654376e-06,1.855622457469508e-06,0.0,0.0,1.3186102762574592e-05,0.0,8.329332922585309e-05,1.4617533452110365e-05,0.0,0.0,0.0,0.0,1.051343497238122e-05,1.8622595234774053e-06,0.0,0.0,5.63001049158629e-05,0.0,1,0,0
9,adam,5e-05,3.088378605298203e-05,9.689743876606371e-06,0.0,0.0,0.0,0.0,7.5816649598436925e-06,1.7742557218980437e-06,0.0,0.0,1.1838121594109907e-05,0.0,7.350017403950915e-05,1.3299842066771816e-05,0.0,0.0,0.0,0.0,1.110929861170007e-05,1.6930586070884601e-06,0.0,0.0,4.739797441288829e-05,0.0,1,0,0
10,adam,5e-05,2.9393543627520557e-05,9.272853304764794e-06,0.0,0.0,0.0,0.0,7.124682809944716e-06,1.5337730019382434e-06,0.0,0.0,1.1462234311920838e-05,0.0,7.631667540408671e-05,1.3088949344819412e-05,0.0,0.0,0.0,0.0,9.828066140471492e-06,1.455459482713195e-06,0.0,0.0,5.19442000950221e-05,0.0,1,0,0
