region_source,tau,moneyness,v,rho,kappa,gamma,bar_v,r,ref_price,ref_delta,ref_gamma,ref_vega,ref_theta,ref_rho,ANN_IV_Sobolev_v01_price,ANN_IV_Sobolev_v01_price_error,ANN_IV_Sobolev_v01_price_abs_error,ANN_IV_Sobolev_v01_delta,ANN_IV_Sobolev_v01_delta_error,ANN_IV_Sobolev_v01_delta_abs_error,ANN_IV_Sobolev_v01_gamma,ANN_IV_Sobolev_v01_gamma_error,ANN_IV_Sobolev_v01_gamma_abs_error,ANN_IV_Sobolev_v01_vega,ANN_IV_Sobolev_v01_vega_error,ANN_IV_Sobolev_v01_vega_abs_error,ANN_IV_Sobolev_v01_theta,ANN_IV_Sobolev_v01_theta_error,ANN_IV_Sobolev_v01_theta_abs_error,ANN_IV_Sobolev_v01_rho,ANN_IV_Sobolev_v01_rho_error,ANN_IV_Sobolev_v01_rho_abs_error,PINN_ACV_log_learned_weights_price,PINN_ACV_log_learned_weights_price_error,PINN_ACV_log_learned_weights_price_abs_error,PINN_ACV_log_learned_weights_delta,PINN_ACV_log_learned_weights_delta_error,PINN_ACV_log_learned_weights_delta_abs_error,PINN_ACV_log_learned_weights_gamma,PINN_ACV_log_learned_weights_gamma_error,PINN_ACV_log_learned_weights_gamma_abs_error,PINN_ACV_log_learned_weights_vega,PINN_ACV_log_learned_weights_vega_error,PINN_ACV_log_learned_weights_vega_abs_error,PINN_ACV_log_learned_weights_theta,PINN_ACV_log_learned_weights_theta_error,PINN_ACV_log_learned_weights_theta_abs_error,PINN_ACV_log_learned_weights_rho,PINN_ACV_log_learned_weights_rho_error,PINN_ACV_log_learned_weights_rho_abs_error
full_grid,0.936,1.1866666666666663,0.04,-0.7,2.0,0.3,0.04,0.01,0.0248145588582796,-0.1335983331363625,0.765783885731639,0.2999588373820805,-0.0272810428847894,-0.17161676767257,0.024715307997379976,-9.925086089962454e-05,9.925086089962454e-05,-0.13287449245323613,0.0007238406831263644,0.0007238406831263644,0.7641379719918158,-0.001645913739823257,0.001645913739823257,0.2957604483363013,-0.004198389045779238,0.004198389045779238,-0.027065170477206104,0.00021587240758329587,0.00021587240758329587,-0.17092319108250542,0.0006935765900645818,0.0006935765900645818,0.05130070087485571,0.026486142016576113,0.026486142016576113,-0.17454622851421014,-0.040947895377847654,0.040947895377847654,0.3308639146848615,-0.43491997104677754,0.43491997104677754,0.41130832253755445,0.11134948515547394,0.11134948515547394,-0.06306541691719962,-0.03578437403241022,0.03578437403241022,-0.17261416180479394,-0.0009973941322239388,0.0009973941322239388
full_grid,1.0025,1.1866666666666663,0.04,-0.7,2.0,0.3,0.04,0.01,0.026606177452662,-0.1376447277195875,0.7617412768485803,0.3023521638820728,-0.0266091046197981,-0.1904194491491062,0.02649329943025519,-0.00011287802240680933,0.00011287802240680933,-0.13687550861815387,0.0007692191014336269,0.0007692191014336269,0.7600573327885385,-0.0016839440600417976,0.0016839440600417976,0.298561140225315,-0.0037910236567578193,0.0037910236567578193,-0.02641580754883735,0.0001932970709607497,0.0001932970709607497,-0.1895959636420883,0.0008234855070178848,0.0008234855070178848,0.05549520316790544,0.02888902571524344,0.02888902571524344,-0.1806066516414789,-0.04296192392189141,0.04296192392189141,1.0920117702201484,0.3302704933715681,0.3302704933715681,0.41896701462401187,0.11661485074193906,0.11661485074193906,-0.0631946343573672,-0.03658552973756911,0.03658552973756911,-0.19299257086089194,-0.002573121711785753,0.002573121711785753
full_grid,1.069,1.1866666666666663,0.04,-0.7,2.0,0.3,0.04,0.01,0.0283544671159199,-0.1413844541483893,0.7574050494181401,0.3036849912101446,-0.0259776120846587,-0.2096637033753439,0.02822957421824515,-0.00012489289767474848,0.00012489289767474848,-0.14058267579369582,0.000801778354693472,0.000801778354693472,0.7557174743521285,-0.0016875750660115818,0.0016875750660115818,0.3002996045932436,-0.003385386616900965,0.003385386616900965,-0.02580988981809283,0.00016772226656587216,0.00016772226656587216,-0.20871398714881623,0.0009497162265276748,0.0009497162265276748,0.05970004690253541,0.03134557978661551,0.03134557978661551,-0.18407780120407993,-0.04269334705569064,0.04269334705569064,-0.10415291369148291,-0.8615579631096231,0.8615579631096231,0.4188612518278168,0.11517626061767222,0.11517626061767222,-0.06314137085144184,-0.037163758766783135,0.037163758766783135,-0.21378038021127338,-0.004116676835929478,0.004116676835929478
full_grid,1.1355,1.1866666666666663,0.04,-0.7,2.0,0.3,0.04,0.01,0.0300620469408586,-0.1448569380388549,0.7528579957399173,0.3041509670509906,-0.025384318027545,-0.22932438403118,0.029926884084823274,-0.00013516285603532713,0.00013516285603532713,-0.14403406990280498,0.0008228681360499257,0.0008228681360499257,0.7511942548983706,-0.0016637408415467458,0.0016637408415467458,0.30116165893820807,-0.0029893081127825294,0.0029893081127825294,-0.02524318066677146,0.00014113736077353903,0.00014113736077353903,-0.2282542200140389,0.0010701640171411064,0.0010701640171411064,0.06388534695795672,0.03382330001709812,0.03382330001709812,-0.18333830192813852,-0.03848136388928361,0.03848136388928361,0.15969618183079026,-0.593161813909127,0.593161813909127,0.4079944777209364,0.1038435106699458,0.1038435106699458,-0.06277906987806156,-0.037394751850516564,0.037394751850516564,-0.23504248651400997,-0.005718102482829973,0.005718102482829973
full_grid,1.202,1.1866666666666663,0.04,-0.7,2.0,0.3,0.04,0.01,0.0317313673056668,-0.1480941379682064,0.7481580408958584,0.3039113522865625,-0.0248264736233304,-0.2493786327222484,0.031587685866245774,-0.000143681439421027,0.000143681439421027,-0.14726008378083125,0.0008340541873751439,0.0008340541873751439,0.7465391906790665,-0.0016188502167918672,0.0016188502167918672,0.30130285266195483,-0.0026084996246076853,0.0026084996246076853,-0.024711153608384828,0.00011532001494557118,0.00011532001494557118,-0.2481951623841736,0.0011834703380747824,0.0011834703380747824,0.06806385974625269,0.03633249244058589,0.03633249244058589,-0.18844540184475167,-0.04035126387654528,0.04035126387654528,1.5060797838317603,0.757921742935902,0.757921742935902,0.4118356378831556,0.10792428559659306,0.10792428559659306,-0.06301000922864786,-0.038183535605317453,0.038183535605317453,-0.2568198046079448,-0.0074411718856964015,0.0074411718856964015
full_grid,1.2685,1.1866666666666663,0.04,-0.7,2.0,0.3,0.04,0.01,0.03336468960283,-0.1511222690157859,0.7433469466133813,0.3031003233875157,-0.0243011880629584,-0.2698054453470659,0.033214140030734,-0.0001505495720959954,0.0001505495720959954,-0.15028529159200907,0.0008369774237768357,0.0008369774237768357,0.7417884439808519,-0.0015585026325294349,0.0015585026325294349,0.3008533835600457,-0.0022469398274699848,0.0022469398274699848,-0.02420948153010287,9.170653285553096e-05,9.170653285553096e-05,-0.26851643961756166,0.0012890057295042445,0.0012890057295042445,0.07227774573997425,0.038913056137144256,0.038913056137144256,-0.1997075710567555,-0.048585302040969586,0.048585302040969586,2.3355270174627605,1.5921800708493792,1.5921800708493792,0.430209396183355,0.12710907279583933,0.12710907279583933,-0.06377757992081007,-0.039476391857851664,0.039476391857851664,-0.27915492161502564,-0.009349476267959733,0.009349476267959733
full_grid,1.335,1.1866666666666663,0.04,-0.7,2.0,0.3,0.04,0.01,0.0349640841225051,-0.153963086403597,0.738455770329058,0.3018294045291975,-0.0238056286610845,-0.2905853737841231,0.03480813362259047,-0.00015595049991463245,0.00015595049991463245,-0.15312984804709717,0.0008332383564998158,0.0008332383564998158,0.7369684393075152,-0.0014873310215427482,0.0014873310215427482,0.2999221967550641,-0.0019072077741333904,0.0019072077741333904,-0.023734297013128496,7.133164795600222e-05,7.133164795600222e-05,-0.28919859591771985,0.0013867778664032326,0.0013867778664032326,0.07654897160542762,0.041584887482922515,0.041584887482922515,-0.21272099823425797,-0.05875791183066098,0.05875791183066098,2.369386996818754,1.6309312264896962,1.6309312264896962,0.4517400401481766,0.1499106356189791,0.1499106356189791,-0.06467225120730262,-0.04086662254621812,0.04086662254621812,-0.30205538677908206,-0.011470012994958978,0.011470012994958978
full_grid,1.4015,1.1866666666666663,0.04,-0.7,2.0,0.3,0.04,0.01,0.0365314378128744,-0.156634848350529,0.7335083227597359,0.30019117873646,-0.0233371259960186,-0.3117003148511532,0.03637131510952521,-0.00016012270334919004,0.00016012270334919004,-0.15581053644814088,0.0008243119023881029,0.0008243119023881029,0.7320993559428116,-0.001408966816924262,0.001408966816924262,0.2986004185521812,-0.0015907601842787833,0.0015907601842787833,-0.023282300928281884,5.482506773671694e-05,5.482506773671694e-05,-0.31022301801371244,0.0014772968374407447,0.0014772968374407447,0.08087558481197281,0.04434414699909841,0.04434414699909841,-0.22390676005128668,-0.06727191170075769,0.06727191170075769,1.8521768506407934,1.1186685278810575,1.1186685278810575,0.46786386002715213,0.16767268129069213,0.16767268129069213,-0.06541222854161002,-0.04207510254559142,0.04207510254559142,-0.32547689839918365,-0.013776583548030463,0.013776583548030463
full_grid,1.468,1.1866666666666663,0.04,-0.7,2.0,0.3,0.04,0.01,0.0380684669986018,-0.1591530437318219,0.7285233807766933,0.2982623978673306,-0.0228932228294636,-0.3331333558159477,0.03790513300916823,-0.00016333398943357141,0.00016333398943357141,-0.1583415512173116,0.0008114925145102925,0.0008114925145102925,0.7271972817231519,-0.0013260990535414185,0.0013260990535414185,0.29696423984776066,-0.0012981580195699505,0.0012981580195699505,-0.022850775366341516,4.244746312208336e-05,4.244746312208336e-05,-0.331571931628812,0.0015614241871357293,0.0015614241871357293,0.08524305382513346,0.04717458682653166,0.04717458682653166,-0.2317144591828007,-0.0725614154509788,0.0725614154509788,1.172079710013745,0.4435563292370517,0.4435563292370517,0.47517412201695153,0.17691172414962092,0.17691172414962092,-0.06589758040706045,-0.04300435757759685,0.04300435757759685,-0.3493322552038721,-0.016198899387924404,0.016198899387924404
full_grid,1.5345,1.1866666666666663,0.04,-0.7,2.0,0.3,0.04,0.01,0.0395767321624217,-0.1615309462670654,0.7235161206279965,0.2961065893199975,-0.0224716902313568,-0.354868656798786,0.03941087333647775,-0.00016585882594395002,0.00016585882594395002,-0.1607350801105089,0.0007958661565564962,0.0007958661565564962,0.7222755269887035,-0.001240593639293075,0.001240593639293075,0.2950773384031993,-0.00102925091679823,0.00102925091679823,-0.022437540740036434,3.4149491320367015e-05,3.4149491320367015e-05,-0.35322843163018636,0.0016402251685996294,0.0016402251685996294,0.08963497925806281,0.05005824709564111,0.05005824709564111,-0.23638800259331832,-0.07485705632625292,0.07485705632625292,0.6362556560190217,-0.08726046460897485,0.08726046460897485,0.47457902027649834,0.17847243095650084,0.17847243095650084,-0.06615952674808034,-0.04368783651672355,0.04368783651672355,-0.37351757458189805,-0.018648917783112062,0.018648917783112062
full_grid,1.601,1.1866666666666663,0.04,-0.7,2.0,0.3,0.04,0.01,0.0410576531204067,-0.1637800399531094,0.7184990595523755,0.293776240497861,-0.0220705251110275,-0.3768913574841526,0.040889693128277615,-0.00016795999212908252,0.00016795999212908252,-0.16300173602558088,0.0007783039275285342,0.0007783039275285342,0.7173454173227901,-0.001153642229585361,0.001153642229585361,0.29299291210447354,-0.0007833283933874613,0.0007833283933874613,-0.02204088438458925,2.9640726438250747e-05,2.9640726438250747e-05,-0.37517652059589024,0.00171483688826235,0.00171483688826235,0.09403899636474132,0.05298134324433462,0.05298134324433462,-0.23892276260522038,-0.07514272265211097,0.07514272265211097,0.2897844311157052,-0.4287146284366703,0.4287146284366703,0.46883564912056236,0.17505940862270136,0.17505940862270136,-0.06627232041467164,-0.04420179530364414,0.04420179530364414,-0.3979433260150206,-0.021051968530867993,0.021051968530867993
full_grid,1.6675,1.1866666666666663,0.04,-0.7,2.0,0.3,0.04,0.01,0.0425125236641733,-0.165910348307081,0.7134826853898493,0.2913146286974555,-0.0216879377500968,-0.3991875000951164,0.04234264878978869,-0.00016987487438461374,0.00016987487438461374,-0.16515087660280287,0.0007594717042781474,0.0007594717042781474,0.7124167681560227,-0.001065917233826541,0.001065917233826541,0.29075538315126515,-0.0005592455461903567,0.0005592455461903567,-0.021659478573741467,2.8459176355334626e-05,2.8459176355334626e-05,-0.39740114067370935,0.0017863594214070355,0.0017863594214070355,0.09844688827874419,0.05593436461457089,0.05593436461457089,-0.2399487907179478,-0.0740384424108668,0.0740384424108668,-0.0007380447791706583,-0.7142207301690199,0.7142207301690199,0.4598420746734416,0.16852744597598612,0.16852744597598612,-0.06627989668898066,-0.044591958938883854,0.044591958938883854,-0.4225506023904646,-0.023363102295348215,0.023363102295348215
