region,model,price,delta,gamma,vega,theta,rho,n
general,PINN_price01_right_vzero,0.0491197071245761,0.4251519936803591,2.328290061760872,0.1224435498258268,0.038448114436455,0.2434037355424788,961
general,ANN_IV_Sobolev_v01,0.0001896687697203,0.003273381869525,0.4962417993931747,0.004992478103815,0.009504268988254,0.0008761684524726,961
kink,PINN_price01_right_vzero,0.0087080468367736,0.4970133338393053,11.50098976644712,0.0723677935804397,0.1931870228166737,0.0403157480787664,441
kink,ANN_IV_Sobolev_v01,5.528213154265736e-05,0.0037424405472797,0.5470410687784305,0.0066539347266196,0.0110020661273135,0.0002891077223166,441
no_kink,PINN_price01_right_vzero,0.0492417077400358,0.424164729844159,1.9608450409426093,0.122287698816582,0.03076195197687,0.2440153940208681,956
no_kink,ANN_IV_Sobolev_v01,0.0001900594370091,0.0030441767776212,0.4728153181190531,0.0049885051292245,0.0090339919578768,0.000878401651378,956
