region_source,tau,moneyness,v,rho,kappa,gamma,bar_v,r,ref_price,ref_delta,ref_gamma,ref_vega,ref_theta,ref_rho
hard_grid,0.01625,0.991,0.04,-0.7,2.0,0.3,0.04,0.01,0.015022893151373506,-0.6205474764102537,15.473735665176804,0.11862725286535358,-0.28195576353321744,-0.010237263436951447
hard_grid,0.018500000000000003,0.991,0.04,-0.7,2.0,0.3,0.04,0.01,0.01563840911788894,-0.6106518839727659,14.602010338019355,0.12716561573466767,-0.2656549726900674,-0.011484696883495526
hard_grid,0.02075,0.991,0.04,-0.7,2.0,0.3,0.04,0.01,0.016220226065779553,-0.6022253957943171,13.867604575895513,0.13515374133300262,-0.25187814084900767,-0.01272028106093236
hard_grid,0.023000000000000003,0.991,0.04,-0.7,2.0,0.3,0.04,0.01,0.016773290886984205,-0.594905238589547,13.235993848014047,0.1426635912503449,-0.240014385858556,-0.013945460793572215
hard_grid,0.025250000000000005,0.991,0.04,-0.7,2.0,0.3,0.04,0.01,0.017301408415927755,-0.5884504753330937,12.684155877504814,0.14975343837920874,-0.22964474239848218,-0.015161509694143389
hard_grid,0.027500000000000004,0.991,0.04,-0.7,2.0,0.3,0.04,0.01,0.017807588120174023,-0.5826909538073171,12.196075927720344,0.15647242696070673,-0.22047220393649009,-0.016369493891938723
hard_grid,0.029750000000000002,0.991,0.04,-0.7,2.0,0.3,0.04,0.01,0.01829426661510314,-0.5775011537316495,11.760144430475258,0.1628623726646088,-0.2122791133011902,-0.017570287821404344
hard_grid,0.032,0.991,0.04,-0.7,2.0,0.3,0.04,0.01,0.018763454533981982,-0.5727855739141088,11.367636041815093,0.16895880767197602,-0.2049011071819703,-0.018764606665051635
hard_grid,0.03425,0.991,0.04,-0.7,2.0,0.3,0.04,0.01,0.019216836763266132,-0.5684698886781554,11.011797468193254,0.1747918607033091,-0.19821086209880553,-0.019953039503183716
hard_grid,0.0365,0.991,0.04,-0.7,2.0,0.3,0.04,0.01,0.01965584320453284,-0.5644952284534099,10.68727973551134,0.18038708333176512,-0.192107652179646,-0.021136077432968067
hard_grid,0.03875,0.991,0.04,-0.7,2.0,0.3,0.04,0.01,0.020081700306326944,-0.5608142880676024,10.389769368087197,0.18576620866571714,-0.1865104109596997,-0.02231413556652615
hard_grid,0.041,0.991,0.04,-0.7,2.0,0.3,0.04,0.01,0.020495469613401984,-0.5573885788331889,10.1157382115175,0.19094781699391028,-0.18135296255767597,-0.02348756960072078
hard_grid,0.043250000000000004,0.991,0.04,-0.7,2.0,0.3,0.04,0.01,0.02089807725771986,-0.5541864357903776,9.862266939520165,0.19594789778364285,-0.17658063969974275,-0.02465668811919887
hard_grid,0.045500000000000006,0.991,0.04,-0.7,2.0,0.3,0.04,0.01,0.021290336939736698,-0.5511815437436383,9.626916367231807,0.20078031154673193,-0.1721478188984522,-0.025821761728930637
hard_grid,0.04775,0.991,0.04,-0.7,2.0,0.3,0.04,0.01,0.021672968111662416,-0.5483518300676451,9.407631122417673,0.2054571631101887,-0.16801608234463938,-0.02698302991409047
hard_grid,0.05,0.991,0.04,-0.7,2.0,0.3,0.04,0.01,0.02204661054905077,-0.5456786222554744,9.202666052601296,0.2099891006971596,-0.16415282089489724,-0.028140706260211215
hard_grid,0.005,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.008949867159415703,-0.6699408294642595,29.11882264665269,0.07003387215887358,-0.5429736141729112,-0.003374355258234466
hard_grid,0.00725,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.01005024959321632,-0.6297778231578235,23.779846071423265,0.08296690508002569,-0.44466314520777395,-0.004611358192137633
hard_grid,0.009500000000000001,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.010979632665374717,-0.607541676042711,20.59091522288506,0.09412123454938781,-0.3857735923906592,-0.0058413225571924045
hard_grid,0.01175,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.011800335860457922,-0.5929845767731337,18.46956061068221,0.10429109288178617,-0.3460276087725234,-0.007064417310782264
hard_grid,0.014000000000000002,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.012544648656251045,-0.5822221562836027,16.936964199046685,0.11373428690583154,-0.31693447591833374,-0.008277828608030134
hard_grid,0.01625,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.013231395747926866,-0.5736419182269028,15.758097250743063,0.1225551343222333,-0.2943730784038387,-0.009480761265063812
hard_grid,0.018500000000000003,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.013872543618382416,-0.5664885015371262,14.808560694344273,0.1308174459782363,-0.2761290184952336,-0.01067379911170636
hard_grid,0.02075,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.014476239971636495,-0.5603567948144459,14.018026155579484,0.13857690034548664,-0.26091867863691803,-0.01185802105085686
hard_grid,0.023000000000000003,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.015048351157706419,-0.5550005570886434,13.344065280978409,0.1458870057656263,-0.2479483971346808,-0.013034534812787865
hard_grid,0.025250000000000005,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.015593293916120632,-0.5502549214864185,12.7593942395802,0.15279800716997527,-0.23669818494365288,-0.014204303818308912
hard_grid,0.027500000000000004,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.01611451168550304,-0.5460020222722015,12.245407772796375,0.15935517386532372,-0.22680948203783052,-0.01536811435016213
hard_grid,0.029750000000000002,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.016614762479160605,-0.5421539778203481,11.788770413001867,0.16559799633788663,-0.2180241055007356,-0.01652659553886953
hard_grid,0.032,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.017096302121621387,-0.5386434386892045,11.379536975161077,0.17156024556073557,-0.21014947629023706,-0.01768025216571794
hard_grid,0.03425,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.01756100659544413,-0.5354177795742725,11.010061756704758,0.17727052780810226,-0.20303785551026018,-0.018829495072610274
hard_grid,0.0365,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.018010457230284493,-0.5324352511497406,10.674329807161744,0.18275302800401788,-0.1965733474529491,-0.019974665035869185
hard_grid,0.03875,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.018446002140679818,-0.5296622996975788,10.367524362714377,0.18802825830108943,-0.19066339320602946,-0.021116050211552807
hard_grid,0.041,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.018868801819933,-0.5270716402903783,10.085733286956208,0.1931137254750026,-0.18523297694690422,-0.02225389850301139
hard_grid,0.043250000000000004,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.019279863763740357,-0.5246408432127865,9.825741759742163,0.19802448926900035,-0.18022054353784062,-0.023388426277920996
hard_grid,0.045500000000000006,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.01968006925724275,-0.5223512819367091,9.58488122413283,0.20277361358625745,-0.17557504020323433,-0.024519824579356142
hard_grid,0.04775,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.020070194419342324,-0.5201873411481177,9.360916661292059,0.20737252473268608,-0.17125372337694433,-0.025648263650107368
hard_grid,0.05,0.994,0.04,-0.7,2.0,0.3,0.04,0.01,0.020450926950567272,-0.5181358143933341,9.151960915859723,0.2118312940030654,-0.16722050237010788,-0.026773896322877147
hard_grid,0.005,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.007075017604801781,-0.5788741053058324,31.283319711994807,0.07655618406660225,-0.6018423104485834,-0.00292106250297359
hard_grid,0.00725,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.008269581927674907,-0.5569038164467308,24.638877444469728,0.08737940768127439,-0.47418446918035684,-0.004085394480206768
hard_grid,0.009500000000000001,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.009250470774065156,-0.5450388514771731,20.978878488195605,0.09738150066045459,-0.4036941523300338,-0.0052502149541196665
hard_grid,0.01175,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.01010494188634914,-0.5371790607174383,18.66767606857065,0.10697581873024403,-0.358738749930605,-0.006411651468704219
hard_grid,0.014000000000000002,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.010874468657815495,-0.5311778278476069,17.043792571056805,0.1161088479733145,-0.32688567345561986,-0.007566422682306277
hard_grid,0.01625,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.0115815476750466,-0.5262301088282602,15.811596584476554,0.12472806857598823,-0.3026105060942043,-0.008713785700373237
hard_grid,0.018500000000000003,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.01223981307605615,-0.5219898516336414,14.826019587941618,0.13283182982797787,-0.28316982099968285,-0.009854278360363688
hard_grid,0.02075,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.01285829642807601,-0.5182767309969591,14.009130744675906,0.1404521106744484,-0.2670608504499024,-0.010988789092564889
hard_grid,0.023000000000000003,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.01344340518590681,-0.5149778866083174,13.315231005637802,0.1476351201466593,-0.2533864180102024,-0.012118156237091102
hard_grid,0.025250000000000005,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.013999924331314917,-0.5120135678421835,12.715280463662257,0.154429257375591,-0.2415698687102694,-0.013243055649616715
hard_grid,0.027500000000000004,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.014531564916695938,-0.5093238033110961,12.189528739676259,0.1608792684802549,-0.23121735240426383,-0.014364003412491187
hard_grid,0.029750000000000002,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.015041287008173199,-0.5068621880961928,11.723809208062157,0.16702415340354076,-0.2220466430649498,-0.015481390934067245
hard_grid,0.032,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.015531502560947152,-0.5045922980939093,11.307549370287838,0.172896979382327,-0.2138478790764926,-0.016595520760338482
hard_grid,0.03425,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.01600421015491249,-0.5024852655591641,10.932626487103889,0.17852550110407814,-0.20646051720550693,-0.017706634182170937
hard_grid,0.0365,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.016461088641994914,-0.500518005933893,10.59266371295966,0.18393301578138233,-0.19975900274501815,-0.01881493023037016
hard_grid,0.03875,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.016903564624536793,-0.4986718845975062,10.282570591480347,0.1891391935200617,-0.193643398280733,-0.019920578050769668
hard_grid,0.041,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.01733286246837573,-0.4969317082264002,9.998228133875877,0.1941607876281731,-0.18803299168614496,-0.021023724798373875
hard_grid,0.043250000000000004,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.01775004220391385,-0.49528496176870185,9.736264791307729,0.19901220706085934,-0.18286178570267014,-0.022124500698026198
hard_grid,0.045500000000000006,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.018156028766663,-0.4937212312010608,9.493892613178634,0.20370596475478672,-0.17807522836193157,-0.023223022380472524
hard_grid,0.04775,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.018551634893210878,-0.4922317658673041,9.268784929865088,0.20825302491221948,-0.17362779154156854,-0.02431939518585386
hard_grid,0.05,0.997,0.04,-0.7,2.0,0.3,0.04,0.01,0.01893757927804307,-0.49080914507676,9.058983583966992,0.21266307199962559,-0.16948114621254967,-0.02541371484597861
hard_grid,0.005,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.005480244819346947,-0.4841997871466859,31.49945219410698,0.07841049741033801,-0.6243473941079742,-0.0024484001598301473
hard_grid,0.00725,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.006709911262311241,-0.4829462802800677,24.50045905581125,0.0883094765870411,-0.48494130917091494,-0.003550007388682259
hard_grid,0.009500000000000001,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.00770967634527675,-0.48225738911017757,20.779736647723112,0.09793495852519704,-0.4104040692259251,-0.004654687121826753
hard_grid,0.01175,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.008577262927709328,-0.4813701568593558,18.475065126178905,0.10742049723305773,-0.3639021228805857,-0.005756882182497994
hard_grid,0.014000000000000002,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.009357467750042092,-0.4802458762433126,16.864640882771063,0.11652612803376619,-0.33128166560397,-0.006854446815907127
hard_grid,0.01625,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.010073835895127559,-0.4789962880873553,15.64145106565202,0.1251245254673939,-0.30649662035458886,-0.007947389514715356
hard_grid,0.018500000000000003,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.010740379474709405,-0.47771526049811897,14.660809742326663,0.13319527174464502,-0.2866553767051561,-0.009036429339497342
hard_grid,0.02075,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.011366319763108756,-0.47645566484402835,13.846733402173378,0.14077155458573248,-0.2702133839905602,-0.010122306180597996
hard_grid,0.023000000000000003,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.011958197523872172,-0.47524080477752584,13.154880281878512,0.14790507649081328,-0.2562587945799314,-0.011205577052932167
hard_grid,0.025250000000000005,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.012520906451793823,-0.474077617575432,12.556880412502565,0.15464884514791755,-0.2442062424124987,-0.012286612731687425
hard_grid,0.027500000000000004,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.013058248505922077,-0.47296534682995883,12.033227025938004,0.16105037207954703,-0.23365450762221596,-0.013365648871736656
hard_grid,0.029750000000000002,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.0135732589582791,-0.4719002414413236,11.569789455029259,0.16714993258646482,-0.2243147859667638,-0.014442836636888216
hard_grid,0.032,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.014068411180911622,-0.4708778026796825,11.15595096648262,0.17298094241081888,-0.21597156006348642,-0.015518278843539172
hard_grid,0.03425,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.014545753558144248,-0.46989372639846927,10.783526289224653,0.17857102250242737,-0.2084596188740679,-0.016592052188514166
hard_grid,0.0365,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.01500700530278376,-0.4689442176565777,10.446082826870935,0.18394313483021504,-0.20164966247168917,-0.017664219638016662
hard_grid,0.03875,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.015453625865256893,-0.4680260331604149,10.13848834075035,0.18911656616460465,-0.19543879549620782,-0.018734836787244503
hard_grid,0.041,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.015886866547417555,-0.4671364228949688,9.85659570389209,0.1941077106661779,-0.18974398392800537,-0.019803954867137583
hard_grid,0.043250000000000004,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.016307809675285667,-0.46627304675095793,9.597016091600814,0.19893066897889278,-0.18449740639187506,-0.020871622040435092
hard_grid,0.045500000000000006,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.016717398825833674,-0.4654338958021622,9.356952082021586,0.20359770036545066,-0.17964306987977424,-0.021937883905573663
hard_grid,0.04775,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.017116462479033756,-0.4646172271867126,9.134072782952074,0.20811956402013718,-0.17513429811651196,-0.023002783681539248
hard_grid,0.05,1.0,0.04,-0.7,2.0,0.3,0.04,0.01,0.017505732752629677,-0.4638215131575514,8.926419167452494,0.2125057791307953,-0.17093183797550293,-0.024066362295509028
hard_grid,0.005,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.0041675026381304825,-0.3918249406597667,29.778157105771527,0.07540374227029756,-0.6078371704322892,-0.0019858395905994006
hard_grid,0.00725,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.005370031174081413,-0.4108505636068358,23.41634011396502,0.08576761070935734,-0.4763548708413946,-0.0030265353119200544
hard_grid,0.009500000000000001,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.006355491215234821,-0.42090409767489234,20.038476923206048,0.09585987117732975,-0.4058618848200407,-0.004070961861239944
hard_grid,0.01175,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.00721558979812531,-0.42668799036527005,17.923844374988278,0.10570791481674469,-0.3615696142336338,-0.005113407818580232
hard_grid,0.014000000000000002,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.007992050494469827,-0.4302539465567108,16.421905567793715,0.11505559158155787,-0.3301661161266774,-0.006153514624471966
hard_grid,0.01625,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.008706741390505202,-0.432588996075566,15.263949314356523,0.12380067138149586,-0.3060563994324976,-0.007192144447382368
hard_grid,0.018500000000000003,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.009372765440104569,-0.43419520459942085,14.32555476241798,0.13195504512174772,-0.2865990615981128,-0.008230105279586519
hard_grid,0.02075,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.009998856211950402,-0.435339583949208,13.541207428584215,0.13957761998842355,-0.2703847529508095,-0.009267872522444865
hard_grid,0.023000000000000003,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.01059129170892592,-0.43617132369756995,12.871907720906151,0.1467369569200323,-0.256572840198889,-0.010305635975684554
hard_grid,0.025250000000000005,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.011154820570626667,-0.43677881414376607,12.292028300886443,0.15349590417686354,-0.24461502461796733,-0.011343410271709837
hard_grid,0.027500000000000004,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.011693161010196795,-0.43721791471444504,11.783513113206638,0.1599072451854876,-0.23412947470187825,-0.012381125060391539
hard_grid,0.029750000000000002,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.012209296913578749,-0.43752622648610995,11.333044068131784,0.16601387650121147,-0.2248377732981407,-0.013418681036854667
hard_grid,0.032,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.012705667923359698,-0.4377304871289791,10.930497959163972,0.1718504262733258,-0.2165302203521502,-0.014455979088439257
hard_grid,0.03425,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.013184298854438614,-0.4378505493861091,10.568017507295025,0.1774450384995646,-0.20904507216322188,-0.01549293269618817
hard_grid,0.0365,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.013646891606606149,-0.437901631883161,10.239406295471554,0.1828208916516565,-0.20225524857946756,-0.016529471336067733
hard_grid,0.03875,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.014094892455253971,-0.43789567090493975,9.939712472239933,0.18799736998743577,-0.19605937589683217,-0.017565539701950163
hard_grid,0.041,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.014529542442789145,-0.4378421844536273,9.664931934401068,0.19299092920375904,-0.1903755228089888,-0.018601095391440822
hard_grid,0.043250000000000004,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.014951915791532544,-0.43774885705828304,9.411791739738007,0.19781572693452198,-0.18513669930938137,-0.019636106339957896
hard_grid,0.045500000000000006,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.015362949621686939,-0.437621954548181,9.177589515458791,0.2024840830862521,-0.1802875554412631,-0.020670548536525002
hard_grid,0.04775,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.01576346724078881,-0.43746662873500064,8.960072912783538,0.20700682039931206,-0.17578192018522903,-0.021704404177410215
hard_grid,0.05,1.0030000000000001,0.04,-0.7,2.0,0.3,0.04,0.01,0.016154196608292093,-0.43728714687446235,8.75734816044357,0.21139352134524214,-0.17158094121148626,-0.022737660246169092
hard_grid,0.005,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.0031215327452662756,-0.30716843382911563,26.427079017244182,0.06809628147054192,-0.5557234460401578,-0.0015606648858867787
hard_grid,0.00725,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.00424030845695933,-0.343233143687673,21.550010605869545,0.08018638298331493,-0.45021874395736183,-0.0025341131697989416
hard_grid,0.009500000000000001,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.005181312667066673,-0.36247896963594783,18.845784303792925,0.09146912691062847,-0.39105304524538786,-0.0035134339831478425
hard_grid,0.01175,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.006015001706405121,-0.37413295051491957,17.067207713336984,0.10205982738123853,-0.35229548642579106,-0.004493114811611923
hard_grid,0.014000000000000002,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.006774257724687205,-0.3819445400880568,15.749316682332903,0.11185798892958077,-0.3238636807032729,-0.005474146510745868
hard_grid,0.01625,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.007476884266945261,-0.38759672802361855,14.702474160372645,0.1208795046919946,-0.30149283355304396,-0.006457736880703977
hard_grid,0.018500000000000003,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.00813396692728996,-0.39191449954022417,13.837853130415056,0.12921166210125223,-0.28313853313706633,-0.007444399139097956
hard_grid,0.02075,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.008753166654606015,-0.3953375371918444,13.106658807662598,0.13695739448923283,-0.2676761311172538,-0.008434101628194236
hard_grid,0.023000000000000003,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.009340149859874303,-0.3981202593045605,12.478108844078506,0.14420945116136008,-0.2544079778762656,-0.009426530006565889
hard_grid,0.025250000000000005,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.009899290635902891,-0.4004218291904671,11.930853959656133,0.15104339747104967,-0.24286155307065269,-0.010421272182738212
hard_grid,0.027500000000000004,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.010434061655403615,-0.40234888068635577,11.44923381873572,0.15751852507482078,-0.23269767773496658,-0.011417918479711651
hard_grid,0.029750000000000002,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.010947276039506626,-0.4039769261367461,11.021387325208224,0.16368105676676836,-0.22366355406296645,-0.012416104896058981
hard_grid,0.032,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.011441248942930526,-0.40536173905537254,10.638151250300623,0.16956739215022554,-0.21556589094098744,-0.013415525069844274
hard_grid,0.03425,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.011917911157228844,-0.40654581041214755,10.292344405514498,0.17520671659489706,-0.2082540742486597,-0.014415927627790807
hard_grid,0.0365,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.012378891699702632,-0.40756225958279657,9.978270361171994,0.1806229141919552,-0.20160893326446608,-0.01541710815665974
hard_grid,0.03875,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.012825579255699715,-0.4084373523271214,9.691359409095384,0.18583591595038573,-0.19553491883729487,-0.016418900283250472
hard_grid,0.041,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.013259168688081746,-0.4091922075900776,9.427905898837707,0.19086263908454315,-0.18995450283666143,-0.01742116771047174
hard_grid,0.043250000000000004,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.013680696749660881,-0.4098440021087182,9.184873404163085,0.19571764567471572,-0.18480408884051763,-0.018423797744172146
hard_grid,0.045500000000000006,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.014091069853461646,-0.41040684666319294,8.959749002714574,0.20041361316885264,-0.18003098100669385,-0.019426696270646693
hard_grid,0.04775,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.014491085919461244,-0.4108924378446108,8.750433433400197,0.20496167919846597,-0.1755911085285098,-0.020429783943176967
hard_grid,0.05,1.006,0.04,-0.7,2.0,0.3,0.04,0.01,0.014881451749536478,-0.4113105510313346,8.555157612189014,0.20937170154021034,-0.1714472974849107,-0.021432993304353012
hard_grid,0.005,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.0023125822641122395,-0.23435946980307065,21.98311617199056,0.05767762228337325,-0.47668993661291176,-0.001193906436477066
hard_grid,0.00725,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.0033041299995997253,-0.28209101666786296,19.144358502238788,0.0723313103874812,-0.4103072970218954,-0.002087521252176717
hard_grid,0.009500000000000001,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.004176497639033494,-0.3081605913587673,17.322263011425264,0.08525134211321284,-0.36778868957265287,-0.0029935500760402325
hard_grid,0.01175,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.004967839078822367,-0.3245238720682586,15.97160152666305,0.09679995566806876,-0.33703227941341934,-0.003905846005449423
hard_grid,0.014000000000000002,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.005698067074203728,-0.33594696787146816,14.8879126947582,0.10716246206844504,-0.3129253726796651,-0.004825359807191197
hard_grid,0.01625,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.006379232526414813,-0.34452995263072594,13.985286330399532,0.11653635954522645,-0.2931571507547019,-0.005752661764375808
hard_grid,0.018500000000000003,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.0070196105939362985,-0.35129937941343314,13.218933988183835,0.1251091301781082,-0.2765183998635076,-0.006687392661808716
hard_grid,0.02075,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.0076253528877858745,-0.3568117844044636,12.560020285046676,0.13303555713532056,-0.26227038660831387,-0.007628705199551656
hard_grid,0.023000000000000003,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.008201238334638705,-0.3613995193100017,11.987512689251844,0.14043423448752645,-0.2499080882214389,-0.008575627126324023
hard_grid,0.025250000000000005,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.008751075026357635,-0.3652781505149676,11.485260454799658,0.14739338902405996,-0.23906304505374718,-0.009527247404623036
hard_grid,0.027500000000000004,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.009277949639147631,-0.36859685003182463,11.040648720894424,0.15397859489192478,-0.22945689672170405,-0.010482784711334646
hard_grid,0.029750000000000002,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.009784398148133922,-0.37146389399405777,10.64376481387832,0.1602393916821494,-0.2208750721106819,-0.011441596148847148
hard_grid,0.032,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.010272529035377342,-0.3739606205586643,10.286784089025417,0.16621415683862106,-0.21314983221165307,-0.012403161445730275
hard_grid,0.03425,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.010744114657630699,-0.3761496774362616,9.963493292883143,0.17193344963594615,-0.2061484881222901,-0.013367060517285693
hard_grid,0.0365,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.011200660050442401,-0.37808023716924843,9.668920357420205,0.17742223697402681,-0.1997649065045848,-0.014332952106428917
hard_grid,0.03875,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.01164345531130273,-0.3797914816607726,9.399050116707443,0.1827013662032524,-0.1939132762906284,-0.0153005560868971
hard_grid,0.041,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.012073615872491339,-0.38131502981483933,9.15060819760437,0.1877885514429931,-0.18852348953333076,-0.016269639719182147
hard_grid,0.043250000000000004,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.012492113766821689,-0.38267668165334356,8.920897624750708,0.1926990507975277,-0.18353769247016521,-0.017240007300255836
hard_grid,0.045500000000000006,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.012899802144270334,-0.3838977000121453,8.707675360016552,0.19744614693884022,-0.17890769086681257,-0.018211492456271794
hard_grid,0.04775,1.009,0.04,-0.7,2.0,0.3,0.04,0.01,0.01329743469158673,-0.3849957687278849,8.509058704131476,0.20204150057021364,-0.17459298191438283,-0.01918395239489041
