run_dir,split,n_total,n_outliers_used,outlier_mode,outlier_quantile_threshold,n_outliers_hard_abs_error_gt_threshold,n_outliers_q,n_floor_iv,global_mse,global_rmse,global_mae,error_p99,error_p999,mse_contrib_outliers_hard,mse_contrib_floor_iv,mse_contrib_region_tau_lt_0_25_m_lt_0_8,mse_contrib_region_excluding_hard_outliers,reference_non_outliers_n,vega_feature,outlier_abs_vega_p50,outlier_abs_vega_p90
/Users/jenriquezafra/Proyectos/Dev/python/TFM/TFM/outputs/runs/Liu_like_v01,val,100000,13,abs_error_gt_0.05,0.003401578903316547,13,100,53,4.648693219635435e-06,0.0021560828415521133,0.0004113226698753911,0.001712446321933832,0.003401578903316547,4.312765335873891e-06,2.4426375908638753e-06,4.3693744409051696e-06,5.6609105031278086e-08,1200,v0,11.021935006733843,30.590360865560438
/Users/jenriquezafra/Proyectos/Dev/python/TFM/TFM/outputs/runs/Liu_like_v01,test,100000,24,abs_error_gt_0.05,0.0036924669514408655,24,100,42,9.175271287483039e-06,0.0030290710271439723,0.00042925121834350334,0.001756039680001943,0.0036924669514408655,8.804899445922879e-06,3.5926637367847516e-06,8.877601426873408e-06,7.27019809505297e-08,1200,v0,12.07297081269948,34.005361033752955
