tau,moneyness,v,rho,kappa,gamma,bar_v,r,row_index,fd_delta,ad_delta,ad_minus_fd_delta,fd_gamma,ad_gamma,ad_minus_fd_gamma,fd_vega,ad_vega,ad_minus_fd_vega,fd_theta,ad_theta,ad_minus_fd_theta,fd_rho,ad_rho,ad_minus_fd_rho
0.4261666666666667,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,38,-0.9601594603927954,-0.9601594474396794,1.2953116024227995e-08,-0.024904850404183776,-0.024904890063726197,-3.96595424209667e-08,-0.009553876385293147,-0.009553876222147858,1.6314528894501024e-10,0.01110108735491444,0.011101087321730206,-3.318423487386202e-11,-0.6022456230518614,-0.6022477659435264,-2.1428916650023666e-06
0.537,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,48,-0.955728756594082,-0.9557287427047249,1.3889357108887168e-08,-0.040422179492516364,-0.04042226276596799,-8.327345162734145e-08,-0.009929287669019349,-0.009929287557653816,1.1136553311474895e-10,0.010174885885227969,0.010174885860351144,-2.487682455865059e-11,-0.6982073784299325,-0.698209753058648,-2.3746287154402523e-06
0.57025,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,51,-0.9545488083378961,-0.9545487942278558,1.4110040358339404e-08,-0.04544321030586218,-0.0454432865201669,-7.621430472143365e-08,-0.010006321196215362,-0.010006321105067544,9.114781845953601e-11,0.009935181002063143,0.009935180978789012,-2.3274130886430378e-11,-0.7251809355739158,-0.725183367589772,-2.4320158561463856e-06
0.7919166666666667,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,71,-0.9480033577771718,-0.9480033427440345,1.5033137290565435e-08,-0.08216534674865272,-0.08216543283041099,-8.608175826319009e-08,-0.010275377976820543,-0.01027537806421635,-8.739580587002749e-11,0.00868845299206722,0.008688452978128735,-1.393848404751541e-11,-0.8880876674710603,-0.8880903788827904,-2.7114117301385576e-06
1.0468333333333333,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,94,-0.9424120154646887,-0.9424120002147894,1.5249899232294695e-08,-0.129251365166283,-0.12925148366472916,-1.1849844616662608e-07,-0.010298442179312861,-0.010298442532359432,-3.5304657114432203e-10,0.007758819876996226,0.007758819872305156,-4.691069581397311e-12,-1.051952627225683,-1.0519555740773354,-2.946851652474436e-06
1.1133333333333333,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,100,-0.941173754560598,-0.941173739362003,1.519859504917065e-08,-0.14211996024471318,-0.14212009325329023,-1.3300857704123814e-07,-0.010271517658505536,-0.01027151808513061,-4.2662507380997194e-10,0.007559265342294008,0.007559265340583925,-1.7100834637240325e-12,-1.0927309307727506,-1.09273395012612,-3.0193533693267938e-06
1.3793333333333333,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,124,-0.9368215846666805,-0.9368215700033102,1.4663370295764366e-08,-0.19527765515725548,-0.19527781183100199,-1.5667374650418786e-07,-0.010036130126678255,-0.010036130836689338,-7.100110829133532e-10,0.006768235800147515,0.0067682358055850675,5.437552318132699e-12,-1.2545343122186137,-1.2545377705831697,-3.458364556063742e-06
1.5455833333333333,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,139,-0.9344796229178443,-0.9344796088141532,1.4103691103883875e-08,-0.22944573185856854,-0.2294459145889287,-1.8273036017646405e-07,-0.0097868157895864,-0.009786816653901685,-8.643152842741086e-10,0.006202811318606338,0.006202811324790255,6.18391709367172e-12,-1.3570262315688864,-1.3570301350654141,-3.903496527790651e-06
1.56775,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,141,-0.9341862918339772,-0.9341862778159667,1.4018010419114546e-08,-0.234032601631462,-0.23403279201237392,-1.903809119241373e-07,-0.009747949377969523,-0.00974795026145032,-8.834807972007974e-10,0.006120965250488997,0.006120965255522352,5.033355676697937e-12,-1.3708161204765978,-1.370820094801339,-3.974324741085056e-06
1.63425,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,147,-0.9333322333093808,-0.9333322195626648,1.3746715987750235e-08,-0.24781555696407054,-0.2478157504460307,-1.9348196017565655e-07,-0.009623832083610617,-0.009623833019039418,-9.354288003915467e-10,0.0058658525180221854,0.005865852523897388,5.875202234439936e-12,-1.4123362686489782,-1.412340471903298,-4.203254319712357e-06
