greek,n_points,mse,rmse,mae,p90_abs_error,p99_abs_error,max_abs_error
delta,2048,2.645122211998014e-10,1.626383168874424e-05,2.478987726346289e-06,9.273605061643763e-09,0.00011826935043057874,0.00011826986221641356
gamma,2048,8.152827180647533e-05,0.009029300737403496,0.0013370699735344893,1.9555736976983868e-07,0.034585694716642766,0.10409729059711026
vega,2048,6.971937097595464e-19,8.349812631188477e-10,6.948242370024829e-10,1.361564734569942e-09,1.469285547603394e-09,1.4909241376204196e-09
theta,2048,6.223575999613214e-15,7.888964443837489e-08,3.266205631567618e-09,2.332238577609779e-11,9.386980655942846e-09,2.5701749181220035e-06
rho,2048,9.97357836400511e-12,3.1580972695604407e-06,2.8930662381930676e-06,4.698945109260499e-06,5.647794434053832e-06,5.890451386880713e-06
