epoch,optimizer,lr,train_total,train_pde,train_term,train_low,train_no_arbitrage,val_total,val_pde,val_term,val_low,val_no_arbitrage
1,adam,0.0002,110759.15024614334,110759.09642887115,0.013508867109976563,0.04290735394837952,0.0,2782.2607421875,2782.10986328125,0.02928192913532257,0.1215893030166626,0.0
2,adam,0.0002,40790.264600753784,40790.02461051941,0.050141150248236954,0.1896695215255022,0.0,4437.5458984375,4437.30078125,0.053627390414476395,0.19123072922229767,0.0
3,adam,0.0002,15161.689450740814,15161.473129272461,0.05364005779847503,0.16218434227630496,0.0,3737.4501953125,3737.287841796875,0.04501251503825188,0.11748681962490082,0.0
4,adam,0.0002,10202.318756103516,10202.156947374344,0.04821851127780974,0.11389653850346804,0.0,1305.3089599609375,1305.1212158203125,0.05021493509411812,0.13761992752552032,0.0
5,adam,0.0002,1234.3132860660553,1234.1302394866943,0.053314671851694584,0.12972581619396806,0.0,920.4258422851562,920.2609252929688,0.050622619688510895,0.11428877711296082,0.0
6,adam,0.0002,1700.6915130615234,1700.540196299553,0.050696606980636716,0.1006521349772811,0.0,766.9476318359375,766.7980346679688,0.046988651156425476,0.10259705036878586,0.0
7,adam,0.0002,1377.4803730249405,1377.3195469379425,0.051402328070253134,0.10946309752762318,0.0,731.675537109375,731.498779296875,0.05216141417622566,0.12458360940217972,0.0
8,adam,0.0002,1601.8858153820038,1601.6995525360107,0.05700186244212091,0.12935672514140606,0.0,649.448486328125,649.2660522460938,0.05414929613471031,0.12827664613723755,0.0
9,adam,0.0002,2090.2670081853867,2090.1045085191727,0.05329237272962928,0.10922491503879428,0.0,513.1390991210938,512.9730224609375,0.05140536651015282,0.1146606057882309,0.0
10,adam,0.0002,556.0859757065773,555.8826488852501,0.06163607817143202,0.14167913934215903,0.0,1009.2127685546875,1008.9852905273438,0.06427809596061707,0.16318722069263458,0.0
11,adam,0.0002,8984.609256982803,8984.392869621515,0.06580954045057297,0.1503408933058381,0.0,493.5645446777344,493.4142150878906,0.05057714506983757,0.09974754601716995,0.0
12,adam,0.0002,3480.5889011621475,3480.4373319149017,0.05356209049932659,0.09787986194714904,0.0,382.65802001953125,382.4931640625,0.053189992904663086,0.11166384071111679,0.0
13,adam,0.0002,1477.9771525859833,1477.7806965112686,0.0626602724660188,0.13380361394956708,0.0,499.260009765625,499.04833984375,0.06371412426233292,0.14793895184993744,0.0
14,adam,0.0002,3338.9088319540024,3338.7047411203384,0.06583286821842194,0.1381294853053987,0.0,259.3973388671875,259.2248229980469,0.05635979771614075,0.11615753918886185,0.0
15,adam,0.0002,447.66221833229065,447.4941955804825,0.057693177135661244,0.11032192641869187,0.0,297.4242858886719,297.2561950683594,0.05466019734740257,0.11343634873628616,0.0
16,adam,0.0002,2661.420513510704,2661.250894665718,0.0573753472417593,0.11211633589118719,0.0,206.4805450439453,206.29380798339844,0.05862561985850334,0.1281067281961441,0.0
17,adam,0.0002,361.56855952739716,361.3597586154938,0.06667986372485757,0.1421184791252017,0.0,363.6974792480469,363.48406982421875,0.06540276855230331,0.1480141133069992,0.0
18,adam,0.0002,1789.4020196795464,1789.2205349206924,0.06191894528456032,0.11953144706785679,0.0,231.3646240234375,231.2041473388672,0.05480805039405823,0.10566745698451996,0.0
19,adam,0.0002,3285.7280462682247,3285.555355042219,0.05984276486560702,0.11293238727375865,0.0,210.53433227539062,210.32632446289062,0.06448741257190704,0.14352546632289886,0.0
20,adam,0.0002,8278.017280042171,8277.786195933819,0.07296210434287786,0.15813994500786066,0.0,323.0390319824219,322.82135009765625,0.06752484291791916,0.1501331925392151,0.0
21,adam,0.0002,20907.21316075325,20907.06178510189,0.055857702158391476,0.09516682662069798,0.0,459.5438537597656,459.3887634277344,0.054277170449495316,0.10080962628126144,0.0
22,adam,0.0002,3520.283680230379,3520.0400727689266,0.07812412269413471,0.1655008550733328,0.0,2692.7578125,2692.458740234375,0.09001962840557098,0.20909854769706726,0.0
23,adam,0.0002,25438.379162669182,25438.06759619713,0.09899220522493124,0.21365312300622463,0.0,1062.3385009765625,1062.060302734375,0.08782476931810379,0.19040034711360931,0.0
