greek,n_points,mse,rmse,mae,p90_abs_error,p99_abs_error,max_abs_error
delta,2048,1.4738387720507891e-12,1.2140176160380825e-06,8.298857680491067e-07,1.8065668635602881e-06,3.992207252828672e-06,1.369328371814138e-05
gamma,2048,2.3428972098194193e-07,0.00048403483447159246,0.0001892895225325819,0.0004101175772948549,0.001977264150784201,0.00755624570862512
vega,2048,2.8330880819206402e-11,5.3226760956502326e-06,2.9036827031290017e-06,7.953779721805998e-06,1.99692559512607e-05,5.164835643686749e-05
theta,2048,9.959003787050766e-11,9.979480841732583e-06,4.4086355654065417e-07,1.3683325782165571e-08,2.4721839253906857e-06,0.0003501505231988198
rho,2048,3.439671826738785e-16,1.854635227406938e-08,1.133592027836556e-08,3.596734863831053e-08,5.640909889970125e-08,6.655007200873087e-08
