epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,dynamic_refresh,dynamic_refresh_count,loss_log_var_pde,loss_log_var_clamped_pde,loss_weight_pde,loss_log_var_low,loss_log_var_clamped_low,loss_weight_low
11,adam,0.001,-0.0790132568217814,0.08818741468712687,0.0,0.0,0.0,0.0,1.8214596833798598e-17,-0.16720067150890827,0.0,0.0,0.0,0.0,-0.08966024219989777,0.08605147898197174,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.1757117211818695,0.0,0.0,0.0,0.0,0,0,0.01255030557513237,0.01255030557513237,0.9875281210742259,-0.17602133750915527,-0.17602133750915527,1.1924635025801171
12,adam,0.001,-0.10041812853887677,0.08279215125367045,0.0,0.0,0.0,0.0,1.8708993095796316e-17,-0.18321027979254723,0.0,0.0,0.0,0.0,-0.11062590777873993,0.08109252154827118,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.1917184293270111,0.0,0.0,0.0,0.0,0,0,0.012454390525817871,0.012454390525817871,0.9876228444252831,-0.19202588498592377,-0.19202588498592377,1.2117018814451093
13,adam,0.001,-0.12177712796255946,0.07742950855754316,0.0,0.0,0.0,0.0,1.8865118111440507e-17,-0.19920663628727198,0.0,0.0,0.0,0.0,-0.13234815001487732,0.07537900656461716,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.20772716403007507,0.0,0.0,0.0,0.0,0,0,0.012353451922535896,0.012353451922535896,0.987722538727186,-0.20803001523017883,-0.20803001523017883,1.231250125250165
14,adam,0.001,-0.14225838892161846,0.07296830252744257,0.0,0.0,0.0,0.0,1.8708992837302375e-17,-0.2152266912162304,0.0,0.0,0.0,0.0,-0.1533263772726059,0.07041430473327637,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.22374068200588226,0.0,0.0,0.0,0.0,0,0,0.012247414328157902,0.012247414328157902,0.9878272800022637,-0.22403386235237122,-0.22403386235237122,1.2511133843533475
15,adam,0.001,-0.1623845025897026,0.06884598941542208,0.0,0.0,0.0,0.0,1.8474805598179424e-17,-0.23123049270361662,0.0,0.0,0.0,0.0,-0.17144659161567688,0.06828857958316803,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.2397351711988449,0.0,0.0,0.0,0.0,0,0,0.012136634439229965,0.012136634439229965,0.9879367174602451,-0.24003757536411285,-0.24003757536411285,1.2712969188685608
16,adam,0.001,-0.18243686202913523,0.06479985383339226,0.0,0.0,0.0,0.0,1.855286792505576e-17,-0.24723671562969685,0.0,0.0,0.0,0.0,-0.19175848364830017,0.0639987587928772,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.25575724244117737,0.0,0.0,0.0,0.0,0,0,0.012021269649267197,0.012021269649267197,0.9880506971466464,-0.2560409903526306,-0.2560409903526306,1.2918056784247558
17,adam,0.001,-0.20212934538722038,0.06111923512071371,0.0,0.0,0.0,0.0,1.8761034647047207e-17,-0.2632485795766115,0.0,0.0,0.0,0.0,-0.21025805175304413,0.06150506064295769,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.2717631161212921,0.0,0.0,0.0,0.0,0,0,0.01190128829330206,0.01190128829330206,0.9881692519210914,-0.27204424142837524,-0.27204424142837524,1.3126450733194979
18,adam,0.001,-0.22124964371323586,0.058008129708468914,0.0,0.0,0.0,0.0,1.8682972113375718e-17,-0.27925777435302734,0.0,0.0,0.0,0.0,-0.22928088903427124,0.05849071964621544,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.287771612405777,0.0,0.0,0.0,0.0,0,0,0.011776708997786045,0.011776708997786045,0.9882923650188585,-0.2880473732948303,-0.2880473732948303,1.3338204900980368
19,adam,0.001,-0.23951211012899876,0.05574902705848217,0.0,0.0,0.0,0.0,1.860490952800544e-17,-0.2952611409127712,0.0,0.0,0.0,0.0,-0.24708515405654907,0.056697167456150055,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.30378231406211853,0.0,0.0,0.0,0.0,0,0,0.011647661216557026,0.011647661216557026,0.9884199101853032,-0.3040505051612854,-0.3040505051612854,1.3553375059004544
20,adam,0.001,-0.25820755306631327,0.05307454941794276,0.0,0.0,0.0,0.0,1.8526847149430315e-17,-0.3112821038812399,0.0,0.0,0.0,0.0,-0.2677936851978302,0.0519980825483799,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.3197917640209198,0.0,0.0,0.0,0.0,0,0,0.011514312587678432,0.011514312587678432,0.988551723413444,-0.3200536370277405,-0.3200536370277405,1.377201631357041
21,adam,0.001,-0.27659496292471886,0.05069638974964619,0.0,0.0,0.0,0.0,1.831868037574008e-17,-0.32729135639965534,0.0,0.0,0.0,0.0,-0.2843143343925476,0.05149320513010025,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.33580753207206726,0.0,0.0,0.0,0.0,0,0,0.011376787908375263,0.011376787908375263,0.9886876830208675,-0.33605676889419556,-0.33605676889419556,1.3994184659948463
22,adam,0.001,-0.2946049217134714,0.04870406538248062,0.0,0.0,0.0,0.0,1.8708993095796316e-17,-0.34330898337066174,0.0,0.0,0.0,0.0,-0.3026456832885742,0.04917757958173752,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.35182327032089233,0.0,0.0,0.0,0.0,0,0,0.01123489998281002,0.01123489998281002,0.9888279758179348,-0.35205990076065063,-0.35205990076065063,1.4219936996717506
23,adam,0.001,-0.31267575919628143,0.046637385385110974,0.0,0.0,0.0,0.0,1.8370722082087336e-17,-0.35931314527988434,0.0,0.0,0.0,0.0,-0.32073667645454407,0.04708371311426163,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.3678203821182251,0.0,0.0,0.0,0.0,0,0,0.01108885370194912,0.01108885370194912,0.9889724010123387,-0.36806297302246094,-0.36806297302246094,1.444933027908946
24,adam,0.001,-0.3306578677147627,0.044666816014796495,0.0,0.0,0.0,0.0,1.842276358163944e-17,-0.3753246869891882,0.0,0.0,0.0,0.0,-0.3384415805339813,0.04540025442838669,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.3838418424129486,0.0,0.0,0.0,0.0,0,0,0.010938754305243492,0.010938754305243492,0.9891208563143361,-0.3840656280517578,-0.3840656280517578,1.4682417963687746
25,adam,0.001,-0.348192373290658,0.04314235644415021,0.0,0.0,0.0,0.0,1.8526847149430315e-17,-0.3913347255438566,0.0,0.0,0.0,0.0,-0.356709748506546,0.04313504695892334,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.39984479546546936,0.0,0.0,0.0,0.0,0,0,0.010784650221467018,0.010784650221467018,0.989273295623101,-0.4000684320926666,-0.4000684320926666,1.4919267898203725
26,adam,0.001,-0.3653521817177534,0.041993752820417285,0.0,0.0,0.0,0.0,1.834470099626916e-17,-0.4073459357023239,0.0,0.0,0.0,0.0,-0.37373384833335876,0.04212607070803642,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.4158599078655243,0.0,0.0,0.0,0.0,0,0,0.01062648743391037,0.01062648743391037,0.9894297742194114,-0.4160710871219635,-0.4160710871219635,1.5159936326644756
27,adam,0.001,-0.3828227035701275,0.040536041371524334,0.0,0.0,0.0,0.0,1.8682972113375718e-17,-0.4233587421476841,0.0,0.0,0.0,0.0,-0.39123958349227905,0.04063123092055321,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.43187081813812256,0.0,0.0,0.0,0.0,0,0,0.01046436745673418,0.01046436745673418,0.9895901935550635,-0.4320737421512604,-0.4320737421512604,1.5404487069743817
28,adam,0.001,-0.40071688033640385,0.03864824026823044,0.0,0.0,0.0,0.0,1.8422763633338227e-17,-0.43936511874198914,0.0,0.0,0.0,0.0,-0.4092880189418793,0.03859024494886398,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.44787827134132385,0.0,0.0,0.0,0.0,0,0,0.010298317298293114,0.010298317298293114,0.9897545288070647,-0.44807639718055725,-0.44807639718055725,1.5652982754606597
29,adam,0.001,-0.41796145774424076,0.037413947051391006,0.0,0.0,0.0,0.0,1.837072197868976e-17,-0.45537540689110756,0.0,0.0,0.0,0.0,-0.4250038266181946,0.03888341039419174,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.4638872444629669,0.0,0.0,0.0,0.0,0,0,0.010128236375749111,0.010128236375749111,0.9899228814868001,-0.4640790522098541,-0.4640790522098541,1.590548701860063
30,adam,0.001,-0.4357710275799036,0.035612345673143864,0.0,0.0,0.0,0.0,1.8761034957239937e-17,-0.4713833723217249,0.0,0.0,0.0,0.0,-0.4445515275001526,0.0353357270359993,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.4798872470855713,0.0,0.0,0.0,0.0,0,0,0.009954234585165977,0.009954234585165977,0.9900951448273482,-0.480081707239151,-0.480081707239151,1.6162064525652213
31,adam,0.001,-0.4525137785822153,0.03487401222810149,0.0,0.0,0.0,0.0,1.857888859728363e-17,-0.48738778941333294,0.0,0.0,0.0,0.0,-0.45853638648986816,0.037371356040239334,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.4959077537059784,0.0,0.0,0.0,0.0,0,0,0.009776333346962929,0.009776333346962929,0.9902712996481675,-0.4960843622684479,-0.4960843622684479,1.6422780982806227
32,adam,0.001,-0.46894039027392864,0.03446771530434489,0.0,0.0,0.0,0.0,1.8552867769959396e-17,-0.5034081041812897,0.0,0.0,0.0,0.0,-0.47781047224998474,0.03410647436976433,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.5119169354438782,0.0,0.0,0.0,0.0,0,0,0.0095946304500103,0.0095946304500103,0.9904512511604431,-0.5120870471000671,-0.5120870471000671,1.6687703654385382
33,adam,0.001,-0.4867273271083832,0.0326827255776152,0.0,0.0,0.0,0.0,1.8813076301695675e-17,-0.5194100514054298,0.0,0.0,0.0,0.0,-0.49489980936050415,0.03300982341170311,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.5279096364974976,0.0,0.0,0.0,0.0,0,0,0.009409193880856037,0.009409193880856037,0.990634934072611,-0.528089702129364,-0.528089702129364,1.6956899397782024
34,adam,0.001,-0.503832321614027,0.03158092324156314,0.0,0.0,0.0,0.0,1.8500826218708505e-17,-0.5354132503271103,0.0,0.0,0.0,0.0,-0.5116041302680969,0.032322827726602554,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.5439269542694092,0.0,0.0,0.0,0.0,0,0,0.009219800122082233,0.009219800122082233,0.9908225719145048,-0.5440923571586609,-0.5440923571586609,1.7230437640887653
35,adam,0.001,-0.5208641774952412,0.030566925066523254,0.0,0.0,0.0,0.0,1.8630930613823615e-17,-0.5514311045408249,0.0,0.0,0.0,0.0,-0.5287720561027527,0.031168166548013687,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.5599402189254761,0.0,0.0,0.0,0.0,0,0,0.009026688523590565,0.009026688523590565,0.9910139297213002,-0.5600950121879578,-0.5600950121879578,1.7508388434229387
36,adam,0.001,-0.5374631620943546,0.02997073030564934,0.0,0.0,0.0,0.0,1.8500826218708505e-17,-0.5674338899552822,0.0,0.0,0.0,0.0,-0.5446007251739502,0.031342655420303345,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.5759434103965759,0.0,0.0,0.0,0.0,0,0,0.008829698897898197,0.008829698897898197,0.9912091684137391,-0.5760976672172546,-0.5760976672172546,1.7790822958346246
37,adam,0.001,-0.5546080656349659,0.02883513562846929,0.0,0.0,0.0,0.0,1.8735013974819338e-17,-0.5834432020783424,0.0,0.0,0.0,0.0,-0.5623863339424133,0.029566984623670578,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.5919533371925354,0.0,0.0,0.0,0.0,0,0,0.008628933690488338,0.008628933690488338,0.9914081887055288,-0.5921003222465515,-0.5921003222465515,1.8077813542017804
38,adam,0.001,-0.5713592953979969,0.02809588867239654,0.0,0.0,0.0,0.0,1.8344701203064314e-17,-0.5994551815092564,0.0,0.0,0.0,0.0,-0.5791919827461243,0.028769131749868393,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.607961118221283,0.0,0.0,0.0,0.0,0,0,0.008424468338489532,0.008424468338489532,0.9916109180546645,-0.6081029772758484,-0.6081029772758484,1.8369433680786895
39,adam,0.001,-0.5880012139678001,0.02745305630378425,0.0,0.0,0.0,0.0,1.837072197868976e-17,-0.6154542677104473,0.0,0.0,0.0,0.0,-0.5954127907752991,0.028552420437335968,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.6239652037620544,0.0,0.0,0.0,0.0,0,0,0.0082162506878376,0.0082162506878376,0.9918174104473171,-0.6241056323051453,-0.6241056323051453,1.8665758055781125
40,adam,0.001,-0.6049816608428955,0.02648408617824316,0.0,0.0,0.0,0.0,1.850082637380487e-17,-0.6314657442271709,0.0,0.0,0.0,0.0,-0.6129719614982605,0.027003884315490723,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.6399758458137512,0.0,0.0,0.0,0.0,0,0,0.008004315197467804,0.008004315197467804,0.99202763403269,-0.6401082873344421,-0.6401082873344421,1.8966862552837997
41,adam,0.001,-0.6214559525251389,0.02601820440031588,0.0,0.0,0.0,0.0,1.8396742806013993e-17,-0.6474741511046886,0.0,0.0,0.0,0.0,-0.6290648579597473,0.02691556140780449,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.6559804081916809,0.0,0.0,0.0,0.0,0,0,0.007788578048348427,0.007788578048348427,0.9922416743336958,-0.656110942363739,-0.656110942363739,1.9272824281938534
42,adam,0.001,-0.637887317687273,0.025589957600459456,0.0,0.0,0.0,0.0,1.8656951337750272e-17,-0.6634772680699825,0.0,0.0,0.0,0.0,-0.6450943350791931,0.02689691074192524,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.671991229057312,0.0,0.0,0.0,0.0,0,0,0.007569249253720045,0.007569249253720045,0.9924593253718049,-0.6721135973930359,-0.6721135973930359,1.9583721596954424
43,adam,0.001,-0.6550186537206173,0.024470686330460012,0.0,0.0,0.0,0.0,1.8448784357264884e-17,-0.6794893331825733,0.0,0.0,0.0,0.0,-0.6630434989929199,0.02495206706225872,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.6879955530166626,0.0,0.0,0.0,0.0,0,0,0.007346158381551504,0.007346158381551504,0.9926807586872513,-0.6881162524223328,-0.6881162524223328,1.9899634115713682
44,adam,0.001,-0.6714075542986393,0.024086802266538143,0.0,0.0,0.0,0.0,1.850082632210608e-17,-0.6954943574965,0.0,0.0,0.0,0.0,-0.6793148517608643,0.024686215445399284,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.7040010690689087,0.0,0.0,0.0,0.0,0,0,0.007119304034858942,0.007119304034858942,0.9929059781772818,-0.7041189074516296,-0.7041189074516296,2.022064274039003
45,adam,0.001,-0.6882192753255367,0.02328134560957551,0.0,0.0,0.0,0.0,1.8292659289921905e-17,-0.7115006223320961,0.0,0.0,0.0,0.0,-0.6958200335502625,0.02419143170118332,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.7200114727020264,0.0,0.0,0.0,0.0,0,0,0.006888749077916145,0.006888749077916145,0.9931349239636076,-0.7201215624809265,-0.7201215624809265,2.054682967822115
46,adam,0.001,-0.7048988305032253,0.022609666106291115,0.0,0.0,0.0,0.0,1.8552867847507578e-17,-0.7275084964931011,0.0,0.0,0.0,0.0,-0.7125949859619141,0.023416884243488312,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.7360118627548218,0.0,0.0,0.0,0.0,0,0,0.006654456257820129,0.006654456257820129,0.9933676356059478,-0.7361242175102234,-0.7361242175102234,2.087827846256119
47,adam,0.001,-0.7215684987604618,0.021943700616247952,0.0,0.0,0.0,0.0,1.8552867873356972e-17,-0.7435122020542622,0.0,0.0,0.0,0.0,-0.7295051217079163,0.022517312318086624,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.7520224452018738,0.0,0.0,0.0,0.0,0,0,0.006416485644876957,0.006416485644876957,0.9936040560405129,-0.7521268725395203,-0.7521268725395203,2.1215073974272847
48,adam,0.001,-0.7379146404564381,0.02160857163835317,0.0,0.0,0.0,0.0,1.8656951492846637e-17,-0.7595232166349888,0.0,0.0,0.0,0.0,-0.7451974153518677,0.022831059992313385,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.7680284976959229,0.0,0.0,0.0,0.0,0,0,0.006174707319587469,0.006174707319587469,0.9938443170089601,-0.7681295275688171,-0.7681295275688171,2.1557302463464545
49,adam,0.001,-0.7546787112951279,0.02084333763923496,0.0,0.0,0.0,0.0,1.842276358163944e-17,-0.7755220532417297,0.0,0.0,0.0,0.0,-0.7621346116065979,0.021893545985221863,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.784028172492981,0.0,0.0,0.0,0.0,0,0,0.0059293280355632305,0.0059293280355632305,0.9940882157385235,-0.784132182598114,-0.784132182598114,2.1905051571578262
50,adam,0.001,-0.7710948400199413,0.02043507294729352,0.0,0.0,0.0,0.0,1.8526847149430315e-17,-0.7915299162268639,0.0,0.0,0.0,0.0,-0.7795498967170715,0.020482394844293594,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.8000323176383972,0.0,0.0,0.0,0.0,0,0,0.00568022346124053,0.00568022346124053,0.9943358785060277,-0.8001348376274109,-0.8001348376274109,2.2258410353833673
51,adam,0.001,-0.7878113090991974,0.019729140331037343,0.0,0.0,0.0,0.0,1.8318680168944927e-17,-0.8075404427945614,0.0,0.0,0.0,0.0,-0.7953402996063232,0.020706230774521828,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.8160465359687805,0.0,0.0,0.0,0.0,0,0,0.005427320953458548,0.005427320953458548,0.9945873803446618,-0.8161374926567078,-0.8161374926567078,2.261746930203432
52,adam,0.001,-0.8045959882438183,0.01894439710304141,0.0,0.0,0.0,0.0,1.8526847149430315e-17,-0.8235403820872307,0.0,0.0,0.0,0.0,-0.8123345971107483,0.01971069723367691,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.832045316696167,0.0,0.0,0.0,0.0,0,0,0.0051707071252167225,0.0051707071252167225,0.9948426379697705,-0.8321401476860046,-0.8321401476860046,2.298232036774172
53,adam,0.001,-0.8205804973840714,0.018971981247887015,0.0,0.0,0.0,0.0,1.868297200997814e-17,-0.8395524770021439,0.0,0.0,0.0,0.0,-0.8284049034118652,0.01965499296784401,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.848059892654419,0.0,0.0,0.0,0.0,0,0,0.0049103316850960255,0.0049103316850960255,0.995101704285272,-0.8481428027153015,-0.8481428027153015,2.3353056985823275
54,adam,0.001,-0.8375096470117569,0.018045421806164086,0.0,0.0,0.0,0.0,1.8526846839237586e-17,-0.855555072426796,0.0,0.0,0.0,0.0,-0.8451371192932129,0.018924370408058167,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.8640614748001099,0.0,0.0,0.0,0.0,0,0,0.004646308720111847,0.004646308720111847,0.9953644686740883,-0.8641454577445984,-0.8641454577445984,2.3729774098380023
55,adam,0.001,-0.8538962677121162,0.017661638848949224,0.0,0.0,0.0,0.0,1.865695138944906e-17,-0.8715579025447369,0.0,0.0,0.0,0.0,-0.8604438900947571,0.019618557766079903,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.880062460899353,0.0,0.0,0.0,0.0,0,0,0.004378488287329674,0.004378488287329674,0.9956310833176956,-0.8801481127738953,-0.8801481127738953,2.4112568179060445
56,adam,0.001,-0.8704508580267429,0.017110705957747996,0.0,0.0,0.0,0.0,1.850082637380487e-17,-0.8875615671277046,0.0,0.0,0.0,0.0,-0.8786113262176514,0.01746452786028385,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.8960758447647095,0.0,0.0,0.0,0.0,0,0,0.004106944892555475,0.004106944892555475,0.9959014770721599,-0.8961507678031921,-0.8961507678031921,2.4501537257766404
57,adam,0.001,-0.886858906596899,0.01671786163933575,0.0,0.0,0.0,0.0,1.855286766656182e-17,-0.9035767689347267,0.0,0.0,0.0,0.0,-0.8946461081504822,0.01742781326174736,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.9120739102363586,0.0,0.0,0.0,0.0,0,0,0.0038316017016768456,0.0038316017016768456,0.9961757295176967,-0.912153422832489,-0.912153422832489,2.4896780945757686
58,adam,0.001,-0.9037172794342041,0.01585716352565214,0.0,0.0,0.0,0.0,1.8500825960214564e-17,-0.919574435800314,0.0,0.0,0.0,0.0,-0.9114582538604736,0.016623584553599358,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.9280818104743958,0.0,0.0,0.0,0.0,0,0,0.003552456619217992,0.003552456619217992,0.9964538458894593,-0.9281560778617859,-0.9281560778617859,2.5298400461161488
59,adam,0.001,-0.9199962019920349,0.015585037297569215,0.0,0.0,0.0,0.0,1.8552867821658184e-17,-0.9355812408030033,0.0,0.0,0.0,0.0,-0.9271097183227539,0.01697656512260437,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.9440863132476807,0.0,0.0,0.0,0.0,0,0,0.0032695115078240633,0.0032695115078240633,0.9967358275246647,-0.9441587328910828,-0.9441587328910828,2.570649865489341
60,adam,0.001,-0.9366100430488586,0.01497300446499139,0.0,0.0,0.0,0.0,1.8630930613823615e-17,-0.9515830539166927,0.0,0.0,0.0,0.0,-0.9438924193382263,0.016199372708797455,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.960091769695282,0.0,0.0,0.0,0.0,0,0,0.0029828252736479044,0.0029828252736479044,0.9970216189297997,-0.960161030292511,-0.960161030292511,2.6121170695336313
61,adam,0.001,-0.9531385116279125,0.014456456759944558,0.0,0.0,0.0,0.0,1.842276358163944e-17,-0.9675949700176716,0.0,0.0,0.0,0.0,-0.9611627459526062,0.014933283440768719,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.9760960340499878,0.0,0.0,0.0,0.0,0,0,0.002692267531529069,0.002692267531529069,0.9973113533704937,-0.9761635065078735,-0.9761635065078735,2.6542536564875725
62,adam,0.001,-0.9696596451103687,0.013936327188275754,0.0,0.0,0.0,0.0,1.8604909321210287e-17,-0.9835959710180759,0.0,0.0,0.0,0.0,-0.9765182137489319,0.015584131702780724,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-0.992102324962616,0.0,0.0,0.0,0.0,0,0,0.0023979428224265575,0.0023979428224265575,0.9976049299457599,-0.9921659231185913,-0.9921659231185913,2.697069796460939
63,adam,0.001,-0.9857704490423203,0.01382677530637011,0.0,0.0,0.0,0.0,1.8448784357264884e-17,-0.99959721788764,0.0,0.0,0.0,0.0,-0.9922012090682983,0.01590738818049431,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-1.0081086158752441,0.0,0.0,0.0,0.0,0,0,0.0020998413674533367,0.0020998413674533367,0.9979023617570905,-1.008168339729309,-1.008168339729309,2.7405766096251427
