epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,dynamic_refresh,dynamic_refresh_count,loss_log_var_pde,loss_log_var_clamped_pde,loss_weight_pde,loss_log_var_low,loss_log_var_clamped_low,loss_weight_low
990,adam,0.0005,-10.966270983219147,-4.968319892883301,0.0,0.0,0.0,0.0,1.8552867821658184e-17,-5.99795126914978,0.0,0.0,0.0,0.0,-10.93047046661377,-4.930473804473877,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999996662139893,0.0,0.0,0.0,0.0,0,0,-5.011858940124512,-5.011858940124512,150.18365924827702,-6.0090508460998535,-6.0,403.4287934927351
991,adam,0.0005,-10.973254680633545,-4.973786920309067,0.0,0.0,0.0,0.0,1.8396742754315205e-17,-5.999467700719833,0.0,0.0,0.0,0.0,-10.9580078125,-4.958437919616699,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999569416046143,0.0,0.0,0.0,0.0,0,0,-5.019817352294922,-5.019817352294922,151.38365139229262,-6.0090508460998535,-6.0,403.4287934927351
992,adam,0.0005,-10.975005805492401,-4.975315481424332,0.0,0.0,0.0,0.0,1.850082606361214e-17,-5.999690383672714,0.0,0.0,0.0,0.0,-10.946040153503418,-4.9463276863098145,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.9997124671936035,0.0,0.0,0.0,0.0,0,0,-5.027746200561523,-5.027746200561523,152.58872048601037,-6.0090508460998535,-6.0,403.4287934927351
993,adam,0.0005,-10.974494338035583,-4.975640714168549,0.0,0.0,0.0,0.0,1.8422763736735804e-17,-5.998853772878647,0.0,0.0,0.0,0.0,-10.96642780303955,-4.966559410095215,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999868392944336,0.0,0.0,0.0,0.0,0,0,-5.035611629486084,-5.035611629486084,153.79362856933372,-6.0090508460998535,-6.0,403.4287934927351
994,adam,0.0005,-10.99462342262268,-4.996934354305267,0.0,0.0,0.0,0.0,1.842276352994065e-17,-5.997689217329025,0.0,0.0,0.0,0.0,-10.972480773925781,-4.9749932289123535,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.997487545013428,0.0,0.0,0.0,0.0,0,0,-5.043516635894775,-5.043516635894775,155.01418609034528,-6.0090508460998535,-6.0,403.4287934927351
995,adam,0.0005,-10.995076715946198,-4.997561693191528,0.0,0.0,0.0,0.0,1.8500826167009717e-17,-5.99751490354538,0.0,0.0,0.0,0.0,-10.971860885620117,-4.971889495849609,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999971389770508,0.0,0.0,0.0,0.0,0,0,-5.051435947418213,-5.051435947418213,156.24666547334746,-6.0090508460998535,-6.0,403.4287934927351
996,adam,0.0005,-11.014086782932281,-5.0145765244960785,0.0,0.0,0.0,0.0,1.855286792505576e-17,-5.999510258436203,0.0,0.0,0.0,0.0,-10.980061531066895,-4.980751991271973,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999309539794922,0.0,0.0,0.0,0.0,0,0,-5.059359550476074,-5.059359550476074,157.4896198652055,-6.0090508460998535,-6.0,403.4287934927351
997,adam,0.0005,-11.023044228553772,-5.023301184177399,0.0,0.0,0.0,0.0,1.8813076353394463e-17,-5.999743074178696,0.0,0.0,0.0,0.0,-10.995018005371094,-4.996343612670898,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.9986748695373535,0.0,0.0,0.0,0.0,0,0,-5.067334175109863,-5.067334175109863,158.75056155325183,-6.0090508460998535,-6.0,403.4287934927351
998,adam,0.0005,-11.028715372085571,-5.0296423733234406,0.0,0.0,0.0,0.0,1.8578888804078783e-17,-5.999073088169098,0.0,0.0,0.0,0.0,-10.999005317687988,-5.001835823059082,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.997169494628906,0.0,0.0,0.0,0.0,0,0,-5.075307369232178,-5.075307369232178,160.02137006673328,-6.0090508460998535,-6.0,403.4287934927351
999,adam,0.0005,-11.02704119682312,-5.029716640710831,0.0,0.0,0.0,0.0,1.844878451236125e-17,-5.997324526309967,0.0,0.0,0.0,0.0,-11.004228591918945,-5.008213996887207,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.9960150718688965,0.0,0.0,0.0,0.0,0,0,-5.0832200050354,-5.0832200050354,161.2925835810586,-6.0090508460998535,-6.0,403.4287934927351
1000,adam,0.00025,-11.03550100326538,-5.03707680106163,0.0,0.0,0.0,0.0,1.8787055577769017e-17,-5.99842432141304,0.0,0.0,0.0,0.0,-11.004011154174805,-5.00647497177124,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.9975361824035645,0.0,0.0,0.0,0.0,0,0,-5.0911455154418945,-5.0911455154418945,162.57598873321842,-6.0090508460998535,-6.0,403.4287934927351
1001,adam,0.00025,-11.04857337474823,-5.049951255321503,0.0,0.0,0.0,0.0,1.8422763685037015e-17,-5.998622000217438,0.0,0.0,0.0,0.0,-11.024771690368652,-5.025768280029297,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.9990034103393555,0.0,0.0,0.0,0.0,0,0,-5.095098495483398,-5.095098495483398,163.21992025763194,-6.0090508460998535,-6.0,403.4287934927351
1002,adam,0.00025,-11.064314901828766,-5.0646935403347015,0.0,0.0,0.0,0.0,1.8500826115310928e-17,-5.999621391296387,0.0,0.0,0.0,0.0,-11.0380859375,-5.0381388664245605,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999946594238281,0.0,0.0,0.0,0.0,0,0,-5.099095344543457,-5.099095344543457,163.87359108412244,-6.0090508460998535,-6.0,403.4287934927351
1003,adam,0.00025,-11.072164118289948,-5.072466999292374,0.0,0.0,0.0,0.0,1.8578888493886053e-17,-5.999697118997574,0.0,0.0,0.0,0.0,-11.041340827941895,-5.041406631469727,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999934196472168,0.0,0.0,0.0,0.0,0,0,-5.103122711181641,-5.103122711181641,164.534900892411,-6.0090508460998535,-6.0,403.4287934927351
1004,adam,0.00025,-11.078618466854095,-5.078792959451675,0.0,0.0,0.0,0.0,1.8552867873356972e-17,-5.999825596809387,0.0,0.0,0.0,0.0,-11.047039031982422,-5.0472869873046875,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999752044677734,0.0,0.0,0.0,0.0,0,0,-5.107159614562988,-5.107159614562988,165.2004548748797,-6.0090508460998535,-6.0,403.4287934927351
1005,adam,0.00025,-11.08247184753418,-5.082602083683014,0.0,0.0,0.0,0.0,1.8370721875292183e-17,-5.9998698234558105,0.0,0.0,0.0,0.0,-11.049057006835938,-5.049129486083984,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999927997589111,0.0,0.0,0.0,0.0,0,0,-5.111203193664551,-5.111203193664551,165.86980836164216,-6.0090508460998535,-6.0,403.4287934927351
1006,adam,0.00025,-11.08767056465149,-5.087796628475189,0.0,0.0,0.0,0.0,1.8318680479137657e-17,-5.999873965978622,0.0,0.0,0.0,0.0,-11.052018165588379,-5.052072048187256,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999946117401123,0.0,0.0,0.0,0.0,0,0,-5.11524772644043,-5.11524772644043,166.54203273848466,-6.0090508460998535,-6.0,403.4287934927351
1007,adam,0.00025,-11.091566145420074,-5.091715186834335,0.0,0.0,0.0,0.0,1.8474805494781848e-17,-5.999850928783417,0.0,0.0,0.0,0.0,-11.062938690185547,-5.063088893890381,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999850273132324,0.0,0.0,0.0,0.0,0,0,-5.119293212890625,-5.119293212890625,167.21714092509427,-6.0090508460998535,-6.0,403.4287934927351
1008,adam,0.00025,-11.095631718635559,-5.095855534076691,0.0,0.0,0.0,0.0,1.852684704603274e-17,-5.999776065349579,0.0,0.0,0.0,0.0,-11.0584135055542,-5.058583736419678,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.9998297691345215,0.0,0.0,0.0,0.0,0,0,-5.1233391761779785,-5.1233391761779785,167.89506584316638,-6.0090508460998535,-6.0,403.4287934927351
1009,adam,0.00025,-11.100968182086945,-5.101153641939163,0.0,0.0,0.0,0.0,1.8396742857712782e-17,-5.999814480543137,0.0,0.0,0.0,0.0,-11.060195922851562,-5.060327529907227,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999868869781494,0.0,0.0,0.0,0.0,0,0,-5.127385139465332,-5.127385139465332,168.57573917681358,-6.0090508460998535,-6.0,403.4287934927351
1010,adam,0.00025,-11.101048409938812,-5.101476401090622,0.0,0.0,0.0,0.0,1.876103490554115e-17,-5.99957200884819,0.0,0.0,0.0,0.0,-11.076440811157227,-5.0767822265625,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999658107757568,0.0,0.0,0.0,0.0,0,0,-5.131426811218262,-5.131426811218262,169.2584456885455,-6.0090508460998535,-6.0,403.4287934927351
1011,adam,0.00025,-11.10608434677124,-5.106366842985153,0.0,0.0,0.0,0.0,1.837072192699097e-17,-5.999717533588409,0.0,0.0,0.0,0.0,-11.07382583618164,-5.073923110961914,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999903202056885,0.0,0.0,0.0,0.0,0,0,-5.135462760925293,-5.135462760925293,169.94294463535292,-6.0090508460998535,-6.0,403.4287934927351
1012,adam,0.00025,-11.10933393239975,-5.109531402587891,0.0,0.0,0.0,0.0,1.8526847149430315e-17,-5.999802589416504,0.0,0.0,0.0,0.0,-11.075759887695312,-5.076164245605469,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999595642089844,0.0,0.0,0.0,0.0,0,0,-5.139495849609375,-5.139495849609375,170.62972359160236,-6.0090508460998535,-6.0,403.4287934927351
1013,adam,0.00025,-11.11185222864151,-5.112255215644836,0.0,0.0,0.0,0.0,1.8500826167009717e-17,-5.999597132205963,0.0,0.0,0.0,0.0,-11.07724666595459,-5.077292442321777,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.9999542236328125,0.0,0.0,0.0,0.0,0,0,-5.143524169921875,-5.143524169921875,171.3184610692824,-6.0090508460998535,-6.0,403.4287934927351
1014,adam,0.00025,-11.116251230239868,-5.1163701713085175,0.0,0.0,0.0,0.0,1.8735013819722973e-17,-5.999880939722061,0.0,0.0,0.0,0.0,-11.077884674072266,-5.077940940856934,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999943256378174,0.0,0.0,0.0,0.0,0,0,-5.147551536560059,-5.147551536560059,172.00981455642153,-6.0090508460998535,-6.0,403.4287934927351
1015,adam,0.00025,-11.113584697246552,-5.1149148643016815,0.0,0.0,0.0,0.0,1.8500826425503658e-17,-5.998669683933258,0.0,0.0,0.0,0.0,-11.077887535095215,-5.079549789428711,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.998337745666504,0.0,0.0,0.0,0.0,0,0,-5.151568412780762,-5.151568412780762,172.70214626471432,-6.0090508460998535,-6.0,403.4287934927351
1016,adam,0.00025,-11.119397699832916,-5.120455235242844,0.0,0.0,0.0,0.0,1.8526846968484556e-17,-5.99894243478775,0.0,0.0,0.0,0.0,-11.0888032913208,-5.088903427124023,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999899864196777,0.0,0.0,0.0,0.0,0,0,-5.155572414398193,-5.155572414398193,173.39503217013814,-6.0090508460998535,-6.0,403.4287934927351
1017,adam,0.00025,-11.127328217029572,-5.127668708562851,0.0,0.0,0.0,0.0,1.8448784564060037e-17,-5.999659568071365,0.0,0.0,0.0,0.0,-11.098718643188477,-5.098745346069336,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999973297119141,0.0,0.0,0.0,0.0,0,0,-5.159589767456055,-5.159589767456055,174.0930223305518,-6.0090508460998535,-6.0,403.4287934927351
1018,adam,0.00025,-11.132349789142609,-5.132614463567734,0.0,0.0,0.0,0.0,1.8813076301695675e-17,-5.9997352957725525,0.0,0.0,0.0,0.0,-11.103221893310547,-5.103384494781494,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.9998369216918945,0.0,0.0,0.0,0.0,0,0,-5.163612365722656,-5.163612365722656,174.79473903638478,-6.0090508460998535,-6.0,403.4287934927351
1019,adam,0.00025,-11.135550498962402,-5.136016219854355,0.0,0.0,0.0,0.0,1.852684704603274e-17,-5.999534159898758,0.0,0.0,0.0,0.0,-11.105682373046875,-5.106675148010254,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999007225036621,0.0,0.0,0.0,0.0,0,0,-5.167637825012207,-5.167637825012207,175.49978625978343,-6.0090508460998535,-6.0,403.4287934927351
1020,adam,0.00025,-11.139077365398407,-5.139683187007904,0.0,0.0,0.0,0.0,1.8500826167009717e-17,-5.999394208192825,0.0,0.0,0.0,0.0,-11.099703788757324,-5.099841117858887,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.9998626708984375,0.0,0.0,0.0,0.0,0,0,-5.171660423278809,-5.171660423278809,176.2071732086686,-6.0090508460998535,-6.0,403.4287934927351
1021,adam,0.00025,-11.145737171173096,-5.146188348531723,0.0,0.0,0.0,0.0,1.8578888648982418e-17,-5.999548703432083,0.0,0.0,0.0,0.0,-11.114938735961914,-5.115352630615234,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.99958610534668,0.0,0.0,0.0,0.0,0,0,-5.175686359405518,-5.175686359405518,176.91800194852448,-6.0090508460998535,-6.0,403.4287934927351
1022,adam,0.00025,-11.151920735836029,-5.152186900377274,0.0,0.0,0.0,0.0,1.8318680220643716e-17,-5.999733775854111,0.0,0.0,0.0,0.0,-11.118616104125977,-5.118920803070068,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999695301055908,0.0,0.0,0.0,0.0,0,0,-5.179721832275391,-5.179721832275391,177.63339224379743,-6.0090508460998535,-6.0,403.4287934927351
1023,adam,0.00025,-11.148273766040802,-5.148992598056793,0.0,0.0,0.0,0.0,1.850082632210608e-17,-5.999281287193298,0.0,0.0,0.0,0.0,-11.11172866821289,-5.111742973327637,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999985694885254,0.0,0.0,0.0,0.0,0,0,-5.183740615844727,-5.183740615844727,178.34869877024983,-6.0090508460998535,-6.0,403.4287934927351
1024,adam,0.00025,-11.156294167041779,-5.156705528497696,0.0,0.0,0.0,0.0,1.8604909605553622e-17,-5.9995885491371155,0.0,0.0,0.0,0.0,-11.117562294006348,-5.117802619934082,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999759674072266,0.0,0.0,0.0,0.0,0,0,-5.187761306762695,-5.187761306762695,179.06722728619135,-6.0090508460998535,-6.0,403.4287934927351
1025,adam,0.00025,-11.157895386219025,-5.158401399850845,0.0,0.0,0.0,0.0,1.8500826167009717e-17,-5.999494016170502,0.0,0.0,0.0,0.0,-11.131115913391113,-5.132160663604736,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.998955249786377,0.0,0.0,0.0,0.0,0,0,-5.191777229309082,-5.191777229309082,179.78779330180458,-6.0090508460998535,-6.0,403.4287934927351
1026,adam,0.00025,-11.163452923297882,-5.164244174957275,0.0,0.0,0.0,0.0,1.8474805546480636e-17,-5.999208897352219,0.0,0.0,0.0,0.0,-11.127903938293457,-5.129133701324463,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.998770236968994,0.0,0.0,0.0,0.0,0,0,-5.195796966552734,-5.195796966552734,180.51194747014355,-6.0090508460998535,-6.0,403.4287934927351
1027,adam,0.00025,-11.164880633354187,-5.165470361709595,0.0,0.0,0.0,0.0,1.8787055732865382e-17,-5.9994102120399475,0.0,0.0,0.0,0.0,-11.129705429077148,-5.13039493560791,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.99931001663208,0.0,0.0,0.0,0.0,0,0,-5.199810981750488,-5.199810981750488,181.237981351341,-6.0090508460998535,-6.0,403.4287934927351
1028,adam,0.00025,-11.170029819011688,-5.170461714267731,0.0,0.0,0.0,0.0,1.8552867718260608e-17,-5.9995681047439575,0.0,0.0,0.0,0.0,-11.14254093170166,-5.144574165344238,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.997966766357422,0.0,0.0,0.0,0.0,0,0,-5.203824043273926,-5.203824043273926,181.96676186333997,-6.0090508460998535,-6.0,403.4287934927351
1029,adam,0.00025,-11.174016892910004,-5.1744177639484406,0.0,0.0,0.0,0.0,1.8813076560189616e-17,-5.999599069356918,0.0,0.0,0.0,0.0,-11.145480155944824,-5.145927906036377,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999552249908447,0.0,0.0,0.0,0.0,0,0,-5.207836151123047,-5.207836151123047,182.69829865785266,-6.0090508460998535,-6.0,403.4287934927351
1030,adam,0.00025,-11.178180515766144,-5.178412109613419,0.0,0.0,0.0,0.0,1.855286792505576e-17,-5.999768376350403,0.0,0.0,0.0,0.0,-11.140201568603516,-5.140802383422852,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999398708343506,0.0,0.0,0.0,0.0,0,0,-5.211849212646484,-5.211849212646484,183.4329512877509,-6.0090508460998535,-6.0,403.4287934927351
1031,adam,0.00025,-11.179295837879181,-5.179933696985245,0.0,0.0,0.0,0.0,1.87089931733445e-17,-5.999362200498581,0.0,0.0,0.0,0.0,-11.130221366882324,-5.130660057067871,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999561309814453,0.0,0.0,0.0,0.0,0,0,-5.215856552124023,-5.215856552124023,184.16950421806774,-6.0090508460998535,-6.0,403.4287934927351
1032,adam,0.00025,-11.181645512580872,-5.182421505451202,0.0,0.0,0.0,0.0,1.8708993095796316e-17,-5.999223917722702,0.0,0.0,0.0,0.0,-11.148180961608887,-5.149355888366699,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.9988250732421875,0.0,0.0,0.0,0.0,0,0,-5.219854831695557,-5.219854831695557,184.90733943729037,-6.0090508460998535,-6.0,403.4287934927351
1033,adam,0.00025,-11.189632177352905,-5.189955979585648,0.0,0.0,0.0,0.0,1.8552867821658184e-17,-5.999676138162613,0.0,0.0,0.0,0.0,-11.1539306640625,-5.154003143310547,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999927997589111,0.0,0.0,0.0,0.0,0,0,-5.223857402801514,-5.223857402801514,185.6489273505233,-6.0090508460998535,-6.0,403.4287934927351
1034,adam,0.00025,-11.195454120635986,-5.195664674043655,0.0,0.0,0.0,0.0,1.852684704603274e-17,-5.999789476394653,0.0,0.0,0.0,0.0,-11.144937515258789,-5.145474433898926,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999462604522705,0.0,0.0,0.0,0.0,0,0,-5.227871417999268,-5.227871417999268,186.39562258678592,-6.0090508460998535,-6.0,403.4287934927351
1035,adam,0.00025,-11.186802208423615,-5.187053769826889,0.0,0.0,0.0,0.0,1.8656951596244214e-17,-5.999748378992081,0.0,0.0,0.0,0.0,-11.137269020080566,-5.137542724609375,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999726295471191,0.0,0.0,0.0,0.0,0,0,-5.231854438781738,-5.231854438781738,187.13952072271712,-6.0090508460998535,-6.0,403.4287934927351
1036,adam,0.00025,-11.20110684633255,-5.20123091340065,0.0,0.0,0.0,0.0,1.8656951286051484e-17,-5.999875843524933,0.0,0.0,0.0,0.0,-11.170440673828125,-5.170564651489258,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999876022338867,0.0,0.0,0.0,0.0,0,0,-5.23584508895874,-5.23584508895874,187.88782119384226,-6.0090508460998535,-6.0,403.4287934927351
1037,adam,0.00025,-11.20961743593216,-5.21008163690567,0.0,0.0,0.0,0.0,1.8422763685037015e-17,-5.999535769224167,0.0,0.0,0.0,0.0,-11.171318054199219,-5.1726555824279785,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.998662948608398,0.0,0.0,0.0,0.0,0,0,-5.239862442016602,-5.239862442016602,188.6441511117962,-6.0090508460998535,-6.0,403.4287934927351
1038,adam,0.00025,-11.212996304035187,-5.213254153728485,0.0,0.0,0.0,0.0,1.868297206167693e-17,-5.999742150306702,0.0,0.0,0.0,0.0,-11.176798820495605,-5.176890850067139,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999907970428467,0.0,0.0,0.0,0.0,0,0,-5.243884086608887,-5.243884086608887,189.40433841898596,-6.0090508460998535,-6.0,403.4287934927351
1039,adam,0.00025,-11.217927038669586,-5.218039304018021,0.0,0.0,0.0,0.0,1.8604909424607863e-17,-5.999887704849243,0.0,0.0,0.0,0.0,-11.156194686889648,-5.156248569488525,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999946117401123,0.0,0.0,0.0,0.0,0,0,-5.247910976409912,-5.247910976409912,190.16858655640672,-6.0090508460998535,-6.0,403.4287934927351
1040,adam,0.00025,-11.216748714447021,-5.217162787914276,0.0,0.0,0.0,0.0,1.870899299239874e-17,-5.999585807323456,0.0,0.0,0.0,0.0,-11.185892105102539,-5.186096668243408,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999795913696289,0.0,0.0,0.0,0.0,0,0,-5.25192403793335,-5.25192403793335,190.93327814502044,-6.0090508460998535,-6.0,403.4287934927351
1041,adam,0.00025,-11.218623340129852,-5.219806283712387,0.0,0.0,0.0,0.0,1.8787055629467806e-17,-5.998816967010498,0.0,0.0,0.0,0.0,-11.173948287963867,-5.17514705657959,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.998801231384277,0.0,0.0,0.0,0.0,0,0,-5.255931854248047,-5.255931854248047,191.7000391444631,-6.0090508460998535,-6.0,403.4287934927351
1042,adam,0.00025,-11.216064453125,-5.216370701789856,0.0,0.0,0.0,0.0,1.876103490554115e-17,-5.999693781137466,0.0,0.0,0.0,0.0,-11.175849914550781,-5.180058479309082,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.995790958404541,0.0,0.0,0.0,0.0,0,0,-5.259921073913574,-5.259921073913574,192.4663000859275,-6.0090508460998535,-6.0,403.4287934927351
1043,adam,0.00025,-11.207903265953064,-5.2088485062122345,0.0,0.0,0.0,0.0,1.8474805236287906e-17,-5.999054849147797,0.0,0.0,0.0,0.0,-11.17843246459961,-5.178644180297852,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.9997878074646,0.0,0.0,0.0,0.0,0,0,-5.263859272003174,-5.263859272003174,193.22576498126773,-6.0090508460998535,-6.0,403.4287934927351
1044,adam,0.00025,-11.222270548343658,-5.224368631839752,0.0,0.0,0.0,0.0,1.834470104796795e-17,-5.997901827096939,0.0,0.0,0.0,0.0,-11.172042846679688,-5.1771559715271,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.994886875152588,0.0,0.0,0.0,0.0,0,0,-5.267812728881836,-5.267812728881836,193.99118674498592,-6.0090508460998535,-6.0,403.4287934927351
1045,adam,0.00025,-11.221079587936401,-5.222224742174149,0.0,0.0,0.0,0.0,1.8500826270407293e-17,-5.998854726552963,0.0,0.0,0.0,0.0,-11.169916152954102,-5.170680522918701,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999236106872559,0.0,0.0,0.0,0.0,0,0,-5.271768569946289,-5.271768569946289,194.76010490395547,-6.0090508460998535,-6.0,403.4287934927351
1046,adam,0.00025,-11.236549377441406,-5.2370442152023315,0.0,0.0,0.0,0.0,1.852684699433395e-17,-5.999505132436752,0.0,0.0,0.0,0.0,-11.203750610351562,-5.207047939300537,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.996702194213867,0.0,0.0,0.0,0.0,0,0,-5.275742053985596,-5.275742053985596,195.53552060301152,-6.0090508460998535,-6.0,403.4287934927351
1047,adam,0.00025,-11.246071934700012,-5.246997177600861,0.0,0.0,0.0,0.0,1.8891139197258682e-17,-5.999074637889862,0.0,0.0,0.0,0.0,-11.20048713684082,-5.200539588928223,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999947547912598,0.0,0.0,0.0,0.0,0,0,-5.27974271774292,-5.27974271774292,196.3193593657574,-6.0090508460998535,-6.0,403.4287934927351
1048,adam,0.00025,-11.251316606998444,-5.2516918778419495,0.0,0.0,0.0,0.0,1.8708993044097528e-17,-5.999624818563461,0.0,0.0,0.0,0.0,-11.207164764404297,-5.207676410675049,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999488353729248,0.0,0.0,0.0,0.0,0,0,-5.283763408660889,-5.283763408660889,197.1102878048675,-6.0090508460998535,-6.0,403.4287934927351
1049,adam,0.00025,-11.24796849489212,-5.249528288841248,0.0,0.0,0.0,0.0,1.8448784305566096e-17,-5.99844017624855,0.0,0.0,0.0,0.0,-11.196586608886719,-5.198616981506348,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.997969150543213,0.0,0.0,0.0,0.0,0,0,-5.2877702713012695,-5.2877702713012695,197.90166606630817,-6.0090508460998535,-6.0,403.4287934927351
1050,adam,0.00025,-11.254306018352509,-5.254964470863342,0.0,0.0,0.0,0.0,1.8578888752379994e-17,-5.999341607093811,0.0,0.0,0.0,0.0,-11.215054512023926,-5.217200756072998,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.997853755950928,0.0,0.0,0.0,0.0,0,0,-5.29176664352417,-5.29176664352417,198.6941372376173,-6.0090508460998535,-6.0,403.4287934927351
1051,adam,0.00025,-11.264008104801178,-5.26491042971611,0.0,0.0,0.0,0.0,1.8552867873356972e-17,-5.999097645282745,0.0,0.0,0.0,0.0,-11.232267379760742,-5.23325252532959,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999014854431152,0.0,0.0,0.0,0.0,0,0,-5.295778751373291,-5.295778751373291,199.49292087675482,-6.0090508460998535,-6.0,403.4287934927351
1052,adam,0.00025,-11.26613062620163,-5.266352653503418,0.0,0.0,0.0,0.0,1.8630930562124827e-17,-5.999777913093567,0.0,0.0,0.0,0.0,-11.235979080200195,-5.236283779144287,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999695301055908,0.0,0.0,0.0,0.0,0,0,-5.299794673919678,-5.299794673919678,200.29567982554596,-6.0090508460998535,-6.0,403.4287934927351
1053,adam,0.00025,-11.265454709529877,-5.266757816076279,0.0,0.0,0.0,0.0,1.8526846890936374e-17,-5.9986967742443085,0.0,0.0,0.0,0.0,-11.217700958251953,-5.217742443084717,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999958515167236,0.0,0.0,0.0,0.0,0,0,-5.30380392074585,-5.30380392074585,201.1003265800778,-6.0090508460998535,-6.0,403.4287934927351
1054,adam,0.00025,-11.261374235153198,-5.262144297361374,0.0,0.0,0.0,0.0,1.842276384013338e-17,-5.999229937791824,0.0,0.0,0.0,0.0,-11.19580078125,-5.196357250213623,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.999444007873535,0.0,0.0,0.0,0.0,0,0,-5.307779312133789,-5.307779312133789,201.9013702625978,-6.0090508460998535,-6.0,403.4287934927351
1055,adam,0.00025,-11.264489948749542,-5.265596032142639,0.0,0.0,0.0,0.0,1.8344701151365526e-17,-5.998893886804581,0.0,0.0,0.0,0.0,-11.230508804321289,-5.230949878692627,0.0,0.0,0.0,0.0,1.7941205033501573e-17,-5.99955940246582,0.0,0.0,0.0,0.0,0,0,-5.311742782592773,-5.311742782592773,202.70318832070254,-6.0090508460998535,-6.0,403.4287934927351
