greek,n_points,mse,rmse,mae,p90_abs_error,p99_abs_error,max_abs_error
delta,2048,2.6451163261730303e-10,1.626381359390543e-05,2.477239545123282e-06,1.6790513424069786e-10,0.00011826900626654257,0.00011826908935441693
gamma,2048,8.152818596057896e-05,0.009029295983662235,0.0013368622611687722,1.024932523466942e-07,0.0345857150997054,0.10409731229853492
vega,2048,7.019089802922287e-18,2.6493564884556942e-09,2.36011429178605e-09,4.02905345135273e-09,4.584609359747742e-09,4.8689806101884225e-09
theta,2048,2.772038432911088e-13,5.265015130947952e-07,2.782732486157549e-08,1.0429805713529903e-09,1.7347226135500104e-07,1.3205780028335834e-05
rho,2048,6.676306372580287e-14,2.5838549441832616e-07,2.067159736143948e-07,4.4102488104824645e-07,6.034236143648285e-07,6.735828973480906e-07
