region,variable,n_points,mse,rmse,mae,r2,mape_pct,p90_abs_error,p99_abs_error,max_abs_error,mean_stabilized_rel_error,p90_stabilized_rel_error,p99_stabilized_rel_error,max_stabilized_rel_error
full,price,32761,0.11252833666126805,0.33545243576588923,0.27944525577646673,-38.00766055913902,7003.896989416754,0.5448188227153958,0.6133625855806782,0.6745935706887135,,,,
full,delta,32761,3.757994213658169,1.9385546713100894,1.8893257798422538,-53.535830474475276,7811.973100616733,2.195219123920182,3.5318117899006203,10.702271095197407,1.3398924586455898,1.5236882550556345,2.4982704415317345,7.776386122066614
full,gamma,32761,113.30455556900458,10.644461262506645,2.2925749778600757,-71.85046824039125,113251.99653135335,2.633338858679073,30.659226671270805,421.53917186748737,1.035149704325432,0.8869780131476032,21.067920350424956,173.1002031238749
full,vega,32761,1.031714449384002,1.0157334539060934,0.7478247329035368,-91.58443117646102,36189.39090930336,1.554292095098148,3.598165185236814,4.429729585244646,0.6148447847180506,1.3121867462668269,3.5820503466816396,4.421360396888432
full,theta,32761,1.9807753241366166,1.4074002004179964,0.2532260236909693,-3789.232425630801,11235.652668755176,0.330864351437119,3.715947532511667,37.29501794577893,0.24581343442789197,0.3150902422927135,3.6311149831987093,36.43699044725712
full,rho,32761,0.7532116156002094,0.867877650132903,0.7959796785129015,-4.997912414000676,2534.5188410632577,1.3071434929404226,1.6752165912635888,1.8414080614456731,0.5108207960169149,0.6498265430587443,0.6999164010129445,0.7174695801230597
full,pde_residual,32761,1.8278731708569342,1.3519885986416211,0.2570253624895868,,,0.35133408932824245,3.805239703810223,34.14302225009072,,,,
short_maturity,price,905,0.17165524032431606,0.41431297387882515,0.3661312361514677,-40.93582820734234,163097.9422039726,0.5935015165753056,0.6658366634868222,0.6745935706887135,,,,
short_maturity,delta,905,12.16332184479864,3.4875954244720875,3.0211001598866547,-57.9321402421421,251098.23557951057,4.98935169911316,9.756388498187968,10.702271095197407,2.1719031400751834,3.574152979190305,7.078203443085134,7.776386122066614
short_maturity,gamma,905,3883.296602073432,62.31610226958544,37.588521845728266,-186.44804078372712,3423815.5550043704,74.53581041429166,280.82307008901665,421.53917186748737,18.539674788824158,40.2303057046163,91.11861110424476,173.1002031238749
short_maturity,vega,905,5.666231007545749,2.3803846343701998,1.9927051236863118,-1861.5840731778585,783916.7987961711,3.855177102704624,4.263218523267332,4.429729585244646,1.969433578706759,3.847754524421308,4.26178808717486,4.421360396888432
short_maturity,theta,905,68.97256314094474,8.30497219386945,5.002062474172101,-8435.148123132647,345541.95468430105,10.855399884799798,34.88306984867449,37.29501794577893,4.85585238267243,10.683775591009967,34.38085761948962,36.43699044725712
short_maturity,rho,905,0.08183106555379632,0.2860612968470155,0.2783334028668722,-322.6712761619355,69062.90138299059,0.35746419894135967,0.3790280866299339,0.3802870615118504,0.27420623508596464,0.348121118337126,0.3635508227715537,0.3646845701572517
short_maturity,pde_residual,905,63.35640693859529,7.9596737959915975,4.961503252305751,,,10.450442099931513,32.24242658758525,34.14302225009072,,,,
atm,price,4887,0.06647335328367585,0.2578242682209645,0.2525946931882886,-123.88991470009452,513.829542405835,0.31062590883051744,0.3279187638388674,0.3311475555385968,,,,
atm,delta,4887,3.849376857433324,1.9619828891795472,1.9090506288839417,-881.3959728832889,501.2842479394967,2.0499517628703545,3.1484067354657044,10.702271095197407,1.3655980456127221,1.4464788555126613,1.9785049380928983,6.667648628856339
atm,gamma,4887,443.2409331325912,21.053287941140955,4.064671333144395,-102.70471825332125,75.23267108878791,5.109547850239998,62.52177138556647,421.53917186748737,0.579859643154957,0.9488008498203542,5.280119785871743,33.19352577083962
atm,vega,4887,0.26570588655821636,0.5154666687170145,0.49829740272677886,-68.2649867422039,168.46396778873267,0.6165622104080388,0.728031545879472,3.5403189834783335,0.36156855858985865,0.4336583503894405,0.5802557464146596,3.5088015966570905
atm,theta,4887,1.0376237881471622,1.0186382027722907,0.1696262076997174,-623.9008295960244,206.3953735367653,0.2995872715603598,1.5936656659476536,30.18821040314246,0.15003966113711734,0.27708729918536124,1.2720537729325574,28.49573964350045
atm,rho,4887,0.6597169750007567,0.8122296319396114,0.772460929503828,-8.101184634994846,512.7430497697658,1.1152849817006303,1.232708425472584,1.2836104772138546,0.514449928238658,0.6089964071965182,0.6305137690314633,0.6389410331659803
atm,pde_residual,4887,1.5290368711830062,1.2365423046475224,0.222354613165706,,,0.3532382636786499,2.63791599526535,28.81621696611884,,,,
hard,price,135,0.012353139830998599,0.11114467972421621,0.10069593926563619,-145.92995350118426,3909.4552468686097,0.15968347331014515,0.1793097777343399,0.18497403009897884,,,,
hard,delta,135,15.907959611011814,3.988478357846738,3.416022814632526,-298.3855050507395,1198.947335424151,5.828790164939826,10.661732814252723,10.702271095197407,2.25216551400485,4.151919439132855,5.958481238409866,6.667648628856339
hard,gamma,135,15585.805714077185,124.84312441651396,80.71314901941352,-629.2190927565647,658.3624149828627,235.4250574502794,412.34179686508634,421.53917186748737,5.99237910180278,14.340030793018592,32.66151263214175,33.19352577083962
hard,vega,135,0.7358886984319243,0.8578395528488555,0.5967913909818918,-219.7154481833189,1579.31822835148,1.2885842614049967,3.180041202139064,3.5403189834783335,0.5444951059384368,1.173481910146825,3.14281226607098,3.5088015966570905
hard,theta,135,36.6727871230929,6.055806067163388,3.108072238371188,-3712.73352344525,2125.074580694994,5.831995967191576,27.28680749838667,30.18821040314246,2.6059065783324025,4.627346479449215,25.2345511481617,28.49573964350045
hard,rho,135,0.12100880583893793,0.34786319989176484,0.3476122539866589,-1405.5787776899706,10385.859926752193,0.36518068401701753,0.3744140225297485,0.3757423942395376,0.34295590143321186,0.35562795170079065,0.36166627458582357,0.36252158814128327
hard,pde_residual,135,53.93146580966649,7.343804586838248,4.341080009640052,,,13.116466412940914,26.803460193965318,28.81621696611884,,,,
