tau,log_moneyness,v,rho,kappa,gamma,bar_v,r,row_index,fd_delta,ad_delta,ad_minus_fd_delta,fd_gamma,ad_gamma,ad_minus_fd_gamma,fd_vega,ad_vega,ad_minus_fd_vega,fd_theta,ad_theta,ad_minus_fd_theta,fd_rho,ad_rho,ad_minus_fd_rho
0.4261666666666667,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,38,-0.004172167612434552,-0.004172167157974811,4.5445974067304107e-10,-0.026104962634696662,-0.02610495713187316,5.502823502423482e-09,-0.009835243934275262,-0.009835230071307299,1.3862967962810502e-08,0.0011626357127036968,0.0011626357018733235,-1.0830373273554295e-11,-0.00023453699204978307,-0.00023453699346472122,-1.4149381536224248e-12
0.537,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,48,-0.004565416301081926,-0.0045654158397793465,4.613025794686365e-10,-0.029658260839631256,-0.029658254230686642,6.608944613795131e-09,-0.010679286207987415,-0.010679273312638326,1.2895349088895558e-08,0.001092625293991345,0.0010926252888520576,-5.139287433120199e-12,-0.0002471309609730632,-0.0002471309637271712,-2.7541079768329813e-12
0.57025,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,51,-0.004685301945549225,-0.0046853015522334875,3.933157376179164e-10,-0.030200896722039693,-0.030200752550135705,1.441719039881051e-07,-0.010940581841867303,-0.010940570048273406,1.17935938966085e-08,0.001079909108386845,0.0010799091058814089,-2.5054361797033353e-12,-0.0002488780778686639,-0.0002488780780449688,-1.7630487998340771e-13
0.7919166666666667,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,71,-0.004982310183518357,-0.0049823137665598845,-3.5830415275397987e-09,0.01039808490308977,0.010397892444832326,-1.9245825744369782e-07,-0.01183312262481584,-0.011833133718685569,-1.109386972911186e-08,0.0009563369368636998,0.0009563369608103856,2.39466857801518e-11,-0.00021356218848911368,-0.00021356218707201956,1.4170941167474665e-12
1.0468333333333333,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,94,0.003609123139930448,0.0036090711781328277,-5.196179762032363e-08,0.648135274095539,0.6481334107148907,-1.8633806482259985e-06,0.003466376763544554,0.0034662234157545532,-1.533477900009239e-07,-0.0004074160850353614,-0.0004074159020423547,1.8299300670685664e-10,0.00017252040282467185,0.000172520401179644,-1.645027836822896e-12
1.1133333333333333,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,100,0.012091849180273506,0.012091754461607172,-9.47186663338706e-08,1.2169783226399775,1.21697490774917,-3.4148908074627116e-06,0.018922735698367887,0.018922479580152224,-2.5611821566351445e-07,-0.0015795306901322803,-0.0015795303893352914,3.0079698887935935e-10,0.0004539660210245433,0.0004539660180393319,-2.9852114161697807e-12
1.3793333333333333,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,124,0.16956245939715037,0.16956163825771361,-8.211394367518832e-07,11.302124286576833,11.302098085605225,-2.6200971607437396e-05,0.30554830757131834,0.30554708553703674,-1.2220342816005036e-06,-0.021228700803621603,-0.021228698859896967,1.9437246361053706e-09,0.0043868751768705305,0.004386875161394011,-1.5476519371615538e-11
1.5455833333333333,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,139,0.6028175769877755,0.6028152200953625,-2.3568924130135116e-06,36.668198156808565,36.66814055186846,-5.7604940103317404e-05,1.0841284067171497,1.0841285315627722,1.248456225066974e-07,-0.07206359454559053,-0.07206358965176872,4.893821806128962e-09,0.01354455525487408,0.013544555235532394,-1.9341686238738554e-11
1.56775,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,141,0.7044061093568893,0.7044034730877614,-2.6362691278869477e-06,42.16904871356475,42.16898869200803,-6.0021556720357694e-05,1.265224927318176,1.265225897086465,9.697682890053017e-07,-0.08375155442275073,-0.08375154903572458,5.387026144609841e-09,0.015584846999733282,0.015584846981261136,-1.8472145688064323e-11
1.63425,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,147,1.1007685357260906,1.1007650563173308,-3.479408759776703e-06,62.14245942865814,62.14240243466052,-5.69939976244882e-05,1.9678361136643563,1.9678417015600609,5.587895704595169e-06,-0.12892750573575973,-0.12892749891983338,6.815926351100288e-09,0.023337882168461554,0.02333788216064759,-7.813964753022873e-12
1.6453333333333333,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,148,1.1819449482902007,1.181941341172845,-3.607117355697298e-06,65.94949845327652,65.94944437988461,-5.4073391908104895e-05,2.1110409665382743,2.1110477172479705,6.750709696135004e-06,-0.1381167861236321,-0.13811677910606757,7.017564529476772e-09,0.024892837452855643,0.024892837449002288,-3.8533551349750894e-12
