epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,dynamic_refresh,dynamic_refresh_count,loss_log_var_pde,loss_log_var_clamped_pde,loss_weight_pde,loss_log_var_term,loss_log_var_clamped_term,loss_weight_term,loss_log_var_low,loss_log_var_clamped_low,loss_weight_low,loss_log_var_no_arbitrage,loss_log_var_clamped_no_arbitrage,loss_weight_no_arbitrage
11,adam,0.001,-0.6438862644135952,-0.15931326057761908,0.0,0.0,0.0,0.0,-0.1607613768428564,-0.16332528926432133,0.0,0.0,-0.16048633214086294,0.0,-0.6748405694961548,-0.1670326292514801,0.0,0.0,0.0,0.0,-0.1683923453092575,-0.17111846804618835,0.0,0.0,-0.1682971715927124,0.0,0,0,-0.173723503947258,-0.173723503947258,1.1897265656395914,-0.1770213395357132,-0.1770213395357132,1.1936565649322564,-0.17767442762851715,-0.17767442762851715,1.1944363824387572,-0.17488203942775726,-0.17488203942775726,1.1911057048145535
12,adam,0.001,-0.7019682712852955,-0.1737725744023919,0.0,0.0,0.0,0.0,-0.1752875130623579,-0.17793683800846338,0.0,0.0,-0.17497135046869516,0.0,-0.7323341965675354,-0.18131686747074127,0.0,0.0,0.0,0.0,-0.18287941813468933,-0.1856594830751419,0.0,0.0,-0.1824784129858017,0.0,0,0,-0.18921637535095215,-0.18921637535095215,1.208302371049207,-0.19268876314163208,-0.19268876314163208,1.212505358427799,-0.19333907961845398,-0.19333907961845398,1.213294127087449,-0.1904166042804718,-0.1904166042804718,1.2097534811685202
13,adam,0.001,-0.7594460025429726,-0.18806182779371738,0.0,0.0,0.0,0.0,-0.1897476427257061,-0.19237449672073126,0.0,0.0,-0.1892620399594307,0.0,-0.7896887063980103,-0.1955232471227646,0.0,0.0,0.0,0.0,-0.19732166826725006,-0.200030118227005,0.0,0.0,-0.19681371748447418,0.0,0,0,-0.2046574503183365,-0.2046574503183365,1.227104648653788,-0.20828701555728912,-0.20828701555728912,1.2315665976001158,-0.20893608033657074,-0.20893608033657074,1.2323662235784147,-0.20589542388916016,-0.20589542388916016,1.2286247124827445
14,adam,0.001,-0.8163610585033894,-0.2022302160039544,0.0,0.0,0.0,0.0,-0.2040016958490014,-0.20665638707578182,0.0,0.0,-0.20347275491803885,0.0,-0.8464599251747131,-0.2097332924604416,0.0,0.0,0.0,0.0,-0.2116258591413498,-0.21418017148971558,0.0,0.0,-0.21092063188552856,0.0,0,0,-0.22004704177379608,-0.22004704177379608,1.2461353496258347,-0.223820298910141,-0.223820298910141,1.250846220801564,-0.22446824610233307,-0.22446824610233307,1.2516569657297814,-0.22131945192813873,-0.22131945192813873,1.2477219540901365
15,adam,0.001,-0.8727047815918922,-0.216257244348526,0.0,0.0,0.0,0.0,-0.2181769972667098,-0.2207871414721012,0.0,0.0,-0.21748338639736176,0.0,-0.9025129675865173,-0.2236633151769638,0.0,0.0,0.0,0.0,-0.22566063702106476,-0.2282126098871231,0.0,0.0,-0.22497642040252686,0.0,0,0,-0.23538559675216675,-0.23538559675216675,1.265396607494379,-0.23929095268249512,-0.23929095268249512,1.2703480940050214,-0.23993779718875885,-0.23993779718875885,1.2711700775097678,-0.23668943345546722,-0.23668943345546722,1.2670475540839585
16,adam,0.001,-0.9284670911729336,-0.230138192884624,0.0,0.0,0.0,0.0,-0.23217527102679014,-0.23475358448922634,0.0,0.0,-0.2314000390470028,0.0,-0.9579011797904968,-0.23740538954734802,0.0,0.0,0.0,0.0,-0.23958556354045868,-0.242158904671669,0.0,0.0,-0.2387513518333435,0.0,0,0,-0.2506730854511261,-0.2506730854511261,1.28488996643988,-0.2547003924846649,-0.2547003924846649,1.2900750467861675,-0.2553463280200958,-0.2553463280200958,1.2909086212909735,-0.2520059049129486,-0.2520059049129486,1.2866036345448713
17,adam,0.001,-0.9835744835436344,-0.2438751282170415,0.0,0.0,0.0,0.0,-0.24598001409322023,-0.2485774578526616,0.0,0.0,-0.2451418861746788,0.0,-1.0127400159835815,-0.2511415481567383,0.0,0.0,0.0,0.0,-0.2531985640525818,-0.2558954060077667,0.0,0.0,-0.25250446796417236,0.0,0,0,-0.2659097909927368,-0.2659097909927368,1.304617365141131,-0.270050048828125,-0.270050048828125,1.3100300145595747,-0.2706953287124634,-0.2706953287124634,1.3108756233736867,-0.26726916432380676,-0.26726916432380676,1.3063920331394454
18,adam,0.001,-1.037910521030426,-0.2574872337281704,0.0,0.0,0.0,0.0,-0.25943767093122005,-0.2622462660074234,0.0,0.0,-0.2587393559515476,0.0,-1.0669877529144287,-0.264625608921051,0.0,0.0,0.0,0.0,-0.2669256329536438,-0.2694925367832184,0.0,0.0,-0.26594406366348267,0.0,0,0,-0.2810960114002228,-0.2810960114002228,1.3245807726850285,-0.2853401005268097,-0.2853401005268097,1.3302143578021908,-0.28598594665527344,-0.28598594665527344,1.3310737490825975,-0.28248000144958496,-0.28248000144958496,1.3264152484492855
19,adam,0.001,-1.0912235602736473,-0.2709342669695616,0.0,0.0,0.0,0.0,-0.2723749428987503,-0.2757582161575556,0.0,0.0,-0.27215614542365074,0.0,-1.1207270622253418,-0.2780607044696808,0.0,0.0,0.0,0.0,-0.2803276777267456,-0.2829337418079376,0.0,0.0,-0.27940502762794495,0.0,0,0,-0.29623159766197205,-0.29623159766197205,1.3447815690367435,-0.30056414008140564,-0.30056414008140564,1.3506205318729967,-0.3012188971042633,-0.3012188971042633,1.3515051497247283,-0.2976378798484802,-0.2976378798484802,1.3466740417654837
20,adam,0.001,-1.1451321616768837,-0.28427180275321007,0.0,0.0,0.0,0.0,-0.28618621826171875,-0.2891482952982187,0.0,0.0,-0.285525843501091,0.0,-1.173348307609558,-0.29137784242630005,0.0,0.0,0.0,0.0,-0.2930736839771271,-0.296168714761734,0.0,0.0,-0.29272809624671936,0.0,0,0,-0.31131696701049805,-0.31131696701049805,1.3652218829116851,-0.31573307514190674,-0.31573307514190674,1.3712641822739156,-0.3163953721523285,-0.3163953721523285,1.372172667252569,-0.31274399161338806,-0.31274399161338806,1.3671714788568474
21,adam,0.001,-1.1982490345835686,-0.2974658031016588,0.0,0.0,0.0,0.0,-0.2996600791811943,-0.3023998290300369,0.0,0.0,-0.29872333258390427,0.0,-1.2262933254241943,-0.3043176233768463,0.0,0.0,0.0,0.0,-0.30674415826797485,-0.3094322383403778,0.0,0.0,-0.3057992458343506,0.0,0,0,-0.32635223865509033,-0.32635223865509033,1.3859034516748263,-0.33085015416145325,-0.33085015416145325,1.3921511686186432,-0.33151617646217346,-0.33151617646217346,1.3930786811806564,-0.3277987837791443,-0.3277987837791443,1.387909674251165
22,adam,0.001,-1.250693492591381,-0.3105251397937536,0.0,0.0,0.0,0.0,-0.31284545361995697,-0.3155152481049299,0.0,0.0,-0.31180765852332115,0.0,-1.2777599096298218,-0.3174635171890259,0.0,0.0,0.0,0.0,-0.31900107860565186,-0.3224334120750427,0.0,0.0,-0.3188619315624237,0.0,0,0,-0.3413374722003937,-0.3413374722003937,1.4068279260769205,-0.34591513872146606,-0.34591513872146606,1.4132826777537362,-0.3465820848941803,-0.3465820848941803,1.4142255756227384,-0.34280237555503845,-0.34280237555503845,1.408890303248045
23,adam,0.001,-1.3017588183283806,-0.3234443850815296,0.0,0.0,0.0,0.0,-0.3252390753477812,-0.3284143805503845,0.0,0.0,-0.3246609792113304,0.0,-1.329134225845337,-0.3302193880081177,0.0,0.0,0.0,0.0,-0.33217692375183105,-0.33534562587738037,0.0,0.0,-0.3313922882080078,0.0,0,0,-0.35627272725105286,-0.35627272725105286,1.4279969488437265,-0.3609214723110199,-0.3609214723110199,1.4346507966434288,-0.3615928590297699,-0.3615928590297699,1.435614325548401,-0.35775458812713623,-0.35775458812713623,1.4301146103057025
24,adam,0.001,-1.351174719631672,-0.3361919019371271,0.0,0.0,0.0,0.0,-0.33658905141055584,-0.3410609997808933,0.0,0.0,-0.3373327758163214,0.0,-1.3806612491607666,-0.34309080243110657,0.0,0.0,0.0,0.0,-0.3454076647758484,-0.3478530943393707,0.0,0.0,-0.3443097174167633,0.0,0,0,-0.3711579442024231,-0.3711579442024231,1.4494119815282167,-0.37585368752479553,-0.37585368752479553,1.456234052974509,-0.3765474557876587,-0.3765474557876587,1.4572446924780333,-0.3726540803909302,-0.3726540803909302,1.4515821222540661
25,adam,0.001,-1.4040192887187004,-0.34890154749155045,0.0,0.0,0.0,0.0,-0.3510936610400677,-0.3539076615124941,0.0,0.0,-0.3501164000481367,0.0,-1.43112313747406,-0.35547590255737305,0.0,0.0,0.0,0.0,-0.3580032289028168,-0.36066964268684387,0.0,0.0,-0.35697436332702637,0.0,0,0,-0.38599327206611633,-0.38599327206611633,1.4710747734876348,-0.3907428979873657,-0.3907428979873657,1.478078447613687,-0.391448974609375,-0.391448974609375,1.4791224527814903,-0.387503445148468,-0.387503445148468,1.4732980293407207
26,adam,0.001,-1.454496905207634,-0.36142281256616116,0.0,0.0,0.0,0.0,-0.3638754542917013,-0.3664994612336159,0.0,0.0,-0.3626991920173168,0.0,-1.4810926914215088,-0.3680579364299774,0.0,0.0,0.0,0.0,-0.37051278352737427,-0.3731105625629425,0.0,0.0,-0.3694114685058594,0.0,0,0,-0.400779128074646,-0.400779128074646,1.4929874730623194,-0.40559160709381104,-0.40559160709381104,1.500189760480471,-0.4062986373901367,-0.4062986373901367,1.5012508151460646,-0.4023034870624542,-0.4023034870624542,1.4952650574226325
27,adam,0.001,-1.5040133073925972,-0.37386493757367134,0.0,0.0,0.0,0.0,-0.3761465400457382,-0.37891572900116444,0.0,0.0,-0.37508611381053925,0.0,-1.5303523540496826,-0.380430668592453,0.0,0.0,0.0,0.0,-0.3828265964984894,-0.3854582905769348,0.0,0.0,-0.3816368877887726,0.0,0,0,-0.4155159592628479,-0.4155159592628479,1.515152295911083,-0.420387864112854,-0.420387864112854,1.522551984382864,-0.4210954010486603,-0.4210954010486603,1.5236296273396415,-0.4170535206794739,-0.4170535206794739,1.5174837275219228
28,adam,0.001,-1.5526080131530762,-0.3861557748168707,0.0,0.0,0.0,0.0,-0.3880325239151716,-0.391115291044116,0.0,0.0,-0.38730439357459545,0.0,-1.5762654542922974,-0.39262399077415466,0.0,0.0,0.0,0.0,-0.3921809196472168,-0.39732855558395386,0.0,0.0,-0.3941320478916168,0.0,0,0,-0.43020370602607727,-0.43020370602607727,1.5375707040667572,-0.43512967228889465,-0.43512967228889465,1.5451634108372134,-0.43583938479423523,-0.43583938479423523,1.5462604218678564,-0.431753009557724,-0.431753009557724,1.5399547140894285
29,adam,0.001,-1.6002581343054771,-0.3983024023473263,0.0,0.0,0.0,0.0,-0.3995307721197605,-0.40301151014864445,0.0,0.0,-0.39941343292593956,0.0,-1.6255757808685303,-0.40471747517585754,0.0,0.0,0.0,0.0,-0.40497472882270813,-0.40971216559410095,0.0,0.0,-0.40617144107818604,0.0,0,0,-0.4448421895503998,-0.4448421895503998,1.560243953603575,-0.4498055577278137,-0.4498055577278137,1.5680072689506177,-0.4505273997783661,-0.4505273997783661,1.5691395311409844,-0.44640129804611206,-0.44640129804611206,1.5626784405284961
30,adam,0.001,-1.6497982889413834,-0.4103383980691433,0.0,0.0,0.0,0.0,-0.41261452063918114,-0.4153060056269169,0.0,0.0,-0.41153937578201294,0.0,-1.6758543252944946,-0.41675159335136414,0.0,0.0,0.0,0.0,-0.41938164830207825,-0.4217381477355957,0.0,0.0,-0.41798293590545654,0.0,0,0,-0.4594314992427826,-0.4594314992427826,1.583173693666922,-0.4644375443458557,-0.4644375443458557,1.5911190032797866,-0.4651646316051483,-0.4651646316051483,1.5922763063142509,-0.46100032329559326,-0.46100032329559326,1.585659363917149
31,adam,0.001,-1.696543574333191,-0.4222480058670044,0.0,0.0,0.0,0.0,-0.4239143952727318,-0.4269962701946497,0.0,0.0,-0.42338490672409534,0.0,-1.7226283550262451,-0.4285621643066406,0.0,0.0,0.0,0.0,-0.4311012625694275,-0.4330991506576538,0.0,0.0,-0.4298657774925232,0.0,0,0,-0.4739719033241272,-0.4739719033241272,1.6063618529650876,-0.4790199100971222,-0.4790199100971222,1.6144912799168096,-0.4797500967979431,-0.4797500967979431,1.6156705904840443,-0.47555017471313477,-0.47555017471313477,1.6088991296469284
32,adam,0.001,-1.7446279153227806,-0.4340357594192028,0.0,0.0,0.0,0.0,-0.43647088296711445,-0.4388799536973238,0.0,0.0,-0.4352413099259138,0.0,-1.7687616348266602,-0.4402616024017334,0.0,0.0,0.0,0.0,-0.44162166118621826,-0.44523078203201294,0.0,0.0,-0.44164758920669556,0.0,0,0,-0.48846325278282166,-0.48846325278282166,1.6298096889923321,-0.49355295300483704,-0.49355295300483704,1.638126077738032,-0.4942830801010132,-0.4942830801010132,1.6393225547113184,-0.4900508224964142,-0.4900508224964142,1.6323991804487263
33,adam,0.001,-1.7844798862934113,-0.4456245768815279,0.0,0.0,0.0,0.0,-0.44304086454212666,-0.4493860937654972,0.0,0.0,-0.44642834179103374,0.0,-1.8131186962127686,-0.45140957832336426,0.0,0.0,0.0,0.0,-0.45201951265335083,-0.45677921175956726,0.0,0.0,-0.4529103934764862,0.0,0,0,-0.5029053092002869,-0.5029053092002869,1.653518280801167,-0.5080116391181946,-0.5080116391181946,1.6619832848264222,-0.5087583661079407,-0.5087583661079407,1.663224796079,-0.5045000910758972,-0.5045000910758972,1.6561573856253071
34,adam,0.001,-1.830674335360527,-0.456723690032959,0.0,0.0,0.0,0.0,-0.4547644406557083,-0.4615825992077589,0.0,0.0,-0.4576035998761654,0.0,-1.8482428789138794,-0.46304330229759216,0.0,0.0,0.0,0.0,-0.45564883947372437,-0.4679141044616699,0.0,0.0,-0.46163666248321533,0.0,0,0,-0.5172943472862244,-0.5172943472862244,1.6774828181642782,-0.5223556756973267,-0.5223556756973267,1.6859946319829253,-0.5231757760047913,-0.5231757760047913,1.6873778838241011,-0.5188899040222168,-0.5188899040222168,1.6801614735793804
35,adam,0.001,-1.879679873585701,-0.4682043679058552,0.0,0.0,0.0,0.0,-0.46860247664153576,-0.47335744835436344,0.0,0.0,-0.46951557882130146,0.0,-1.9058988094329834,-0.4742541015148163,0.0,0.0,0.0,0.0,-0.4759063124656677,-0.47964397072792053,0.0,0.0,-0.47609445452690125,0.0,0,0,-0.5316305756568909,-0.5316305756568909,1.7017048060528144,-0.5366741418838501,-0.5366741418838501,1.7103091469830913,-0.5375518202781677,-0.5375518202781677,1.711810907303893,-0.5332337021827698,-0.5332337021827698,1.70443504203875
36,adam,0.001,-1.927941046655178,-0.47971530444920063,0.0,0.0,0.0,0.0,-0.4822151158004999,-0.4848392251878977,0.0,0.0,-0.4811713844537735,0.0,-1.9520894289016724,-0.485838919878006,0.0,0.0,0.0,0.0,-0.4884815216064453,-0.4906873404979706,0.0,0.0,-0.4870816469192505,0.0,0,0,-0.5459216833114624,-0.5459216833114624,1.7261986578939041,-0.5509978532791138,-0.5509978532791138,1.7349834132715911,-0.5518837571144104,-0.5518837571144104,1.7365211227623827,-0.5475364327430725,-0.5475364327430725,1.728988287866147
37,adam,0.001,-1.9732900559902191,-0.49100325256586075,0.0,0.0,0.0,0.0,-0.4938883949071169,-0.4960399139672518,0.0,0.0,-0.4923584796488285,0.0,-1.9967339038848877,-0.4968011975288391,0.0,0.0,0.0,0.0,-0.4998437762260437,-0.5017455220222473,0.0,0.0,-0.49834343791007996,0.0,0,0,-0.5601668357849121,-0.5601668357849121,1.750964599482433,-0.5652909874916077,-0.5652909874916077,1.7599598345154444,-0.5661672353744507,-0.5661672353744507,1.7615026714494086,-0.5617926120758057,-0.5617926120758057,1.7538135914987762
38,adam,0.001,-2.0140359550714493,-0.5019103661179543,0.0,0.0,0.0,0.0,-0.5040812939405441,-0.5048731341958046,0.0,0.0,-0.5031711719930172,0.0,-2.0238986015319824,-0.507920503616333,0.0,0.0,0.0,0.0,-0.5063816905021667,-0.5008894205093384,0.0,0.0,-0.5087070465087891,0.0,0,0,-0.5743634104728699,-0.5743634104728699,1.775999584243584,-0.579535722732544,-0.579535722732544,1.785209406171398,-0.580390453338623,-0.580390453338623,1.7867359315801714,-0.5759995579719543,-0.5759995579719543,1.778907759975184
39,adam,0.001,-2.0581434965133667,-0.5128807462751865,0.0,0.0,0.0,0.0,-0.5147882141172886,-0.5163127407431602,0.0,0.0,-0.5141618214547634,0.0,-2.0838708877563477,-0.5186976790428162,0.0,0.0,0.0,0.0,-0.5214135646820068,-0.5236647725105286,0.0,0.0,-0.5200947523117065,0.0,0,0,-0.588509738445282,-0.588509738445282,1.8013020030429423,-0.593711793422699,-0.593711793422699,1.810696890267088,-0.5945290923118591,-0.5945290923118591,1.812177375741265,-0.5901534557342529,-0.5901534557342529,1.8042652690065693
40,adam,0.001,-2.104206010699272,-0.5238222107291222,0.0,0.0,0.0,0.0,-0.5266912691295147,-0.5285443961620331,0.0,0.0,-0.5251481495797634,0.0,-2.1268150806427,-0.5294974446296692,0.0,0.0,0.0,0.0,-0.5321142077445984,-0.5344720482826233,0.0,0.0,-0.5307314395904541,0.0,0,0,-0.6026099324226379,-0.6026099324226379,1.8268806186344342,-0.6078523397445679,-0.6078523397445679,1.8364830188206227,-0.6086499094963074,-0.6086499094963074,1.8379483263908392,-0.6042616963386536,-0.6042616963386536,1.8299006876530333
41,adam,0.001,-2.14705191552639,-0.5344857946038246,0.0,0.0,0.0,0.0,-0.5374017544090748,-0.5393066331744194,0.0,0.0,-0.5358577184379101,0.0,-2.170081615447998,-0.5401293039321899,0.0,0.0,0.0,0.0,-0.5432507991790771,-0.5451012253761292,0.0,0.0,-0.541600227355957,0.0,0,0,-0.6166616678237915,-0.6166616678237915,1.8527326694102368,-0.6219482421875,-0.6219482421875,1.8625532140910896,-0.6227306127548218,-0.6227306127548218,1.8640109910924156,-0.6183223128318787,-0.6183223128318787,1.8558119567629416
42,adam,0.001,-2.1897668093442917,-0.5450648628175259,0.0,0.0,0.0,0.0,-0.5482122823596001,-0.5499886646866798,0.0,0.0,-0.5465010441839695,0.0,-2.2119064331054688,-0.5506566762924194,0.0,0.0,0.0,0.0,-0.5537467002868652,-0.5553596615791321,0.0,0.0,-0.552143394947052,0.0,0,0,-0.6306647658348083,-0.6306647658348083,1.878859165591298,-0.6359983682632446,-0.6359983682632446,1.8889070252243143,-0.636763870716095,-0.636763870716095,1.8903535417706745,-0.6323351263999939,-0.6323351263999939,1.8820001604156757
43,adam,0.001,-2.2316229194402695,-0.5555093139410019,0.0,0.0,0.0,0.0,-0.558715246617794,-0.5604080595076084,0.0,0.0,-0.5569903440773487,0.0,-2.253718614578247,-0.5609718561172485,0.0,0.0,0.0,0.0,-0.564299464225769,-0.5658969879150391,0.0,0.0,-0.5625503063201904,0.0,0,0,-0.6446191072463989,-0.6446191072463989,1.9052611908660853,-0.6499992609024048,-0.6499992609024048,1.915539413242799,-0.6507483124732971,-0.6507483124732971,1.9169747885673525,-0.6462996602058411,-0.6462996602058411,1.9084657751815186
44,adam,0.001,-2.2732263803482056,-0.5658322647213936,0.0,0.0,0.0,0.0,-0.5692180618643761,-0.5707996375858784,0.0,0.0,-0.5673764012753963,0.0,-2.2951810359954834,-0.5712900757789612,0.0,0.0,0.0,0.0,-0.5747421383857727,-0.5762873291969299,0.0,0.0,-0.5728614926338196,0.0,0,0,-0.6585245132446289,-0.6585245132446289,1.9319396789834056,-0.6639516949653625,-0.6639516949653625,1.942453170202812,-0.6646831631660461,-0.6646831631660461,1.9438745327054943,-0.6602158546447754,-0.6602158546447754,1.9352100133914412
45,adam,0.001,-2.3060250729322433,-0.5759698152542114,0.0,0.0,0.0,0.0,-0.5757347904145718,-0.577229231595993,0.0,0.0,-0.5770912542939186,0.0,-2.329807758331299,-0.5808168649673462,0.0,0.0,0.0,0.0,-0.5813671946525574,-0.5853727459907532,0.0,0.0,-0.5822511315345764,0.0,0,0,-0.6723803877830505,-0.6723803877830505,1.9588947042695573,-0.677837610244751,-0.677837610244751,1.969614050776096,-0.6785398125648499,-0.6785398125648499,1.9709976040425559,-0.6740803122520447,-0.6740803122520447,1.9622275092653303
46,adam,0.001,-2.350237175822258,-0.5859107971191406,0.0,0.0,0.0,0.0,-0.5862962044775486,-0.5906827747821808,0.0,0.0,-0.5873473510146141,0.0,-2.3720364570617676,-0.5912560820579529,0.0,0.0,0.0,0.0,-0.5920079946517944,-0.5963560938835144,0.0,0.0,-0.5924164056777954,0.0,0,0,-0.6861845254898071,-0.6861845254898071,1.9861230561077476,-0.6916123628616333,-0.6916123628616333,1.996932719064033,-0.6923380494117737,-0.6923380494117737,1.9983823922203299,-0.6878897547721863,-0.6878897547721863,1.9895127405746575
47,adam,0.001,-2.3916584253311157,-0.5959762409329414,0.0,0.0,0.0,0.0,-0.5975080989301205,-0.6007159389555454,0.0,0.0,-0.5974581241607666,0.0,-2.4124300479888916,-0.6006345748901367,0.0,0.0,0.0,0.0,-0.6044970154762268,-0.6043797135353088,0.0,0.0,-0.6029188632965088,0.0,0,0,-0.6999404430389404,-0.6999404430389404,2.0136327780502454,-0.7053681015968323,-0.7053681015968323,2.0245918032500207,-0.7061150074005127,-0.7061150074005127,2.026104547486351,-0.7016541361808777,-0.7016541361808777,2.017086485184264
