tau,log_moneyness,v,rho,kappa,gamma,bar_v,r,row_index,fd_delta,ad_delta,ad_minus_fd_delta,fd_gamma,ad_gamma,ad_minus_fd_gamma,fd_vega,ad_vega,ad_minus_fd_vega,fd_theta,ad_theta,ad_minus_fd_theta,fd_rho,ad_rho,ad_minus_fd_rho
0.4261666666666667,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,38,0.017344972117958046,0.017344971120624778,-9.973332680546232e-10,0.14079438206493833,0.14079442740627465,4.53413363243893e-08,0.04608459644644958,0.04608458921571476,-7.2307348164546426e-09,-0.004737225123285782,-0.0047372251444102705,-2.1124488443213796e-11,0.0004799932684651509,0.00047999326809644447,-3.687064217307301e-13
0.537,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,48,0.01769955042738025,0.01769955162592328,1.1985430287131393e-09,0.08191435343658098,0.08191444104652394,8.760994296697078e-08,0.04921694412990396,0.049216919500617684,-2.4629286277111362e-08,-0.003898093668686098,-0.0038980936866996876,-1.8013589751786352e-11,0.0007586555825223051,0.0007586555807927965,-1.7295086803675863e-12
0.57025,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,51,0.017414425865225347,0.017414427807878212,1.942652864961314e-09,0.05807152277451099,0.058071653754016996,1.309795060050467e-07,0.0492806362673015,0.04928060487831056,-3.1388990941183526e-08,-0.0036201050010453706,-0.003620105017655185,-1.6609814218471186e-11,0.0008494591943741803,0.0008494591936733508,-7.008294769170198e-13
0.7919166666666667,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,71,0.010917201230531415,0.010917208710427749,7.479896334261493e-09,-0.16012844269823465,-0.16012830133296146,1.4136527318187042e-07,0.039258694910782044,0.039258603599121096,-9.13116609477238e-08,-0.0014888566607362819,-0.0014888566761259272,-1.5389645287300358e-11,0.0015469329184281122,0.0015469329167034941,-1.7246180612079387e-12
1.0468333333333333,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,94,-0.0063378918325335265,-0.006337877768301525,1.4064232001231858e-08,-0.5068798898540636,-0.5068797561117092,1.337423544134353e-07,0.0051338498865960425,0.005133668663089693,-1.8122350634985213e-07,0.0015479046416855269,0.001547904624720469,-1.696505783077562e-11,0.00256710278312422,0.0025671027820873406,-1.0368793497417261e-12
1.1133333333333333,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,100,-0.012542666416939796,-0.01254265074437971,1.5672560086527065e-08,-0.6090819538863249,-0.6090817526558677,2.0123045718634103e-07,-0.007757813761943844,-0.0077580200207930244,-2.0625884918079596e-07,0.0024469104104030137,0.0024469103927040933,-1.7698920454223277e-11,0.0028743837413025553,0.002874383738028767,-3.273788358459928e-12
1.3793333333333333,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,124,-0.044259233285964816,-0.044259212206388454,2.1079576362215136e-08,-1.0437226280373204,-1.043722444981765,1.830555553805624e-07,-0.07565982663687576,-0.07566012884025317,-3.022033774058297e-07,0.00650465609569606,0.006504656080983058,-1.4713001650346058e-11,0.0042778871053861245,0.004277887104808634,-5.774903125144171e-13
1.5455833333333333,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,139,-0.06944642340460383,-0.06944640021184678,2.3192757048207113e-08,-1.3183828215753735,-1.3183826335926583,1.8798271517184162e-07,-0.13089706004137946,-0.13089740966260663,-3.496212271636434e-07,0.009415580183858019,0.009415580169208388,-1.464963046704515e-11,0.005292813047841349,0.005292813045824487,-2.016862371556627e-12
1.56775,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,141,-0.07309590932674803,-0.07309588594482366,2.338192436890374e-08,-1.3541054326420692,-1.3541052623299084,1.70312160818753e-07,-0.13896078983915983,-0.1389611444831227,-3.546439628632214e-07,0.009824609434327947,0.009824609419758776,-1.4569170522782393e-11,0.005435643102014165,0.00543564309828472,-3.729444704447804e-12
1.63425,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,147,-0.08443115604300777,-0.08443113225321625,2.378979152561911e-08,-1.459047622888801,-1.4590474727518878,1.5013691312404376e-07,-0.16408259974898254,-0.16408296711133918,-3.673623566458062e-07,0.011079641205336,0.011079641190007832,-1.5328167554673477e-11,0.005874084297863291,0.005874084293888102,-3.9751891015016305e-12
1.6453333333333333,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,148,-0.08637510440639984,-0.0863750805698353,2.3836564541634964e-08,-1.4761556524304358,-1.4761555159508954,1.364795403357988e-07,-0.1684013939318163,-0.1684017630345033,-3.6910268699785753e-07,0.011292768428150524,0.011292768414377676,-1.3772847445858716e-11,0.005948564331670347,0.005948564326890355,-4.7799923741376205e-12
1.734,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,156,-0.10245743996481482,-0.1024574160293471,2.393546771894961e-08,-1.6080610521088456,-1.6080610234497243,2.865912129834669e-08,-0.2042315999831179,-0.20423197858405526,-3.786009373507593e-07,0.013036008751909911,0.013036008736463722,-1.544618946636156e-11,0.006558008383561464,0.006558008380747885,-2.813579230709351e-12
1.90025,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,171,-0.13485260179912917,-0.13485257900587733,2.279325184151304e-08,-1.8233113623887518,-1.8233113588328258,3.5559259980999514e-09,-0.2768247707177207,-0.27682514096245153,-3.7024473081848086e-07,0.01646293994239656,0.016462939932063967,-1.033259242055884e-11,0.007757968552846162,0.007757968547730826,-5.115336106087387e-12
1.9224166666666667,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,173,-0.1393565333986796,-0.13935651090401835,2.249466124482069e-08,-1.847964246727302,-1.847964219799861,2.6927441165724986e-08,-0.2869500075972087,-0.28695037362315345,-3.660259447757497e-07,0.016932359812038555,0.01693235980375112,-8.28743670910903e-12,0.007922675791804945,0.007922675788768263,-3.036682016954728e-12
1.9335,-0.2231435513142097,0.04,-0.7,2.0,0.3,0.04,0.01,174,-0.14162213543764124,-0.14162211309721615,2.234042509319245e-08,-1.8598755115494314,-1.8598755523235666,-4.077413517933337e-08,-0.29204557925849306,-0.2920459428644541,-3.636059610623299e-07,0.017167937046702608,0.017167937037246783,-9.45582501188369e-12,0.008005379027731241,0.00800537902481497,-2.916271391040226e-12
0.3264166666666667,-0.22036962443148445,0.04,-0.7,2.0,0.3,0.04,0.01,210,0.015689050419623863,0.015689047989257437,-2.430366425471009e-09,0.16621946428963252,0.1662194592880394,-5.001593111897407e-09,0.04006770359193945,0.04006770455860354,9.6666408905266e-10,-0.005420721018445374,-0.005420721045458865,-2.7013491270266865e-11,0.00027373341704439724,0.00027373341938941975,2.3450225051721563e-12
0.5148333333333334,-0.22036962443148445,0.04,-0.7,2.0,0.3,0.04,0.01,227,0.018000488122567306,0.018000489027355085,9.047877794210457e-10,0.09377001847779105,0.09377002243904659,3.9612555319257226e-09,0.049156366095370885,0.049156343682217656,-2.2413153229206007e-08,-0.004070438059666781,-0.004070438075549313,-1.5882532268529648e-11,0.0007256151404733124,0.0007256151399560316,-5.172808795889106e-13
