greek,n_points,mse,rmse,mae,p90_abs_error,p99_abs_error,max_abs_error
delta,2048,1.783419228385468e-11,4.223054852101104e-06,5.804190043649585e-07,6.499348277566597e-07,1.214402518427082e-05,0.00013163663761250888
gamma,2048,3.910703849446877e-07,0.0006253562064493225,3.9910233344275227e-05,2.0801812955362204e-05,0.00044868297094161736,0.02432769537904278
vega,2048,8.877956400797678e-11,9.422290804681034e-06,3.2748745613457035e-06,1.020559836626411e-05,5.1355834238790975e-05,5.6643888160401445e-05
theta,2048,4.05161651647729e-12,2.012862766429269e-06,1.0845233194137117e-07,1.6468332242336456e-08,8.787823836486898e-07,7.860595607489529e-05
rho,2048,4.595129035463182e-22,2.143625208720774e-11,7.9437839587154e-12,1.2753822824229654e-11,1.183040277893954e-10,1.3173153193268838e-10
