tau,moneyness,v,rho,kappa,gamma,bar_v,r,pinn_price,ref_price,error_price,abs_error_price,pde_residual,pde_residual_dx_log_m,pde_residual_dv,pinn_delta,ref_delta,error_delta,abs_error_delta,stabilized_rel_error_delta,pinn_gamma,ref_gamma,error_gamma,abs_error_gamma,stabilized_rel_error_gamma,pinn_vega,ref_vega,error_vega,abs_error_vega,stabilized_rel_error_vega,pinn_theta,ref_theta,error_theta,abs_error_theta,stabilized_rel_error_theta,pinn_rho,ref_rho,error_rho,abs_error_rho,stabilized_rel_error_rho
0.05,0.8,0.21971117661996578,-0.5241299828927267,1.0576232226342916,0.29956827744543396,0.19758448825937408,0.01,0.19987969803102973,0.19992155029574155,-4.185226471181691e-05,4.185226471181691e-05,0.004962440970137078,,,-0.9883227172172739,-0.9841263683077565,-0.004196348909517478,0.004196348909517478,0.002114960506823215,0.45131643651972614,0.513551521154767,-0.06223508463504085,0.06223508463504085,0.04111857691342973,0.01041625087645276,0.007375097273603276,0.0030411536028494834,0.0030411536028494834,0.003018889002795654,-0.021740786601604972,-0.020833534888466954,-0.0009072517131380187,0.0009072517131380187,0.0008887361965799274,-0.05140557249539323,-0.04936113224709735,-0.0020444402482958784,0.0020444402482958784,0.0019482713676634118
0.06218750000000001,0.8,0.21971117661996578,-0.5241299828927267,1.0576232226342916,0.29956827744543396,0.19758448825937408,0.01,0.20021728792767052,0.20026139076550054,-4.4102837830017894e-05,4.4102837830017894e-05,0.004674295074909202,,,-0.9767005274721358,-0.9720174496782623,-0.004683077793873447,0.004683077793873447,0.0023747648858976874,0.6528989159885402,0.744549822463263,-0.09165090647472274,0.09165090647472274,0.052535562638912674,0.015712994523818687,0.01320599590955901,0.0025069986142596777,0.0025069986142596777,0.002474322718559453,-0.03340135066644557,-0.03462775982478164,0.0012264091583360712,0.0012264091583360712,0.0011853627033395744,-0.0625034459489375,-0.060811623359723135,-0.0016918225892143673,0.0016918225892143673,0.0015948379070886813
0.074375,0.8,0.21971117661996578,-0.5241299828927267,1.0576232226342916,0.29956827744543396,0.19758448825937408,0.01,0.20068769701664269,0.2007567664251929,-6.906940855022636e-05,6.906940855022636e-05,0.003962609210141049,,,-0.9638322907491916,-0.9585927992782888,-0.005239491470902857,0.005239491470902857,0.0026751305696791744,0.8369717624323074,0.9405187359029661,-0.10354697347065867,0.10354697347065867,0.05336046055874641,0.021707727749767012,0.01981244721157699,0.001895280538190023,0.001895280538190023,0.0018584598995356402,-0.043544334919180326,-0.046281286750700375,0.0027369518315200486,0.0027369518315200486,0.0026158852941161204,-0.07379483708184438,-0.07196755605993191,-0.0018272810219124719,0.0018272810219124719,0.0017046047817237404
0.0865625,0.8,0.21971117661996578,-0.5241299828927267,1.0576232226342916,0.29956827744543396,0.19758448825937408,0.01,0.20127264012531143,0.20138037663982844,-0.0001077365145170095,0.0001077365145170095,0.003211766539297874,,,-0.9502592894492388,-0.9447214665976573,-0.005537822851581442,0.005537822851581442,0.002847617484919325,0.9973059199381117,1.0997005342293527,-0.10239461429124097,0.10239461429124097,0.048766294346266184,0.028188307778909214,0.02677479346668782,0.0014135143122213957,0.0014135143122213957,0.0013766546678156792,-0.05220031396158918,-0.05570029569574895,0.003499981734159767,0.003499981734159767,0.0033153175654394777,-0.08526556606083689,-0.0828539504147729,-0.002411615646063986,0.002411615646063986,0.0022270922548144633
0.09875,0.8,0.21971117661996578,-0.5241299828927267,1.0576232226342916,0.29956827744543396,0.19758448825937408,0.01,0.201954156780554,0.20210648966588995,-0.00015233288533594846,0.00015233288533594846,0.0025894303399266352,,,-0.9364696050782828,-0.9309123893118377,-0.005557215766445078,0.005557215766445078,0.0028780258478871886,1.131201133596508,1.2264966242905935,-0.0952954906940855,0.0952954906940855,0.04280064458864767,0.03494202538725571,0.03383080795269755,0.001111217434558158,0.001111217434558158,0.0010748542469523707,-0.059399882883870506,-0.06315879082953767,0.0037589079456671615,0.0037589079456671615,0.0035356035035314388,-0.09689842365890218,-0.09350009461014182,-0.0033983290487603623,0.0033983290487603623,0.00310775377662125
0.11093750000000001,0.8,0.21971117661996578,-0.5241299828927267,1.0576232226342916,0.29956827744543396,0.19758448825937408,0.01,0.20271488762126333,0.20291331592164763,-0.00019842830038430126,0.00019842830038430126,0.0020856456888365092,,,-0.9228543063027901,-0.9174471055802063,-0.005407200722583827,0.005407200722583827,0.002819999939944964,1.2396184444998748,1.3265414771493838,-0.08692303264950896,0.08692303264950896,0.037361479906222086,0.04177351383530346,0.04082290410086553,0.0009506097344379252,0.0009506097344379252,0.0009133251494490576,-0.06521737270347998,-0.06900226830287279,0.0037848955993928096,0.0037848955993928096,0.003540587061056134,-0.10866553811849433,-0.10393412660530106,-0.0047314115131932705,0.0047314115131932705,0.004285954568451286
0.123125,0.8,0.21971117661996578,-0.5241299828927267,1.0576232226342916,0.29956827744543396,0.19758448825937408,0.01,0.2035387922018106,0.20378315785905676,-0.00024436565724617054,0.00024436565724617054,0.001592178077452393,,,-0.9096794401761455,-0.9044713587777655,-0.005208081398380027,0.005208081398380027,0.002734659869982199,1.3263925638849594,1.405045066460577,-0.07865250257561751,0.07865250257561751,0.03270313046206977,0.048521365338416916,0.04765908713837236,0.0008622782000445584,0.0008622782000445584,0.0008230522797256763,-0.0697971377538153,-0.07354861516667302,0.0037514774128577233,0.0037514774128577233,0.003494464395797567,-0.12052265851985484,-0.11418123015100627,-0.006341428368848573,0.006341428368848573,0.005691559144277733
0.1353125,0.8,0.21971117661996578,-0.5241299828927267,1.0576232226342916,0.29956827744543396,0.19758448825937408,0.01,0.20441202475764017,0.20470187794074923,-0.0002898531831090623,0.0002898531831090623,0.0009944315486455195,,,-0.8970811221368558,-0.8920514717126173,-0.005029650424238419,0.005029650424238419,0.002658305283674846,1.3967809065370709,1.4663641999839374,-0.06958329344686653,0.06958329344686653,0.028212902801346088,0.05506943387249901,0.054287801485561615,0.0007816323869373962,0.0007816323869373962,0.0007413842651276285,-0.07335232475351504,-0.0770629173788854,0.0037105926253703653,0.0037105926253703653,0.0034451029419900322,-0.13240810967952193,-0.12426329467174849,-0.008144815007773448,0.008144815007773448,0.00724457966952616
0.14750000000000002,0.8,0.21971117661996578,-0.5241299828927267,1.0576232226342916,0.29956827744543396,0.19758448825937408,0.01,0.20532362313322172,0.2056582434606119,-0.0003346203273901782,0.0003346203273901782,0.000245600216872084,,,-0.885085354277405,-0.8802079118309654,-0.004877442446439617,0.004877442446439617,0.0025940973951598333,1.4558201521586354,1.5139998571394013,-0.05817970498076597,0.05817970498076597,0.023142286510297084,0.06135008895187845,0.06068233964365455,0.0006677493082239,0.0006677493082239,0.0006295469277335533,-0.0761363941188589,-0.07975775383660516,0.003621359717746256,0.003621359717746256,0.0033538631279829267,-0.1442474364863094,-0.1341991245064942,-0.010048311979815178,0.010048311979815178,0.008859389645700298
0.1596875,0.8,0.21971117661996578,-0.5241299828927267,1.0576232226342916,0.29956827744543396,0.19758448825937408,0.01,0.2062657328998683,0.2066433306911336,-0.00037759779126531057,0.00037759779126531057,-0.0006006883527781117,,,-0.8736467167751927,-0.8689351286308986,-0.0047115881442940655,0.0047115881442940655,0.0025210014366553067,1.5070282574527334,1.5507204693039043,-0.04369221185117089,0.04369221185117089,0.0171293610479766,0.06733901016749322,0.06683124742875668,0.0005077627387365391,0.0005077627387365391,0.0004759541304778361,-0.07839772111602344,-0.08180093381368371,0.0034032126976602656,0.0034032126976602656,0.0031458770197793093,-0.15596267111803488,-0.14400481955233768,-0.011957851565697203,0.011957851565697203,0.010452623416723409
